Date,NCLH
2015-01-05,-0.014346937316846553
2015-01-06,-0.00912444449453731
2015-01-07,0.013154976235297822
2015-01-08,0.010170985284893685
2015-01-09,-0.03170521706428153
2015-01-12,0.0026548435809574666
2015-01-13,0.0070608935785312354
2015-01-14,-0.013146329582492955
2015-01-15,-0.007992908593113635
2015-01-16,0.0038047933702816117
2015-01-20,0.003344515740963949
2015-01-21,-0.00022218492296011139
2015-01-22,0.018003945951872158
2015-01-23,-0.002183372833774566
2015-01-26,0.007658609809147343
2015-01-27,-0.009772003700215026
2015-01-28,-0.015131549337673134
2015-01-29,-0.015586746054727318
2015-01-30,-0.010178710071439556
2015-02-02,-0.009826245588929194
2015-02-03,0.01523193675332557
2015-02-04,-0.00591048252579951
2015-02-05,0.009604436040227204
2015-02-06,-0.006795085875183071
2015-02-09,-0.020980574708303945
2015-02-10,0.027719511256689033
2015-02-11,0.0029465338001466446
2015-02-12,0.0029378772455419533
2015-02-13,-0.015096934824635255
2015-02-17,-0.007092142875470109
2015-02-18,0.0762672221709495
2015-02-19,0.03639479332605178
2015-02-20,-0.013220396440109639
2015-02-23,0.0018840308085712465
2015-02-24,0.004596765940189762
2015-02-25,0.017470805031211123
2015-02-26,0.005928064725714499
2015-02-27,0.0022353304693776277
2015-03-02,0.030413625492325735
2015-03-03,-0.00905153654535551
2015-03-04,0.004169957941372537
2015-03-05,0.014830927516829018
2015-03-06,-0.024941519620195307
2015-03-09,0.01658669067090024
2015-03-10,-0.018871615974635714
2015-03-11,-0.00020032701991123947
2015-03-12,0.02304604561154644
2015-03-13,-0.006660140208994636
2015-03-16,0.013803998729587708
2015-03-17,0.007586060898774116
2015-03-18,0.021428583527032252
2015-03-19,0.013230027687737511
2015-03-20,0.0014922218885775607
2015-03-23,-0.019742923928227407
2015-03-24,-0.006650242859873368
2015-03-25,-0.021614332054373575
2015-03-26,0.0007819569821487793
2015-03-27,0.051377244357709406
2015-03-30,-0.010033461883859451
2015-03-31,0.013701192923450067
2015-04-01,0.008702115077010575
2015-04-02,-0.0003671156008026033
2015-04-06,-0.010466391928139696
2015-04-07,-0.013731636150503879
2015-04-08,0.030291566311063667
2015-04-09,0.0009131309950780597
2015-04-10,-0.0054735092910251915
2015-04-13,-0.013392030172709735
2015-04-14,-0.0009296994829942617
2015-04-15,-0.013028117790866434
2015-04-16,0.002074309124715734
2015-04-17,-0.017500946854676513
2015-04-20,-0.01819576287297786
2015-04-21,0.004291869448046937
2015-04-22,-0.007381528195303577
2015-04-23,0.010958931311409348
2015-04-24,-0.004839334121920724
2015-04-27,-0.023536259250418246
2015-04-28,-0.0005976612258598024
2015-04-29,-0.023320673941533587
2015-04-30,-0.010000034254424417
2015-05-01,0.01566691738872139
2015-05-04,-0.0022326082672935454
2015-05-05,-0.01606999426321054
