Date,CEG
2022-10-26,0.007146990645849227
2022-10-27,0.04798378175634155
2022-10-28,0.00763126660299096
2022-10-31,0.008426533910275591
2022-11-01,0.010365999594057262
2022-11-02,-0.025439847311348296
2022-11-03,0.01417994528413935
2022-11-04,-0.0009531933093078759
2022-11-07,-0.008693865801860934
2022-11-08,-0.06374322915735298
2022-11-09,-0.0021704169087241043
2022-11-10,0.08918154690960556
2022-11-11,-0.029745843587955623
2022-11-14,0.01899759225981823
2022-11-15,-0.004471701181782972
2022-11-16,-0.019465133916763966
2022-11-17,-0.017779242098369896
2022-11-18,0.03609106946885032
2022-11-21,0.0009646487222103595
2022-11-22,0.030838174969850973
2022-11-23,0.003635669690989163
2022-11-25,0.005588932297627691
2022-11-28,-0.02418690230880305
2022-11-29,-0.004008111670243508
2022-11-30,0.017897018350480742
2022-12-01,-0.017166075047890694
2022-12-02,-0.025722451729268903
2022-12-05,-0.021512291878526657
2022-12-06,0.007994477009338752
2022-12-07,0.013108801228382871
2022-12-08,-0.00608890803241513
2022-12-09,-0.018488209367134134
2022-12-12,0.012928916954745961
2022-12-13,-0.0004401875432419322
2022-12-14,0.00011035298183204034
2022-12-15,-0.01265845175792657
2022-12-16,-0.01672218202311293
2022-12-19,-0.005328920118205849
2022-12-20,-0.0019377911421817329
2022-12-21,0.023869471869302883
2022-12-22,-0.025878372034316643
2022-12-23,0.00812995928990623
2022-12-27,-0.004543427815365764
2022-12-28,-0.011752446111923609
2022-12-29,0.0018472870352947979
2022-12-30,-0.006453807768160624
2023-01-03,-0.049878236734717474
2023-01-04,0.018312816971832735
2023-01-05,-0.011989117127430449
2023-01-06,0.013226627206275987
2023-01-09,0.005988004371627165
2023-01-10,-0.010952334207463332
2023-01-11,0.012397593628682424
2023-01-12,0.002734525971133328
2023-01-13,0.009722657211817198
2023-01-17,-0.021019285190039594
2023-01-18,-0.01823203768500914
2023-01-19,-0.012339714477369479
2023-01-20,0.026719481010006207
2023-01-23,0.013734986097054369
2023-01-24,-0.0027335508763763894
2023-01-25,-0.006077841065767031
2023-01-26,0.02973617935807682
2023-01-27,0.008150863184859247
2023-01-30,-0.04827893800716865
2023-01-31,0.035922345355227314
2023-02-01,0.0005857250515766133
2023-02-02,-0.0009368489632688437
2023-02-03,-0.02496172568916155
2023-02-06,0.0007211364232402317
2023-02-07,0.03206824224791194
2023-02-08,-0.018503576013203737
2023-02-09,0.0009485496670964544
2023-02-10,0.028310685665763335
2023-02-13,-0.004837946843512908
2023-02-14,-0.003819839669858105
2023-02-15,-0.0005810515201432054
2023-02-16,-0.0044179240609383275
2023-02-17,-0.012612551877379197
2023-02-21,-0.04943817964706565
2023-02-22,-0.031977094919087845
2023-02-23,0.018251855226922853
2023-02-24,0.004205839765678343
2023-02-27,-0.01135351147000907
2023-02-28,-0.04440490588094914
2023-03-01,-0.007210581082448653
2023-03-02,0.02461340425796621
2023-03-03,0.03675503388884649
2023-03-06,-0.0022789611873864635
2023-03-07,-0.011421326807386945
2023-03-08,0.0021822308987689
2023-03-09,0.007301111740056543
2023-03-10,-0.013860497685386552
2023-03-13,-0.005802811463206381
2023-03-14,0.01076525838636555
2023-03-15,-0.0076992555301586
2023-03-16,0.01422467156436813
2023-03-17,-0.021165111398140035
2023-03-20,0.002995839724650562
2023-03-21,-0.006233938404234474
2023-03-22,-0.027443793672505712
2023-03-23,-0.01370576010642477
2023-03-24,0.0005446652511511552
2023-03-27,0.024918392318081573
2023-03-28,0.003188661435537865
2023-03-29,0.0048998675717031315
2023-03-30,0.012388013235216322
2023-03-31,0.021869253391286536
2023-04-03,-0.023949008281460515
2023-04-04,-0.007830791753451694
2023-04-05,0.006314200334903042
2023-04-06,0.0060132336255780405
2023-04-10,0.004807447564116218
2023-04-11,0.0011638440750505463
2023-04-12,-0.007879095301178363
2023-04-13,0.0042962510625004224
2023-04-14,-0.009203894746123487
2023-04-17,-0.018186711151391144
2023-04-18,-0.007462496395079454
2023-04-19,0.0036250318715373986
2023-04-20,0.02301000211518822
2023-04-21,0.0010461061288948859
2023-04-24,0.009666902761805485
2023-04-25,-0.004657685135214806
2023-04-26,-0.01390880170999953
2023-04-27,0.011732089102518106
2023-04-28,0.008469072727740556
2023-05-01,-0.004521710346002239
2023-05-02,-0.0033744785387482823
2023-05-03,-0.00364646738475749
2023-05-04,0.02718585980505117
2023-05-05,0.011451946502522903
2023-05-08,-0.009812594245614537
2023-05-09,0.00304910416640114
2023-05-10,0.006396710038358844
2023-05-11,-0.0006695730415257062
2023-05-12,0.009226405941694216
2023-05-15,0.005259952163381376
2023-05-16,-0.015821673572765094
2023-05-17,0.01759488237297746
2023-05-18,0.01256379260540541
2023-05-19,0.011056577689793512
2023-05-22,0.014945307549330433
2023-05-23,0.0061055623748542676
2023-05-24,-0.008686352044590007
2023-05-25,-0.006721934959249776
2023-05-26,0.013293069627966725
2023-05-30,-0.0017888734014339658
2023-05-31,0.003823102302412229
2023-06-01,0.05784352011340066
2023-06-02,-0.0150765566768305
2023-06-05,-0.00034251672191232263
2023-06-06,0.023311509256652263
2023-06-07,0.014070158336530136
2023-06-08,0.016408158377290816
2023-06-09,0.010725679597669346
2023-06-12,0.004930846347514617
2023-06-13,0.005333310639918043
2023-06-14,-0.011140528184163001
2023-06-15,0.002789727499796779
2023-06-16,-0.006098827897571102
2023-06-20,-0.00968885380722706
2023-06-21,-0.016197427700655354
2023-06-22,-0.01381222278881955
2023-06-23,0.012436989055147674
2023-06-26,0.0029879886405512757
2023-06-27,0.0024274898201488426
2023-06-28,-0.003302081078410346
2023-06-29,0.0035340600879179007
2023-06-30,0.007483239002242792
2023-07-03,0.0005461387398839612
2023-07-05,0.005895078859807779
2023-07-06,-0.012372483399198497
2023-07-07,0.0036263017059525726
2023-07-10,0.024854939421263822
2023-07-11,0.008119745789452626
2023-07-12,0.01801607897739954
2023-07-13,-0.008223944151686369
2023-07-14,-0.002834075444067219
2023-07-17,0.012420968590946435
2023-07-18,-0.008421542449096764
2023-07-19,-0.00671089646768297
2023-07-20,0.022801767964294006
2023-07-21,-0.0029931053051832635
2023-07-24,-0.0005176682349598005
2023-07-25,0.010046649571129995
2023-07-26,-0.0018457385742205457
2023-07-27,-0.019724681869210725
2023-07-28,0.0033535279378538174
2023-07-31,0.009505044344063851
2023-08-01,-0.0036214020396603264
2023-08-02,-0.007788007265106867
2023-08-03,0.0585031216580878
2023-08-04,0.027684540114779166
2023-08-07,-0.0018280903509305668
2023-08-08,0.01021688930962883
2023-08-09,0.002862339509338341
2023-08-10,0.005803402660433221
2023-08-11,0.010641435879491068
2023-08-14,0.004129052388421428
2023-08-15,-0.007102849485810303
2023-08-16,-0.01073038222251177
2023-08-17,-0.002664026650850859
2023-08-18,-0.00047712662759391566
2023-08-21,0.012790059703216006
2023-08-22,0.0014134686710474131
2023-08-23,0.020515912320117957
2023-08-24,-0.014017127334855162
2023-08-25,-0.009820264549912805
2023-08-28,-0.004722850922234678
2023-08-29,0.0016134257669087049
2023-08-30,0.0018949741207829884
2023-08-31,-0.014942338869667782
2023-09-01,0.030049789780520086
2023-09-05,-0.011557365723583901
2023-09-06,0.005563323571007972
2023-09-07,0.017817033771606816
2023-09-08,0.0009213346078047469
2023-09-11,0.012334306202386847
2023-09-12,-0.013456934291188105
2023-09-13,0.007096713421548717
2023-09-14,0.029193694035398288
2023-09-15,-0.022496883952518587
2023-09-18,0.007368342346791623
2023-09-19,-0.0018060621323043868
2023-09-20,-0.0037090214558291867
2023-09-21,-0.001725297507900514
2023-09-22,0.0038202589523967934
2023-09-25,0.016763424319313103
2023-09-26,-0.03315212362612552
2023-09-27,0.02083140187576049
2023-09-28,-0.012912003403934724
2023-09-29,-0.0021953554738211034
2023-10-02,-0.03987890515781256
2023-10-03,0.0015276894167806088
2023-10-04,0.012107938658040496
2023-10-05,0.016201863095279156
2023-10-06,0.0212273199953541
2023-10-09,0.010983033067882397
2023-10-10,0.014544903967304013
2023-10-11,0.018318509880869804
2023-10-12,0.005648661195463145
2023-10-13,-0.017542334778955948
2023-10-16,0.027618947054568244
2023-10-17,0.0027390019381894337
2023-10-18,-0.009218839794616684
2023-10-19,-0.015335560774556445
2023-10-20,-0.019161861533765423
2023-10-23,8.924200391646764e-05
2023-10-24,0.019266835207604194
2023-10-25,-0.019602681367038244
2023-10-26,0.006159062819006689
2023-10-27,-0.01721086645572456
2023-10-30,0.020310548650081195
2023-10-31,-0.0009731749142996016
2023-11-01,0.01709172148089122
2023-11-02,0.020374402892402665
2023-11-03,-0.0010239951314416906
2023-11-06,0.06543096883689681
2023-11-07,-0.03896412684950257
2023-11-08,0.01092846097307354
2023-11-09,-0.004538682360510027
2023-11-10,0.009450349801268576
2023-11-13,-0.0004105218182101078
2023-11-14,0.03943459398133853
2023-11-15,-0.035804449465894006
2023-11-16,-0.0003123863103491331
2023-11-17,0.00016444522035796716
2023-11-20,0.004848372994680883
2023-11-21,0.00188092962876385
2023-11-22,0.006040300587572434
2023-11-24,0.004949343441424281
2023-11-27,0.010011287098191435
2023-11-28,-0.005195901191316965
2023-11-29,-0.031096708259452766
2023-11-30,0.003814831701064225
2023-12-01,-0.00958364491789454
2023-12-04,-0.008008016374264848
2023-12-05,-0.005129424562104856
2023-12-06,-0.048009502776496404
2023-12-07,-0.018645165806696617
2023-12-08,0.0061522811972536395
2023-12-11,0.04442038991348962
2023-12-12,-0.014291842745337568
2023-12-13,0.016944731219972642
2023-12-14,-0.007128835302072867
2023-12-15,0.02724923515767186
2023-12-18,0.005136767364052108
2023-12-19,0.0121482343392183
2023-12-20,-0.03145437421302977
2023-12-21,0.011110153091970831
2023-12-22,-0.025188103471289858
2023-12-26,0.01942259098149579
2023-12-27,-0.00127589015348184
2023-12-28,-0.0026401732591138094
2023-12-29,-0.001878542092334179
2024-01-02,-0.014030261202891858
2024-01-03,0.005206028957098319
2024-01-04,-0.004229579916015136
2024-01-05,0.007628290885495881
2024-01-08,0.006796366660341224
2024-01-09,-0.004614280039282437
2024-01-10,-0.005494061624609081
2024-01-11,-0.025377546024024533
2024-01-12,0.0
2024-01-16,-0.009742302005969594
2024-01-17,0.00098379414217864
2024-01-18,-0.004556731967199745
2024-01-19,0.027286439857429956
2024-01-22,0.024115410798367876
2024-01-23,0.012626927160370505
2024-01-24,-0.025444479185234292
2024-01-25,0.04218904064425688
2024-01-26,0.0059725354284636545
2024-01-29,-0.0021438858641510405
2024-01-30,0.0071894517342450115
2024-01-31,0.0009845285658096614
2024-02-01,0.04614766771015821
2024-02-02,0.016297083928578315
2024-02-05,-0.020661530236097292
2024-02-06,0.03133098865473993
2024-02-07,0.011373403409550287
2024-02-08,-0.013434133054188946
2024-02-09,0.011092631711514533
2024-02-12,-0.027691730122155755
2024-02-13,-0.004668797383597489
2024-02-14,0.005941658371515057
2024-02-15,0.021994114521012964
2024-02-16,-0.0025854199009813783
2024-02-20,0.004879619596514617
2024-02-21,-0.0030350697863720244
2024-02-22,0.015144709399304013
2024-02-23,0.004498164852743791
2024-02-26,-0.005746823624260822
2024-02-27,0.1691938675151865
2024-02-28,0.09675145114806316
2024-02-29,-0.013932080464823193
2024-03-01,0.009142289165810391
2024-03-04,0.03529615845752887
2024-03-05,0.004432101616891115
2024-03-06,0.01815908408957667
2024-03-07,-0.0002616477573703646
2024-03-08,-0.05017241574279263
2024-03-11,-0.01559497687802458
2024-03-12,0.002739596250158627
2024-03-13,-0.0030290700633380796
2024-03-14,-0.01918261093349438
2024-03-15,0.005344974708993533
2024-03-18,0.0200579438906614
2024-03-19,0.02114437641101241
2024-03-20,0.01914036982074152
2024-03-21,-0.008991985478478903
2024-03-22,0.02360299228921514
2024-03-25,0.05060588146900269
2024-03-26,-0.009879266282998733
2024-03-27,-0.002804701363858797
2024-03-28,-0.00021625705550087915
2024-04-01,0.006113017629053585
2024-04-02,0.011560385234226533
2024-04-03,0.01132204459832642
2024-04-04,-0.037580240708379065
2024-04-05,0.05444816479495773
2024-04-08,-0.00569715852007735
2024-04-09,-0.020210410078079444
2024-04-10,0.015842627155517874
2024-04-11,0.009420179471556045
2024-04-12,-0.006273356492184634
2024-04-15,-0.032712420884329685
2024-04-16,0.006742118270318231
2024-04-17,-0.006696966529921133
2024-04-18,-0.008306436415719931
2024-04-19,-0.016099198453973562
2024-04-22,0.012824917614542297
2024-04-23,0.027453250772174087
2024-04-24,-0.011102265997227523
2024-04-25,0.009937558767465271
2024-04-26,0.0019147511858570443
2024-04-29,0.0012742246214139108
2024-04-30,-0.014156220220521987
2024-05-01,-0.007421756613676056
2024-05-02,0.008777613426409259
2024-05-03,0.046621633178832056
2024-05-06,0.014574571476618337
2024-05-07,0.014466365994764141
2024-05-08,0.037096106845624366
2024-05-09,0.038028849681308596
2024-05-10,-0.004539045316278578
2024-05-13,-0.006234527490514785
2024-05-14,0.019429839930364068
2024-05-15,0.025580916870728387
2024-05-16,-0.031212171795600763
2024-05-17,-0.014930310615542175
2024-05-20,0.009197221804325695
2024-05-21,0.03496540162668427
2024-05-22,-0.011141668346734801
2024-05-23,0.004770380530316531
2024-05-24,0.042819670908684326
2024-05-28,0.0027750152438730247
2024-05-29,-0.044072156547618646
2024-05-30,0.019117572661299098
2024-05-31,-0.034272773797862977
2024-06-03,-0.04138091560727186
2024-06-04,-0.024584592195152632
2024-06-05,0.030471621490518297
2024-06-06,-0.032150261004534886
2024-06-07,-0.0227048029131246
2024-06-10,0.08398985907547041
2024-06-11,0.017145802913622
2024-06-12,-0.000824506082649723
2024-06-13,0.00825186453900284
2024-06-14,-0.022870861031455858
2024-06-17,-0.013401499383387638
2024-06-18,0.0395716420499177
2024-06-20,0.008620269100198641
2024-06-21,-0.018802495510983674
2024-06-24,-0.009306339872737657
2024-06-25,0.02901422228584849
2024-06-26,-0.0542338651602019
2024-06-27,-0.02629457936875279
2024-06-28,-0.022023607395240563
2024-07-01,0.023867887400925047
2024-07-02,0.005364408030318568
2024-07-03,0.019015359987195835
2024-07-05,0.005807520849915315
2024-07-08,0.021013821963387302
2024-07-09,0.0010662064049995479
2024-07-10,0.016623469440810723
2024-07-11,-0.012343496278669264
2024-07-12,0.0013834926026357053
2024-07-15,-0.01961866519731892
2024-07-16,-0.03757985627458027
2024-07-17,-0.08888131978171576
2024-07-18,0.003267843431525197
2024-07-19,0.010785864154804203
2024-07-22,0.005916548052508519
2024-07-23,-0.002888318978187643
2024-07-24,-0.077895478072038
2024-07-25,-0.02655924746429983
2024-07-26,0.02704918919308663
2024-07-29,-0.013482654239482916
2024-07-30,-0.023106060740841428
2024-07-31,0.12514069809932704
2024-08-01,-0.06443631226396829
2024-08-02,-0.05907530661923854
2024-08-05,0.017297088277657968
2024-08-06,0.06512920628270291
2024-08-07,-0.007622536874758223
2024-08-08,0.041021795310910436
2024-08-09,0.015184719385423096
2024-08-12,-0.011539738229590757
2024-08-13,0.011103335723241958
2024-08-14,-0.01721144133243957
2024-08-15,0.022777470464726557
2024-08-16,-0.00215347241689412
2024-08-19,0.014738342190117493
2024-08-20,-0.010685728769692537
2024-08-21,0.03156455646217404
2024-08-22,-0.009098271494410226
2024-08-23,0.00020519021935538895
2024-08-26,-0.0005129096278869705
2024-08-27,0.006413913112435443
2024-08-28,-0.012083193116044444
2024-08-29,0.0034577276006326763
2024-08-30,0.011623063913485776
2024-09-03,-0.09618705623099988
2024-09-04,-0.001462419392076142
2024-09-05,-0.008168100566823266
2024-09-06,-0.01681148137698496
2024-09-09,0.010455704545992095
2024-09-10,0.030471044999778263
2024-09-11,0.03883494650130004
2024-09-12,0.014312418072777833
2024-09-13,0.03185382885617383
2024-09-16,0.016685378873088297
2024-09-17,0.009937374403494736
2024-09-18,-0.004472508397572628
2024-09-19,0.04078271987764204
2024-09-20,0.22292556911313444
2024-09-23,0.008392809080866037
2024-09-24,-0.014117868323827887
2024-09-25,0.036963967133140097
2024-09-26,-0.023168340093808637
2024-09-27,0.0008957993447682444
2024-09-30,0.011750945110790667
2024-10-01,0.021498286517162013
2024-10-02,-0.0008658700354475801
2024-10-03,0.04518050432224041
2024-10-04,0.02938317011438185
2024-10-07,-0.02437661997612739
2024-10-08,0.0029797049158635236
2024-10-09,-0.06124052524868051
2024-10-10,0.00011422605417954479
2024-10-11,0.014906141924333705
2024-10-14,0.020734759152064797
2024-10-15,-0.020571187405598157
2024-10-16,0.05128684304790454
2024-10-17,-0.030736170372727023
2024-10-18,-0.0038347577284529866
2024-10-21,0.013177241353478086
2024-10-22,-0.02820400964163816
2024-10-23,0.00018790649910949142
2024-10-24,-0.005825851238053903
2024-10-25,-0.00034014981663332833
2024-10-28,0.009719603320407444
2024-10-29,-0.0074161952365168204
2024-10-30,-0.012151007698870564
2024-10-31,0.004507486257613769
2024-11-01,-0.018481727184621044
2024-11-04,-0.12456419530181007
2024-11-05,0.034520866072833556
2024-11-06,0.005304859538895146
2024-11-07,0.02808628442725425
2024-11-08,-0.009189131042518617
2024-11-11,-0.008773015345955315
2024-11-12,-0.03611921402634122
2024-11-13,-0.011980673724595992
2024-11-14,-0.0025668417702081614
2024-11-15,-0.0033195832007062442
2024-11-18,0.02675220839072434
2024-11-19,0.018672947376783045
2024-11-20,0.003580839714482975
2024-11-21,0.06974766058819726
2024-11-22,-0.0077429855445264595
2024-11-25,-0.003841668915415153
2024-11-26,0.07150610927223999
2024-11-27,-0.05001314856245631
2024-11-29,0.0125102922326501
2024-12-02,-0.027206065917532163
2024-12-03,-0.008294034861529465
2024-12-04,0.02702923018708936
2024-12-05,0.007435152885421514
2024-12-06,-0.009606007709051623
2024-12-09,-0.054331102072113
2024-12-10,-0.03131125726710282
2024-12-11,0.018335223966761793
2024-12-12,0.010228242137950705
2024-12-13,0.00020923771376901712
2024-12-16,0.0009620231993328066
2024-12-17,-0.02114500082554427
2024-12-18,-0.03620229819554466
2024-12-19,-0.0026133033822818286
2024-12-20,0.008216014627157486
2024-12-23,0.005550195523538637
2024-12-24,0.0066146346788882315
2024-12-26,-0.005004571352131615
2024-12-27,-0.009184739463755198
2024-12-30,-0.0009711072122364772
2024-12-31,-0.011532378381489794
