Date,STLD
2015-01-05,-0.06030165961886902
2015-01-06,-0.028877092453500564
2015-01-07,0.014317518120160688
2015-01-08,0.03474465002786298
2015-01-09,-0.008394624229187686
2015-01-12,-0.03862414284028248
2015-01-13,-0.036323559646376014
2015-01-14,-0.014848729647966019
2015-01-15,-0.004057940192251586
2015-01-16,0.009895181411426979
2015-01-20,-0.012680443062949465
2015-01-21,0.009924207555339848
2015-01-22,0.03063620632246833
2015-01-23,-0.04542907633870541
2015-01-26,0.026439239759211697
2015-01-27,0.011448033394735102
2015-01-28,0.0016982838747596762
2015-01-29,-0.04350296037949786
2015-01-30,0.006497332848083737
2015-02-02,0.005868670535080556
2015-02-03,0.0554255150157239
2015-02-04,-0.004422111058315692
2015-02-05,0.05719026215530332
2015-02-06,-0.0015755197410347588
2015-02-09,0.008416703407444714
2015-02-10,-0.0031298577095519864
2015-02-11,0.0026167065598923234
2015-02-12,0.03444614316017991
2015-02-13,0.00958655153453325
2015-02-17,-0.014492951343967886
2015-02-18,-0.02129807776376713
2015-02-19,-0.0031084659572230278
2015-02-20,0.011953999412163574
2015-02-23,0.00051343109043267
2015-02-24,0.010780576559703103
2015-02-25,-0.04012214583057283
2015-02-26,-0.01587297967257406
2015-02-27,-0.020430111679949903
2015-03-02,-0.008781314981990418
2015-03-03,0.0027683764519936815
2015-03-04,0.018774205675024414
2015-03-05,0.016802198517479106
2015-03-06,-0.02825193163504458
2015-03-09,-0.01919891739843027
2015-03-10,-0.043064756510847735
2015-03-11,0.029222465062613834
2015-03-12,0.04031846113019899
2015-03-13,-0.00218349173326593
2015-03-16,0.0010942331502603597
2015-03-17,0.018032495248795577
2015-03-18,0.08802999660403188
2015-03-19,-0.02466705439585304
2015-03-20,0.021750396460216592
2015-03-23,0.009900727181898272
2015-03-24,-0.007843447520224922
2015-03-25,0.004941233817707724
2015-03-26,-0.01622428273265153
2015-03-27,-0.018719625844435872
2015-03-30,0.03692311651189528
2015-03-31,-0.005934773243087776
2015-04-01,-0.015920665132428846
2015-04-02,0.03286167208301616
2015-04-06,-0.020068483088872213
2015-04-07,0.014984561666677054
2015-04-08,0.004921776361710206
2015-04-09,0.013711592459352051
2015-04-10,-0.00434694945523828
2015-04-13,-0.003882222295044757
2015-04-14,0.022893196782543868
2015-04-15,0.011428341703079603
2015-04-16,-0.015065725918597561
2015-04-17,-0.022944431339894433
2015-04-20,0.021526158769266335
2015-04-21,0.019157503558674627
2015-04-22,0.00046992922340649557
2015-04-23,0.03240955095532905
2015-04-24,-0.005459451838966123
2015-04-27,0.0
2015-04-28,0.01692615918722762
2015-04-29,-0.011246380098484887
2015-04-30,0.006824233651858247
2015-05-01,-0.002711277625372155
2015-05-04,0.00996837833416997
2015-05-05,-0.012561699443584762
2015-05-06,-0.014538984218135709
2015-05-07,0.0036882615831468346
2015-05-08,0.01240283690670374
2015-05-11,-0.004990864001923279
2015-05-12,-0.014136125654450216
2015-05-13,0.0064756569154704735
2015-05-14,0.0018379245015980317
2015-05-15,-0.00642186182066351
2015-05-18,0.0013848350407072996
2015-05-19,-0.01798059043981637
2015-05-20,0.0018781756039480957
2015-05-21,-0.007497615727218188
2015-05-22,0.026911982979768823
2015-05-26,-0.008275722113829875
2015-05-27,0.014835227836517806
2015-05-28,-0.008223337382370688
2015-05-29,0.0046065468107880925
2015-06-01,0.0064190263740651066
2015-06-02,0.021412398809692812
2015-06-03,0.0031222421166967607
2015-06-04,-0.012894848288904859
2015-06-05,-0.001350936030163452
2015-06-08,-0.01668948268460535
2015-06-09,0.0018352072672593867
2015-06-10,0.0036626020088994515
2015-06-11,-0.011861102922980149
2015-06-12,0.005078204257733754
2015-06-15,-0.023426524841722807
2015-06-16,0.005644232581578201
2015-06-17,-0.002338434404651424
2015-06-18,0.00609476005610321
2015-06-19,-0.003261913297491259
2015-06-22,0.016362607441733346
2015-06-23,0.02805892896874962
2015-06-24,-0.002237157889080632
2015-06-25,-0.0067263086724410615
2015-06-26,0.0017260062742197047
2015-06-29,-0.03129196448084004
2015-06-30,-0.029962579553439728
2015-07-01,0.006756240403261948
2015-07-02,-0.01965436950577215
2015-07-06,-0.01809314535812545
2015-07-07,0.004980053539724416
2015-07-08,-0.027254623830398783
2015-07-09,-0.012735781931465628
2015-07-10,0.012383873934391332
2015-07-13,0.02140702804542549
2015-07-14,-0.0019958556865671273
2015-07-15,-0.01400064306120763
2015-07-16,-0.007606333743779836
2015-07-17,-0.02043928433068909
2015-07-20,-0.02034452679790877
2015-07-21,0.03248191858951355
2015-07-22,0.012893050868446387
2015-07-23,-0.003054937431692606
2015-07-24,-0.03626168235579541
2015-07-27,0.009008824530063242
2015-07-28,0.05357164468082698
2015-07-29,0.029412118144700683
2015-07-30,-0.011622646415531457
2015-07-31,-0.018617950081332713
2015-08-03,0.02196678576118649
2015-08-04,0.018563722728939913
2015-08-05,0.022062256505016142
2015-08-06,-0.002815476236025294
2015-08-07,-0.015058788463848338
2015-08-10,0.03535607652889672
2015-08-11,-0.03507179464640453
2015-08-12,-0.030128754452855122
2015-08-13,0.005423764998617964
2015-08-14,0.02501221071840276
2015-08-17,0.02248813615209344
2015-08-18,-0.014506428427344398
2015-08-19,-0.03181380120487065
2015-08-20,-0.03187855209044954
2015-08-21,-0.04001985722219059
2015-08-24,-0.03588428178713654
2015-08-25,-0.013683435277447531
2015-08-26,0.015537959273390856
2015-08-27,0.06393499943661096
2015-08-28,0.007190121512264502
2015-08-31,-0.00662930937498174
2015-09-01,-0.03490755481210206
2015-09-02,0.03404285756757375
2015-09-03,-0.010802678413115774
2015-09-04,-0.027561095030596672
2015-09-08,0.0497327544065318
2015-09-09,-0.02241494971277691
2015-09-10,-0.008337658609450571
2015-09-11,-0.012086131195500616
2015-09-14,-0.037233790132339406
2015-09-15,-0.005524571160566039
2015-09-16,0.010554944518940346
2015-09-17,-0.010444701276450474
2015-09-18,-0.006111562404359172
2015-09-21,0.001676985033359335
2015-09-22,-0.03292417128083713
2015-09-23,-0.017887921541342333
