Date,NDSN
2015-01-05,-0.03258770888375906
2015-01-06,-0.013077986827575105
2015-01-07,-0.010440207232918053
2015-01-08,0.018936404656372696
2015-01-09,-0.015398922987038821
2015-01-12,-0.010920398776745999
2015-01-13,0.002317296729805518
2015-01-14,-0.0038082548774122094
2015-01-15,-0.014470880340615166
2015-01-16,0.0047092357152691555
2015-01-20,-0.004411814002560632
2015-01-21,0.00761728247457949
2015-01-22,0.0034360771924952793
2015-01-23,-0.006985916928033409
2015-01-26,0.014207328388028406
2015-01-27,-0.00190424345914475
2015-01-28,-0.011990340772110475
2015-01-29,0.016135214706372247
2015-01-30,-0.011128953468729108
2015-02-02,0.008234284273776815
2015-02-03,0.025184070670874137
2015-02-04,-0.011684880680594034
2015-02-05,0.012495148811427326
2015-02-06,0.005175191952800695
2015-02-09,-0.0006600672703261923
2015-02-10,0.0002641562209071413
2015-02-11,0.005018318744922423
2015-02-12,0.007490227761620671
2015-02-13,0.017868891658494812
2015-02-17,-0.004613443339738121
2015-02-18,0.007466590991856981
2015-02-19,0.0003836000983690191
2015-02-20,0.004995567788857791
2015-02-23,0.001784130508794446
2015-02-24,-0.0024167062163432673
2015-02-25,0.002422560834170806
2015-02-26,-0.013358392585693823
2015-02-27,-0.007994944279904881
2015-03-02,0.012868665259557766
2015-03-03,-0.0060316597998449906
2015-03-04,-0.013170215465186375
2015-03-05,0.0009164825502123719
2015-03-06,-0.014248518557068768
2015-03-09,-0.0011935310616458805
2015-03-10,-0.021508327485609935
2015-03-11,0.0013568511634118874
2015-03-12,0.024118993968551328
2015-03-13,-0.003968626923068652
2015-03-16,0.020190585019573604
2015-03-17,0.012630258121429705
2015-03-18,0.015944553126341354
2015-03-19,-0.01113771638860328
2015-03-20,0.001663837891820119
2015-03-23,-0.004855497637961448
2015-03-24,-0.009116418805826587
2015-03-25,-0.00932971108354197
2015-03-26,-0.00026249876345163514
2015-03-27,0.012953190826270111
2015-03-30,0.014208097244109874
2015-03-31,-0.0022920835576916154
2015-04-01,-0.020678966831341183
2015-04-02,0.006777554975115452
2015-04-06,0.019938175465856522
2015-04-07,-0.0044431260749171475
2015-04-08,0.0028051561855473306
2015-04-09,0.0003818150883587723
2015-04-10,0.0015251637421027642
2015-04-13,-0.006345927198778689
2015-04-14,0.006769325241491098
2015-04-15,0.005454826232159649
2015-04-16,-0.0031543347551040712
2015-04-17,-0.0001262970072777314
2015-04-20,0.010632686865110541
2015-04-21,-0.0031313137986007655
2015-04-22,0.010051508100314077
2015-04-23,-0.003856251686534695
2015-04-24,-0.004994683647549958
2015-04-27,0.0032629426571084696
2015-04-28,0.0008756028815295469
2015-04-29,0.005624239913698537
2015-04-30,-0.010067160572458711
2015-05-01,0.012931194229799159
2015-05-04,0.01177549068234951
2015-05-05,-0.00967796328614301
2015-05-06,0.0002472968871740644
2015-05-07,0.003586706838793141
2015-05-08,0.0066541289145094495
2015-05-11,0.0026931065490674033
2015-05-12,0.0010987143826584056
2015-05-13,-0.0010975085342467272
2015-05-14,0.0140398436894702
2015-05-15,0.0007226761879117749
2015-05-18,0.010226220771863748
2015-05-19,-0.005001680228207128
2015-05-20,-0.009096543405143542
2015-05-21,0.003996209196223566
2015-05-22,0.0010856767630784692
2015-05-26,-0.010724050531453755
2015-05-27,0.004994019061496546
2015-05-28,0.0020602782547891607
2015-05-29,-0.021407734232425923
2015-06-01,0.001112588620409971
2015-06-02,0.0022218663195254784
2015-06-03,0.009731357428783616
2015-06-04,-0.004635838088065558
2015-06-05,0.0063735485309361906
2015-06-08,-0.012300683371298415
2015-06-09,0.0022196505135838596
2015-06-10,0.010704045927689032
2015-06-11,0.0009737181812952134
2015-06-12,-0.010215539758402392
2015-06-15,-0.010443564834925145
2015-06-16,-0.0008690880548429814
2015-06-17,-0.0013668676305100824
2015-06-18,0.0001245843449213524
2015-06-19,-0.0013688847131354542
2015-06-22,0.005482304527792969
2015-06-23,-0.0075593206546680225
2015-06-24,-0.0048691331093424495
2015-06-25,-0.002133237098674079
2015-06-26,0.007041215251322175
2015-06-29,-0.02447215304606054
2015-06-30,-0.003071674171016614
2015-07-01,0.0024388987244854388
2015-07-02,-0.004610245857684214
2015-07-06,-0.003988718317756046
2015-07-07,0.0002585546063162969
2015-07-08,-0.015239821098848028
2015-07-09,-0.008000043618191288
2015-07-10,0.003437283760651333
2015-07-13,0.012516344220090181
2015-07-14,0.006376609222203289
2015-07-15,-0.01680929839669576
2015-07-16,-0.009731627644793961
2015-07-17,-0.002125045041715512
2015-07-20,-0.005056770103269437
2015-07-21,-0.006153348899422095
2015-07-22,-0.012247805873127682
2015-07-23,0.0043603543821173485
2015-07-24,-0.014787339620995321
2015-07-27,-0.00454444872052806
2015-07-28,0.013833138290187286
2015-07-29,0.015418026903753157
2015-07-30,0.0006718438048090025
2015-07-31,-0.004833617533091417
2015-08-03,-0.0037784273595508067
2015-08-04,-0.004198648861557741
2015-08-05,0.007752174157396041
2015-08-06,-0.0005393653078860083
2015-08-07,0.00108034395016543
2015-08-10,0.019830140187851786
2015-08-11,-0.017195847803678
2015-08-12,0.00080733180606396
2015-08-13,-0.003496224233003109
2015-08-14,0.00013522379480801483
2015-08-17,0.002833133616131578
2015-08-18,-0.005516234877445236
2015-08-19,-0.00865934940889268
2015-08-20,-0.028933651418436956
2015-08-21,-0.11944779246068804
2015-08-24,0.009609250231335631
2015-08-25,-0.00047583926947569744
2015-08-26,0.01634646908135462
2015-08-27,0.03482216303933061
2015-08-28,0.007092168718665581
2015-08-31,-0.0032965408176723887
2015-09-01,-0.040589184929069044
2015-09-02,0.011751783009272154
2015-09-03,0.008518188292734319
2015-09-04,-0.010442284848821703
2015-09-08,0.022501522966532184
2015-09-09,-0.008195593148233926
2015-09-10,0.011629521371403051
2015-09-11,0.008017330592929639
2015-09-14,-0.015756512978373882
2015-09-15,0.012196882793949815
2015-09-16,0.013405524881018538
2015-09-17,-0.014268640580533676
2015-09-18,-0.019752717929540697
2015-09-21,-0.00138445479938476
2015-09-22,-0.019100026427594785
2015-09-23,-0.015546733282529535
2015-09-24,-0.013718297121302903
2015-09-25,0.0077633096248546085
2015-09-28,-0.013320611430293283
2015-09-29,0.007644936705378802
2015-09-30,0.015980479760404398
2015-10-01,-0.0098506426411612
2015-10-02,0.029846065192733695
2015-10-05,0.03178528416540094
2015-10-06,0.0058897467049463526
2015-10-07,0.020266720965145257
2015-10-08,0.0170694116382335
2015-10-09,-0.00028950546069195227
2015-10-12,-0.006657066309280202
2015-10-13,-0.015588572219805585
2015-10-14,-0.008287597892447818
2015-10-15,0.003283321033261455
2015-10-16,-0.0037188222021263817
2015-10-19,0.006121292821386737
2015-10-20,0.002967555640962516
2015-10-21,-0.0038467644505595366
2015-10-22,0.028516215039260162
2015-10-23,0.008664161758696665
