Date,PHM
2015-01-05,-0.014581653698249708
2015-01-06,-0.011932996937935814
2015-01-07,0.04927556617332818
2015-01-08,0.03084689273558916
2015-01-09,0.0111656291366391
2015-01-12,0.002209064626853774
2015-01-13,-0.02468065908463457
2015-01-14,0.004518170769101992
2015-01-15,-0.053980763031905465
2015-01-16,0.02567772645837363
2015-01-20,-0.03569788946893848
2015-01-21,0.01009643005738381
2015-01-22,-0.0038082589707519876
2015-01-23,-0.01146647036378079
2015-01-26,0.025132741757098787
2015-01-27,-0.011787231533383569
2015-01-28,-0.01812911498753622
2015-01-29,0.06025233876400593
2015-01-30,-0.0563704645761649
2015-02-02,-0.0014567250780702645
2015-02-03,0.025778505516124817
2015-02-04,0.023707968497834964
2015-02-05,-0.005095204502704953
2015-02-06,0.036312953613431675
2015-02-09,0.0026954629837627753
2015-02-10,0.020161138513192123
2015-02-11,-0.015810255841508858
2015-02-12,0.02052663678681399
2015-02-13,0.0008744909380482557
2015-02-17,0.0013105426308246404
2015-02-18,-0.009162267642433775
2015-02-19,0.0
2015-02-20,0.0017614002781412008
2015-02-23,-0.007472908535901546
2015-02-24,0.029229617603327318
2015-02-25,-0.01333913995559377
2015-02-26,-0.011774881984179308
2015-02-27,-0.004412880478980585
2015-03-02,-0.005762636794053311
2015-03-03,-0.028978823926891883
2015-03-04,0.016987678659240668
2015-03-05,0.004063274951326523
2015-03-06,-0.04586301148844796
2015-03-09,0.006126227019705777
2015-03-10,-0.010813464416286167
2015-03-11,0.006178637276868848
2015-03-12,0.005196131681900029
2015-03-13,-0.010808485992447436
2015-03-16,0.0009502591648773429
2015-03-17,-0.005695316560361485
2015-03-18,0.01718402454504786
2015-03-19,0.0028154843475927116
2015-03-20,0.018717638604912157
2015-03-23,-0.010565109607993062
2015-03-24,0.01857052477730603
2015-03-25,-0.015497012036691293
2015-03-26,-0.003703746954483278
2015-03-27,0.023234599379609033
2015-03-30,0.019073316553775976
2015-03-31,-0.009358651503000637
2015-04-01,0.0026991609359789948
2015-04-02,0.018394031044103976
2015-04-06,-0.0013215415097759253
2015-04-07,-0.022055573588215416
2015-04-08,0.013531736819076823
2015-04-09,-0.007120591943659993
2015-04-10,0.0004479545261828477
2015-04-13,-0.004032221138234204
2015-04-14,0.01394537138504015
2015-04-15,0.010647572489497437
2015-04-16,-0.019315083752914797
2015-04-17,-0.006714577692347623
2015-04-20,-0.013068873004832393
2015-04-21,0.014155505625474518
2015-04-22,-0.023413099473535426
2015-04-23,-0.07929930118191342
2015-04-24,0.007511887179268317
2015-04-27,-0.012425601156489163
2015-04-28,0.003522706629342176
2015-04-29,-0.004012082813070861
2015-04-30,-0.02819760175420405
2015-05-01,0.01658062109419145
2015-05-04,-0.006626481454718225
2015-05-05,-0.001538753676463167
2015-05-06,-0.0025692495038163177
2015-05-07,0.014940435093414361
2015-05-08,0.004568706430561065
2015-05-11,-0.013642905826316887
2015-05-12,0.0005119806365270207
2015-05-13,-0.0051201926449240265
2015-05-14,0.007720095694583096
2015-05-15,0.015831983451818576
2015-05-18,0.0005028942108458168
2015-05-19,0.007537654672877148
2015-05-20,0.003491841939302409
2015-05-21,-0.005964660333182326
2015-05-22,-0.01199992345864298
2015-05-26,-0.0136644983956129
2015-05-27,-0.005643472826025064
2015-05-28,0.0025801920108969867
2015-05-29,-0.01286697537499537
2015-06-01,0.004692570906672522
2015-06-02,-0.0031135433380249378
2015-06-03,0.006767117894642238
2015-06-04,-0.01551182129316897
2015-06-05,0.002100579295298166
2015-06-08,-0.009958118645186254
2015-06-09,0.002126929468753369
2015-06-10,0.013262309709742404
2015-06-11,0.0068065168706188395
2015-06-12,0.002080024357216992
2015-06-15,0.005708221891296716
2015-06-16,0.0
2015-06-17,0.004644139604621955
2015-06-18,0.004622782484004828
2015-06-19,0.02198292920118372
2015-06-22,0.013006736575348343
2015-06-23,0.0029630401084490554
2015-06-24,0.011324498157235796
2015-06-25,-0.005842305094594158
2015-06-26,0.002938478158429181
2015-06-29,-0.019531753848730293
2015-06-30,0.003486632741351192
2015-07-01,0.013895279602339938
2015-07-02,0.005874081167965395
2015-07-06,0.0009728397226274055
2015-07-07,0.016529254458287124
2015-07-08,-0.021998992858365485
2015-07-09,-0.006357185723718128
2015-07-10,0.018208976949020572
2015-07-13,0.00289992182455423
2015-07-14,0.006746953503757647
2015-07-15,-0.01914779094128949
2015-07-16,0.0
2015-07-17,-0.019522114562694926
2015-07-20,-0.01791907676429494
2015-07-21,-0.0025338932503224942
2015-07-22,0.024389766239893307
2015-07-23,0.0009920892775094892
2015-07-24,-0.0341927818683716
2015-07-27,0.0005135971598511091
2015-07-28,0.00974345427595269
2015-07-29,0.021330741910592144
2015-07-30,0.014420253668293137
