Date,NVR
2015-01-05,0.0023961852917357973
2015-01-06,-0.004366553129022677
2015-01-07,0.021960561493538533
2015-01-08,0.019139405936883902
2015-01-09,0.008152809866478483
2015-01-12,0.006859756097560954
2015-01-13,-0.018978006274839143
2015-01-14,-0.000964558230917345
2015-01-15,-0.02468569969561618
2015-01-16,0.013375898885191972
2015-01-20,-0.0161142811897661
2015-01-21,0.008578343681759026
2015-01-22,0.008040668632932624
2015-01-23,-0.01360940933227539
2015-01-26,-0.02723789054587833
2015-01-27,-0.0025972704210536213
2015-01-28,-0.0007102000956632493
2015-01-29,0.03609098178682979
2015-01-30,-0.011101447969758649
2015-02-02,0.004576505364853212
2015-02-03,0.010008163404501946
2015-02-04,0.006435794810059514
2015-02-05,0.006527311870262453
2015-02-06,0.020153111300137416
2015-02-09,0.0029503272927968727
2015-02-10,0.008756737286590432
2015-02-11,-0.004614678602805289
2015-02-12,0.01566747177400596
2015-02-13,-0.009032467898407837
2015-02-17,0.006459103789619336
2015-02-18,0.0025342867533677538
2015-02-19,-0.0014944199307299622
2015-02-20,0.0037602746300260392
2015-02-23,-0.005719433795885354
2015-02-24,0.013921866582756959
2015-02-25,-0.013164102022396929
2015-02-26,-9.693827071044492e-05
2015-02-27,-0.006696580560144549
2015-03-02,0.009234270891985696
2015-03-03,-0.017131613821595226
2015-03-04,-0.0009612111926224909
2015-03-05,0.013053015506628851
2015-03-06,-0.0031931826190085832
2015-03-09,-0.0014703824532895649
2015-03-10,-0.0018782870022538978
2015-03-11,0.0054346787377681505
2015-03-12,0.0032042863704597746
2015-03-13,-0.014947783057369435
2015-03-16,-0.0002954723645945956
2015-03-17,-0.004561980070488469
2015-03-18,0.014738561229007408
2015-03-19,-0.0022057313114297594
2015-03-20,0.01881232792874954
2015-03-23,-0.016612553332564617
2015-03-24,0.005388448516356004
2015-03-25,-0.008352850410544344
2015-03-26,-0.0043809062798289
2015-03-27,0.006003009995818376
2015-03-30,0.0055614193219895025
2015-03-31,-0.006980542466601292
2015-04-01,0.0008729939032832146
2015-04-02,0.01752873286251866
2015-04-06,0.004515445913928717
2015-04-07,-0.01857655762147359
2015-04-08,0.012833675846532833
2015-04-09,-0.003478585180208049
2015-04-10,-0.0011661145709832565
2015-04-13,-0.011019858619402911
2015-04-14,0.0035037323583519964
2015-04-15,0.005829042851829058
2015-04-16,-0.007247873867280985
2015-04-17,-0.005882636344351599
2015-04-20,-0.010197080222700494
2015-04-21,0.03351427580734123
2015-04-22,-0.012159386277215134
2015-04-23,-0.013332319461802022
2015-04-24,0.018243736249763387
2015-04-27,-0.004520077440369419
2015-04-28,0.013166348990797161
2015-04-29,-0.004887041435521322
2015-04-30,-0.0174293928656295
2015-05-01,0.014474252586318181
2015-05-04,-0.004562635410434002
2015-05-05,-0.013847969954055128
2015-05-06,0.007395926972937117
2015-05-07,0.0018861333880282327
2015-05-08,-0.006982823104805469
2015-05-11,-0.012779687039287113
2015-05-12,-0.00013009750121273367
2015-05-13,0.008730743554922427
2015-05-14,0.012849935070659235
2015-05-15,7.496660329175953e-06
2015-05-18,0.009406592586809204
2015-05-19,0.01787354573941302
2015-05-20,0.007391273746559124
2015-05-21,-0.006251683729935453
2015-05-22,-0.0002839795282313373
2015-05-26,-0.010196649672250535
2015-05-27,0.008336980172691355
2015-05-28,0.0050499107275125965
2015-05-29,-0.012089326131103695
2015-06-01,0.0015728463081265964
2015-06-02,-0.0012474508593400824
2015-06-03,0.008780014421990279
2015-06-04,-0.005957750383328464
2015-06-05,0.0015972417750724777
2015-06-08,-0.011331458419618134
2015-06-09,-0.0038105989005271512
2015-06-10,0.0028893042069129127
2015-06-11,0.00613226489865526
2015-06-12,0.006889839838202905
2015-06-15,-0.0011185405820783867
2015-06-16,-0.012039339456072162
2015-06-17,0.005207814778673381
2015-06-18,0.0022624204399237513
2015-06-19,0.004933794806985192
2015-06-22,0.003168249481426022
2015-06-23,0.00059804693203791
2015-06-24,0.0017567639594575635
2015-06-25,-0.0008004071763951792
2015-06-26,0.0006116983282704602
2015-06-29,-0.012074122970284873
2015-06-30,-0.012833200764209685
2015-07-01,0.01324626865671652
2015-07-02,0.0038593188984532567
2015-07-06,0.006339015480921972
2015-07-07,0.00754574888934556
2015-07-08,-0.0040015263426603775
2015-07-09,0.005586882014863903
2015-07-10,0.0031138009723186144
2015-07-13,0.004069303621130782
2015-07-14,0.00769670802428668
2015-07-15,-0.004890268097984762
2015-07-16,0.007654062735110045
2015-07-17,-0.003237160480957013
2015-07-20,-0.0029200026046767302
2015-07-21,0.015357142857142847
2015-07-22,0.02215969046781563
2015-07-23,-0.002752924982794225
2015-07-24,-0.009972361057194568
2015-07-27,0.008581043605619287
2015-07-28,0.009171598956083882
2015-07-29,0.010184021331977933
2015-07-30,0.007491558527542352
2015-07-31,0.002684963563321041
2015-08-03,-0.0007047118202176961
2015-08-04,-0.008374784776868927
2015-08-05,-0.0044090223495186764
2015-08-06,-0.006360484298626123
2015-08-07,0.00817434661512828
2015-08-10,0.009201445778058925
2015-08-11,0.017912051058023515
2015-08-12,-0.0005618670220611799
2015-08-13,0.009967422780994273
2015-08-14,-0.0013097662805851007
2015-08-17,0.022780470991180524
2015-08-18,0.006122885978799397
2015-08-19,0.00922714888255971
2015-08-20,-0.01326590495786939
2015-08-21,-0.013924178381458985
2015-08-24,-0.033751036733025486
2015-08-25,-0.020000288578426617
2015-08-26,0.019298269683378333
2015-08-27,0.014972851058639991
2015-08-28,0.00014571166604637753
2015-08-31,0.006689390170714127
2015-09-01,-0.0118095672545242
2015-09-02,0.022283602332306973
2015-09-03,0.010771971694715665
2015-09-04,-0.004233264165845907
2015-09-08,0.01876488320446268
2015-09-09,-0.015205369716972172
2015-09-10,-0.0020767305405514636
2015-09-11,0.01821903008666137
2015-09-14,-0.0025198644067796483
2015-09-15,0.002220801930878036
2015-09-16,0.0
2015-09-17,0.007942913823702158
2015-09-18,-0.010242525836614225
2015-09-21,-0.0026348709771700785
2015-09-22,-0.008793331319989717
2015-09-23,0.012334892258006214
2015-09-24,0.005418205406157339
2015-09-25,0.006957621758380661
2015-09-28,-0.021714790382576954
2015-09-29,-0.025933758342597146
2015-09-30,0.0053920341124813476
2015-10-01,0.01515846603197124
2015-10-02,-0.0008266319121229548
2015-10-05,0.01383909563849528
2015-10-06,-0.021976812656268163
2015-10-07,0.016949152542372836
2015-10-08,0.0058525672325722145
2015-10-09,0.0005544442554028528
2015-10-12,0.020382165605095537
2015-10-13,-0.01355178585362049
2015-10-14,-0.020844315070228547
2015-10-15,0.008175283299611813
2015-10-16,-0.004429509089543315
2015-10-19,0.0012298284205827237
2015-10-20,0.022508038585209
2015-10-21,0.023591201110455984
2015-10-22,0.013818649408868344
2015-10-23,0.009090909090909038
2015-10-26,-0.0019158807244744613
2015-10-27,-0.01673479977446002
2015-10-28,0.003372098999770534
2015-10-29,-0.003165618657799185
2015-10-30,0.0021048898560980245
2015-11-02,0.00741257240135873
2015-11-03,-0.001818291990792198
2015-11-04,0.006946348434429206
2015-11-05,-0.0015798902343232557
2015-11-06,-0.014024092910629227
2015-11-09,-0.007950983441807002
2015-11-10,0.012639529277970851
2015-11-11,0.011591540118429666
2015-11-12,-0.017474376271473746
