Date,FSLR
2015-01-05,-0.0610549372073419
2015-01-06,-0.023189126900372115
2015-01-07,0.02178167832486433
2015-01-08,0.04502996570335882
2015-01-09,0.013064397911298098
2015-01-12,-0.03099545041260443
2015-01-13,-0.0028018384649010075
2015-01-14,-0.01006790715039163
2015-01-15,-0.05014188725385815
2015-01-16,0.013944257356044432
2015-01-20,-0.021856565888213608
2015-01-21,0.039417515004986026
2015-01-22,0.012077294240857794
2015-01-23,0.01527444788404475
2015-01-26,0.03831681284292143
2015-01-27,-0.01018784167753417
2015-01-28,-0.02333029344200155
2015-01-29,-0.007962532705221514
2015-01-30,-0.0009443086626766961
2015-02-02,0.07466918407843415
2015-02-03,0.058927008182727114
2015-02-04,-0.024501667543904482
2015-02-05,-0.001702810071028238
2015-02-06,0.0
2015-02-09,-0.01215351122130981
2015-02-10,0.04770125182665774
2015-02-11,0.004738350595348884
2015-02-12,0.013327818435116878
2015-02-13,-0.011736099511267972
2015-02-17,0.015970490926698888
2015-02-18,-0.01571944369381406
2015-02-19,-0.008804265025232572
2015-02-20,0.012600714981910288
2015-02-23,0.01264787690932323
2015-02-24,0.1019339531729766
2015-02-25,0.07020109870253566
2015-02-26,0.0023915166972827695
2015-02-27,0.018234486865362998
2015-03-02,0.022761516491239586
2015-03-03,-0.006872884625228282
2015-03-04,0.008403396733741575
2015-03-05,0.0075163248159828555
2015-03-06,-0.017028855654540154
2015-03-09,0.0074245299192852166
2015-03-10,-0.019652812576980372
2015-03-11,-0.00952221331460612
2015-03-12,0.02226344534392699
2015-03-13,-0.00016502451954703012
2015-03-16,-0.006270581897460659
2015-03-17,0.004483567789614229
2015-03-18,0.015539735503819818
2015-03-19,-0.018394938344482248
2015-03-20,-0.0006633651083490788
2015-03-23,0.005310380325834307
2015-03-24,0.03202374658421503
2015-03-25,-0.03886756697670535
2015-03-26,-0.007821621226653974
2015-03-27,-0.00016770080027384004
2015-03-30,0.01811773201307232
2015-03-31,-0.014829423818532805
2015-04-01,0.017394228125145572
2015-04-02,0.005918079645207408
2015-04-06,0.0052296078118319045
2015-04-07,-0.003901769961283108
2015-04-08,-0.01011912726052877
2015-04-09,0.008738644121397465
2015-04-10,0.001961407834033757
2015-04-13,0.001794463486470388
2015-04-14,-0.005536560062411655
2015-04-15,0.043720353643113885
2015-04-16,-0.013335460722234571
2015-04-17,-0.015105752459202981
2015-04-20,0.005004865679111292
2015-04-21,0.013815270849021122
2015-04-22,0.0123593530621664
2015-04-23,0.013460645148963613
2015-04-24,-0.020386095672960902
2015-04-27,-0.00804039309123028
2015-04-28,0.01033060306412592
2015-04-29,-0.025641042566308947
2015-04-30,-0.03664837759271167
2015-05-01,-0.03904806582632081
2015-05-04,-0.009766330167436221
2015-05-05,0.0005284007509538391
2015-05-06,-0.020242941349752797
2015-05-07,0.011857704800960267
2015-05-08,0.0008877705492094101
2015-05-11,0.0001774372258291912
2015-05-12,-0.005853171777276067
2015-05-13,0.012845695459475781
2015-05-14,-0.0036991207112794244
2015-05-15,0.0028288515475118903
2015-05-18,-0.009520467276193267
2015-05-19,-0.016019962993770065
2015-05-20,-0.006512312197922587
2015-05-21,0.017662076712369856
2015-05-22,-0.014671671207355463
2015-05-26,-0.07281638539595059
2015-05-27,0.004308605563824619
2015-05-28,-0.010335389857904054
2015-05-29,-0.02049262887738612
2015-06-01,0.0038222177611264563
2015-06-02,0.02104206823552901
2015-06-03,-0.0023552292460817803
2015-06-04,-0.022821239825348005
2015-06-05,0.03281661220463561
2015-06-08,-0.028265122504951834
2015-06-09,-0.013640929307726979
2015-06-10,0.022778173444989003
2015-06-11,0.0027838414615182216
2015-06-12,0.0009914581946852685
2015-06-15,0.05942947755952166
2015-06-16,-0.024869073069214265
2015-06-17,-0.007478488838627673
2015-06-18,0.004250410120504089
2015-06-19,-0.018276274938546888
2015-06-22,0.0015677411908374683
2015-06-23,0.007434965047491415
2015-06-24,-0.0025247827515531007
2015-06-25,-0.007593445969894197
2015-06-26,-0.020011780132141
2015-06-29,-0.04224225381628188
2015-06-30,-0.01797660132961021
2015-07-01,-0.0200084852249498
2015-07-02,-0.018896670922710967
2015-07-06,-0.021695806552192498
2015-07-07,0.02104549296395941
2015-07-08,-0.041001740202031844
2015-07-09,0.00878209068858582
2015-07-10,0.008705549602161522
2015-07-13,0.044969329937100344
2015-07-14,-0.0043468149432335235
2015-07-15,-0.028814661760604765
2015-07-16,0.00606870381839264
2015-07-17,-0.018096460879536647
2015-07-20,-0.0152446410014071
2015-07-21,0.004621089847052451
2015-07-22,-0.022539088145213992
2015-07-23,0.005647098316865717
2015-07-24,0.005381364838649594
2015-07-27,-0.01629045247972183
2015-07-28,0.026259772849084317
2015-07-29,0.04979252637685461
2015-07-30,-0.005050494897067659
2015-07-31,-0.022290931485732357
2015-08-03,-0.01376976570783428
2015-08-04,0.01853974361985533
2015-08-05,0.1667415318864116
2015-08-06,-0.013867438971454149
2015-08-07,0.017187520605511653
2015-08-10,0.026881675536863048
2015-08-11,-0.0381451184178907
2015-08-12,0.008553702432989363
2015-08-13,-0.014841951463198888
2015-08-14,0.007826212216883288
2015-08-17,0.004465217713615077
2015-08-18,-0.002126026416372162
2015-08-19,-0.032732953833888856
2015-08-20,-0.04064875520863931
2015-08-21,-0.05510330615855841
2015-08-24,-0.03666887189366985
2015-08-25,0.017656511052212664
2015-08-26,0.03853084820453523
2015-08-27,0.037969190588118096
2015-08-28,-0.0008361395359481882
2015-08-31,0.0008368392503306232
2015-09-01,-0.012123784055283138
2015-09-02,0.014811696737206725
2015-09-03,0.006880772255092316
2015-09-04,-0.02795614543847058
2015-09-08,0.04622927241433361
2015-09-09,-0.02810020466227303
2015-09-10,0.010266115297847378
2015-09-11,0.011820814607932606
2015-09-14,-0.053084650624870666
2015-09-15,0.008225131208656977
2015-09-16,0.02533268450178161
2015-09-17,-0.01758794351148807
2015-09-18,-0.033887391303075276
2015-09-21,-0.004191538357187552
2015-09-22,-0.015950403864388063
2015-09-23,-0.023637984699301895
2015-09-24,0.006225512206899708
2015-09-25,-0.008020130133276626
2015-09-28,-0.05728804550213806
2015-09-29,0.005145774991570873
2015-09-30,0.042174537370315957
2015-10-01,-0.0016374197619700714
2015-10-02,0.06513586596576815
2015-10-05,0.026396849694379387
2015-10-06,0.04757825177803232
2015-10-07,0.021071987659361024
2015-10-08,0.024243620279942757
2015-10-09,0.001564981078369776
2015-10-12,-0.007226541530690467
2015-10-13,-0.0049183551248125346
2015-10-14,0.027085782567995542
2015-10-15,0.010202093773114429
2015-10-16,-0.008193603447532727
2015-10-19,-0.016522586416086393
2015-10-20,0.011330374030368962
2015-10-21,-0.03534869258013018
2015-10-22,-0.0010011861921399579
2015-10-23,0.010823830870589024
2015-10-26,0.002776113202483277
2015-10-27,-0.027882140714278525
2015-10-28,0.03437751488923069
2015-10-29,0.0027532587718159807
2015-10-30,0.11923902365598504
2015-11-02,0.012440846123520366
2015-11-03,0.009865000118837841
2015-11-04,0.00531279145497332
2015-11-05,-0.0056256054758919705
2015-11-06,0.02297267779575507
2015-11-09,-0.021451295769655987
2015-11-10,-0.04315808330373827
2015-11-11,-0.020046517868207547
2015-11-12,-0.015159850795519403
2015-11-13,-0.02225513703621218
2015-11-16,0.027693456954991813
2015-11-17,-0.02639350862165235
2015-11-18,0.02255921567220831
2015-11-19,-0.012235815057757615
2015-11-20,0.021771769406700114
2015-11-23,0.008082337481734925
2015-11-24,0.023505777618862966
2015-11-25,0.004094772377271516
2015-11-27,-0.005319202901442388
2015-11-30,0.007308375375468801
2015-12-01,0.029552327610072204
2015-12-02,0.025610138466035437
2015-12-03,-0.003519341225352135
2015-12-04,0.0063908690542591184
2015-12-07,-0.008689847199828016
2015-12-08,-0.004214430230717214
2015-12-09,-0.003724415470454101
2015-12-10,-0.07646559246690288
2015-12-11,0.01674332792935429
2015-12-14,0.057003286673127596
2015-12-15,0.024310939691014166
2015-12-16,0.09677420588882635
2015-12-17,-0.017372742181237077
2015-12-18,-0.016594346368104307
2015-12-21,0.03674496170894592
2015-12-22,-0.011408579622320558
2015-12-23,0.01815664477554324
2015-12-24,0.011334441903490644
2015-12-28,-0.007770422254848697
2015-12-29,0.00015063457832265037
2015-12-30,0.008733536661300834
2015-12-31,-0.01492760161052098
2016-01-04,0.011062333392412249
2016-01-05,0.07958629288732788
2016-01-06,-0.034846621945964884
2016-01-07,-0.047468290876167774
2016-01-08,-0.009060683525531354
2016-01-11,-0.0030479208970641825
2016-01-12,-0.003057122498317688
2016-01-13,-0.059031006083395066
2016-01-14,0.006680786288870033
2016-01-15,-0.007445760659788303
2016-01-19,0.00277237417626619
2016-01-20,-0.00357783728570249
2016-01-21,0.03198953924969827
2016-01-22,0.05076708718028233
2016-01-25,-0.03461774484108715
2016-01-26,0.0508263512200251
2016-01-27,-0.026112790747559567
2016-01-28,0.003656274619152189
2016-01-29,0.04219803467807792
2016-02-01,0.006845231084191772
2016-02-02,-0.043396501073225124
2016-02-03,0.005443832228995804
2016-02-04,0.010678284062023424
2016-02-05,-0.03169638913910222
2016-02-08,-0.013677568677155416
2016-02-09,0.03583675663479746
2016-02-10,-0.031137177952749395
2016-02-11,-0.04735294020099623
2016-02-12,-0.006029969494856013
2016-02-16,0.03377598789804681
2016-02-17,0.006661411399283557
2016-02-18,0.0011028784225293187
2016-02-19,-0.012275772470181523
2016-02-22,0.02342264300054997
2016-02-23,-0.03798851492887012
2016-02-24,0.12396821361415356
2016-02-25,0.04031682037141815
2016-02-26,-0.02768166089965396
2016-02-29,0.023060537317893592
2016-03-01,-0.039655015925975645
2016-03-02,0.0017386663636427269
2016-03-03,0.00824413797882606
2016-03-04,-0.0027256124501738865
2016-03-07,-0.004890626500404727
2016-03-08,-0.0333911180746399
2016-03-09,0.024226036348866442
2016-03-10,0.011096541975985419
2016-03-11,0.015451259131035622
2016-03-14,0.00810579774314446
2016-03-15,-0.0015517084398173342
2016-03-16,0.018084187643010674
2016-03-17,0.015958944835431144
2016-03-18,-0.010517643118366338
2016-03-21,-0.01656549609599134
2016-03-22,0.0007018957503821532
2016-03-23,-0.04292323634866535
2016-03-24,0.003370888410130668
2016-03-28,-0.000876388539236217
2016-03-29,0.013157916751484144
2016-03-30,-0.004761930974349626
2016-03-31,-0.007249528652319537
2016-04-01,-0.014458855646554136
2016-04-04,-0.003556690593131129
2016-04-05,-0.0716835194520633
2016-04-06,0.00544697472863831
2016-04-07,-0.023900574252968765
2016-04-08,-0.010283990706485557
2016-04-11,-0.011050667521675606
2016-04-12,0.00633757628281284
2016-04-13,0.021710330957545265
2016-04-14,-0.01995139215718067
2016-04-15,-0.013737140706899686
2016-04-18,0.012921638794965329
2016-04-19,0.0026507595393341354
2016-04-20,0.01982816843791868
2016-04-21,0.003564442671009971
2016-04-22,-0.00645782563852304
2016-04-25,-0.018687057341085334
2016-04-26,0.014075216052478634
2016-04-27,0.012900017622106796
2016-04-28,-0.08076734515760364
2016-04-29,-0.02069449834623982
2016-05-02,-0.017729256371087465
2016-05-03,-0.03646308214472649
2016-05-04,-0.020245973996539712
2016-05-05,0.0034762516303448177
2016-05-06,-0.0030792888805096785
2016-05-09,-0.023166038235786446
2016-05-10,0.013241146321086195
2016-05-11,-0.010337405394280963
2016-05-12,-0.03251875189785691
2016-05-13,-0.010796471331217417
2016-05-16,0.010502436307872731
2016-05-17,-0.011412296245644438
2016-05-18,0.0041228771358392535
2016-05-19,-0.03325803659070847
2016-05-20,0.019749422428589014
2016-05-23,0.021241158851317055
2016-05-24,0.028955916444440843
2016-05-25,0.0019818131318423138
2016-05-26,-0.016416175010096956
2016-05-27,0.0034184996019996916
2016-05-31,-0.005010019886880102
2016-06-01,0.008459177362288628
2016-06-02,-0.004593559888918963
2016-06-03,-0.011837884245216146
2016-06-06,0.018274142657439763
2016-06-07,0.007976025902516337
2016-06-08,0.007517330837794267
2016-06-09,-0.009424691524840823
2016-06-10,-0.038453962578160694
2016-06-13,-0.014842247596744573
2016-06-14,0.0020924559992758773
2016-06-15,0.006473196434369166
2016-06-16,0.003941880159783473
2016-06-17,0.0026865275832808067
2016-06-20,0.01648803028674628
2016-06-21,-0.008313054540735054
2016-06-22,-0.0059292765575972295
2016-06-23,0.0006170833947605203
2016-06-24,-0.054059629714836244
2016-06-27,-0.038896151623687536
2016-06-28,0.048383436848216554
2016-06-29,0.0370929752064415
2016-06-30,0.008109781418402573
2016-07-01,0.00020631469317056172
2016-07-05,-0.014848447015477384
2016-07-06,0.028469763393743852
2016-07-07,-0.09749645453673716
2016-07-08,0.028416741479412533
2016-07-11,0.019517614783491677
2016-07-12,0.010755000687203475
2016-07-13,-0.01681210656115728
2016-07-14,0.024891724939194004
2016-07-15,0.008025366005511625
2016-07-18,0.004609286042595695
2016-07-19,-0.004379542880736831
2016-07-20,0.014453259372636529
2016-07-21,-0.002064804325644598
2016-07-22,-0.0043451870724942054
2016-07-25,-0.0027015223670719957
2016-07-26,0.012294230713741028
