Date,SNA
2015-01-05,-0.017976410245700736
2015-01-06,-0.0030633661309507065
2015-01-07,0.0062952394378521515
2015-01-08,0.02279002367946359
2015-01-09,-0.011650570167282215
2015-01-12,-0.012746307706934967
2015-01-13,-0.0009699085598385837
2015-01-14,0.006872462320526518
2015-01-15,-0.011647749329729895
2015-01-16,-0.004954383223362724
2015-01-20,0.0014333112608559961
2015-01-21,0.00790970505152444
2015-01-22,0.008071858935510212
2015-01-23,-0.004003828194621861
2015-01-26,0.0041687345914531715
2015-01-27,-0.012972639598130664
2015-01-28,-0.008486507717115566
2015-01-29,0.024390127647641924
2015-01-30,-0.018707263006294883
2015-02-02,-0.009117927954136906
2015-02-03,0.012851611580916744
2015-02-04,-0.013063820174149421
2015-02-05,0.0625333533066521
2015-02-06,0.009450621704185203
2015-02-09,-0.0006382374621014542
2015-02-10,0.009226445883504741
2015-02-11,0.00400802421807378
2015-02-12,0.01344887365276315
2015-02-13,0.004906681782677724
2015-02-17,0.0002060712656357655
2015-02-18,-0.00027466069984161123
2015-02-19,0.0010315590344815995
2015-02-20,0.007240677958886277
2015-02-23,-0.001711618839562279
2015-02-24,0.006721277292744077
2015-02-25,0.008788234306128295
2015-02-26,-0.00587526659715909
2015-02-27,0.0001356343737604071
2015-03-02,0.0071996361560848765
2015-03-03,-0.0024949294507246034
2015-03-04,-0.003177194987357579
2015-03-05,-0.0007459522132663432
2015-03-06,-0.013574641971223933
2015-03-09,0.006811835480358797
2015-03-10,-0.019681373919078093
2015-03-11,-0.008713801480788153
2015-03-12,0.015119500319490609
2015-03-13,-0.012816072579462268
2015-03-16,0.012140465911490095
2015-03-17,-0.001456060440285123
2015-03-18,0.013539769594660855
2015-03-19,-0.010892968476643672
2015-03-20,-0.004778724205100948
2015-03-23,-0.00334067456049969
2015-03-24,-0.0030727570762623113
2015-03-25,-0.008404933997040565
2015-03-26,0.00445039423169824
2015-03-27,0.013080187380191122
2015-03-30,0.0160350306135546
2015-03-31,0.004713884148674019
2015-04-01,0.001155839152211513
2015-04-02,0.0038714103694992286
2015-04-06,0.014005356730306229
2015-04-07,-0.010141799316113809
2015-04-08,0.0008090480216782492
2015-04-09,-0.005657718460469141
2015-04-10,0.0049447369456134815
2015-04-13,-0.0074145485663268396
2015-04-14,-0.0018334556030078497
2015-04-15,0.007483261979331912
2015-04-16,0.00027069901376575167
2015-04-17,-0.013299341453451796
2015-04-20,0.01676228949136216
2015-04-21,-0.001076540567457429
2015-04-22,0.005119630891714522
2015-04-23,0.023523811937244066
2015-04-24,0.007922892987132446
2015-04-27,-0.005652358224985776
2015-04-28,-0.009669025761318673
2015-04-29,-0.007586671913570653
2015-04-30,-0.005849721989283796
2015-05-01,0.014643761666587096
2015-05-04,0.0063926249231387455
2015-05-05,-0.008774924571197329
2015-05-06,0.01043803647689212
2015-05-07,0.005884579871835882
2015-05-08,0.010594352717211875
2015-05-11,-0.0005144864252325521
2015-05-12,0.0006435476957107333
2015-05-13,0.005787832091955325
2015-05-14,0.007608745527423633
2015-05-15,-0.0024748222504962225
2015-05-18,-0.00280868506733567
2015-05-19,0.005632576670310252
2015-05-20,-0.0033732340374238445
2015-05-21,0.007408425656748152
2015-05-22,-0.0022188352467902295
2015-05-26,-0.009975018019874105
2015-05-27,0.010845284389650933
2015-05-28,-0.004443846867176804
2015-05-29,-0.008991797198934948
2015-06-01,-0.0020589916829949484
2015-06-02,0.005932155584800647
2015-06-03,0.004295087994181657
2015-06-04,-0.009829661417660063
2015-06-05,0.005479172260657084
2015-06-08,-0.00769312454381299
2015-06-09,-0.0003230915024698966
2015-06-10,0.020358361032586814
2015-06-11,0.0006328860346029863
2015-06-12,-0.00702610485413635
2015-06-15,-0.0028687762086143653
2015-06-16,0.007863356911665509
2015-06-17,0.002157111895781494
2015-06-18,0.011962858641610064
2015-06-19,0.000625269748669055
2015-06-22,0.005688027626635561
2015-06-23,-0.002361875061953733
2015-06-24,0.00037390510129209353
2015-06-25,-0.0006225231609687798
2015-06-26,0.010718345469952428
2015-06-29,-0.022628203091696775
2015-06-30,0.004605591113019392
2015-07-01,0.014128905626299204
2015-07-02,-0.004396556137178265
2015-07-06,-0.005410657341237468
2015-07-07,0.005752678583075488
2015-07-08,-0.006155311322120993
2015-07-09,-0.002502271156273217
