Date,XEL
2015-01-05,-0.011350901395110746
2015-01-06,0.005320516253414009
2015-01-07,0.008635558266398391
2015-01-08,0.011598781791957613
2015-01-09,-0.012285171382505955
2015-01-12,-0.008844613494053633
2015-01-13,0.008086862087748337
2015-01-14,0.008852027686557573
2015-01-15,0.008774502495977332
2015-01-16,0.006251817084372613
2015-01-20,0.006752874635307382
2015-01-21,0.008317768784927626
2015-01-22,-0.0015966241753072596
2015-01-23,0.006396709842806381
2015-01-26,-0.002648566033584432
2015-01-27,0.0018589831704824977
2015-01-28,-0.007421219892014719
2015-01-29,0.017623618955864062
2015-01-30,-0.015219528378058622
2015-02-02,0.0010663299403324
2015-02-03,0.0018630822264513736
2015-02-04,-0.011689841497465991
2015-02-05,0.009677745953849293
2015-02-06,-0.049254809181423
2015-02-09,-0.010360993591460033
2015-02-10,0.025749288195098252
2015-02-11,-0.01931005750204684
2015-02-12,-0.0005627480094059223
2015-02-13,-0.014916658997910504
2015-02-17,0.0054284459309117405
2015-02-18,0.031542970283159555
2015-02-19,-0.0022037523350569854
2015-02-20,-0.008283020102119454
2015-02-23,0.012806630177423006
2015-02-24,-0.000824936488870498
2015-02-25,-0.020082623135866395
2015-02-26,-0.005614483748465404
2015-02-27,-0.003952568873563211
2015-03-02,-0.024659802935690145
2015-03-03,0.008137013926770686
2015-03-04,-0.0031708497131472946
2015-03-05,0.01012141830740676
2015-03-06,-0.03664465143667772
2015-03-09,0.012778686471040412
2015-03-10,0.0023472281205363377
2015-03-11,-0.009074802604712717
2015-03-12,0.01772496456254702
2015-03-13,-0.011426675210369108
2015-03-16,0.014226127948659295
2015-03-17,-0.0026299604640837027
2015-03-18,0.024319020472889363
2015-03-19,-0.013730054625312738
2015-03-20,0.008700784015369667
2015-03-23,0.006325547894239225
2015-03-24,-0.008285891954928126
2015-03-25,-0.008354969966473114
2015-03-26,-0.003486288821009431
2015-03-27,0.0026239025229648494
2015-03-30,0.01017760751886998
2015-03-31,0.00201469535364196
2015-04-01,0.0017236903634656464
2015-04-02,-0.0031544601036751496
2015-04-06,0.008342799306110482
2015-04-07,-0.015406537635700213
2015-04-08,-0.002318181859773283
2015-04-09,-0.003194849110215947
2015-04-10,0.01019798220938739
2015-04-13,-0.01153703989028032
2015-04-14,0.00583565639808703
2015-04-15,0.000580485267056341
2015-04-16,-0.005508969298745892
2015-04-17,0.0020410006058404484
2015-04-20,0.011638044259771219
2015-04-21,-0.014092743455202617
2015-04-22,0.0008754003071884675
2015-04-23,0.00612037178568503
2015-04-24,0.010139050621158718
2015-04-27,-0.01319181767717148
2015-04-28,0.008718330610145486
2015-04-29,-0.005473901398815206
2015-04-30,-0.017670844923934226
2015-05-01,0.0014744026244366548
2015-05-04,0.011778863010753149
2015-05-05,-0.020663693784793935
2015-05-06,-0.004160303164664314
2015-05-07,-0.0008954366653476376
2015-05-08,0.00418142779870978
2015-05-11,-0.00594879592923403
2015-05-12,-0.006283914877078689
2015-05-13,-0.010839856091907185
2015-05-14,0.019178211675177748
2015-05-15,0.008064502184440547
2015-05-18,0.012148040679344607
2015-05-19,0.006147710833350084
2015-05-20,0.00727357668829498
2015-05-21,-0.003177315357784316
2015-05-22,-0.001448920850582569
2015-05-26,-0.013638870379683699
2015-05-27,0.003236051283516339
2015-05-28,0.00087971264572273
2015-05-29,-0.002343915584189782
2015-06-01,0.0005874135688284099
2015-06-02,-0.019665450384274696
2015-06-03,-0.016766328460765978
2015-06-04,-0.002131579052800703
2015-06-05,-0.012816553428041999
2015-06-08,-0.0006185262270493874
2015-06-09,0.0009282821652212281
2015-06-10,0.0
2015-06-11,0.013906114556244686
2015-06-12,-0.0033526750622425716
2015-06-15,-0.006116403100795198
2015-06-16,0.00621517364828561
2015-06-17,0.005867952717452551
2015-06-18,0.014737176578048183
2015-06-19,-0.008471894529513135
2015-06-22,-0.0021362490891244645
2015-06-23,-0.014373103085762673
2015-06-24,-0.007446202201629282
2015-06-25,-0.002188336187667228
2015-06-26,0.010025097639342784
2015-06-29,-0.002171286519791482
2015-06-30,0.00031076618970771186
2015-07-01,0.009944424382668515
2015-07-02,0.009846105695077823
2015-07-06,0.0036562894235381282
2015-07-07,0.028840176570443354
2015-07-08,-0.005311276360045913
2015-07-09,-0.01127264354447255
2015-07-10,0.006600629106338518
2015-07-13,-0.00029782822262169883
2015-07-14,0.0
2015-07-15,0.002385044646758594
2015-07-16,0.014871874635997484
2015-07-17,-0.012309516800474096
2015-07-20,-0.006528160636852132
2015-07-21,-0.009856352865386109
2015-07-22,0.007541441972435559
2015-07-23,-0.014670666880620242
2015-07-24,-0.0015195253424968858
2015-07-27,0.014607597295373864
2015-07-28,0.007498621439030018
2015-07-29,0.004168119775015411
2015-07-30,0.014230120274480118
2015-07-31,0.013446681102467384
2015-08-03,-0.00403820414371725
2015-08-04,-0.011005098140179359
2015-08-05,0.00790626016407181
