Date,ALL
2015-01-05,-0.01982314307446531
2015-01-06,-0.0007277071876599095
2015-01-07,0.016452780336018824
2015-01-08,0.019195212398941175
2015-01-09,-0.01025992317852431
2015-01-12,-0.010224436167395545
2015-01-13,0.006026089214231645
2015-01-14,-0.00984034599330319
2015-01-15,-0.00288085985073927
2015-01-16,0.023255668907133265
2015-01-20,-0.006775541274623986
2015-01-21,-0.0008528822449049844
2015-01-22,0.0234709385215659
2015-01-23,-0.007227322731286234
2015-01-26,0.004200330588725931
2015-01-27,-0.004043374121562859
2015-01-28,-0.01567753078201828
2015-01-29,0.010381091918831853
2015-01-30,-0.017733486938652288
2015-02-02,0.016047696115994547
2015-02-03,0.01579484395444375
2015-02-04,0.00763564952276119
2015-02-05,-0.003857738609372552
2015-02-06,-0.018949189684465684
2015-02-09,-0.012688400837397973
2015-02-10,0.0002857479722067069
2015-02-11,0.016131347617792002
2015-02-12,0.005478993909810104
2015-02-13,-0.0015371598386140217
2015-02-17,-0.002658772926814046
2015-02-18,-0.00785736264492276
2015-02-19,0.006505607484498466
2015-02-20,0.006041498546722313
2015-02-23,-0.004748318164387477
2015-02-24,0.00575352431809617
2015-02-25,-0.007673803762932474
2015-02-26,0.006918655240944371
2015-02-27,-0.009956559929055198
2015-03-02,0.005382758769093776
2015-03-03,-0.00690359798808271
2015-03-04,-0.014044419142115516
2015-03-05,0.0008632306630969033
2015-03-06,-0.0060379524120285355
2015-03-09,0.006508424357670295
2015-03-10,-0.01724352405023244
2015-03-11,0.010234829309605953
2015-03-12,0.01896099177912869
2015-03-13,-0.01193168323147431
2015-03-16,0.013369702712195508
2015-03-17,-0.007234884682376652
2015-03-18,0.009145386960128121
2015-03-19,-0.0002833830319115549
2015-03-20,0.012181480971210856
2015-03-23,0.006017272029619658
2015-03-24,-0.007650678195504024
2015-03-25,-0.011073661907128107
2015-03-26,-0.004961110777419453
2015-03-27,-0.0021368300790325367
2015-03-30,0.012848367197608956
2015-03-31,0.0031007616224694168
2015-04-01,0.0016860170071770764
2015-04-02,0.0022443505406015696
2015-04-06,0.009376867162597557
2015-04-07,-0.009012666659909963
2015-04-08,0.001539034243979831
2015-04-09,0.004470783828798508
2015-04-10,0.001807835606560726
2015-04-13,-0.0006940258133297794
2015-04-14,-0.0066688414283472275
2015-04-15,0.006153956350086975
2015-04-16,0.001390385929881388
2015-04-17,-0.016241022654430726
2015-04-20,0.0067728870421954745
2015-04-21,-0.0074280307204982465
2015-04-22,0.0008468712545897095
2015-04-23,-0.0009871579818759857
2015-04-24,0.001977143932772485
2015-04-27,-0.009020556601861518
2015-04-28,0.005404755679467854
2015-04-29,-0.006224535400199294
2015-04-30,-0.008398695815150847
2015-05-01,0.004162836382609836
2015-05-04,-0.0018581651802096477
2015-05-05,0.002577823248114841
2015-05-06,-0.038428086181515164
2015-05-07,0.006090876680685087
2015-05-08,-0.006645321703538265
2015-05-11,-0.005945861223089155
2015-05-12,0.0005983354913894345
2015-05-13,0.0011955983986049468
2015-05-14,0.00970291287781655
2015-05-15,-0.0005911709571058132
2015-05-18,0.007248354077898922
2015-05-19,0.009692802017325253
2015-05-20,-0.0002907436909522776
2015-05-21,-0.009166233505888632
2015-05-22,-0.007341966412592438
2015-05-26,-0.003254494302497135
2015-05-27,0.007900853096160398
2015-05-28,0.0028100603622014386
2015-05-29,-0.007079683140984949
2015-06-01,-0.005941766701689999
2015-06-02,0.003138531630585195
2015-06-03,0.0087885918769397
2015-06-04,-0.009893752703940328
2015-06-05,-0.008501016626366709
2015-06-08,-0.009927839674500172
2015-06-09,-0.0016709305841934308
2015-06-10,0.018262113188520557
2015-06-11,0.008668286682184334
2015-06-12,-0.0017784198518335792
2015-06-15,-0.010390339098315549
2015-06-16,0.009899547793501995
2015-06-17,-0.0022276724157417327
2015-06-18,0.017415644267332997
2015-06-19,-0.027797835618117883
2015-06-22,-0.002558573342882342
2015-06-23,0.0012071145849681386
2015-06-24,-0.006178448028039019
2015-06-25,-0.013949763773076773
2015-06-26,0.01230178303118823
2015-06-29,-0.017469135575019834
2015-06-30,0.002937576589391977
2015-07-01,0.00955741421048395
2015-07-02,-0.007634566265856457
2015-07-06,-0.0027698811920098265
2015-07-07,0.014349763213752809
2015-07-08,-0.01247336254967113
2015-07-09,0.007547821698921542
2015-07-10,0.011924705906989574
2015-07-13,0.016014612565110165
2015-07-14,0.0050556371149466095
2015-07-15,0.006953696277999244
2015-07-16,-0.0011752647647614856
2015-07-17,-0.005737154212833051
2015-07-20,0.0017754372676603847
2015-07-21,-0.00014779040005818977
2015-07-22,0.009896816655348806
2015-07-23,-0.00014636371048148966
2015-07-24,-0.0005851926703904775
2015-07-27,0.0011709314118919512
2015-07-28,0.002631583887942268
2015-07-29,0.006707607630578982
2015-07-30,0.0017383555187104882
2015-07-31,-0.003036877429811402
2015-08-03,0.0062364921185573685
2015-08-04,-0.10146993628724532
2015-08-05,0.0025665067813305242
2015-08-06,-0.008480056616911313
2015-08-07,0.00919773369904675
2015-08-10,0.008954202776166431
2015-08-11,0.005864130950114399
2015-08-12,0.002205636940799449
2015-08-13,-0.0018864493568725438
2015-08-14,0.0058278826545785645
2015-08-17,-0.00015692379900977826
2015-08-18,-0.004385393829565487
2015-08-19,0.0014159146108845277
2015-08-20,-0.015079966565168745
2015-08-21,-0.023125993846165982
2015-08-24,-0.04669388749035086
2015-08-25,-0.02397652287432206
2015-08-26,0.00719394020219255
2015-08-27,0.028721778008752752
2015-08-28,-0.0018728534515533024
2015-08-31,-0.005969482961142414
2015-09-01,-0.019560800756353247
2015-09-02,0.013825583834136346
2015-09-03,0.0008631929432649788
2015-09-04,-0.01621254634467173
2015-09-08,0.020336736185221582
2015-09-09,-0.014604900600716397
2015-09-10,0.005579595508406143
2015-09-11,0.00814980834138912
2015-09-14,0.001720150450096991
2015-09-15,0.01270602013160782
2015-09-16,0.0037299843638747276
2015-09-17,-0.0035472521802594192
2015-09-18,-0.02407195890125191
2015-09-21,0.017196355846921252
2015-09-22,-0.007855069349119281
2015-09-23,0.007057081242468399
2015-09-24,0.001367223682824159
2015-09-25,0.006826946176689663
2015-09-28,-0.02119004818450132
2015-09-29,0.010737700035160946
2015-09-30,-0.0020560262908048133
2015-10-01,-0.004636057164498775
2015-10-02,0.020355224594430732
2015-10-05,0.012680039158744494
2015-10-06,-0.0003341111356318649
2015-10-07,0.002672044150911379
2015-10-08,0.017987878058125295
2015-10-09,-0.011125756126206254
2015-10-12,0.007776533206122371
2015-10-13,-0.004432990115138868
2015-10-14,-0.01286227772342663
2015-10-15,0.028900478619791947
2015-10-16,-0.006332170143714122
2015-10-19,0.006372522037500161
2015-10-20,-0.002435538692301953
2015-10-21,-0.012858128427887694
2015-10-22,0.014839253125874086
2015-10-23,0.0021122747151669508
2015-10-26,0.0022697501825044153
2015-10-27,-0.024749302918729565
2015-10-28,0.03350457659277506
2015-10-29,0.007703515709503117
2015-10-30,-0.014492643327304044
2015-11-02,-0.0012928408849977036
2015-11-03,0.022006210362240486
2015-11-04,-0.004274696419023227
2015-11-05,0.010494551744937963
2015-11-06,0.00818244958147818
2015-11-09,-0.008584219630662804
2015-11-10,-0.003148765502031581
2015-11-11,-0.0031584873840952987
2015-11-12,-0.009030409487000735
2015-11-13,-0.002238180700226078
2015-11-16,0.01137634392136011
2015-11-17,-0.006495598467105346
2015-11-18,0.012597650768319868
2015-11-19,-0.002047036997023355
2015-11-20,-0.0004735746396338225
2015-11-23,-0.0036311395086757736
2015-11-24,-0.0026938460764555083
