Date,ADSK
2015-01-05,-0.01461446245127973
2015-01-06,-0.019774971879126024
2015-01-07,-0.0020869379458220427
2015-01-08,0.0247472663386612
2015-01-09,-0.009013584798872376
2015-01-12,-0.016818251836923648
2015-01-13,0.0008727393307998987
2015-01-14,-0.01621904957622866
2015-01-15,-0.012409160872769776
2015-01-16,0.020463101927534755
2015-01-20,0.00439753749709948
2015-01-21,0.007880924255075028
2015-01-22,0.012510881498664972
2015-01-23,-0.0013729505822240862
2015-01-26,0.0006874190835430838
2015-01-27,-0.03572038524315502
2015-01-28,-0.027782748546712477
2015-01-29,0.014105155808964875
2015-01-30,-0.024385879225693685
2015-02-02,0.0020366712418080635
2015-02-03,0.014781952196034176
2015-02-04,0.027676629796815178
2015-02-05,-0.0037207492838824407
2015-02-06,0.014938647686755457
2015-02-09,0.004731040112273988
2015-02-10,0.020230203075082498
2015-02-11,-0.00341881646050346
2015-02-12,0.01320755519451522
2015-02-13,0.027086481841666288
2015-02-17,0.00758204900367665
2015-02-18,-0.00032717908415191843
2015-02-19,0.005727351834812655
2015-02-20,0.014806375869960142
2015-02-23,-0.006733977491389709
2015-02-24,0.001937028739417812
2015-02-25,-0.0009666726854522523
2015-02-26,-0.016126431657275897
2015-02-27,0.05294213458609964
2015-03-02,-0.003735956907696125
2015-03-03,-0.020312488079071045
2015-03-04,-0.0028708182294341356
2015-03-05,0.006877803935178672
2015-03-06,-0.019221589671290618
2015-03-09,0.00032388471854183365
2015-03-10,-0.03432640850875168
2015-03-11,0.004024173053704949
2015-03-12,0.00434198926011109
2015-03-13,0.005653477819063779
2015-03-16,0.016865087061572304
2015-03-17,-0.0011382064199060293
2015-03-18,0.003255750642127353
2015-03-19,-0.010222311491102198
2015-03-20,-0.00032787635678155347
2015-03-23,-0.002459785377298185
2015-03-24,0.003945386430138198
2015-03-25,-0.028164421635798687
2015-03-26,-0.010614949782899674
2015-03-27,0.0
2015-03-30,0.009877350209470448
2015-03-31,-0.011129845799384586
2015-04-01,0.0017053596497140777
2015-04-02,0.018386073978498674
2015-04-06,-0.0018388600954988288
2015-04-07,0.01641265378098411
2015-04-08,0.018784037405530585
2015-04-09,0.015849903173448032
2015-04-10,-0.0011144673347195377
2015-04-13,-0.015460650219205285
2015-04-14,0.0038853466406176818
2015-04-15,-0.008063215828638004
2015-04-16,0.002438652738938396
2015-04-17,-0.021245562382952166
2015-04-20,0.0114333464598535
2015-04-21,0.009338133785630864
2015-04-22,0.008440195627531066
2015-04-23,0.009979058767519478
2015-04-24,-0.0017529977745268654
2015-04-27,-0.03256706474145443
2015-04-28,0.0009901216963996706
