Date,CCI
2015-01-05,-0.006414388910285895
2015-01-06,-0.0018984973652321768
2015-01-07,0.020925877712137497
2015-01-08,0.015776206968271422
2015-01-09,-0.0018344721736971437
2015-01-12,-0.0012250370255340037
2015-01-13,-0.0023306271289382785
2015-01-14,0.003934558189131687
2015-01-15,-0.0002451621338912524
2015-01-16,0.012250309912675617
2015-01-20,-0.007503061265217714
2015-01-21,-0.007926162601817222
2015-01-22,0.04781250447091989
2015-01-23,0.01853365654488215
2015-01-26,0.014050679182398884
2015-01-27,-0.0028396750361110445
2015-01-28,-0.0072893085833189986
2015-01-29,-0.004588891072736856
2015-01-30,-0.0028815583046658544
2015-02-02,-0.0017341624567520642
2015-02-03,0.010189624982862355
2015-02-04,-0.011118473530365658
2015-02-05,0.005331853955052868
2015-02-06,-0.0008068257335044349
2015-02-09,-0.005423251233144466
2015-02-10,0.011369870423147077
2015-02-11,0.00011491987002987258
2015-02-12,0.004702878944682132
2015-02-13,0.004681133872710186
2015-02-17,-0.004545887867743015
2015-02-18,0.0068494005650410195
2015-02-19,-0.004648292653274044
2015-02-20,0.01047960951410909
2015-02-23,-0.00913080751061457
2015-02-24,-0.012400628869783326
2015-02-25,-0.0026497833946997895
2015-02-26,-0.005659465693856114
2015-02-27,0.0025555836368078566
2015-03-02,0.0009267485192354652
2015-03-03,-0.0010414396201494647
2015-03-04,-0.005562224233005786
2015-03-05,0.005126973143809943
2015-03-06,-0.014143254677610129
2015-03-09,0.005409318561909959
2015-03-10,-0.010877251222113582
2015-03-11,0.004138762045929667
2015-03-12,0.012128834346059936
2015-03-13,-0.012100176468174184
2015-03-16,0.010481889413999967
2015-03-17,-0.00326385918820038
2015-03-18,0.020543613959970397
2015-03-19,-0.0068257229268686714
2015-03-20,0.01106583944213746
2015-03-23,-0.006336311363898783
2015-03-24,-0.004753846670015438
2015-03-25,-0.013979321633060371
2015-03-26,-0.00035468720935738496
2015-03-27,0.002363883499100883
2015-03-30,-0.004951960898937791
2015-03-31,-0.021921899524466215
2015-04-01,0.014295766426344114
2015-04-02,0.0051365407949777175
2015-04-06,0.009387584240897917
2015-04-07,0.00859457338170544
2015-04-08,-0.0035017132045028765
2015-04-09,-0.0026943557730895185
2015-04-10,-0.0052853020185771316
2015-04-13,0.0036604158224673444
2015-04-14,0.0045882532168872725
2015-04-15,0.00538676788880843
2015-04-16,0.0017473556020570769
2015-04-17,-0.0018606896392971972
2015-04-20,0.006873163643358771
2015-04-21,-0.0074045196308289984
2015-04-22,0.002681029923247591
2015-04-23,0.007207505520258062
2015-04-24,-0.007617278959329177
2015-04-27,-0.011398261558061451
2015-04-28,0.008117362615442714
2015-04-29,-0.012837120065752106
2015-04-30,-0.012530629306764962
2015-05-01,-0.0043097385117669695
2015-05-04,-0.000601290116985842
2015-05-05,-0.01804626422093436
2015-05-06,0.005390612148288065
2015-05-07,0.006702810629475531
2015-05-08,0.012831451017390805
2015-05-11,-0.011593259115190158
2015-05-12,0.0030229736705520427
2015-05-13,-0.007354016259852103
2015-05-14,0.005343546320917492
2015-05-15,0.012321820058788902
2015-05-18,-0.0025056136947053664
2015-05-19,0.004665647842567955
2015-05-20,-0.01297939279512561
2015-05-21,-0.009772203878915642
2015-05-22,-0.0002437384887475913
2015-05-26,-0.0017060177498502416
2015-05-27,0.0003663928942949646
2015-05-28,0.0039047937686429446
2015-05-29,-0.008751701202643236
2015-06-01,0.008706308437688826
2015-06-02,0.0010940691359395682
2015-06-03,-0.004614221043254707
2015-06-04,0.02073938776780082
2015-06-05,-0.010637459107103897
2015-06-08,-0.002295443037387046
2015-06-09,-0.007385441065082654
2015-06-10,0.003415364195664905
2015-06-11,0.008145177318899854
2015-06-12,-0.00277348972661573
2015-06-15,-0.0007258037489745739
2015-06-16,0.0035095543622656322
2015-06-17,0.005967254103347308
2015-06-18,0.010896172328715314
2015-06-19,-0.008503070246296263
2015-06-22,-0.001570222727912074
2015-06-23,0.0019350739653534177
2015-06-24,-0.007364917804382198
2015-06-25,-0.0035275984351080814
2015-06-26,-0.004638670861334293
2015-06-29,-0.013244873919600497
2015-06-30,-0.0019887007463216255
2015-07-01,0.009588921606177525
2015-07-02,0.0004933632755110828
2015-07-06,-0.004314977585002766
2015-07-07,0.011020360788093875
2015-07-08,-0.013839387808084691
2015-07-09,-0.000993824128712406
2015-07-10,0.011188257697293258
2015-07-13,-0.005532161928142987
2015-07-14,0.007912090543541694
2015-07-15,-0.00355680820621318
2015-07-16,0.005539040060095868
2015-07-17,-0.007345056989275345
2015-07-20,0.011098789155139954
2015-07-21,-0.014635733343383306
2015-07-22,-0.0022275433736596018
2015-07-23,0.032873709242647875
2015-07-24,-0.009968810898633218
2015-07-27,0.001577430470319774
2015-07-28,-0.003634002217004606
2015-07-29,-0.001702141735537066
2015-07-30,-0.007914680970465438
2015-07-31,0.005400489992570812
2015-08-03,-0.00036612219655585143
2015-08-04,0.001465588419035324
2015-08-05,0.0030485830799173996
2015-08-06,-0.0025528921001997107
2015-08-07,0.0036565437594533456
2015-08-10,0.014695132192827476
2015-08-11,0.007540683334148701
2015-08-12,0.009146880350458186
2015-08-13,-0.0011770732861640099
2015-08-14,0.014377964495491113
2015-08-17,0.00313711153989793
2015-08-18,-0.011697749047143713
2015-08-19,0.0011716286692440292
2015-08-20,-0.01217359382844685
2015-08-21,-0.020381444622968425
2015-08-24,-0.03314380791627458
2015-08-25,-0.005004357761705824
2015-08-26,0.026530765651572308
2015-08-27,0.029152061672401697
2015-08-28,-0.003213105193190069
2015-08-31,-0.0042990054892959595
2015-09-01,-0.023143924698162954
2015-09-02,0.009943728776567129
2015-09-03,0.0006077435909257467
2015-09-04,-0.015549430533042696
2015-09-08,0.016411788875597466
2015-09-09,-0.019060321536062963
2015-09-10,-0.018688016054992707
2015-09-11,-0.008323966898404644
2015-09-14,0.0010174192259901904
2015-09-15,-0.004319472033441851
2015-09-16,0.010315783495952857
2015-09-17,-0.00459490846077959
2015-09-18,-0.007436450919840909
2015-09-21,0.0030999042430626123
2015-09-22,-0.013779622283219828
2015-09-23,0.0032643108494589956
2015-09-24,-0.0006504261107770359
2015-09-25,0.025657584543187673
2015-09-28,-0.014984061912970303
2015-09-29,-0.000515597428940473
