Date,MDT
2015-01-05,-0.004173694904967773
2015-01-06,-0.0050293841042468035
2015-01-07,0.024993015837898813
2015-01-08,0.02397265031791429
2015-01-09,-0.004682388192980502
2015-01-12,0.0009408305373033166
2015-01-13,-0.022559301085816497
2015-01-14,-0.014012874414186638
2015-01-15,0.0018113526771381672
2015-01-16,0.011960950593362663
2015-01-20,-0.007696495505119749
2015-01-21,0.011911455688961459
2015-01-22,0.03312328129410247
2015-01-23,0.019475652075814365
2015-01-26,-0.017674397578758994
2015-01-27,-0.004365131551869794
2015-01-28,-0.024581711645568105
2015-01-29,-0.0054486772842013975
2015-01-30,-0.022051746321068433
2015-02-02,0.01904749553323981
2015-02-03,0.027900073969153727
2015-02-04,-0.008824625913594009
2015-02-05,0.016052766302362853
2015-02-06,-0.011285346105608163
2015-02-09,-0.011414027257979464
2015-02-10,0.016979279350925358
2015-02-11,-0.006410974978750428
2015-02-12,0.007259006860218298
2015-02-13,0.004404101323035148
2015-02-17,0.037337021274711946
2015-02-18,0.005507703681111309
2015-02-19,-0.004713415064566351
2015-02-20,0.00844813512501208
2015-02-23,0.005838241752009754
2015-02-24,-0.0029024863740971796
2015-02-25,-0.00493542701106664
2015-02-26,0.002289254610224889
2015-02-27,-0.015480398905060144
2015-03-02,0.01598181935286691
2015-03-03,-0.010148717336127322
2015-03-04,0.0020504283823088443
2015-03-05,0.003964450591274593
2015-03-06,-0.025732050716895327
2015-03-09,0.0054916491379120025
2015-03-10,-0.013393782664013698
2015-03-11,0.0023720156398565617
2015-03-12,0.009335861138068724
2015-03-13,-0.0037779540837200587
2015-03-16,0.015692445294150037
2015-03-17,-0.012230911247548382
2015-03-18,0.011600510682255871
2015-03-19,0.0006440369920404088
2015-03-20,0.0046354445206195916
2015-03-23,0.008331500190619678
2015-03-24,0.0006356706587016259
2015-03-25,-0.0142278735197231
2015-03-26,-0.008862175912471404
2015-03-27,0.010051027194289075
2015-03-30,0.013439954894274075
2015-03-31,-0.0054833521426257414
2015-04-01,-0.02372062399818986
2015-04-02,0.009587302030875433
2015-04-06,0.006375046249352145
2015-04-07,-0.002327089679408645
2015-04-08,-0.010236166701443561
2015-04-09,0.009687403494260005
2015-04-10,0.01037200409266692
2015-04-13,0.0019248808033625053
2015-04-14,-0.002433260649898239
2015-04-15,0.0002563815318081808
2015-04-16,-0.011423404665799719
2015-04-17,-0.006881059038953086
2015-04-20,0.008497605225565641
2015-04-21,-0.0007779514501864426
2015-04-22,0.012065704472958627
2015-04-23,0.006281382593559259
2015-04-24,-0.011337542982586157
2015-04-27,-0.01803918491187917
2015-04-28,0.004067664545041705
2015-04-29,-0.010846720894212458
2015-04-30,-0.01638276083753354
2015-05-01,0.015446765225765713
2015-05-04,0.003968346954171809
2015-05-05,-0.01304362195080866
2015-05-06,-0.007875857812408071
2015-05-07,0.003767010332159204
2015-05-08,0.02158196480392638
2015-05-11,-0.0024933511915602447
2015-05-12,-0.010786399137981628
2015-05-13,-0.0045210800622556
2015-05-14,0.01870153426689325
2015-05-15,0.0020980278474240777
2015-05-18,0.013739573731118782
2015-05-19,0.012520758110577068
2015-05-20,0.00446243731599516
2015-05-21,-0.004822915818236018
2015-05-22,-0.007524612813768483
2015-05-26,-0.016062908873816006
2015-05-27,0.009795159328843006
2015-05-28,-0.0014225768288687046
2015-05-29,-0.011526842546209282
2015-06-01,0.004978426838348149
2015-06-02,0.0023471162868262674
2015-06-03,-0.0006503266359951798
2015-06-04,-0.01028254611447088
2015-06-05,-0.0076274452483539035
2015-06-08,-0.004240929496681312
2015-06-09,-0.002927439710615154
2015-06-10,0.0165506144542229
2015-06-11,0.0007879619761088641
2015-06-12,-0.009183730963134407
2015-06-15,-0.0013243342706549255
2015-06-16,0.00238675576376024
2015-06-17,0.0014549422041494342
2015-06-18,0.013340573303538106
2015-06-19,-0.00013059098623224852
2015-06-22,0.006518187440290424
2015-06-23,-0.007771133055584412
2015-06-24,-0.017491197770764466
2015-06-25,0.00787858229217675
2015-06-26,-0.004239563889401166
2015-06-29,-0.024747653741512998
2015-06-30,0.010914101907036677
2015-07-01,-0.000269772428576287
2015-07-02,-0.0036451718154428825
2015-07-06,-0.003792706929942713
2015-07-07,-0.0009524139066825477
2015-07-08,-0.008303609912564514
2015-07-09,0.0032944812623336706
2015-07-10,0.01751278233150133
2015-07-13,0.01075667779292111
2015-07-14,0.009578344464231003
2015-07-15,0.0007902919492781546
2015-07-16,0.011191777736620834
2015-07-17,0.0014323755438818697
2015-07-20,0.0011700951852924302
2015-07-21,-0.005973854274529677
2015-07-22,0.0036586334436639056
2015-07-23,-0.00026091558489615974
2015-07-24,-0.010286284808176727
2015-07-27,-0.00460439766961096
2015-07-28,0.023922779578859465
2015-07-29,0.0052922346024697475
2015-07-30,0.005135941471539729
2015-07-31,0.0014055423151042579
2015-08-03,-0.004975610656499541
2015-08-04,-0.002948726679698477
2015-08-05,0.011572872648578425
2015-08-06,-0.01601657649997712
2015-08-07,0.0009043631854308565
2015-08-10,0.0018070294353720318
2015-08-11,-0.0029631621191666957
2015-08-12,0.0
2015-08-13,0.001162837826222285
2015-08-14,0.0012905831174632176
2015-08-17,0.014952882519798427
2015-08-18,-0.008255720129361044
2015-08-19,-0.00793893832244541
2015-08-20,-0.012650645640963742
2015-08-21,-0.029023058314442518
2015-08-24,-0.0452403781217422
2015-08-25,-0.01452537614964855
2015-08-26,0.0337721241651292
2015-08-27,0.017718778885039477
2015-08-28,0.0005439332782224415
2015-08-31,-0.01726478351296934
2015-09-01,-0.03817952705091221
2015-09-02,0.02905254013407288
2015-09-03,-0.021943028433665357
2015-09-04,-0.014289755422604578
2015-09-08,0.026384605064342814
2015-09-09,-0.01709049955230557
2015-09-10,0.006035511851552489
2015-09-11,-0.0015715036229057011
2015-09-14,-0.016738033633749816
2015-09-15,0.017459416441688136
2015-09-16,0.002717016587889365
2015-09-17,0.009840371295570138
2015-09-18,-0.0067787193865807005
2015-09-21,-0.0012795680039235924
2015-09-22,-0.0014239554952211186
2015-09-23,-0.0067370034965351655
2015-09-24,-0.013133354576528644
2015-09-25,-0.02705469789758741
2015-09-28,-0.03021188320862067
2015-09-29,0.028673281946579143
2015-09-30,0.008588152568187235
2015-10-01,0.021810339559956704
2015-10-02,0.03991274107280218
2015-10-05,-0.0036554747935045873
2015-10-06,-0.013404906666971916
2015-10-07,0.014587966759440407
2015-10-08,0.015647262486393698
2015-10-09,0.007633425594241627
2015-10-12,0.005647308586744115
2015-10-13,-0.0030132093063619525
2015-10-14,-0.008105486431024378
2015-10-15,0.017036187727347052
2015-10-16,0.00926025853829504
2015-10-19,0.0017542438645938851
2015-10-20,-0.008081956483303898
2015-10-21,-0.00298762749207504
2015-10-22,-0.00476658700649224
2015-10-23,0.008484711017474611
2015-10-26,-0.012620349998990754
2015-10-27,-0.001099579621690716
2015-10-28,0.01183294463159723
2015-10-29,0.00299142635955274
2015-10-30,0.0021691476894887263
2015-11-02,0.024756723646738532
2015-11-03,0.007260315367637826
2015-11-04,-0.0018347179162343519
2015-11-05,0.00013112911297108454
2015-11-06,-0.001443942933600062
2015-11-09,-0.0024980938106130557
2015-11-10,0.006985764573667952
2015-11-11,-0.0044503257341859115
2015-11-12,-0.024322970228144003
2015-11-13,0.003368468975114114
2015-11-16,0.023906124290106412
2015-11-17,0.004459727910167688
2015-11-18,0.012796691170651409
2015-11-19,-0.023336522708122254
2015-11-20,0.0044883850509569445
2015-11-23,0.006176606780913918
2015-11-24,0.0
2015-11-25,0.0
2015-11-27,-0.0013061432825367536
2015-11-30,-0.014647974964941524
2015-12-01,0.015529086173005968
2015-12-02,-0.005227862628135571
2015-12-03,0.007358207553634477
2015-12-04,0.019173136256696033
2015-12-07,-0.0024319055627104458
2015-12-08,0.0016676396319843523
2015-12-09,-0.006659700358015441
2015-12-10,-0.001547262904375013
2015-12-11,-0.010201319313093093
2015-12-14,0.0
2015-12-15,0.005870774045384941
2015-12-16,0.019065896708280627
2015-12-17,-0.008527047020180145
2015-12-18,-0.020411038950653215
2015-12-21,0.004848822363310523
2015-12-22,0.013367975793523224
2015-12-23,0.004268129014247224
2015-12-24,-0.00025731258478844943
2015-12-28,-0.005796779929850393
2015-12-29,0.008680743202016616
2015-12-30,-0.0041101900542400704
2015-12-31,-0.00786817454545008
2016-01-04,-0.01495088183184079
2016-01-05,0.002903965806389186
2016-01-06,0.0027632683739513553
2016-01-07,-0.023490721787309266
2016-01-08,-0.008466540101778053
2016-01-11,-0.010571663913089835
2016-01-12,0.04712311735418906
2016-01-13,-0.02341708612210691
2016-01-14,0.0018753111517961774
2016-01-15,-0.011632433627138727
2016-01-19,0.008928170942851255
2016-01-20,-0.00013382344802004287
2016-01-21,0.0004025551133843841
2016-01-22,0.017694154040108767
2016-01-25,-0.0028979106308033575
2016-01-26,-0.0014530077673390318
2016-01-27,-0.0013230867480971131
2016-01-28,-0.020929703486213036
2016-01-29,0.02719519844712548
2016-02-01,0.012249772363534195
2016-02-02,-0.004424601690805385
2016-02-03,-0.004704972776815142
2016-02-04,0.0006564576138703426
2016-02-05,-0.02283475788865641
2016-02-08,-0.024576786153584385
2016-02-09,0.006196042818598313
2016-02-10,0.014777985018441964
