Date,SNPS
2015-01-05,-0.012992983257992363
2015-01-06,-0.00893279407468306
2015-01-07,0.0011859401622749122
2015-01-08,0.015399230987380275
2015-01-09,0.001633217308151691
2015-01-12,-0.010016312651270565
2015-01-13,-0.0023529052734374556
2015-01-14,-0.004009480601995241
2015-01-15,-0.011839924352827103
2015-01-16,0.01629523874035832
2015-01-20,-0.00565908227612133
2015-01-21,0.00616557143751395
2015-01-22,0.017440439746573944
2015-01-23,0.008107535410324385
2015-01-26,0.011488970467388837
2015-01-27,-0.0074966339759882095
2015-01-28,-0.007553170673612386
2015-01-29,0.008763862148666979
2015-01-30,-0.017146775748050014
2015-02-02,0.004652173538815196
2015-02-03,0.02384817380746984
2015-02-04,-0.001130779067785359
2015-02-05,-0.0013583328295433406
2015-02-06,-0.005440981073359441
2015-02-09,-0.0038750438359769213
2015-02-10,0.009839823745276588
2015-02-11,0.006118297104659609
2015-02-12,0.010585526798505107
2015-02-13,0.0006686559997401975
2015-02-17,-0.003563470868033103
2015-02-18,0.009387531363179491
2015-02-19,0.030336557495875827
2015-02-20,0.009026477426632873
2015-02-23,-0.0027689257934550016
2015-02-24,0.005126050406474736
2015-02-25,0.002762372495206611
2015-02-26,-0.00995968255315538
2015-02-27,-0.006635303193306519
2015-03-02,0.010988974859081901
2015-03-03,-0.009164460939027008
2015-03-04,-0.0051624364336807504
2015-03-05,0.0012973269900760087
2015-03-06,-0.007989694139707515
2015-03-09,0.000435360434513532
2015-03-10,-0.01892948105342085
2015-03-11,0.005544466603548015
2015-03-12,0.0063961383888702095
2015-03-13,0.0017531890090907165
2015-03-16,0.01443885059355221
2015-03-17,-0.0066853044152345165
2015-03-18,0.009986953338203763
2015-03-19,0.005374032621237479
2015-03-20,0.0076972547964087035
2015-03-23,-0.008699338810104207
2015-03-24,-0.005993206050475486
2015-03-25,-0.01614987127860623
2015-03-26,-0.0017508868190391214
2015-03-27,0.003946509598049097
2015-03-30,0.01375840228918479
2015-03-31,-0.0021542110742259757
2015-04-01,0.0
2015-04-02,0.0030224393473836653
2015-04-06,0.008824792412644111
2015-04-07,0.0029869723242770263
2015-04-08,0.012125154857969722
2015-04-09,0.0014711999186711733
2015-04-10,0.003147905695242814
2015-04-13,-0.006903724301768777
2015-04-14,-0.0012639850800097996
2015-04-15,0.0
2015-04-16,-0.0012655847602642822
2015-04-17,-0.018373790072248042
2015-04-20,0.011187617531948302
2015-04-21,0.006170232245262586
2015-04-22,0.005286529819412911
2015-04-23,0.008834626858581718
2015-04-24,-0.0072977164470882094
2015-04-27,-0.006511265896174234
2015-04-28,0.006553940344424358
2015-04-29,-0.0023104517736058927
2015-04-30,-0.013052609092310874
2015-05-01,0.00447950255307239
2015-05-04,0.0029730173963642414
2015-05-05,-0.012915532844883004
2015-05-06,0.004290020753360935
2015-05-07,0.006407501901237955
2015-05-08,0.018251286711503445
2015-05-11,0.00541896912695039
2015-05-12,-0.0074626989599019256
2015-05-13,0.007309909488581123
2015-05-14,0.010159686566815873
2015-05-15,-0.00225781214276366
2015-05-18,0.007200133094558359
2015-05-19,0.0008170121788264595
2015-05-20,0.004897993438097936
2015-05-21,0.011372817617888886
2015-05-22,-0.009036160036817176
2015-05-26,-0.010334312812606106
2015-05-27,0.023751020552579716
2015-05-28,-0.0033999633789062456
2015-05-29,0.0012040448803747328
2015-06-01,0.0006012984498673379
2015-06-02,0.004807726107171506
2015-06-03,0.011363630314158213
2015-06-04,-0.008081999824793074
2015-06-05,0.008346621347173455
2015-06-08,-0.01694916401070068
2015-06-09,-0.008019276610132242
2015-06-10,0.014753426616610943
2015-06-11,0.007169898763509375
2015-06-12,-0.005932355919931909
2015-06-15,-0.010543043056905788
2015-06-16,0.005428159106461994
2015-06-17,0.0011997875485867393
2015-06-18,0.004993009816731453
2015-06-19,-0.0033783420106577866
2015-06-22,0.0089730196321125
2015-06-23,-0.004150179660184383
2015-06-24,-0.002778316954637594
2015-06-25,0.004179086258162323
2015-06-26,-0.004359837693171054
2015-06-29,-0.006767518734650424
2015-06-30,0.015030059660640305
2015-07-01,-0.008094764759338124
2015-07-02,-0.00636949639391915
2015-07-06,-0.005008013004205614
2015-07-07,0.001006705327182278
2015-07-08,-0.0006034310791941389
2015-07-09,0.012678629211645864
2015-07-10,0.0011923961378161874
2015-07-13,0.006550178828127695
2015-07-14,0.007099203645258845
2015-07-15,0.001566513247165613
2015-07-16,-0.007038134889779446
2015-07-17,-0.002362723851523807
2015-07-20,0.0037498016236894305
2015-07-21,-0.011403889581091398
2015-07-22,0.006364353671304723
2015-07-23,-0.0033596477089273824
2015-07-24,-0.007336881412764784
2015-07-27,-0.016580139997709353
2015-07-28,0.020515989145276192
2015-07-29,0.008757934156231828
2015-07-30,0.004340986964845417
2015-07-31,-0.0011788088701826238
2015-08-03,-0.005114050368860368
2015-08-04,0.007710545186437434
2015-08-05,0.012360157707080432
2015-08-06,-0.010271294476155601
2015-08-07,0.0021539183671213102
2015-08-10,0.011137156925076663
2015-08-11,-0.011787451407759608
2015-08-12,0.0019554612829855156
2015-08-13,0.0029273557039064535
2015-08-14,0.004864759738649749
2015-08-17,0.009488801011973358
2015-08-18,-0.002877451041731427
2015-08-19,0.0061562081116257605
2015-08-20,-0.07074571351652292
2015-08-21,-0.02222218210423421
2015-08-24,-0.03829965650867062
2015-08-25,-0.015754949861773615
2015-08-26,0.038461528675914236
2015-08-27,0.004923989440042353
2015-08-28,0.003408603581020797
2015-08-31,-0.003609303066935743
2015-09-01,-0.027487767038967492
2015-09-02,0.014680148830031436
2015-09-03,0.017922651516830257
2015-09-04,-0.011455259281270225
2015-09-08,0.031115897219281985
2015-09-09,-0.017273632248411164
2015-09-10,0.008047379152785084
2015-09-11,0.0058824076254198054
2015-09-14,-0.0041771252814912785
2015-09-15,0.00776004466268021
2015-09-16,0.001664970495836915
2015-09-17,-0.004986529672566187
2015-09-18,-0.011693413358338733
2015-09-21,0.00824000368815847
2015-09-22,-0.004400731219571186
2015-09-23,0.0012629209726537916
2015-09-24,-0.011351711561732425
2015-09-25,-0.004890485821946844
2015-09-28,-0.011752120641596253
2015-09-29,-0.006270290065456097
2015-09-30,0.004786797760782724
2015-10-01,0.004763993487424623
2015-10-02,0.011206823835477442
2015-10-05,0.013427133263023139
2015-10-06,0.0
2015-10-07,0.002733986755017792
2015-10-08,0.0025167561056358423
2015-10-09,0.0050209556966001045
2015-10-12,0.0012489083565849768
2015-10-13,-0.010395010724771891
2015-10-14,-0.0008402752544587333
2015-10-15,0.009882199168097738
2015-10-16,0.008328160234126969
2015-10-19,-0.0006194255442462104
2015-10-20,-0.004545479623290771
2015-10-21,-0.010585349377336573
2015-10-22,0.03796940303786589
2015-10-23,0.004850478591090779
2015-10-26,0.003419110313185758
2015-10-27,-0.01042293974995645
2015-10-28,0.024508870272396566
2015-10-29,-0.011269345371425432
2015-10-30,-0.0005998556349472439
2015-11-02,0.008803494012383117
2015-11-03,0.0019833854115438587
2015-11-04,0.010292962253601212
2015-11-05,-0.00391851017539091
2015-11-06,0.013571963505862872
2015-11-09,-0.006598101312676352
2015-11-10,0.004102420488449665
2015-11-11,0.001750975679301714
2015-11-12,-0.007185914440099306
2015-11-13,-0.010954569058968966
2015-11-16,0.010086991844953097
2015-11-17,0.010965368643770956
2015-11-18,0.009296911336551528
2015-11-19,0.007867968578197715
2015-11-20,-0.08168318503685734
2015-11-23,0.02633216814881978
2015-11-24,0.00040404965179141605
2015-11-25,0.005452351681498158
2015-11-27,0.013657366793976555
2015-11-30,-0.007727350509523223
2015-12-01,0.008186897612249444
2015-12-02,-0.009110772110869303
2015-12-03,-0.06915848828492188
2015-12-04,0.017178424786407298
2015-12-07,-0.023643634307344175
2015-12-08,-0.0036756360853040793
2015-12-09,-0.015190988175432407
2015-12-10,0.0026443131128324193
2015-12-11,-0.011648324819711564
2015-12-14,0.010229020946988188
2015-12-15,-0.004402394047896774
2015-12-16,0.010833554796064737
2015-12-17,-0.010936132691387379
2015-12-18,-0.00995136556372822
2015-12-21,-0.000893475879346517
2015-12-22,0.013637393619366556
2015-12-23,0.011910033385752472
2015-12-24,-0.002397572096570988
2015-12-28,0.008520851775134286
2015-12-29,0.006282515521793375
2015-12-30,-0.00667387229707761
