Date,LULU
2015-01-05,0.011203450129657622
2015-01-06,-0.006969252966922412
2015-01-07,0.03743030128626068
2015-01-08,0.024631363943813156
2015-01-09,-0.007448766361641601
2015-01-12,0.06754219703786135
2015-01-13,0.007509206255908563
2015-01-14,0.0053916927558441685
2015-01-15,-0.014037905093463143
2015-01-16,0.007838772862324594
2015-01-20,0.0
2015-01-21,-0.0022222125341021526
2015-01-22,0.014317494470934333
2015-01-23,0.0382684863698457
2015-01-26,0.008459293259879042
2015-01-27,0.010784919078251187
2015-01-28,-0.019561346015976255
2015-01-29,0.0155682999136042
2015-01-30,-0.01413907639704548
2015-02-02,-0.010869583996423016
2015-02-03,0.014804659194160408
2015-02-04,-0.012482993357297412
2015-02-05,-0.0056351313729144925
2015-02-06,-0.013018815472538137
2015-02-09,0.015363094758876095
2015-02-10,0.005043585962333896
2015-02-11,-0.0025852462411368737
2015-02-12,0.006860872126269069
2015-02-13,-0.0009085032974256446
2015-02-17,0.00030307126476225577
2015-02-18,0.006363608620383543
2015-02-19,0.007076200446552772
2015-02-20,0.0071760107835772136
2015-02-23,-0.01914800152791729
2015-02-24,0.0003026126288181441
2015-02-25,0.01497727513801883
2015-02-26,-0.009092159997816651
2015-02-27,0.02948253588299843
2015-03-02,-0.01388083786890637
2015-03-03,-0.024003484493472782
2015-03-04,-0.00531358871901344
2015-03-05,-0.010225857803309535
2015-03-06,-0.039321500340175675
2015-03-09,-0.0009630426858505681
2015-03-10,-0.00257069156647316
2015-03-11,0.003060544798726861
2015-03-12,0.008832491296247857
2015-03-13,0.004775537066506352
2015-03-16,0.007763017851055043
2015-03-17,0.012733808376381939
2015-03-18,-0.0003104104879662062
2015-03-19,0.0
2015-03-20,0.02080739605809101
2015-03-23,-0.030879203609096018
2015-03-24,-0.00643540815105792
2015-03-25,-0.036966827500653054
2015-03-26,0.04937667620466146
2015-03-27,0.0054712907213110284
2015-03-30,0.007929137727771263
2015-03-31,-0.012494295312518
2015-04-01,-0.014370481368104704
2015-04-02,0.00396196523051473
2015-04-06,0.01673252112896728
2015-04-07,0.031051077259549142
2015-04-08,0.034633267512911736
2015-04-09,0.015427122292500428
2015-04-10,-0.013042798860522509
2015-04-13,-0.009584717633739914
2015-04-14,-0.008064449369120652
2015-04-15,-0.0038433426513819757
2015-04-16,0.0016322987290078306
2015-04-17,-0.011851897063078654
2015-04-20,-0.007646094905096934
2015-04-21,0.0024172235505879325
2015-04-22,-0.010248686071048008
2015-04-23,0.012334478613878375
2015-04-24,0.006919360127028096
2015-04-27,-0.020466129319030357
2015-04-28,-0.013878237562149565
2015-04-29,0.0006185166079142324
2015-04-30,-0.016383270611924683
2015-05-01,-0.0010999323616525114
2015-05-04,0.018719560281878378
2015-05-05,-0.006948804243243845
2015-05-06,0.0113513199291988
2015-05-07,0.004151239841110543
2015-05-08,0.0027560911331270255
2015-05-11,0.002748515972625487
2015-05-12,-0.014770842816344554
2015-05-13,-0.004482122099090602
2015-05-14,0.012265071281117423
2015-05-15,-0.010889557020014484
2015-05-18,0.0013956267679724466
2015-05-19,-0.024465806538501944
2015-05-20,-0.017301589723617283
2015-05-21,-0.02277499355334034
2015-05-22,0.010909088386976906
2015-05-26,-0.014551984824540454
2015-05-27,0.01410317683200879
2015-05-28,0.0017997482374656482
2015-05-29,-0.023517861137916207
2015-06-01,0.0031777659106815292
2015-06-02,-0.0030010054443069256
2015-06-03,0.024581960526047997
2015-06-04,0.0013056637140482774
2015-06-05,0.03993481375509611
2015-06-08,-0.03573665841005924
2015-06-09,0.1097203533009874
2015-06-10,-0.021971584499152597
2015-06-11,-0.01048370500876572
2015-06-12,0.006205595035616351
2015-06-15,0.005114264752141606
2015-06-16,0.006584891401014703
2015-06-17,-0.0049063606983879016
2015-06-18,-0.004781110015914192
2015-06-19,-0.009307952873456093
2015-06-22,0.005303810963043665
2015-06-23,0.03708180358252644
2015-06-24,-0.02005820961627469
2015-06-25,0.0020765261561950243
2015-06-26,-0.0069567974790926135
2015-06-29,-0.034133155628739975
2015-06-30,0.00771604901932843
2015-07-01,-0.0038284837414455097
2015-07-02,0.0019984204046006315
2015-07-06,-0.013501031747434555
2015-07-07,0.021461853622419813
2015-07-08,-0.026035308716920058
2015-07-09,-0.02360484770073401
2015-07-10,0.008645547925753672
2015-07-13,0.01761905730716773
2015-07-14,-0.0029636942691835255
2015-07-15,-0.007822278071386357
2015-07-16,-0.010091444467461796
2015-07-17,0.002548579970104603
2015-07-20,0.006673053587648914
2015-07-21,-0.00931187100543518
2015-07-22,0.0014338083787086564
2015-07-23,-0.013681205886115433
2015-07-24,-0.012258037444083936
2015-07-27,-0.0011431010385830609
2015-07-28,0.033513210938733495
2015-07-29,0.008225252257562099
2015-07-30,-0.010511483620950779
2015-07-31,-0.0033296192403484692
2015-08-03,-0.015749310672195094
2015-08-04,0.011314058106096203
2015-08-05,0.0019178349443829124
2015-08-06,-0.006699604054008934
2015-08-07,0.0016058852318288075
2015-08-10,0.025974070455753173
2015-08-11,0.007188549112512099
2015-08-12,-0.02218768903320356
2015-08-13,0.02348460062656188
2015-08-14,0.010387568510779932
2015-08-17,0.018413451148576954
2015-08-18,0.004972038390900213
2015-08-19,-0.020089901037483315
2015-08-20,-0.03671972924521061
2015-08-21,-0.01604190495902169
2015-08-24,-0.04648912078525991
2015-08-25,-0.00626373681727288
2015-08-26,0.02742760799703503
2015-08-27,0.03863369197980626
2015-08-28,0.008461027848995384
2015-08-31,0.013297514510584696
2015-09-01,-0.014685243087567357
2015-09-02,0.03630887785964698
2015-09-03,-0.006273005787647445
2015-09-04,0.011239467147555526
2015-09-08,0.0031973063869810137
2015-09-09,-0.027925274775153386
2015-09-10,-0.16409057978869257
2015-09-11,0.008778434777156452
2015-09-14,-0.004073271854151295
2015-09-15,-0.007808179522103997
2015-09-16,0.02398356041992411
2015-09-17,-0.01500456856228849
2015-09-18,-0.017090877806952398
2015-09-21,0.020223014513513604
2015-09-22,0.013708812240500023
2015-09-23,-0.021747120154595567
2015-09-24,-0.012703163098871095
2015-09-25,-0.005108735115642693
2015-09-28,-0.04203124424131632
2015-09-29,-0.011117680573133115
2015-09-30,0.016864086115812027
2015-10-01,-0.007305088557460038
2015-10-02,0.016706447354445153
2015-10-05,0.002934302210741091
2015-10-06,0.00916717800871325
2015-10-07,0.04367990429489632
2015-10-08,0.0038888719346787948
2015-10-09,-0.026932283879909535
2015-10-12,-0.015924173508775175
2015-10-13,-0.006357118422797958
2015-10-14,-0.0007755120997933185
2015-10-15,0.019014348560888017
2015-10-16,0.024562088809666927
