Date,PNC
2015-01-05,-0.030609919693133425
2015-01-06,-0.025897443109080043
2015-01-07,0.011543847492005765
2015-01-08,0.019250661532910884
2015-01-09,-0.018661044835032725
2015-01-12,-0.007030022356092291
2015-01-13,-0.013538413322312537
2015-01-14,-0.017984368854645272
2015-01-15,-0.006987555748050545
2015-01-16,0.024508165825829265
2015-01-20,0.0021318434667176867
2015-01-21,0.0018910662078872598
2015-01-22,0.02689291757408907
2015-01-23,-0.00895930629197117
2015-01-26,0.005794883452816757
2015-01-27,-0.014749711711153024
2015-01-28,-0.021637694918755335
2015-01-29,0.022594329555896353
2015-01-30,-0.011690339964404495
2015-02-02,0.01939897538227009
2015-02-03,0.016593344250360964
2015-02-04,0.001597983636734801
2015-02-05,0.012193541445939537
2015-02-06,0.01823912203757727
2015-02-09,-0.010283178194930409
2015-02-10,0.007708682907417774
2015-02-11,-0.0045451614451887945
2015-02-12,0.019713089848639287
2015-02-13,0.008955292048541397
2015-02-17,0.0
2015-02-18,-0.011582643842376172
2015-02-19,0.003394950477567882
2015-02-20,0.007094766873819491
2015-02-23,-0.00704478576116796
2015-02-24,0.00785864403347536
2015-02-25,-0.0007579209288703925
2015-02-26,-0.0011921520414855946
2015-02-27,-0.0021700630116370245
2015-03-02,0.010765305739692144
2015-03-03,-0.006670329014069942
2015-03-04,-0.0028157849027717896
2015-03-05,0.005104973348866615
2015-03-06,0.012859099512074978
2015-03-09,0.00853519614814946
2015-03-10,-0.017454756129122062
2015-03-11,0.004737518419334119
2015-03-12,0.0354691688428701
2015-03-13,-0.00972747644687999
2015-03-16,0.0028213952646434226
2015-03-17,-0.0014591001249946167
2015-03-18,0.0021916267805583978
2015-03-19,-0.012079423213399387
2015-03-20,0.011594462644757275
2015-03-23,-0.008960943707056579
2015-03-24,-0.0069392135029821
2015-03-25,-0.020646103195230747
2015-03-26,-0.00010808713199750297
2015-03-27,-0.004865250006053312
2015-03-30,0.019665349454764725
2015-03-31,-0.006499715517992999
2015-04-01,-0.00793667416664523
2015-04-02,0.0085407193026521
2015-04-06,-0.008575564941621483
2015-04-07,0.005730270043924568
2015-04-08,-0.0019350346820651287
2015-04-09,0.007217031687192232
2015-04-10,-0.0003212129728271673
2015-04-13,0.003765076314296678
2015-04-14,0.003214683025127618
2015-04-15,-0.015168159583182295
2015-04-16,-0.004771725064648291
2015-04-17,-0.009045544995466392
2015-04-20,0.005498669300437298
