Date,ETN
2015-01-05,-0.04136634818410356
2015-01-06,-0.011210198084611211
2015-01-07,0.002951029464584476
2015-01-08,0.035769488656025805
2015-01-09,-0.01240859116295745
2015-01-12,-0.008779737927337883
2015-01-13,-0.0003053844565183983
2015-01-14,-0.018637456286217602
2015-01-15,-0.00264618015682605
2015-01-16,0.008116040300645944
2015-01-20,0.0032511783746946854
2015-01-21,0.015740709039851142
2015-01-22,0.028258994870710152
2015-01-23,-0.009899288708978937
2015-01-26,-0.002835500018797843
2015-01-27,-0.0269383688351994
2015-01-28,-0.021685565218657277
2015-01-29,0.00911820792484086
2015-01-30,-0.017136685959605713
2015-02-02,0.02076410564699427
2015-02-03,0.08369516904728758
2015-02-04,-0.018770215609383856
2015-02-05,0.010806167807153377
2015-02-06,0.011990408698665966
2015-02-09,0.0012850695038275628
2015-02-10,0.008554049535564046
2015-02-11,-0.005795856661513499
2015-02-12,0.018769026854134285
2015-02-13,0.012560903167945225
2015-02-17,-0.005788799143225609
2015-02-18,0.0022178365512970366
2015-02-19,-0.002351714071724631
2015-02-20,0.005407617313098134
2015-02-23,-0.011998128307486255
2015-02-24,0.0011166409436433877
2015-02-25,-0.002370060657962303
2015-02-26,0.0033542047522230334
2015-02-27,-0.010865152153197277
2015-03-02,-0.00014087054385814035
2015-03-03,-0.007887292686629133
2015-03-04,-0.011215117584878587
2015-03-05,0.0036176403072574193
2015-03-06,-0.017014999207605852
2015-03-09,0.004840822480622231
2015-03-10,-0.01956183640015774
2015-03-11,-0.008785279236986021
2015-03-12,0.010215073554128429
2015-03-13,-0.009070921165652446
2015-03-16,0.017257157184282557
2015-03-17,-0.0016227727009962
2015-03-18,0.012411396850544376
2015-03-19,-0.01371867616056388
2015-03-20,0.013317457831391488
2015-03-23,-0.006133131114569479
2015-03-24,-0.0027914859928748204
2015-03-25,-0.015618153630795328
2015-03-26,-0.002095429683516281
2015-03-27,0.00045008928054612873
2015-03-30,0.016791300340755377
2015-03-31,0.0017694688268778958
2015-04-01,-0.005298814033815602
2015-04-02,0.0014797336204452893
2015-04-06,0.01861702300644774
2015-04-07,-0.005512132303094663
2015-04-08,-0.0059801520078961445
2015-04-09,0.005869285981530137
2015-04-10,0.002042242059554944
2015-04-13,-0.005095128311372377
2015-04-14,0.00468263191311058
2015-04-15,0.015729458051703338
2015-04-16,-0.004444994611904618
2015-04-17,-0.004609117904048277
2015-04-20,0.010129034463473907
2015-04-21,-0.006589549667863626
2015-04-22,-0.001009130059782537
2015-04-23,-0.0025983743145855387
2015-04-24,-0.0075250733731815345
2015-04-27,0.01166503947935138
2015-04-28,-0.011098238071429734
2015-04-29,0.013554893368690202
2015-04-30,-0.003768552007093806
2015-05-01,0.026043754586510426
2015-05-04,0.003970632567375398
2015-05-05,0.008616075733627993
2015-05-06,0.002100214914087628
2015-05-07,-0.004331790422743009
2015-05-08,0.011929465490996272
2015-05-11,0.0023577392866116487
2015-05-12,-0.004565801355546184
2015-05-13,0.012093151634435362
2015-05-14,0.009476615799215882
2015-05-15,-0.0024492284217449978
2015-05-18,0.0019100296610530254
2015-05-19,-0.00898459848230082
2015-05-20,-0.00041212969067472294
2015-05-21,0.00865749164998264
2015-05-22,-0.004223464613435479
2015-05-26,-0.014776141420957511
2015-05-27,0.013470232232208001
2015-05-28,-0.002740555068620587
2015-05-29,-0.016350903764172253
2015-06-01,-0.00013942738791772324
2015-06-02,0.010757268827050748
2015-06-03,0.007187207575354293
2015-06-04,-0.011390303139432012
2015-06-05,-0.004025411398782763
2015-06-08,-0.0012542121272066664
2015-06-09,-0.0023725540252566013
2015-06-10,0.014687231229424391
2015-06-11,0.00041360698065306956
2015-06-12,-0.009508292022611275
2015-06-15,-0.013772602759516195
2015-06-16,-0.006347685863169028
2015-06-17,-0.0008519439608664081
2015-06-18,0.009519612935768862
