Date,LII
2015-01-05,-0.0023271399392545966
2015-01-06,-0.005088248202186785
2015-01-07,0.008630602688678879
2015-01-08,0.018170017630757096
2015-01-09,-0.004772293342261924
2015-01-12,0.0072977142991039745
2015-01-13,-0.0033117367359418726
2015-01-14,0.005918545049776069
2015-01-15,-0.021575461777403104
2015-01-16,-0.0015824428557995596
2015-01-20,0.011624496161449782
2015-01-21,0.012639741100767932
2015-01-22,0.014647938417324147
2015-01-23,0.002643741177202674
2015-01-26,0.012978649269937748
2015-01-27,-0.006706362629202878
2015-01-28,0.0024181890187839894
2015-01-29,0.0023124128108782394
2015-01-30,-0.013941745936341676
2015-02-02,0.020852570312486884
2015-02-03,0.007074345226841139
2015-02-04,-0.0002965355293099714
2015-02-05,-0.0003960398411460009
2015-02-06,0.0018811000626606234
2015-02-09,-0.005237678789929645
2015-02-10,0.009636424204652938
2015-02-11,0.00186969451534158
2015-02-12,0.01541935027597452
2015-02-13,0.008511159180348837
2015-02-17,0.004795281522571582
2015-02-18,0.005822175257351736
2015-02-19,-0.0002847355183565048
2015-02-20,0.011864979364129447
2015-02-23,-0.0018757017155818234
2015-02-24,-0.0055453027256909815
2015-02-25,-0.01049027606368036
2015-02-26,-0.004011525809015648
2015-02-27,-0.00019190890502918112
2015-03-02,0.02819886076264222
2015-03-03,-0.0011193634474168102
2015-03-04,0.0017742913753275857
2015-03-05,0.0010253934778237106
2015-03-06,-0.0071704823662680495
2015-03-09,0.0034704096070967694
2015-03-10,0.0014022230807388958
2015-03-11,0.008214027901259913
2015-03-12,0.006388492981229454
2015-03-13,-0.007727894882879172
2015-03-16,0.005006434164741558
2015-03-17,-0.002859498820138695
2015-03-18,0.010546833418734414
2015-03-19,0.002105395948661881
2015-03-20,0.002832202318848953
2015-03-23,0.0016396950313719572
2015-03-24,9.088826294445518e-05
2015-03-25,-0.006911361336847999
2015-03-26,0.005219694467065272
2015-03-27,0.009591597730462365
2015-03-30,0.007690862821890576
2015-03-31,0.0028735569901237046
2015-04-01,0.0022381816798071608
2015-04-02,0.00107234699435943
2015-04-06,0.00026726105196384076
2015-04-07,-0.00624503874442095
2015-04-08,0.006912960440616622
2015-04-09,-0.006776030728069871
2015-04-10,-0.001795624458722167
2015-04-13,-0.008902713469290502
2015-04-14,0.01179582491456066
2015-04-15,0.01856328316786282
2015-04-16,-0.00950873172026856
2015-04-17,-0.009866921203945389
2015-04-20,-0.04192463889434739
2015-04-21,-0.010400592029971789
2015-04-22,0.019789062404977242
2015-04-23,-0.0041776143268718036
2015-04-24,0.006992837797190621
2015-04-27,-0.006852160844140642
2015-04-28,0.0031701353669182364
2015-04-29,-0.008550071619819355
2015-04-30,-0.00674921998660627
2015-05-01,0.005096189073764856
2015-05-04,0.0087324441664145
2015-05-05,-0.005864399709729073
2015-05-06,-0.0025280940597256496
2015-05-07,0.011452153080039551
2015-05-08,0.008074197228805202
2015-05-11,0.008285728254527003
2015-05-12,0.004839383080397663
2015-05-13,0.016538023062549367
2015-05-14,0.015106710330262674
2015-05-15,0.004402955031297395
2015-05-18,-0.0002631038927811691
2015-05-19,0.0006139698438818453
2015-05-20,-0.0005260988632169727
2015-05-21,-0.0037705077156424682
2015-05-22,0.0034329123260448124
2015-05-26,-0.003947274390283084
2015-05-27,0.012945969580357541
2015-05-28,-0.009563649004630137
2015-05-29,-0.011587240073747562
2015-06-01,0.00746021027228827
2015-06-02,0.0
2015-06-03,0.0029088203083018627
2015-06-04,-0.010371849396163868
2015-06-05,0.006039816695238676
2015-06-08,-0.005297179462570578
2015-06-09,0.006745513142269566
2015-06-10,0.01719118743396786
2015-06-11,-0.0014735164171815196
2015-06-12,-0.0016489186173807013
2015-06-15,-0.012345941806975569
2015-06-16,-0.009595090169684517
2015-06-17,-0.004355238638174774
2015-06-18,-0.0025886800102293828
2015-06-19,-0.012351156351685932
2015-06-22,0.0024469206268353805
2015-06-23,-0.002983363351928503
2015-06-24,-0.003626923969824669
2015-06-25,-0.008826678988703818
2015-06-26,-0.00027654880389871295
2015-06-29,-0.012254722660568595
2015-06-30,0.0045712505842208095
2015-07-01,0.0038998494221038627
2015-07-02,-0.0012023597343013837
2015-07-06,0.004815865172326683
2015-07-07,0.005621859338765356
2015-07-08,-0.011639584051605034
2015-07-09,0.002874625821769783
2015-07-10,-0.0014791943896440563
2015-07-13,0.009074978976306713
2015-07-14,0.0010093820249570395
2015-07-15,-0.01384328629209175
2015-07-16,-0.0013945114177719153
2015-07-17,0.0015825146528987144
2015-07-20,0.08179193295066067
2015-07-21,-0.005842432750637894
2015-07-22,0.015469742248439111
2015-07-23,-0.0009363981279643108
