Date,PLD
2015-04-17,-0.002094620449539897
2015-04-20,0.003964803397127126
2015-04-21,-0.006736623419355325
2015-04-22,-0.009354750953657454
2015-04-23,0.004721513970824542
2015-04-24,0.0
2015-04-27,-0.002584466052881207
2015-04-28,-0.0051826894075458485
2015-04-29,-0.02723163739204959
2015-04-30,-0.021421428658240815
2015-05-01,0.005472251712055343
2015-05-04,-0.0012370637255592065
2015-05-05,-0.0213027155526061
2015-05-06,0.0025307206176803376
2015-05-07,0.015652848050623946
2015-05-08,0.012926056271803876
2015-05-11,-0.007607376872500682
2015-05-12,-0.0022256632792223563
2015-05-13,-0.010904519520146816
2015-05-14,0.009019848231619498
2015-05-15,0.011423264129742705
2015-05-18,-0.003682880519826681
2015-05-19,-0.0007393495892575874
2015-05-20,0.004932517276472037
2015-05-21,-0.010306699398818009
2015-05-22,-0.0012402703452419894
2015-05-26,-0.00819265262957336
2015-05-27,0.010513031694991737
2015-05-28,-0.002724477585869467
2015-05-29,-0.01664159460246073
2015-06-01,0.013386647636430826
2015-06-02,0.0012463140273866191
2015-06-03,-0.005476661004402805
2015-06-04,0.002753828725742258
2015-06-05,-0.001997062417933404
2015-06-08,-0.0045026072791389815
2015-06-09,-0.009381286441558001
2015-06-10,0.008190538357349064
2015-06-11,0.006600615193289139
2015-06-12,-0.00907933434852315
2015-06-15,-0.006617674120442674
2015-06-16,0.004355836178165706
2015-06-17,0.0051019057198791185
2015-06-18,0.0088833383487128
2015-06-19,-0.011320776264569843
2015-06-22,-0.002035439859358279
2015-06-23,-0.010708732300289792
2015-06-24,-0.004639314373724113
2015-06-25,-0.013205902754114929
2015-06-26,0.0034113563629722954
2015-06-29,-0.02824273223825058
2015-06-30,-0.0016144595842924048
2015-07-01,0.01886783633192035
2015-07-02,0.003438792608603025
2015-07-06,-0.0010542105184242478
2015-07-07,0.021377712497935297
2015-07-08,-0.012661558681466012
2015-07-09,0.0010470856838198372
2015-07-10,0.008365989975480437
2015-07-13,0.007259268565231958
2015-07-14,0.0010296395040740869
2015-07-15,0.002828678173477206
2015-07-16,0.012820433175975365
2015-07-17,0.0
2015-07-20,0.0037973030199902613
2015-07-21,0.016645532066114965
2015-07-22,-0.00421695200407235
2015-07-23,-0.005481306585617851
2015-07-24,-0.0015024556570190084
2015-07-27,0.0022575225104437546
2015-07-28,0.010262686287804357
2015-07-29,0.006937633210051919
2015-07-30,-0.010826487656822592
2015-07-31,0.010198671076870891
2015-08-03,0.0007387777561327358
2015-08-04,-0.004675011461929723
2015-08-05,0.0007419520147200487
2015-08-06,0.005187608457122961
2015-08-07,0.0017203413631599052
2015-08-10,-0.000736183835978288
2015-08-11,0.010066775595615862
2015-08-12,0.0009718296483114397
2015-08-13,0.0017000570690535177
2015-08-14,0.002423868698467002
2015-08-17,0.014268496988453228
2015-08-18,0.007391803531591412
2015-08-19,-0.003314245606207078
2015-08-20,-0.01187293177710913
2015-08-21,-0.02283135947994197
2015-08-24,-0.06345291759681726
2015-08-25,-0.042804491210699736
2015-08-26,0.029629469482647552
2015-08-27,0.03170773822034567
2015-08-28,0.004390643945523909
2015-08-31,-0.022885176978789445
2015-09-01,-0.02789460699566826
2015-09-02,0.013535588282057809
2015-09-03,0.009882284215088077
2015-09-04,-0.029886497035011894
2015-09-08,0.016085265227353762
2015-09-09,-0.02066025671905858
2015-09-10,0.006849136083058482
2015-09-11,0.013061857041568592
2015-09-14,-0.0008057803557695031
2015-09-15,0.014516154243359614
2015-09-16,0.009908740548205452
2015-09-17,0.01272830561369509
2015-09-18,-0.0010470361516535798
2015-09-21,0.013368581099493237
2015-09-22,-0.01345107382305466
2015-09-23,0.007865743892442767
2015-09-24,-0.01118609379971347
2015-09-25,0.017101095263523547
2015-09-28,-0.016554841440838963
2015-09-29,0.01893774884295829
2015-09-30,0.004129919166082852
2015-10-01,0.009768434998052689
2015-10-02,0.015020343883219711
2015-10-05,0.016804854910255074
2015-10-06,0.0
2015-10-07,0.0051800516878597325
2015-10-08,0.011779128325060784
2015-10-09,0.004365572461416001
2015-10-12,0.012074293765567568
2015-10-13,-0.014554845294373675
2015-10-14,-0.008474528636878254
2015-10-15,0.013431078134057861
2015-10-16,0.00433716992259936
2015-10-19,0.014875198818178781
2015-10-20,0.010874946201505642
2015-10-21,0.0007017480915543217
2015-10-22,0.009814989187495904
2015-10-23,-0.004165822850745404
2015-10-26,0.004648146247782758
2015-10-27,-0.0025446350086584246
2015-10-28,0.00533398248689787
2015-10-29,-0.004383101537641987
2015-10-30,-0.009962951854950441
2015-11-02,0.022232791137732022
2015-11-03,-0.009844459435681241
2015-11-04,-0.0018496610179973283
2015-11-05,-0.00046292145286730424
2015-11-06,-0.029664026519439335
2015-11-09,-0.024122346443961495
2015-11-10,0.006852974632655773
2015-11-11,0.004860885198395115
2015-11-12,-0.006772979009044833
2015-11-13,-0.002192223454019371
2015-11-16,0.020258736194286975
2015-11-17,-0.004784439735273649
2015-11-18,0.0161058784545709
2015-11-19,0.0004731956200960674
2015-11-20,0.01915335957361286
2015-11-23,0.0027842641944608726
2015-11-24,0.002776416827295236
2015-11-25,-0.002307158292204514
2015-11-27,0.008325163627536103
2015-11-30,-0.019495294442826605
2015-12-01,0.02152083172739072
2015-12-02,-0.030226914199624755
2015-12-03,-0.02054307258921717
2015-12-04,0.029412183366719358
2015-12-07,-0.0009372150978379512
2015-12-08,-0.005157270976048678
2015-12-09,-0.007303757845690817
2015-12-10,-0.003323075942682663
2015-12-11,-0.004328320942822539
2015-12-14,-0.002897688807704135
2015-12-15,0.0065391102444729565
2015-12-16,0.01828687177552979
2015-12-17,-0.0075616030111764765
2015-12-18,-0.007380956064632627
2015-12-21,0.005037077286620617
2015-12-22,0.004057112365275284
2015-12-23,0.007606422187085293
2015-12-24,0.001651653563807809
2015-12-28,0.010597910507606167
2015-12-29,0.015381454097465497
2015-12-30,-0.007574224462833734
2015-12-31,-0.007400603376903847
2016-01-04,-0.02376521348431848
2016-01-05,0.021002407020382696
2016-01-06,-0.005376219078386146
2016-01-07,-0.026086905957330986
2016-01-08,-0.008928493349013022
2016-01-11,-0.0012173044908518893
2016-01-12,-0.00804513488525116
2016-01-13,-0.004669497782074594
2016-01-14,-0.02098777682580566
2016-01-15,-0.0211851987254843
2016-01-19,0.005926426789020445
2016-01-20,-0.04175214041808417
2016-01-21,0.008553851370928456
2016-01-22,0.022793383259747335
2016-01-25,-0.00958808853550297
2016-01-26,0.04264839491118422
2016-01-27,-0.009535473514322601
2016-01-28,-0.014948609623095077
2016-01-29,0.015175461675532853
2016-02-01,0.0
2016-02-02,-0.00506792951742685
2016-02-03,0.006366209771738296
2016-02-04,0.0015185766194725225
2016-02-05,-0.00859022001033416
2016-02-08,-0.04051996060074625
2016-02-09,-0.006640132511902541
2016-02-10,-0.002673981184100227
2016-02-11,-0.046380788502819126
2016-02-12,0.014057060148183531
2016-02-16,0.030219197549405274
2016-02-17,0.008073012629139287
2016-02-18,0.005605665911758928
2016-02-19,-0.00902557925285119
2016-02-22,0.010179648375694406
2016-02-23,0.005303799897883321
2016-02-24,0.006858161273885832
2016-02-25,0.023578585332023172
2016-02-26,-0.011773657660377745
2016-02-29,-0.0038849160691254436
2016-03-01,0.04732197140916572
2016-03-02,0.0047168406493245385
2016-03-03,0.013590603270447366
2016-03-04,0.011457790382942923
2016-03-07,0.0026508513119807287
2016-03-08,-0.0062498914845093845
2016-03-09,0.009192156318407418
2016-03-10,-0.007669812456123304
2016-03-11,0.02632804417293877
2016-03-14,-0.002353716208267631
2016-03-15,-0.0009435662038688175
2016-03-16,0.00954005799879365
2016-03-17,0.015119100327015467
2016-03-18,-0.005119928170131516
2016-03-21,-0.0032747244707398426
2016-03-22,-0.0011736358530247681
2016-03-23,-0.008928368975839374
2016-03-24,0.0033195637084499907
2016-03-28,0.01488633266057815
2016-03-29,0.020721536635671223
2016-03-30,-0.003877503009526606
2016-03-31,0.01167812966792292
2016-04-01,0.009959520510097297
2016-04-04,-0.005154862142901839
2016-04-05,-0.006082385853394157
2016-04-06,-0.0015864070835213129
2016-04-07,-0.009080694679265866
2016-04-08,0.010767397901893627
2016-04-11,-0.0033999565232705198
2016-04-12,0.0
2016-04-13,0.012736241872779885
2016-04-14,-0.0029194388684904427
2016-04-15,0.009684682701470049
2016-04-18,0.006469004361720598
2016-04-19,0.014627438020589967
2016-04-20,-0.016382715737088716
2016-04-21,-0.017543809518262066
2016-04-22,0.014918514319030907
2016-04-25,0.01982161035649277
2016-04-26,0.00021885834839219243
2016-04-27,0.004366592343146625
2016-04-28,-0.007608825221656845
2016-04-29,-0.005257650685062232
2016-05-02,0.013213490218917823
2016-05-03,-0.007824659476834417
2016-05-04,0.005038554804108086
2016-05-05,0.005013187176138523
2016-05-06,0.01062644725226658
2016-05-09,0.01480687502031075
2016-05-10,0.009727638878699985
2016-05-11,-0.016544761407675912
2016-05-12,0.01043463158681246
2016-05-13,-0.00021109735895719073
2016-05-16,0.013701692546679523
2016-05-17,-0.012268617878213872
2016-05-18,-0.01347402791908181
2016-05-19,-0.007255324609215297
2016-05-20,0.006878777830507943
2016-05-23,-0.006404618746732593
2016-05-24,0.015470356909752514
2016-05-25,-0.003597009675484819
2016-05-26,0.0004248969207216735
2016-05-27,0.009976162092727003
2016-05-31,-0.0010506270998760225
2016-06-01,0.005470443683917248
2016-06-02,0.004603023642869131
2016-06-03,0.009373222503815448
2016-06-06,-0.002888968295490346
2016-06-07,0.014279908576466438
2016-06-08,0.0071411160053695966
2016-06-09,0.019003033306617123
2016-06-10,0.0010027088192032796
2016-06-13,0.001201730743901397
2016-06-14,-0.012605089041836881
2016-06-15,0.010740053285650086
2016-06-16,0.009021288651528625
2016-06-17,-0.009338206390505976
2016-06-20,0.0006015884375352165
2016-06-21,0.0016035335963597852
2016-06-22,0.0012007247947214417
2016-06-23,0.0011991867068088524
2016-06-24,-0.03892967921018031
2016-06-27,-0.025343245847627816
2016-06-28,0.022165580556391618
2016-06-29,0.023978610652051646
2016-06-30,-0.001425476513508439
2016-07-01,-0.006117477174025665
2016-07-05,0.016413783466637355
2016-07-06,-0.0034316813911586808
2016-07-07,-0.012558378066246156
2016-07-08,0.01641021687204902
2016-07-11,0.007265613890403921
2016-07-12,0.0036063078238652846
2016-07-13,0.011180015798902598
2016-07-14,0.006120262538880095
2016-07-15,0.0072608163854426255
2016-07-18,0.0056493551248411045
2016-07-19,0.0017438022302989076
2016-07-20,-0.0021273506755256077
2016-07-21,0.003488670308531505
2016-07-22,0.015256623690101723
2016-07-25,0.007989283281158777
2016-07-26,0.003962841370967585
2016-07-27,-0.012781819935920313
2016-07-28,0.021135258479067165
2016-07-29,0.01603585367580873
2016-08-01,0.00220179583550717
2016-08-02,-0.007507899966907705
2016-08-03,-0.0025826735269988133
2016-08-04,-0.001109881741501395
2016-08-05,0.0022218664295901025
2016-08-08,-0.006836594644200611
2016-08-09,0.00911658705799745
2016-08-10,0.0029496817191561053
2016-08-11,-0.006801675524142459
2016-08-12,0.005922748979409365
2016-08-15,-0.0033119700656046858
2016-08-16,-0.005352993585755694
2016-08-17,-0.005382621958438416
2016-08-18,-0.003172153391768573
2016-08-19,-0.0018717808960041493
2016-08-22,0.005250778073690121
2016-08-23,0.004105042660696112
2016-08-24,-0.011705906379006037
2016-08-25,0.0022557943277929926
2016-08-26,-0.01406824791521255
2016-08-29,0.011415470123674165
2016-08-30,-0.0003762240087221702
2016-08-31,-0.0005647330837463826
2016-09-01,-0.0016946022271888683
2016-09-02,0.01810653285008268
2016-09-06,0.0027786347638769637
2016-09-07,0.007943867710136665
2016-09-08,-0.009530736140659357
2016-09-09,-0.04718734498874222
2016-09-12,0.019226913409514212
2016-09-13,-0.025342895589349546
2016-09-14,0.006842548759958822
2016-09-15,0.0035240276910619706
2016-09-16,0.004096880480578102
2016-09-19,0.01845742340602352
2016-09-20,-0.0028620366853554513
2016-09-21,0.01951448831275915
2016-09-22,0.020641451326389504
2016-09-23,0.0020225877705917217
2016-09-26,-0.002935869508338129
2016-09-27,-0.008280948051718862
2016-09-28,0.011504781700576006
2016-09-29,-0.01320849777254307
2016-09-30,-0.004647907713187016
2016-10-03,-0.016996528265417088
2016-10-04,-0.027740974138693142
2016-10-05,-0.013289230240419725
2016-10-06,-0.005545462361876696
2016-10-07,-0.00816543966659744
2016-10-10,0.006023949796020611
2016-10-11,-0.007584588591585062
2016-10-12,0.009251662405794336
2016-10-13,0.02052617975343174
2016-10-14,-0.006639565687404203
2016-10-17,0.006487340697369337
2016-10-18,0.016992068682321504
2016-10-19,0.004609273954531812
2016-10-20,0.007646349497511196
2016-10-21,-0.005880846857459154
2016-10-24,0.00782445070024873
2016-10-25,-0.003219202415231215
2016-10-26,-0.010638668671436702
2016-10-27,-0.020736963086058324
2016-10-28,0.0013723344400311532
2016-10-31,0.0213433800872056
2016-11-01,-0.026457200108905288
2016-11-02,-0.018314231230407207
2016-11-03,-0.011434330385672986
2016-11-04,0.0012177797222048259
2016-11-07,0.029995750698155854
2016-11-08,0.0045259459251882905
2016-11-09,-0.04838391694245048
2016-11-10,-0.03231795311048169
2016-11-11,-0.013401276976633514
2016-11-14,0.031047762155650638
2016-11-15,0.004600942436010058
2016-11-16,0.0020815475926958538
2016-11-17,-0.00249323464186868
2016-11-18,0.019783607951672
2016-11-21,-0.0012252898472875362
2016-11-22,0.01697012272905485
2016-11-23,-0.0006030140330162137
2016-11-25,-0.0002013870348456237
2016-11-28,0.018309739440620865
2016-11-29,0.016399997422850587
2016-11-30,-0.010497432644769433
2016-12-01,-0.018664213584164258
2016-12-02,0.0
2016-12-05,0.013012746657443008
2016-12-06,0.0019764296172628537
2016-12-07,0.03589739651627344
2016-12-08,-0.0007616148347261431
2016-12-09,-0.001714777213892793
2016-12-12,0.01068924982958408
2016-12-13,0.0047210903186443165
2016-12-14,-0.027067768082144505
2016-12-15,-0.00038936072065864913
2016-12-16,0.022603381862945193
2016-12-19,0.00019040535460335128
2016-12-20,-0.0007621201894899565
2016-12-21,-0.010485925594869383
2016-12-22,0.0
2016-12-23,-0.002890509164719446
2016-12-27,0.005604032567696704
2016-12-28,-0.009415797735759734
2016-12-29,0.013966904978018668
2016-12-30,0.009948339671508322
2017-01-03,0.00018974448869979454
2017-01-04,0.017802976347967903
2017-01-05,0.0003719719453567638
2017-01-06,0.006510815007065407
2017-01-09,-0.007577429631526189
2017-01-10,-0.02290522715506893
2017-01-11,-0.0041927531142506025
2017-01-12,0.008421182169525698
2017-01-13,-0.007401709530129308
2017-01-17,0.004397533157791456
2017-01-18,0.006091858958453988
2017-01-19,-0.0017031124137312226
2017-01-20,-0.0036007903348218573
2017-01-23,0.004945551914153912
2017-01-24,-0.018928370928197658
2017-01-25,-0.0007720109025933786
2017-01-26,-0.016412663490485202
2017-01-27,-0.033176432437329484
2017-01-30,-0.010355086133435276
2017-01-31,0.002256858350569102
2017-02-01,-0.008392751230635764
2017-02-02,0.012798970764756223
2017-02-03,0.023440756275565633
2017-02-06,-0.016331134825672722
2017-02-07,-0.013363230741969434
2017-02-08,0.013133416043336732
2017-02-09,0.001012976463159454
2017-02-10,0.01396170564991217
2017-02-13,-0.002793485258676731
2017-02-14,-0.0010005233016051607
2017-02-15,-0.010216390203637404
2017-02-16,0.014369391619973415
2017-02-17,0.0013966562502558677
2017-02-21,0.011157474216987762
2017-02-22,-0.008078730262122802
2017-02-23,0.004370061301876005
2017-02-24,0.010284900390985063
2017-02-27,0.010376105594629426
2017-02-28,-0.01085076694940701
2017-03-01,-0.001175095687511396
2017-03-02,0.001176478161925898
2017-03-03,0.0017629744908636003
2017-03-06,-0.010754720169138032
2017-03-07,-0.0007908383363464111
2017-03-08,-0.012264831121505226
2017-03-09,-0.012617738098184561
2017-03-10,0.0020284374872403532
2017-03-13,0.0067402139814685125
2017-03-14,0.0014202407012913199
2017-03-15,0.027147619134852752
2017-03-16,0.0
2017-03-17,0.005522215499269789
2017-03-20,0.01039629809953646
2017-03-21,-0.021354858628099604
2017-03-22,-0.0019838507356134683
2017-03-23,0.010932345195877158
2017-03-24,0.0033424149465361985
2017-03-27,-0.022731685575205107
2017-03-28,0.008622266795820899
2017-03-29,0.006759635271888609
2017-03-30,0.010663457743961935
2017-03-31,0.013677092694925008
2017-04-03,0.006939151497445506
2017-04-04,0.004976976082234019
2017-04-05,0.0032381870963884563
2017-04-06,0.007404697156624618
2017-04-07,0.009800120391586509
2017-04-10,0.011571399436600904
2017-04-11,0.00701109760173102
2017-04-12,0.006412503448183449
2017-04-13,-0.006553854011414728
2017-04-17,0.012644562040503127
2017-04-18,-0.01266727467322537
2017-04-19,-0.004765431927718722
2017-04-20,0.004235546128350309
2017-04-21,-0.0033008327096711865
2017-04-24,-0.00018397712416118317
2017-04-25,0.009569275202768734
2017-04-26,-0.007473288318371463
2017-04-27,0.0082645550325402
2017-04-28,-0.00892578355288609
2017-05-01,0.006432627338208929
2017-05-02,-0.0029217696652650282
2017-05-03,-0.014285475196587294
2017-05-04,0.005388409798628091
2017-05-05,0.010164416346461813
2017-05-08,0.0025609840957101504
2017-05-09,-0.010948856677798546
2017-05-10,0.007933617412823946
2017-05-11,-0.0001830341848305661
2017-05-12,-0.004943178065652476
2017-05-15,0.01195956939845999
2017-05-16,-0.003090822262062254
2017-05-17,0.009119023199636977
2017-05-18,-0.010121188633306244
2017-05-19,0.008581315604309747
2017-05-22,0.0030775671820166828
2017-05-23,0.00505341761250766
2017-05-24,0.0032318189885838233
2017-05-25,0.0005369156022621002
2017-05-26,-0.0019677196747062142
2017-05-30,0.0007171712563454058
2017-05-31,-0.005194415677510222
2017-06-01,0.006661734218210702
2017-06-02,0.017349390827143152
2017-06-05,-0.008263154556821917
2017-06-06,0.0012411495789641513
2017-06-07,0.004957512361380312
2017-06-08,-0.005285387759326854
2017-06-09,0.011866908406106047
2017-06-12,0.011289337510140385
2017-06-13,-0.0024421192238779366
2017-06-14,0.01119097204697539
2017-06-15,0.01175842528569171
2017-06-16,-0.006494521783813267
2017-06-19,0.00791334949678224
2017-06-20,-0.015702521125247282
2017-06-21,0.006589365819742454
2017-06-22,-0.007063255337412366
2017-06-23,0.015267581732108848
2017-06-26,0.009227568660387764
2017-06-27,-0.005756811239258197
2017-06-28,0.008004105822265295
2017-06-29,-0.008447375306169236
2017-06-30,-0.0008520150280794114
2017-07-03,0.00937934775348781
2017-07-05,-0.011150743941703123
2017-07-06,-0.021356417798296334
2017-07-07,0.00820549245759894
2017-07-10,-0.008138710331360377
2017-07-11,-0.005935706527437246
2017-07-12,0.0149277487323074
2017-07-13,-0.004153084902922322
2017-07-14,0.009209785186404806
2017-07-17,0.007575710513547218
2017-07-18,0.027340845026089466
2017-07-19,0.0
2017-07-20,-0.01580158042652724
2017-07-21,-0.0030418265594014393
2017-07-24,0.022207204901601996
2017-07-25,-0.0004974967309213651
2017-07-26,0.014434822664689761
2017-07-27,0.00032705606216110183
2017-07-28,0.0063767500355902396
2017-07-31,-0.0120227031656579
2017-08-01,0.008715658463980258
2017-08-02,-0.002282701788934194
2017-08-03,-0.001306942121577892
2017-08-04,0.0039267341043156545
2017-08-07,-0.01157126116433238
2017-08-08,0.002143509796905807
2017-08-09,-0.0006580646743619134
2017-08-10,-0.013170898092802141
2017-08-11,-0.003837156365131711
2017-08-14,0.027131161363690648
2017-08-15,0.009131058557209082
2017-08-16,0.005816589199590716
2017-08-17,-0.015260974895849988
2017-08-18,-0.001141940890599269
2017-08-21,0.014045532298474939
2017-08-22,-0.006281695779543961
2017-08-23,0.017990874142979285
2017-08-24,-0.00859754007015412
2017-08-25,0.0049782153048194555
2017-08-28,-0.002396705468771687
2017-08-29,-0.004004714130193099
2017-08-30,0.0045029661565956225
2017-08-31,0.01440953403726053
2017-09-01,0.006628579769127452
2017-09-05,-0.0042333932507024885
2017-09-06,-0.005825722866920957
2017-09-07,0.009027576646994273
2017-09-08,0.004080814797819521
2017-09-11,0.018133629316657407
2017-09-12,-0.007216208613805564
2017-09-13,-0.010052585988024387
2017-09-14,0.019996718846208683
2017-09-15,0.00539713026094768
2017-09-18,-0.002607525155305934
2017-09-19,-0.004305535916930392
2017-09-20,-0.0020075777740669043
2017-09-21,-0.004023670331655849
2017-09-22,-0.01056586360994105
2017-09-25,0.005339383637594786
2017-09-26,-0.005623105710601428
2017-09-27,-0.011781203968676879
2017-09-28,0.010173021035182028
2017-09-29,-0.0014161917027608606
2017-10-02,0.002048536090652364
2017-10-03,0.001572581219255742
2017-10-04,0.006123488979045133
2017-10-05,0.007646702533381289
2017-10-06,-0.0007743202314767217
2017-10-09,0.004804388725089259
2017-10-10,-0.001696483999815257
2017-10-11,-0.0033992439113971207
2017-10-12,0.008992242984149579
2017-10-13,0.001997542867940849
2017-10-16,-0.0032204728822169404
2017-10-17,-0.01061526473705332
2017-10-18,0.015549674835239946
2017-10-19,-0.011636844783538658
2017-10-20,-0.0017039885648824082
2017-10-23,0.0003104114503043043
2017-10-24,-0.0065157397873807366
2017-10-25,-0.00015617515916643843
2017-10-26,0.003748347421978382
2017-10-27,0.006534855325311284
2017-10-30,-0.009429649202733481
2017-10-31,0.007802706626869993
2017-11-01,0.006503487552518505
2017-11-02,0.014461399330798486
2017-11-03,0.005004493761080697
2017-11-06,0.0040745522887950525
2017-11-07,-0.00015030744995581102
2017-11-08,0.002855845606152485
2017-11-09,-0.0035969400213397007
2017-11-10,-0.003911307383024476
2017-11-13,0.012836023553585818
2017-11-14,0.001789155403768783
2017-11-15,-0.02381296433785607
2017-11-16,0.0222596463883602
2017-11-17,-0.011185694755828202
2017-11-20,0.0021114948662468436
2017-11-21,0.014449247186045566
2017-11-22,-0.0075667488977648745
2017-11-24,0.00254129238841716
2017-11-27,-0.002832923538698906
2017-11-28,-0.0026918997539182588
2017-11-29,-0.008397294216195839
2017-11-30,0.0015124649113631428
2017-12-01,-0.0006042574411523338
2017-12-04,-0.003777129215092434
2017-12-05,-0.022747627402846415
2017-12-06,0.00434502854695018
2017-12-07,0.01699636527529713
2017-12-08,0.0051654961876685945
2017-12-11,-0.006499060260903189
2017-12-12,0.006693734013281105
2017-12-13,-0.006195995884158645
2017-12-14,0.0022809955638545265
2017-12-15,0.007789747432923377
2017-12-18,-0.0018186392563129816
2017-12-19,-0.03765598932289327
2017-12-20,-0.005206533874470121
2017-12-21,-0.0006344340491690748
2017-12-22,0.013014080293922037
2017-12-26,-0.00015681704690095888
2017-12-27,0.0072076697838301396
2017-12-28,0.0074673838448653385
2017-12-29,-0.003860293426275807
2018-01-02,-0.007750723905283863
2018-01-03,-0.0018746835616251234
2018-01-04,-0.020034524536893028
2018-01-05,-0.0007986156829417057
2018-01-08,0.011668808617417925
2018-01-09,-0.010112154656552685
2018-01-10,-0.019313711270375067
2018-01-11,0.0034179834538008436
2018-01-12,0.0032442062996105303
2018-01-16,0.004688584492176018
2018-01-17,0.011586747286556287
2018-01-18,-0.022748753153070456
2018-01-19,0.0056973876698651615
2018-01-22,0.021527893135230958
2018-01-23,0.02947239514236144
2018-01-24,-0.0075417110497107975
2018-01-25,-0.004032364684417922
2018-01-26,0.0026470748265976507
2018-01-29,-0.015530338878608219
2018-01-30,-0.007729762022196218
2018-01-31,0.03513479802171382
2018-02-01,-0.02134826715915339
2018-02-02,0.0017264218924939456
2018-02-05,-0.04104680698991625
2018-02-06,-0.007678306358760989
2018-02-07,-0.011524605159641155
2018-02-08,-0.02848091217806803
2018-02-09,0.03411617565872027
2018-02-12,-0.002818454884765287
2018-02-13,0.016791414084229794
2018-02-14,-0.010137078749439365
2018-02-15,0.01437026946876152
2018-02-16,0.009281819316215634
2018-02-20,-0.012100624415496086
2018-02-21,-0.02155787199683601
2018-02-22,0.0005006862544656432
2018-02-23,0.022022061837253748
2018-02-26,0.000816214992022779
2018-02-27,-0.015494978851870012
2018-02-28,0.005301509686324923
2018-03-01,0.0006592132852936139
2018-03-02,-0.008234429056134807
2018-03-05,0.014446942939168261
2018-03-06,0.0083481766234339
2018-03-07,0.005194943841455579
2018-03-08,0.007428759591178835
2018-03-09,0.021000431453484625
2018-03-12,-0.0020409704670426576
2018-03-13,-0.0029894542259994994
2018-03-14,0.005247194295865842
2018-03-15,0.0034800415437357124
2018-03-16,0.00614752026275367
2018-03-19,-0.007676592953119288
2018-03-20,0.0037890224396963657
2018-03-21,-0.014941980560729706
2018-03-22,-0.014689530721021637
2018-03-23,-0.025927501674916864
2018-03-26,0.01863230256441617
2018-03-27,0.013229095263773694
2018-03-28,0.00789815529884308
2018-03-29,0.007356397990676555
2018-04-02,-0.02524196628825426
2018-04-03,0.005374224662517246
2018-04-04,0.006803975635089277
2018-04-05,-0.006274970656194978
2018-04-06,-0.008419810647967707
2018-04-09,0.0013063430660320563
2018-04-10,0.004566159853801599
2018-04-11,0.00032463943101324055
2018-04-12,0.00032453407445598437
2018-04-13,0.010058498989723219
2018-04-16,0.005461112902596099
2018-04-17,0.04313096752141621
2018-04-18,0.005512904887210235
2018-04-19,-0.006548871973917514
2018-04-20,-0.003679380581898095
2018-04-23,-0.0016924525713448713
2018-04-24,0.00524036571148212
2018-04-25,-0.008892921093402117
2018-04-26,0.01902837431993243
2018-04-27,0.010779097518927472
2018-04-30,-0.025082620927469823
2018-05-01,0.002464463542869222
2018-05-02,-0.00491738129336261
2018-05-03,0.0007721152879043292
2018-05-04,0.006944393631516554
2018-05-07,0.0036782529271037756
