Date,HON
2015-01-05,-0.01905611487438663
2015-01-06,-0.0023389114792747856
2015-01-07,0.007238054149265594
2015-01-08,0.018218519580105452
2015-01-09,-0.016600490786461197
2015-01-12,-0.00485170786227751
2015-01-13,0.007109982427043526
2015-01-14,-0.004639667128153002
2015-01-15,-0.016009445105112374
2015-01-16,0.011430288713830228
2015-01-20,0.007737898309312596
2015-01-21,0.0027279640678259387
2015-01-22,0.0014104142027246969
2015-01-23,0.03129064624102962
2015-01-26,-0.0059513150070186205
2015-01-27,-0.009715952884376877
2015-01-28,-0.010704019540763277
2015-01-29,0.003506500039596405
2015-01-30,-0.024059195635173558
2015-02-02,0.02056051020717442
2015-02-03,0.015034946530995352
2015-02-04,-0.0051350988854363955
2015-02-05,0.015781585945561227
2015-02-06,-0.005764840410022343
2015-02-09,-0.0015725768859342626
2015-02-10,0.008366910402617389
2015-02-11,-9.755125007804288e-05
2015-02-12,0.010445894448763315
2015-02-13,0.008502837673762809
2015-02-17,-0.00364081219100032
2015-02-18,0.005961566335512147
2015-02-19,0.0007645285370920796
2015-02-20,0.006303966518642179
2015-02-23,-0.00930129929966561
2015-02-24,0.00421676526425685
2015-02-25,0.0008633374971351859
2015-02-26,-0.007184513630264511
2015-02-27,-0.008298562274348553
2015-03-02,0.017513250840872407
2015-03-03,-0.005163506953865804
2015-03-04,-0.009515309494577906
2015-03-05,0.0007761648641764207
2015-03-06,-0.012217418179505168
2015-03-09,0.012466916924451565
2015-03-10,-0.01910045748392475
2015-03-11,-0.0051399963952154515
2015-03-12,0.017983058843236144
2015-03-13,-0.012590097915365805
2015-03-16,0.015913568884391438
2015-03-17,-0.005545426366140971
2015-03-18,0.015947279557237515
2015-03-19,-0.00789650006155218
2015-03-20,0.023101854435161773
2015-03-23,-0.010436293700149424
2015-03-24,-0.002300778777663659
2015-03-25,-0.020469043947578647
2015-03-26,0.002354565514860907
2015-03-27,0.007732145952546787
2015-03-30,0.018939451087643278
2015-03-31,-0.00571944421469428
2015-04-01,-0.010257849585939338
2015-04-02,0.0026150717335826634
2015-04-06,0.009467873597277743
2015-04-07,-0.0034453662872433455
2015-04-08,-0.0026886877385216
2015-04-09,0.005200088260782332
2015-04-10,0.0029692678690393937
2015-04-13,-0.013562460375217467
2015-04-14,-0.0002905573739208078
2015-04-15,0.005229923746050247
2015-04-16,0.0012527046924806218
2015-04-17,-0.021362449673876904
2015-04-20,0.008652606493244175
2015-04-21,-0.01218560492107923
2015-04-22,0.00848725900551961
2015-04-23,0.008024192732440039
2015-04-24,-0.00495117405487977
2015-04-27,0.0003904545682702487
2015-04-28,0.0038032510385945795
2015-04-29,-0.011561367623998842
2015-04-30,-0.008059492131893498
2015-05-01,0.01565573673256493
2015-05-04,0.0007806195534241223
2015-05-05,-0.01013859536544226
2015-05-06,-0.005416317667917947
2015-05-07,0.00019829322826669937
2015-05-08,0.010988889356879472
2015-05-11,0.005581652031422024
2015-05-12,-0.0037000934682361875
2015-05-13,0.020818577472476285
2015-05-14,0.019149758346099555
2015-05-15,0.00385194563271396
2015-05-18,-0.0007486541587252704
2015-05-19,-0.004160112772388591
2015-05-20,0.003969328894389834
2015-05-21,0.0012238326296727386
2015-05-22,-0.004136726561226434
2015-05-26,-0.010196535929333561
2015-05-27,0.00515088207658132
2015-05-28,0.002941865959258383
2015-05-29,-0.01409800081365975
2015-06-01,-0.0013435843492974886
2015-06-02,0.004804957900556461
2015-06-03,0.004016592574624056
2015-06-04,-0.012002041248335371
2015-06-05,0.0001928966931887821
2015-06-08,-0.004626824477362179
2015-06-09,0.002905004558318769
2015-06-10,0.011684098086259809
2015-06-11,0.001240792848116179
2015-06-12,-0.008102887371667644
2015-06-15,-0.005862797147370147
2015-06-16,0.006380633896126531
2015-06-17,0.0009606791207832366
2015-06-18,0.012763815087869279
2015-06-19,-0.0018004352319153094
2015-06-22,0.00028480183559320693
2015-06-23,-0.005788979223328106
2015-06-24,-0.006300234911269631
2015-06-25,-0.007108382329671037
2015-06-26,0.001741259456708777
2015-06-29,-0.016322118614628844
2015-06-30,0.0011782434466733882
2015-07-01,0.008532115406898244
2015-07-02,-0.0032091683850719033
2015-07-06,-0.0012681482893061036
2015-07-07,0.004493346823055022
2015-07-08,-0.018183659905319005
2015-07-09,0.002079603792863427
2015-07-10,0.01215667636289175
2015-07-13,0.013279668434686753
2015-07-14,0.002987605049372233
2015-07-15,-0.002306091802073973
2015-07-16,-0.0025998639715214544
2015-07-17,0.019020996678170476
2015-07-20,0.007864366224329844
2015-07-21,-0.009119452610688583
2015-07-22,-0.0062617004024377865
2015-07-23,-0.004009972052308131
2015-07-24,-0.014858227026845361
2015-07-27,-0.010995196332047596
2015-07-28,0.025186854256344038
2015-07-29,0.012860008130107348
2015-07-30,-0.0015160954650357272
2015-07-31,-0.0031318174772401175
2015-08-03,-0.003331548759177294
2015-08-04,-0.0007640826066868112
2015-08-05,0.0106100940544962
2015-08-06,0.0005673161809898186
2015-08-07,-0.0031195867008327882
2015-08-10,0.017447534995808978
2015-08-11,-0.017987045377882316
2015-08-12,0.0016135733023701082
2015-08-13,-0.00018985011822947317
2015-08-14,0.005307015141532423
2015-08-17,0.0018856817942602966
2015-08-18,0.004236095554827957
2015-08-19,-0.011016283139371752
2015-08-20,-0.022848485436429478
2015-08-21,-0.03663270743492775
2015-08-24,-0.03640783625763444
2015-08-25,-0.014168883698703616
2015-08-26,0.041520341928914295
2015-08-27,0.021057146957747186
2015-08-28,0.0013013448570737829
2015-08-31,-0.0074983554734203706
2015-09-01,-0.03334352919555039
2015-09-02,0.021362934013250623
2015-09-03,0.005713707599808826
2015-09-04,-0.020087442331678917
2015-09-08,0.03333737741216969
2015-09-09,-0.009518120485830783
2015-09-10,0.006979482179728214
2015-09-11,0.0007033369034947778
2015-09-14,-0.00401552666375804
2015-09-15,0.011086602155126801
2015-09-16,0.006379212255432254
2015-09-17,-0.004258814989072213
2015-09-18,-0.024768724299248035
2015-09-21,-0.0030599560704719364
2015-09-22,-0.017393273538285348
2015-09-23,-0.015097782542838889
2015-09-24,-0.010254698715008503
2015-09-25,-0.0010684550092423528
2015-09-28,-0.02063677373506101
2015-09-29,0.010153794442441022
2015-09-30,0.02345432194260688
2015-10-01,0.0002108830775435777
2015-10-02,0.019322459040357343
2015-10-05,0.019059701500111492
2015-10-06,-0.001728260965911943
2015-10-07,0.013033133746554126
2015-10-08,0.015881111820628124
2015-10-09,0.0008905245224337666
2015-10-12,0.003361049082009737
2015-10-13,-0.016552120655389246
2015-10-14,-0.01562807662973653
2015-10-15,0.002442744042065792
2015-10-16,-0.014923843921594182
2015-10-19,0.0015460049052080649
2015-10-20,0.011319129354824042
2015-10-21,0.00498588308482506
2015-10-22,0.038574158444629525
2015-10-23,0.005361827095952787
2015-10-26,-0.0033940385239144
2015-10-27,-0.003210455118739297
2015-10-28,0.011029528850730719
2015-10-29,-0.006178723634502337
2015-10-30,0.0033030268735720902
2015-11-02,0.008714120330072905
2015-11-03,-0.0050874300046921395
2015-11-04,-0.002701401246140267
2015-11-05,0.002225022220364359
2015-11-06,0.0038611692781214124
2015-11-09,-0.012404012810256937
2015-11-10,-0.003018035425594312
2015-11-11,0.008398614105239677
2015-11-12,-0.012492997294564545
2015-11-13,-0.008728156667313303
2015-11-16,0.01859913178073347
2015-11-17,-0.000732668567538286
2015-11-18,0.017303808413019484
2015-11-19,0.009417757324571285
2015-11-20,0.00561683494295484
2015-11-23,-0.009845409084738521
2015-11-24,-0.01357723988413062
2015-11-25,0.004458776383045038
2015-11-27,0.004149362381345334
2015-11-30,-0.0010569958644135458
2015-12-01,0.0019239293515898037
2015-12-02,-0.010081560880707885
2015-12-03,-0.006789457740994709
2015-12-04,0.020996014272399943
2015-12-07,-0.003539076122515028
2015-12-08,-0.014589771039804744
2015-12-09,-0.0075007242526865525
2015-12-10,-0.0012758854401154762
2015-12-11,-0.034689545089640506
2015-12-14,0.00763510258993505
2015-12-15,-0.005152509984814979
2015-12-16,0.05697154998760423
2015-12-17,-0.017005557639107383
2015-12-18,-0.0046921110948399125
2015-12-21,0.007561672487667259
2015-12-22,0.01520457997394109
2015-12-23,0.007680763935144386
2015-12-24,-0.002953811907910442
2015-12-28,-0.0030576038148976137
2015-12-29,0.00968078164095032
2015-12-30,-0.00835432626760535
2015-12-31,-0.008519363448606265
2016-01-04,-0.009655691607793337
2016-01-05,0.008189886302917726
2016-01-06,-0.011314086963337133
2016-01-07,-0.029440889690514838
2016-01-08,-0.008062167158518041
2016-01-11,-0.00010144277355828013
2016-01-12,0.007620065496119377
2016-01-13,-0.02087310628367023
2016-01-14,0.01688987286822452
2016-01-15,-0.014988789509751466
2016-01-19,0.0007196431531488745
2016-01-20,-0.011199043167555822
2016-01-21,0.0035331067947701467
2016-01-22,0.01283911581560071
2016-01-25,-0.01369860967417258
2016-01-26,0.021040489811892105
2016-01-27,-0.015734393493633037
2016-01-28,0.010416725273576954
2016-01-29,0.05338350866227426
2016-02-01,-0.003100752802632556
2016-02-02,-0.02157848240181115
2016-02-03,0.01490157056824648
2016-02-04,0.0038176357110089043
2016-02-05,-0.004095598478411344
2016-02-08,-0.0058749298934380745
2016-02-09,0.01172066406286354
2016-02-10,-0.0011681803159055981
2016-02-11,-0.010331374372916313
2016-02-12,0.019105818271336394
2016-02-16,0.014205719246555226
2016-02-17,0.011243302447434766
2016-02-18,0.0032036810711306707
2016-02-19,0.007514027557198544
2016-02-22,-0.019577025600900466
2016-02-23,-0.00894081542541214
2016-02-24,-0.0032806892157739576
2016-02-25,0.008615798296381927
2016-02-26,-0.011133597028437636
2016-02-29,-0.016305860751621437
2016-03-01,0.04459768678046405
2016-03-02,0.0058563748519071535
2016-03-03,0.01399214903516599
2016-03-04,0.0015740558423378292
2016-03-07,-0.0062873135431200655
2016-03-08,0.0010235256782276103
2016-03-09,0.012548599497998358
2016-03-10,-0.005232485140108545
