Date,FAST
2015-01-05,-0.017088454757666738
2015-01-06,-0.01717120697631158
2015-01-07,-0.006551687606493273
2015-01-08,0.022642330921145648
2015-01-09,-0.011392898008189989
2015-01-12,-0.007175727443993418
2015-01-13,0.0048182471768529744
2015-01-14,-0.0207062339172408
2015-01-15,-0.020921277632818813
2015-01-16,0.028642772202199795
2015-01-20,0.003315254430704684
2015-01-21,0.010352246968752032
2015-01-22,0.012644488674652177
2015-01-23,-0.0034447779132033007
2015-01-26,-0.0041041206179135425
2015-01-27,-0.015184488822915343
2015-01-28,-0.002453218152221992
2015-01-29,0.00581266046908846
2015-01-30,-0.013113870967762287
2015-02-02,0.01283753653053532
2015-02-03,0.01801202170767424
2015-02-04,-0.07776319631586615
2015-02-05,-0.003789801827965955
2015-02-06,0.006657315997882218
2015-02-09,-0.0018895303316595058
2015-02-10,0.005915726012996281
2015-02-11,-0.007292283332691274
2015-02-12,0.0009480337196525745
2015-02-13,0.006154907011991062
2015-02-17,0.002588423640935922
2015-02-18,0.01056076098122638
2015-02-19,-0.002322222674781771
2015-02-20,-0.004422704146761602
2015-02-23,-0.013093601730197024
2015-02-24,-0.002605737643790018
2015-02-25,0.007838510662783849
2015-02-26,-0.005185320223623613
2015-02-27,-0.015635768369060887
2015-03-02,-0.0012036489294779962
2015-03-03,-0.009638474262582353
2015-03-04,-0.031143443117384484
2015-03-05,0.02009044975196006
2015-03-06,-0.0017230336720482908
2015-03-09,0.007891059305572323
2015-03-10,-0.006606434269739947
2015-03-11,-0.004433370304256057
2015-03-12,0.014349681671180115
2015-03-13,-0.00414651613379835
2015-03-16,0.012980433170102446
2015-03-17,0.02973910692869386
2015-03-18,0.006104793691702026
2015-03-19,-0.008868180722648611
2015-03-20,-0.004002994673926286
2015-03-23,-0.0018911164881673104
2015-03-24,0.004026295340534114
2015-03-25,-0.011795036427617145
2015-03-26,-0.01026488894877109
2015-03-27,-0.006994828266421282
2015-03-30,0.015302133993445599
2015-03-31,-0.008612057748479507
2015-04-01,-0.004826281752897232
2015-04-02,-0.0046073682165312935
2015-04-06,0.0019493235242735718
2015-04-07,-0.018964622293008326
2015-04-08,0.0027264847362356015
2015-04-09,-0.0019773280944456184
2015-04-10,-0.009163226126957968
2015-04-13,0.00025019387723967945
2015-04-14,0.04447721001584326
2015-04-15,-0.010526202340924495
2015-04-16,-0.008220167366865816
2015-04-17,-0.011701452438086957
2015-04-20,0.006412866100913073
2015-04-21,0.011274618022513616
2015-04-22,0.00775575427373032
2015-04-23,0.011784538513751164
2015-04-24,-0.0038285704010230237
2015-04-27,0.0187362072208348
2015-04-28,0.007545599110614809
2015-04-29,0.007956811731931968
2015-04-30,-0.010447963184985976
2015-05-01,0.005161591792592235
2015-05-04,0.007236502593592542
2015-05-05,-0.03499419782245661
2015-05-06,0.0012006916481364094
2015-05-07,0.00791597946878908
2015-05-08,0.016658600039946903
2015-05-11,-0.005852343071821919
2015-05-12,0.012714959456466612
2015-05-13,-0.004185040922821348
2015-05-14,0.010273356202879835
2015-05-15,-0.01132454353151724
2015-05-18,-0.002571341164550933
2015-05-19,-0.003515521577207914
2015-05-20,0.0011763056522773319
2015-05-21,0.0028188645481899144
2015-05-22,-0.006793370857816283
2015-05-26,-0.0007076745751064539
2015-05-27,0.005900689463313569
2015-05-28,-0.0016426068197965549
2015-05-29,-0.02444191341402102
2015-06-01,0.004095435957266025
2015-06-02,0.01055674533383888
2015-06-03,0.00973408573805501
2015-06-04,-0.009170126392493372
2015-06-05,-0.005932093696864871
2015-06-08,-0.008832720714212594
2015-06-09,0.0038531272647086556
2015-06-10,0.011756555044343031
2015-06-11,0.004031203652003601
2015-06-12,-0.007321558693917263
2015-06-15,-0.003569186230896526
2015-06-16,0.006447211694348809
2015-06-17,0.013048467979891232
2015-06-18,0.01662797001600058
2015-06-19,-0.009905343693583202
2015-06-22,0.008840922333549273
2015-06-23,-0.0027673764778971544
2015-06-24,-0.004394240219202983
2015-06-25,-0.007200938977756199
2015-06-26,0.008423287291367876
2015-06-29,-0.02065007517524342
2015-06-30,-0.0007103933061133327
2015-07-01,-0.00023714404372099374
2015-07-02,-0.0016598013844648651
2015-07-06,-0.0014257684839983353
2015-07-07,0.016651154769369514
2015-07-08,-0.01708015052906231
2015-07-09,-0.0002377017802041026
2015-07-10,0.00785721475136092
2015-07-13,0.011575356305588036
2015-07-14,-0.03993456842755072
2015-07-15,0.009243764503393814
2015-07-16,0.010604541704468007
2015-07-17,-0.0016689666643643353
2015-07-20,0.00788342508698836
2015-07-21,-0.01777704900666277
2015-07-22,-0.018822317284087675
2015-07-23,-0.006394579766464292
2015-07-24,0.005522135286950336
2015-07-27,0.0009983028366793434
2015-07-28,0.018703542139846485
2015-07-29,0.009057807064102974
2015-07-30,-0.008006156437561751
2015-07-31,0.02372244900286402
2015-08-03,-0.010750339725375202
2015-08-04,-0.0016906952044846157
2015-08-05,-0.01112713249898134
2015-08-06,-0.018590953400713595
2015-08-07,-0.0029908448311680713
2015-08-10,0.014249979877712038
2015-08-11,-0.019719168771086815
2015-08-12,0.017349908845754713
2015-08-13,-0.010133344162721825
2015-08-14,0.003994831286379341
2015-08-17,0.0037303086838547106
2015-08-18,0.008919661021797864
2015-08-19,-0.009331831079611996
2015-08-20,-0.02379743752399488
2015-08-21,-0.005079677561382612
2015-08-24,-0.04543076271571855
2015-08-25,-0.010695277647537638
2015-08-26,0.029189363787494704
2015-08-27,0.023634141682110643
2015-08-28,-0.007439563691420292
2015-08-31,-0.0038768604166690146
2015-09-01,-0.02828247038620979
2015-09-02,0.023498273453306018
2015-09-03,-0.018001570435267178
2015-09-04,-0.0037195521258992503
2015-09-08,0.03573304272860556
2015-09-09,-0.012358000933261781
2015-09-10,0.006777805328459285
2015-09-11,0.0012945331290310502
2015-09-14,-0.011895484300868953
2015-09-15,0.012300404170975998
2015-09-16,0.005687742465082968
2015-09-17,-0.01362465164587534
2015-09-18,-0.031013641340931986
2015-09-21,0.0
2015-09-22,-0.015331024706694452
2015-09-23,-0.003824124248482108
2015-09-24,0.005758206469711702
2015-09-25,0.0008179670046790655
2015-09-28,-0.01579918862901164
2015-09-29,0.00996371509381122
2015-09-30,0.003288447603097211
2015-10-01,-0.030319463194301455
2015-10-02,0.013520692592957184
2015-10-05,0.023068805598496667
2015-10-06,0.006791764951066703
2015-10-07,0.026443373459327235
2015-10-08,0.026025165011685614
2015-10-09,-0.0012812190019775294
2015-10-12,-0.004361177559238705
2015-10-13,-0.022159214515899972
2015-10-14,-0.0023714156975066514
2015-10-15,0.006603624614961445
2015-10-16,-0.016269265550358902
2015-10-19,-0.012002935548019233
2015-10-20,0.00027013055211022596
2015-10-21,-0.0037786339714932504
2015-10-22,0.043619148926090645
2015-10-23,0.013337118527866787
2015-10-26,-0.006967849794677572
2015-10-27,-0.004158175054358004
2015-10-28,0.018267330185430142
2015-10-29,0.0005130024405217704
2015-10-30,0.0030733310508843648
2015-11-02,0.02783486157327153
2015-11-03,0.006956395067654331
2015-11-04,-0.007648526716375614
2015-11-05,0.025111711087010713
2015-11-06,-0.003638176494430101
2015-11-09,-0.01217140303811548
2015-11-10,-0.0029569716156526704
2015-11-11,-0.006179161006447997
2015-11-12,-0.03879620264171624
2015-11-13,-0.0012935359133903201
