Date,AEE
2015-01-05,-0.010002158451365983
2015-01-06,-0.011640825943877053
2015-01-07,0.007777799458072998
2015-01-08,0.0035282304229413697
2015-01-09,-0.011206463610937467
2015-01-12,-0.003999897648234496
2015-01-13,0.00870128811300619
2015-01-14,0.009289936954122835
2015-01-15,0.009204543621392558
2015-01-16,0.010640501222708876
2015-01-20,-0.0060158506650085375
2015-01-21,0.004323189101248959
2015-01-22,-0.0034440484436936147
2015-01-23,0.0006481966211557832
2015-01-26,-0.002590539509046974
2015-01-27,0.0
2015-01-28,-0.013200360320137383
2015-01-29,0.019955758411176916
2015-01-30,-0.02644522190373222
2015-02-02,0.002870421376000021
2015-02-03,0.0004406777777057336
2015-02-04,-0.018710024024067073
2015-02-05,0.012337067885953346
2015-02-06,-0.04963405123492415
2015-02-09,-0.016087702335949472
2015-02-10,0.027014293355354546
2015-02-11,-0.019843385874691144
2015-02-12,0.004237366016994093
2015-02-13,-0.026253918543592825
2015-02-17,0.0031292364001211936
2015-02-18,0.026398065201351795
2015-02-19,-0.006079042488573827
2015-02-20,0.010820843902882737
2015-02-23,0.0034908614729576293
2015-02-24,-0.003014758654696692
2015-02-25,0.003256555933124572
2015-02-26,-0.013911643787897887
2015-02-27,-0.0028218164843261118
2015-03-02,-0.005186760959088987
2015-03-03,0.0
2015-03-04,-0.01019213446795697
2015-03-05,0.009578732315923766
2015-03-06,-0.028700439810312783
2015-03-09,0.014306983920002514
2015-03-10,0.008511540010250895
2015-03-11,-0.017844127281899103
2015-03-12,0.025534007494245614
2015-03-13,-0.015321806727919718
2015-03-16,0.018234486370200864
2015-03-17,-0.0011935315140854108
2015-03-18,0.02342785378908796
2015-03-19,-0.013314361654268803
2015-03-20,0.009943086508986898
2015-03-23,-0.00586055606557756
2015-03-24,-0.017213033015175738
2015-03-25,-0.005278024978251472
2015-03-26,-0.012301287509733805
2015-03-27,0.010744864072041782
2015-03-30,0.016670643787375816
2015-03-31,0.002851826374922428
2015-04-01,0.004028444319893465
2015-04-02,-0.0018881431074760924
2015-04-06,0.003546803959339151
2015-04-07,-0.01508011021094735
2015-04-08,-0.001913766266110506
2015-04-09,-0.0016775769680135166
2015-04-10,0.011284247550094273
2015-04-13,-0.0130578078031226
2015-04-14,0.005292177931874642
2015-04-15,-0.0009570185512257634
2015-04-16,-0.010299534472237637
2015-04-17,-0.004597907482535635
2015-04-20,0.012642712207260098
2015-04-21,-0.0024011816010514053
2015-04-22,0.0031286047730578748
2015-04-23,0.005518551108555814
2015-04-24,0.00978260876315118
2015-04-27,-0.009451808745238433
2015-04-28,0.009065065617920531
2015-04-29,-0.010874403752977657
2015-04-30,-0.02151069102754366
2015-05-01,0.00635031267791808
2015-05-04,0.00946618221658535
2015-05-05,-0.02404421140213031
2015-05-06,-0.005419888256521954
2015-05-07,0.0007431237202679686
2015-05-08,-0.0002476957530840318
2015-05-11,-0.0022282031886760034
2015-05-12,-0.0009925958292504866
2015-05-13,-0.010680263678706226
2015-05-14,0.010795563139597286
2015-05-15,0.0069551390268236535
2015-05-18,0.00591986632489494
2015-05-19,-0.0009810400543490694
2015-05-20,0.004418440532287793
2015-05-21,-0.006109441286766937
2015-05-22,-0.000491910702241416
2015-05-26,-0.008118056232698678
2015-05-27,0.0017360196680473727
2015-05-28,0.0012383345540767365
2015-05-29,-0.005192989338897336
2015-06-01,-0.00024893648871981977
2015-06-02,-0.014917842798359726
2015-06-03,-0.007824351124333773
2015-06-04,-0.005596699950437767
2015-06-05,-0.018418913689758898
2015-06-08,-0.000790404879524087
2015-06-09,-0.001581449288269754
2015-06-10,-0.0015849740758969721
2015-06-11,0.012959918119499703
2015-06-12,-0.013837863187606603
2015-06-15,-0.0010592878768698188
2015-06-16,0.0021199351701783886
2015-06-17,0.007405813420189533
2015-06-18,0.01181425603343289
2015-06-19,-0.007265533666618973
2015-06-22,0.0013073039027322597
2015-06-23,-0.014356527340248837
2015-06-24,0.0005297501160042017
2015-06-25,-0.007146783647491661
2015-06-26,0.005864922680108187
2015-06-29,-0.005035912309135915
2015-06-30,0.0037297783155023634
2015-07-01,0.007961414030770886
2015-07-02,0.013691622412139726
2015-07-06,0.0015583695049117274
2015-07-07,0.026971222834234032
2015-07-08,-0.008080996439929877
2015-07-09,-0.01527483280400277
2015-07-10,0.008789753705704006
2015-07-13,-0.002818453469915272
2015-07-14,-0.0012853317339035497
2015-07-15,0.003345275587525176
2015-07-16,0.017183648518333428
2015-07-17,-0.006807683351088167
2015-07-20,-0.006854410931289245
2015-07-21,-0.010736159574473714
2015-07-22,-0.0010340316983741271
2015-07-23,-0.010087549438243082
2015-07-24,0.006793496086145545
2015-07-27,0.012717401822024188
2015-07-28,0.008201380885813903
2015-07-29,0.007879675804557174
2015-07-30,0.003026536858559137
2015-07-31,0.032939282364378375
2015-08-03,0.012415043010778337
2015-08-04,-0.013945591750047837
2015-08-05,0.008534338009309028
2015-08-06,0.007978852545271975
2015-08-07,0.010314075242112475
2015-08-10,-0.007122055705933716
2015-08-11,0.006694515021685499
2015-08-12,0.0130646555504359
2015-08-13,-0.0007035482763670942
2015-08-14,0.0028153890617215183
2015-08-17,0.015442160949495243
2015-08-18,-0.004608122692794314
2015-08-19,0.008101935045053077
2015-08-20,-0.005510888812030212
2015-08-21,-0.018471680949064817
2015-08-24,-0.0430488327023002
2015-08-25,-0.022369405678578924
2015-08-26,0.019612708901223685
2015-08-27,0.011590898339862266
2015-08-28,0.0012186518064167817
2015-08-31,-0.018991966311734942
2015-09-01,-0.029039274310511565
2015-09-02,-0.0010224036318430274
2015-09-03,0.00434949783483729
2015-09-04,-0.017579336150643554
2015-09-08,0.021755983362835796
2015-09-09,-0.013339755181209223
2015-09-10,-0.0007801795837090175
2015-09-11,0.010148397586720481
2015-09-14,0.0041212337242961805
2015-09-15,0.005644320683730664
2015-09-16,0.012499757120653765
2015-09-17,0.02141624524113217
2015-09-18,-0.0041935166850902705
2015-09-21,0.01114686768481099
2015-09-22,-0.007839122749144667
2015-09-23,0.007407118074228558
2015-09-24,0.006127598424338965
2015-09-25,0.007795014325890026
2015-09-28,0.004109815775032555
2015-09-29,0.0036109280936988952
2015-09-30,0.01391208516848974
2015-10-01,-0.011592041752852777
2015-10-02,0.012924315263956876
2015-10-05,0.007089235863272592
2015-10-06,-0.00727368989306465
2015-10-07,-0.0023630946141564024
2015-10-08,0.02155824197895173
2015-10-09,0.0
2015-10-12,0.01391506482909488
2015-10-13,-0.0016011500312539395
2015-10-14,-0.005956516136622736
2015-10-15,0.012675776683987117
2015-10-16,0.003641365025480292
2015-10-19,0.004308497377170095
2015-10-20,0.0006770800021902446
2015-10-21,-0.0038357999875389126
2015-10-22,0.007927433695718689
2015-10-23,-0.011460511376418903
2015-10-26,0.009547821103812915
2015-10-27,0.0018014710732707773
2015-10-28,-0.010339803134692294
2015-10-29,-0.014081175852007632
2015-10-30,0.006219951824332881
2015-11-02,0.005494617647137767
2015-11-03,-0.0011386692951026456
2015-11-04,0.007749710740255322
2015-11-05,-0.004297088194946341
2015-11-06,-0.03339430403128807
2015-11-09,0.013866548079775942
2015-11-10,0.01553069262193496
2015-11-11,0.009358765911884781
2015-11-12,-0.016282785832734348
2015-11-13,-0.008505241242625639
2015-11-16,0.018548281926419774
2015-11-17,-0.02435695059546772
2015-11-18,0.00839973230407498
2015-11-19,0.011105723988597216
2015-11-20,0.0093822082552939
2015-11-23,-0.017456351901389278
2015-11-24,-0.002768626542819841
2015-11-25,-0.0013886280790734729
2015-11-27,0.0034755713126015664
2015-11-30,0.010390365393790901
2015-12-01,0.0015991043618468481
2015-12-02,-0.022815165737950727
2015-12-03,-0.013541972352572262
2015-12-04,0.025799071326766176
2015-12-07,0.0012814537170209306
2015-12-08,-0.005352417792427677
2015-12-09,-0.0037434832819801533
2015-12-10,-0.020432231351790175
