Date,MTCH
2015-01-05,-0.005804165796886918
2015-01-06,0.0036696353434682027
2015-01-07,-0.0018281685415150184
2015-01-08,0.024475455021559345
2015-01-09,-0.0003248573959626633
2015-01-12,-0.01690794605289625
2015-01-13,0.026790299541704865
2015-01-14,-0.010951859199684888
2015-01-15,-0.009281993212360673
2015-01-16,0.012491862781843555
2015-01-20,0.011363465042138143
2015-01-21,-0.007704572805575682
2015-01-22,0.0074410606908912325
2015-01-23,0.018143846573932088
2015-01-26,0.012616357834314806
2015-01-27,-0.01791000605240667
2015-01-28,-0.022359797271654713
2015-01-29,-0.015247268537144754
2015-01-30,0.003953177527500795
2015-02-02,0.027071474299393383
2015-02-03,0.023322592082819282
2015-02-04,-0.0633780230579084
2015-02-05,0.0
2015-02-06,0.0003332602676964225
2015-02-09,-0.0004999024000076346
2015-02-10,0.004334058951299458
2015-02-11,0.02373451697833784
2015-02-12,0.031776898979014145
2015-02-13,0.015084802270224573
2015-02-17,0.0136222925965781
2015-02-18,0.009468647712278955
2015-02-19,0.0027231983492859158
2015-02-20,0.011768154931277808
2015-02-23,0.002385932871309393
2015-02-24,0.0035703274807028507
2015-02-25,-0.004298907900544435
2015-02-26,0.0008932729706703224
2015-02-27,0.0028261909062894386
2015-03-02,0.016463899273292393
2015-03-03,-0.0016051496553431965
2015-03-04,0.0005847051368539358
2015-03-05,0.013146299461018529
2015-03-06,0.0038927562393018533
2015-03-09,0.002154233560900831
2015-03-10,-0.026225318138042852
2015-03-11,-0.0030905141317743023
2015-03-12,0.013286136576712959
2015-03-13,-0.009615255519904609
2015-03-16,-0.006178299511122809
2015-03-17,0.017761902571561405
2015-03-18,0.005526504687601852
2015-03-19,-0.01171542747748977
2015-03-20,-0.0005852661596660313
2015-03-23,-0.002050258800844973
2015-03-24,-0.006602945465058463
2015-03-25,-0.012555330488740135
2015-03-26,-0.008227441139706304
2015-03-27,0.01734542334489375
2015-03-30,-0.006671576094848253
2015-03-31,0.007014826992124412
2015-04-01,-0.004594527860459663
2015-04-02,0.0050623847010291545
2015-04-06,0.005629666318999638
2015-04-07,0.022687175432924533
2015-04-08,0.044655603898097196
2015-04-09,0.0005516481572291898
2015-04-10,-0.00027557355037388653
2015-04-13,0.00013777551533111776
2015-04-14,-0.010337746728454555
2015-04-15,0.003481877521488208
2015-04-16,-0.0012491067716599025
2015-04-17,-0.016814737284559178
2015-04-20,0.009611118504581295
2015-04-21,0.008259875491295476
2015-04-22,0.014856952520917677
2015-04-23,-0.009714024384462894
2015-04-24,-0.003315797457924763
2015-04-27,-0.010950955050827882
2015-04-28,0.0015418086048719637
2015-04-29,0.004477947659806691
2015-04-30,-0.02730564352660625
