Date,GPC
2015-01-05,-0.006383613769162966
2015-01-06,-0.04100510476421937
2015-01-07,0.015271059452277358
2015-01-08,0.0021344506922189588
2015-01-09,-0.018398131775455018
2015-01-12,-0.03797951582489145
2015-01-13,-0.0045119262485259215
2015-01-14,-0.01854181802895205
2015-01-15,-0.0020987870646185236
2015-01-16,0.02124521566158699
2015-01-20,0.003810466694608605
2015-01-21,0.00297520206770141
2015-01-22,0.008387743432837436
2015-01-23,-0.0018258228747954908
2015-01-26,0.0025406141650394787
2015-01-27,-0.011454248975407588
2015-01-28,-0.02153423669082155
2015-01-29,0.0
2015-01-30,-0.025990160630924075
2015-02-02,0.00537929269486459
2015-02-03,0.04794570255122044
2015-02-04,-0.024714171807602825
2015-02-05,0.004711498927880475
2015-02-06,0.006670855553228439
2015-02-09,-0.005280578477919073
2015-02-10,0.004579765709753714
2015-02-11,-0.0010360184858242416
2015-02-12,0.003837019397261221
2015-02-13,0.0022734583217232096
2015-02-17,-0.004123141402014641
2015-02-18,-0.010971796698647007
2015-02-19,0.0016739389174080799
2015-02-20,0.0059554875517722206
2015-02-23,0.001454234223549511
2015-02-24,-0.0004149226803021877
2015-02-25,0.004150307557315047
2015-02-26,-0.00258314119681069
2015-02-27,-0.004662080316152006
2015-03-02,0.008951121349149993
2015-03-03,-0.014751206543362927
2015-03-04,-0.00901014829955471
2015-03-05,0.0020205445071828088
2015-03-06,-0.0140084746729634
2015-03-09,0.010548062614126774
2015-03-10,-0.01629607252732157
2015-03-11,-0.0003244981226890875
2015-03-12,0.025885545287227973
2015-03-13,-0.0026395130246028575
2015-03-16,0.01619580772180984
2015-03-17,-0.014062493000431497
2015-03-18,0.006233303554602498
2015-03-19,0.0030449333553945745
2015-03-20,0.004186962568363928
2015-03-23,-0.0035443407639321745
2015-03-24,-0.010670200691294318
2015-03-25,-0.018188009424074725
2015-03-26,-0.005600060962046793
2015-03-27,0.006498501301297255
2015-03-30,0.010007102440193982
2015-03-31,-0.007137888782027257
2015-04-01,-0.01545233973831428
2015-04-02,0.0106813092823268
2015-04-06,0.005823399647225891
2015-04-07,0.0005360655881680998
2015-04-08,-0.005036953127237287
2015-04-09,0.0006464535428509777
2015-04-10,0.0038750031822394337
2015-04-13,-0.00471788217315694
2015-04-14,-0.0017235854680985874
2015-04-15,-0.0014024858019444641
2015-04-16,-0.0046464430086263775
2015-04-17,-0.00477729681814798
2015-04-20,0.009817822515626018
2015-04-21,-0.0012964856070297737
2015-04-22,0.006165885819858108
2015-04-23,0.0011824479027235935
2015-04-24,-0.012240956469098396
2015-04-27,-0.005761496250369147
2015-04-28,-0.0013122201834040448
2015-04-29,-0.004379029846973248
2015-04-30,-0.0119860526587795
2015-05-01,0.018029954120551972
2015-05-04,0.014868190613293253
2015-05-05,-0.010987554027499513
2015-05-06,-0.0018518080668524783
2015-05-07,0.010366860906338538
2015-05-08,0.016092586282916432
2015-05-11,0.0013817922746972577
2015-05-12,-0.0021235195385426175
2015-05-13,-0.014040501131384997
2015-05-14,0.014564449583951866
2015-05-15,-0.002126814455935988
2015-05-18,-0.0008520806906993084
2015-05-19,-0.0006403972734627672
2015-05-20,0.00042695011404281225
2015-05-21,-0.0018133539795642806
2015-05-22,-0.000320739466974973
2015-05-26,-0.01026323414586039
