Date,MCD
2015-01-05,-0.011044443797085357
2015-01-06,0.001843458291068245
2015-01-07,0.017423924544038405
2015-01-08,0.0037233878701223855
2015-01-09,-0.012187686769394523
2015-01-12,-0.002145651939958859
2015-01-13,-0.0019353139915347928
2015-01-14,-0.013896251570104767
2015-01-15,-0.0017480974220781542
2015-01-16,0.0012035948411390773
2015-01-20,-0.007541596581253085
2015-01-21,-0.005066192031967676
2015-01-22,0.006088355510611709
2015-01-23,-0.014633446673721462
2015-01-26,0.012394100895994908
2015-01-27,-0.012131734032140407
2015-01-28,-0.008819955798561208
2015-01-29,0.050574209130649805
2015-01-30,-0.008898457397994997
2015-02-02,0.0007570235410421233
2015-02-03,0.015241753937670133
2015-02-04,0.001384019103744416
2015-02-05,0.0030836565778131764
2015-02-06,-0.0037104680875482687
2015-02-09,-0.01351161771060172
2015-02-10,0.014020171625498623
2015-02-11,0.002021110790635827
2015-02-12,0.009341207812085806
2015-02-13,0.005888877190904029
2015-02-17,-0.013591117041000134
2015-02-18,0.0024376274926325436
2015-02-19,-0.00412350480863366
2015-02-20,0.0
2015-02-23,0.0012742923535802309
2015-02-24,0.007103994313765627
2015-02-25,0.038744705448706895
2015-02-26,0.017380814169003944
2015-02-27,-0.006129869192509574
2015-03-02,0.011122326942105243
2015-03-03,-0.002600133760628065
2015-03-04,0.005113425157042828
2015-03-05,-0.011371611094856737
2015-03-06,-0.019977789736333795
2015-03-09,0.005971084333922905
2015-03-10,-0.01453276128926595
2015-03-11,-0.013812340368329123
2015-03-12,0.013584709241196924
2015-03-13,0.0010392669472827354
2015-03-16,0.008302841659487026
2015-03-17,-0.010087497486579888
2015-03-18,0.008630454008783817
2015-03-19,-0.010515427532830524
2015-03-20,0.011148220680002874
2015-03-23,0.01617718158902859
2015-03-24,0.007503297022980471
2015-03-25,-0.01227785167979445
2015-03-26,-0.005095154144899472
2015-03-27,-0.0069644684391643175
2015-03-30,0.009488210123830276
2015-03-31,-0.0044951532738710664
2015-04-01,-0.0118022184505433
2015-04-02,-0.004777269761540248
2015-04-06,0.004696117978755465
2015-04-07,0.0007272293545304009
2015-04-08,0.005189199240553055
2015-04-09,-0.0030972629180464617
2015-04-10,0.012946225892513041
2015-04-13,-0.003681016376134716
2015-04-14,0.0014368402353335252
2015-04-15,-0.011682562368538485
2015-04-16,-0.008399133519348734
2015-04-17,-0.007842714879245705
2015-04-20,0.013701288087035302
2015-04-21,-0.01361959983251304
2015-04-22,0.031305704435805826
2015-04-23,-0.008585692562730118
2015-04-24,0.01793827969774009
2015-04-27,-0.02329345944062644
2015-04-28,0.004043917372323236
2015-04-29,0.0019620559150783645
2015-04-30,-0.004843927605170717
2015-05-01,0.012946225892513041
2015-05-04,-0.017075416853163716
2015-05-05,0.0
2015-05-06,0.002704399146365999
2015-05-07,0.004046015882122056
2015-05-08,0.014982718521127536
2015-05-11,-0.007330004891223041
2015-05-12,0.004512513016475372
2015-05-13,-0.006125665123726032
2015-05-14,0.003697829146875442
2015-05-15,0.00337755867663847
2015-05-18,-0.00020387729122950393
2015-05-19,0.027137111985477302
2015-05-20,-0.005661081789799849
2015-05-21,-0.008291179539830273
2015-05-22,-0.0029211857215669657
2015-05-26,-0.005353689652639604
2015-05-27,0.0020312779937001757
2015-05-28,-0.013598033478543825
2015-05-29,-0.005700606829961985
2015-06-01,0.0030228443550206485
2015-06-02,0.0007276143469121532
2015-06-03,0.002388675346657987
2015-06-04,-0.0021754500241835117
2015-06-05,-0.007995360945928343
2015-06-08,-0.0023026981893931042
2015-06-09,-0.0061892463819361865
2015-06-10,0.006016853384434917
2015-06-11,0.0030428272183604665
2015-06-12,-0.005544437870924401
2015-06-15,-0.00799493282818009
2015-06-16,0.003499414188584904
2015-06-17,0.0062345821481133434
2015-06-18,0.009977107227478577
2015-06-19,-0.0009359759117654187
2015-06-22,0.008222682465135245
2015-06-23,0.0032000924062778324
2015-06-24,-0.005557085938773021
2015-06-25,-0.00879514125148051
2015-06-26,0.015659097286124135
2015-06-29,-0.019015327995457576
2015-06-30,-0.003876865901842219
2015-07-01,0.007257882982518948
2015-07-02,0.0042815562153040165
2015-07-06,-0.005406855090425489
2015-07-07,0.010768399347400814
2015-07-08,-0.008688611842406768
2015-07-09,0.006781865373226559
2015-07-10,0.012022625314576985
2015-07-13,0.007987007803310853
2015-07-14,0.003556289113814337
2015-07-15,0.002935727964786805
2015-07-16,-0.01221381974047242
2015-07-17,-0.003678548897664724
2015-07-20,-0.00010252295756862928
2015-07-21,-0.0017442728987485667
2015-07-22,0.00267203586379261
2015-07-23,-0.0050217116358771685
2015-07-24,-0.010196464481516232
2015-07-27,-0.0006242009200271292
2015-07-28,0.013431808138907764
2015-07-29,0.009041395244092643
2015-07-30,0.009775133000985647
2015-07-31,0.006957422072099151
2015-08-03,-0.004406164398924273
2015-08-04,-0.002816484061025859
2015-08-05,0.006657542906730374
2015-08-06,-0.00450887495793173
2015-08-07,-0.0043282661821187896
2015-08-10,0.00475128642565581
2015-08-11,-0.005835617638129675
2015-08-12,-0.005363954333781895
2015-08-13,0.01109079136796609
2015-08-14,-0.0010062315883881956
2015-08-17,0.01400191891868996
2015-08-18,0.0009938223273437963
2015-08-19,0.003373971515285845
2015-08-20,-0.013253920741940983
2015-08-21,-0.02636318572048768
2015-08-24,-0.04385876845582737
2015-08-25,-0.017874648082531586
2015-08-26,0.04319706539192625
