Date,TROW
2015-01-05,-0.022971493130653164
2015-01-06,-0.017662832468107847
2015-01-07,0.014700594195864447
2015-01-08,0.011853339976003463
2015-01-09,-0.007572794127632787
2015-01-12,-0.011208003944283673
2015-01-13,0.0015674433103480823
2015-01-14,-0.015531233087707874
2015-01-15,-0.009049651405647285
2015-01-16,0.0058002445489746535
2015-01-20,-0.0017176822837946526
2015-01-21,-0.0018439306909975306
2015-01-22,0.024011917838739016
2015-01-23,-0.011904591162971934
2015-01-26,0.009127742730413502
2015-01-27,-0.011457183589315467
2015-01-28,-0.033426738082280916
2015-01-29,-0.0005052227176537416
2015-01-30,-0.0059345899265426105
2015-02-02,0.01638714405382591
2015-02-03,0.015497756853652067
2015-02-04,-0.0023382586167070007
2015-02-05,0.00851190383237288
2015-02-06,0.006850613207131762
2015-02-09,-0.010448546006486148
2015-02-10,0.009453845433895935
2015-02-11,-0.0014597283508012149
2015-02-12,0.0021926220942463104
2015-02-13,0.0020656372121570232
2015-02-17,0.0006066773263373459
2015-02-18,-0.009575407415974513
2015-02-19,0.015420092644353511
2015-02-20,0.00674954077491563
2015-02-23,-0.005267454289391793
2015-02-24,0.011192630944688586
2015-02-25,-0.005950795038564549
2015-02-26,-0.0023948100951699525
2015-02-27,-0.008641323591731087
2015-03-02,0.009564016445547496
2015-03-03,-0.006475704722437303
2015-03-04,-0.005069555639758416
2015-03-05,0.006915246056357738
2015-03-06,-0.010482136383884955
2015-03-09,0.007062025661647819
2015-03-10,-0.018740253940851437
2015-03-11,0.006406997502971468
2015-03-12,0.021809399717172218
2015-03-13,-0.008923553135454565
2015-03-16,0.016303614816098433
2015-03-17,0.0003587792670958212
2015-03-18,0.0038300216969893164
2015-03-19,-0.01251760586142725
2015-03-20,0.014004070966557647
2015-03-23,-0.008214517239038321
2015-03-24,-0.0013210345475531682
2015-03-25,-0.019353204294052073
2015-03-26,-0.0051486585475324365
2015-03-27,0.0006163913821473077
2015-03-30,0.00652625446038857
2015-03-31,-0.009297618794415152
2015-04-01,0.0076563317589593005
2015-04-02,0.0044114269069090994
2015-04-06,0.0019523261115774737
2015-04-07,-0.013355176602161345
2015-04-08,0.019734688752249152
2015-04-09,0.010296243837852437
2015-04-10,-0.005648155645031516
2015-04-13,0.005186562419516649
2015-04-14,0.008230595503417426
2015-04-15,0.008773335302191265
2015-04-16,0.003260942818280599
2015-04-17,-0.007705087326227322
2015-04-20,0.007036943340433588
2015-04-21,-0.0024095557425544145
2015-04-22,-0.0025361148698919145
2015-04-23,-0.006296379967835941
2015-04-24,0.006092383517124045
2015-04-27,-0.0020590096633817945
2015-04-28,0.004611817003344898
2015-04-29,-0.010147174617489596
2015-04-30,-0.009275211099928127
2015-05-01,0.003818882243628696
2015-05-04,0.005276916295514189
2015-05-05,-0.006470110210646474
2015-05-06,-0.009460453030644578
2015-05-07,0.0016122544325833932
2015-05-08,0.011516912026232173
2015-05-11,-0.00036725101199353016
2015-05-12,-0.0063688021742300815
2015-05-13,0.0006165931039452399
2015-05-14,0.00985457315885152
2015-05-15,-0.005245044620700745
2015-05-18,0.00711214949458272
2015-05-19,-0.0021916980041496448
2015-05-20,-0.00195239603770625
2015-05-21,-0.0012223678581069208
2015-05-22,-0.0014691574086826975
2015-05-26,-0.011033521868995755
2015-05-27,0.007437723240378613
2015-05-28,0.00012287797257659605
2015-05-29,-0.007258773573517341
2015-06-01,0.0014870949345968665
2015-06-02,-0.006558176771514268
2015-06-03,-0.003861557851897679
2015-06-04,-0.00962898278396318
2015-06-05,0.0002524546149820228
2015-06-08,-0.007699850080082116
2015-06-09,-0.006487851072003448
