Date,ELV
2015-01-05,-0.017535616574497204
2015-01-06,0.013629704285065491
2015-01-07,0.004962518737455346
2015-01-08,0.04770608814052202
2015-01-09,-0.013302951204145708
2015-01-12,-0.007472982263538763
2015-01-13,0.011255473835037666
2015-01-14,0.011743691791206379
2015-01-15,0.017297539869463918
2015-01-16,0.014318578120836367
2015-01-20,0.008234850124833049
2015-01-21,0.018595519746715583
2015-01-22,0.022766720188035716
2015-01-23,-0.01463017550235679
2015-01-26,-0.014704762186347642
2015-01-27,-0.006632859195900176
2015-01-28,-0.03048358281170449
2015-01-29,0.026351226061285704
2015-01-30,-0.015608880372651734
2015-02-02,0.004001076240309542
2015-02-03,0.010775024340493156
2015-02-04,0.005037811755928434
2015-02-05,-0.0030510200741323823
2015-02-06,-0.011222059709705912
2015-02-09,-0.005969423543847885
2015-02-10,0.028617890579803573
2015-02-11,0.01982089262341047
2015-02-12,0.0036047753722814324
2015-02-13,-0.0066900359120666275
2015-02-17,0.005033018733455075
2015-02-18,0.0005650562708090501
2015-02-19,0.005710596822862346
2015-02-20,0.013599744232876576
2015-02-23,0.019088538290205515
2015-02-24,-0.0004751582878527172
2015-02-25,-0.0021046227159032815
2015-02-26,-0.0017014328022540992
2015-02-27,-0.0018397392451642292
2015-03-02,0.0032770638047803224
2015-03-03,-0.0063975063654585496
2015-03-04,0.003835772521445069
2015-03-05,0.0020472346567512734
2015-03-06,-0.0072832067414472235
2015-03-09,0.010953214101550257
2015-03-10,-0.016831080577355606
2015-03-11,0.0006927944207411052
2015-03-12,0.021332770432271664
2015-03-13,0.017292667634065895
2015-03-16,0.021598416256618735
2015-03-17,0.00032635127245495
2015-03-18,0.02668002040404649
2015-03-19,-0.00044485117401882324
2015-03-20,0.006737800858865661
2015-03-23,-0.005114136700594574
2015-03-24,0.00019046455743243484
2015-03-25,-0.02017804432042891
2015-03-26,-0.01036093014560091
2015-03-27,0.022575382562172175
2015-03-30,0.0037112998438322276
2015-03-31,-0.015556223581038253
2015-04-01,-0.002719937221719926
2015-04-02,-0.000259894760298085
2015-04-06,0.009613815075419252
2015-04-07,-0.0015442434562853435
2015-04-08,-0.003543742251564619
2015-04-09,-0.007437016172358923
2015-04-10,0.0028015684756215187
2015-04-13,-0.002664020368403741
2015-04-14,0.0048207433011675516
2015-04-15,-0.019124657506330744
2015-04-16,0.023991518791218747
2015-04-17,-0.01581305345970474
2015-04-20,0.002557887021781058
2015-04-21,6.536354653174925e-05
2015-04-22,-0.0002618965653299332
2015-04-23,0.008898658198297715
2015-04-24,0.0005185120060640092
2015-04-27,-0.021130507956963807
2015-04-28,0.021189077709641957
2015-04-29,-0.02042534584828337
2015-04-30,-0.0009265745199097397
2015-05-01,0.015238840106144735
2015-05-04,0.0170333325081804
2015-05-05,-0.01052332903965314
2015-05-06,0.036640452181645244
2015-05-07,-0.0253361884782336
2015-05-08,0.01668754507154291
2015-05-11,0.002588786014458
2015-05-12,-0.0021411173596151967
2015-05-13,0.0020194932516965913
2015-05-14,0.007619878636669686
2015-05-15,0.008562455912637379
2015-05-18,0.011650543546571246
2015-05-19,0.007289610728806073
2015-05-20,-0.00529078888211354
2015-05-21,0.0064188321242644175
2015-05-22,-0.002611727545282272
2015-05-26,-0.011267440532239714
2015-05-27,0.006406672822449444
2015-05-28,0.005141100535811294
2015-05-29,0.0221045201289507
2015-06-01,0.0013104990264372063
2015-06-02,-0.023382887614376235
2015-06-03,-0.002315092683947695
2015-06-04,-0.014106268257480958
2015-06-05,0.008486207248365352
2015-06-08,-0.0018804408482443469
2015-06-09,0.004323166881827323
2015-06-10,0.010948066752489494
2015-06-11,-0.002433352596665217
2015-06-12,-0.019881842174721887
2015-06-15,0.0233340651749796
2015-06-16,0.014532450839442879
2015-06-17,-0.010128897900461675
2015-06-18,0.00048425785947214806
2015-06-19,-0.0010893704021344153
2015-06-22,0.03622943187205219
2015-06-23,-0.006081078800582174
2015-06-24,-0.01194113555164067
2015-06-25,0.014109949544240052
2015-06-26,-0.033227798215101245
2015-06-29,-0.009837039378750911
2015-06-30,0.006623286004683537
2015-07-01,0.006580026454392041
2015-07-02,-0.01258941408396963
2015-07-06,-0.009439963078683666
2015-07-07,-0.007858846040640022
2015-07-08,-0.005862973253560111
2015-07-09,-0.005081760122747192
2015-07-10,0.007251651055894648
2015-07-13,-0.020534572649081206
2015-07-14,0.022499071097207723
2015-07-15,-0.0023123026969902316
2015-07-16,-0.012531486277238879
2015-07-17,0.00628132322813113
2015-07-20,-0.012610970740412397
2015-07-21,-0.00517273872960633
2015-07-22,-0.004365052271475656
2015-07-23,0.0007094376753362663
2015-07-24,-0.028026590575090382
2015-07-27,0.004241980509292809
2015-07-28,0.017821842541855037
2015-07-29,0.006939522127058284
2015-07-30,-0.002447414334865061
2015-07-31,-0.0040028574090753555
2015-08-03,-0.009658643707661896
2015-08-04,-0.001832815865610793
2015-08-05,0.01606563955074991
2015-08-06,-0.01619862802596006
2015-08-07,0.0012460235518878537
2015-08-10,-0.0019650477095704
2015-08-11,0.0005903879196593742
2015-08-12,-0.019354124165397057
2015-08-13,0.0014716169517070554
2015-08-14,-0.002605377614390836
2015-08-17,0.017414946155208
2015-08-18,0.009216476820380626
2015-08-19,-0.008806289698311653
2015-08-20,-0.026916536861725238
2015-08-21,-0.00838681969781041
2015-08-24,-0.040512874784255026
2015-08-25,-0.018054825953651377
2015-08-26,0.029100993431156796
2015-08-27,0.0
2015-08-28,-0.011255190289809591
2015-08-31,0.0034862441954008894
2015-09-01,-0.02119850874734286
2015-09-02,0.017456325924063876
2015-09-03,0.017655407072324936
2015-09-04,-0.00629610958445459
2015-09-08,0.03538971530694379
2015-09-09,-0.00566853264712508
2015-09-10,-0.011400739231639978
2015-09-11,0.021883911326487926
2015-09-14,-0.008294052808796804
2015-09-15,0.01624745892794155
2015-09-16,0.019629721314069704
2015-09-17,-0.00582158858400339
2015-09-18,-0.022692418065942244
2015-09-21,0.018452499897714025
2015-09-22,-0.006083834109178343
2015-09-23,0.004170770071772356
2015-09-24,-0.01487144031508325
2015-09-25,-0.03501978036241815
2015-09-28,-0.03946162204473824
2015-09-29,0.010343964910989545
2015-09-30,0.01655526754316461
2015-10-01,-0.00757137989414014
2015-10-02,0.020944527556654213
2015-10-05,0.007049590547046236
2015-10-06,-0.02373133877976752
2015-10-07,-0.00035823301518433937
2015-10-08,-0.01492037687100467
2015-10-09,0.023010289269218553
2015-10-12,0.023987364031747616
2015-10-13,0.01856018971449247
2015-10-14,-0.021702131554118265
2015-10-15,0.01311472282803261
2015-10-16,0.012532236913507022
2015-10-19,0.011968035179258152
2015-10-20,-0.0038299642857352323
2015-10-21,-0.036764577163480694
2015-10-22,-0.023671291055990307
2015-10-23,0.011046238489037963
2015-10-26,0.0056049684977306224
2015-10-27,0.020812532688921248
2015-10-28,-0.01997364476525998
2015-10-29,-0.003243973151351942
2015-10-30,-0.01549443261630934
2015-11-02,0.005102471224948557
2015-11-03,-0.020091586562513974
2015-11-04,-0.012477277087024397
2015-11-05,0.005172182378624823
2015-11-06,-0.01514256894097843
2015-11-09,-0.0015672621153430821
2015-11-10,0.01121316689273244
2015-11-11,-0.007984065473701674
2015-11-12,-0.005663567980986328
2015-11-13,-0.006595432230639964
2015-11-16,0.018936531606480234
2015-11-17,0.00881082122120258
2015-11-18,0.007706456215100799
2015-11-19,-0.06875468630741366
2015-11-20,0.02682622919780453
2015-11-23,-0.0012182515533254445
2015-11-24,0.0038128833553214836
2015-11-25,-0.004786388183894874
2015-11-27,0.0016796931296110262
2015-11-30,-0.006401835034321901
2015-12-01,0.04172448004030982
2015-12-02,-0.016827570093877364
2015-12-03,-0.02625661174241667
2015-12-04,0.025650757167076987
2015-12-07,0.0002261233081808367
2015-12-08,-0.00888679782814017
2015-12-09,0.00653484948972749
2015-12-10,0.017967700047620605
2015-12-11,0.006971369524884308
2015-12-14,-0.0018413310545082329
2015-12-15,-0.0037629428509170504
2015-12-16,0.020441710588504414
2015-12-17,0.008926800312929695
2015-12-18,-0.009063820319669014
2015-12-21,0.012921262656387933
2015-12-22,0.0047308726028416626
2015-12-23,0.0022825738078675606
2015-12-24,0.00035577052449542457
2015-12-28,-0.003770800733661428
2015-12-29,0.012997610326479725
2015-12-30,-0.006274016195322529
2015-12-31,-0.010783672441814107
2016-01-04,-0.0016494632592845004
2016-01-05,0.01458258392590106
2016-01-06,-0.02442674670215106
2016-01-07,-0.01712785543417139
2016-01-08,-0.024366243663204723
2016-01-11,-0.028532780726063245
2016-01-12,0.056403932819676594
2016-01-13,-0.010767065006009546
2016-01-14,0.029521721857146188
2016-01-15,-0.022520093540861263
2016-01-19,0.013778910958748503
2016-01-20,0.0046766289658994875
2016-01-21,0.009382285532245405
2016-01-22,0.01887902940506314
2016-01-25,-0.019307082522838415
2016-01-26,-0.006562165672820641
2016-01-27,-0.04740145058377976
2016-01-28,-0.036653142925611726
2016-01-29,0.032194127437133346
2016-02-01,-0.005900585036559547
2016-02-02,-0.020891268112804284
2016-02-03,-0.0014174407799261157
2016-02-04,-0.0014978442347246546
2016-02-05,-0.025742620747377543
2016-02-08,-0.04992677581385285
2016-02-09,0.022180510703101453
2016-02-10,0.013770825720714086
2016-02-11,-0.012266521662030017
2016-02-12,0.013085262020958721
2016-02-16,0.02698485562809494
2016-02-17,0.02186978290206376
2016-02-18,0.003606096584431784
2016-02-19,-0.0061707041495556725
2016-02-22,0.0388271601742054
2016-02-23,-0.006809007733144523
2016-02-24,-0.003961523571075154
2016-02-25,0.011319067553226203
2016-02-26,0.0020419984340527275
2016-02-29,-0.013660116497557828
2016-03-01,0.008493462363354798
2016-03-02,0.01737434317935138
2016-03-03,-0.008352316163907747
2016-03-04,-0.004662830691814501
2016-03-07,0.0064223031585923795
2016-03-08,-0.0005279643100551956
2016-03-09,0.01554934949190212
2016-03-10,0.02430502260972589
2016-03-11,0.03838596045833209
2016-03-14,0.007477683347971054
2016-03-15,-0.012901346334099228
2016-03-16,0.008432388961291393
2016-03-17,-0.02201954887642854
2016-03-18,0.016601613636380463
2016-03-21,-0.018783624882488636
2016-03-22,0.00621419841258164
2016-03-23,-0.009725426485121091
2016-03-24,0.00336940698906929
2016-03-28,-0.0029292946909407203
2016-03-29,0.005159265824600023
2016-03-30,-0.0022099633683506648
2016-03-31,-0.0070010839493471755
2016-04-01,0.02057683504572161
2016-04-04,0.038138671328424634
2016-04-05,-0.026619464751036048
2016-04-06,0.010673531895155408
2016-04-07,-0.010008557396360307
2016-04-08,0.0022308647951108096
2016-04-11,-0.019757585111896292
2016-04-12,0.013981005095260679
2016-04-13,0.00475983617667497
2016-04-14,-0.0023686136873879438
2016-04-15,-0.0020943377770324956
2016-04-18,-0.0022396104979033327
2016-04-19,0.012693862765742026
2016-04-20,0.007756232488412396
2016-04-21,0.0026799941624828794
2016-04-22,0.011034206821500803
2016-04-25,-0.009693693959190619
2016-04-26,0.006708327172982198
2016-04-27,-0.01570673995438565
2016-04-28,-0.005249885592250814
2016-04-29,-0.02243072590975337
2016-05-02,-0.0020601098635388837
2016-05-03,0.006691064870969932
2016-05-04,-0.01902119614503761
2016-05-05,-0.011965291588929339
2016-05-06,0.0013128532753368116
2016-05-09,0.00867049007877485
2016-05-10,0.012424014302838238
2016-05-11,-0.004208987740633163
2016-05-12,-0.025005857392109143
2016-05-13,-0.004188693013680966
2016-05-16,0.01269290281611557
2016-05-17,-0.007432777891129949
2016-05-18,-0.0009545384971334503
2016-05-19,-0.016828112215390045
2016-05-20,0.014500145612661886
2016-05-23,-0.018787270271058643
2016-05-24,-0.035290600337171796
2016-05-25,0.019302660927009496
2016-05-26,-0.010308556535984614
2016-05-27,0.008409904740100949
