Date,PM
2015-01-05,-0.00752896453796581
2015-01-06,0.008581112659886925
2015-01-07,0.007521377278078001
2015-01-08,0.01505333193341829
2015-01-09,-0.0026525591778703284
2015-01-12,0.003989264631979905
2015-01-13,0.0006024381033575832
2015-01-14,0.0038503573086769993
2015-01-15,-0.007192155472014905
2015-01-16,-0.0014492729865616116
2015-01-20,0.010640873452498978
2015-01-21,0.011605792740208898
2015-01-22,0.007214397383606297
2015-01-23,-0.027477233829100833
2015-01-26,0.002776771446621362
2015-01-27,-0.017459339709467447
2015-01-28,-0.012499912849528894
2015-01-29,0.007942425896632743
2015-01-30,-0.012065998831018332
2015-02-02,0.01732322925097196
2015-02-03,0.0074727010479236355
2015-02-04,-0.0019455467034189544
2015-02-05,0.00596955111480324
2015-02-06,-0.015744110482656115
2015-02-09,-0.005413973090824364
2015-02-10,0.003093080264681136
2015-02-11,0.017266786158727232
2015-02-12,0.014670281766635318
2015-02-13,-0.009798200589997808
2015-02-17,-0.0019309123297462927
2015-02-18,0.0035065347813765246
2015-02-19,-0.004578528965012207
2015-02-20,0.005083874937771959
2015-02-23,-0.0018069083081814208
2015-02-24,0.007480082296894119
2015-02-25,-0.00047881567709873174
2015-02-26,-0.00802704462972681
2015-02-27,0.0019323886499007514
2015-03-02,-0.00012086768503083434
2015-03-03,-0.0030137179972694605
2015-03-04,-0.006408851785823844
2015-03-05,-0.005597948640965189
2015-03-06,-0.02031575150391296
2015-03-09,0.0049969734523922504
2015-03-10,-0.014916383584400061
2015-03-11,-0.018043783873342156
2015-03-12,0.011693370912512435
2015-03-13,-0.01371778112792199
2015-03-16,0.003091035173742318
2015-03-17,0.0
2015-03-18,0.008601933484501112
2015-03-19,0.003818830814808827
2015-03-20,0.0074812080311328355
2015-03-23,0.00516042998755184
2015-03-24,-0.016865133334369564
2015-03-25,-0.01070545093555253
2015-03-26,-0.00469371534720564
2015-03-27,0.005894896383341397
2015-03-30,0.0009115878655143739
2015-03-31,-0.01990651216208217
2015-04-01,0.009823247312403804
2015-04-02,0.01564342635701066
2015-04-06,0.012166836141694004
2015-04-07,-0.005882366387298776
2015-04-08,-0.006431902987755755
2015-04-09,0.008027394787512021
2015-04-10,0.0005132802238623224
2015-04-13,-0.006546538213571873
2015-04-14,0.009303734461466595
2015-04-15,0.00025581869009716485
2015-04-16,0.08741834484658817
2015-04-17,0.0035312774853728524
2015-04-20,-0.003284036716757033
2015-04-21,-0.010943817798809485
2015-04-22,-0.004283183679012592
2015-04-23,-0.0016727078056061329
2015-04-24,-0.009575426050565605
2015-04-27,-0.007975906257951082
2015-04-28,0.009623791105974222
2015-04-29,-0.0018096033530926592
2015-04-30,0.008944579443795897
2015-05-01,-0.000958330446104716
2015-05-04,-0.002158886051544351
2015-05-05,-0.0048069324660283685
2015-05-06,0.012800431224356146
2015-05-07,0.0016690418054363665
2015-05-08,0.014045847817587553
2015-05-11,-0.012442522016990143
2015-05-12,0.0
2015-05-13,0.004754593266275142
2015-05-14,0.026736025701047605
2015-05-15,-0.002534926963989159
2015-05-18,-0.00623764463706733
2015-05-19,-0.0043008137091749
2015-05-20,-0.0029185716207459356
2015-05-21,-0.003160993770398135
2015-05-22,-0.011628013347516064
2015-05-26,-0.005110179254943614
2015-05-27,0.005972557985642668
2015-05-28,0.00047482232632156673
2015-05-29,-0.014123124124005293
2015-06-01,0.0014447253269671556
2015-06-02,-0.002884821771778734
2015-06-03,-0.006389412938245687
2015-06-04,-0.007158210827608147
2015-06-05,-0.026029701822462226
2015-06-08,0.0056459772192036795
2015-06-09,0.007486236509413491
2015-06-10,0.01907087974861721
2015-06-11,-0.0004861914491127717
2015-06-12,-0.0047413335763274445
2015-06-15,-0.0072078811282957345
2015-06-16,0.006767682567926814
2015-06-17,0.00012273374634186318
2015-06-18,0.01564191233938317
2015-06-19,-0.005414477366742609
2015-06-22,0.0056856907695685965
2015-06-23,-0.009375066476284943
2015-06-24,-0.0067601934124026375
2015-06-25,0.006063635824381075
2015-06-26,0.0006148191667489922
2015-06-29,-0.015119600145574119
2015-06-30,0.0006237954014061131
2015-07-01,0.014095249813800281
2015-07-02,-0.0015993832103087247
2015-07-06,0.0003697155560189458
2015-07-07,0.015271190375785837
2015-07-08,-0.010552904760979365
2015-07-09,-0.004045920521341895
2015-07-10,0.011324755220215366
2015-07-13,0.002677117710039978
2015-07-14,0.0036419329439663084
2015-07-15,-0.0001211403302401326
2015-07-16,0.03169263920771348
2015-07-17,0.006331263634143047
2015-07-20,-0.0025634558948022246
2015-07-21,-0.0008174131169792487
2015-07-22,-0.00023395886792221265
2015-07-23,-0.0010521393844992177
2015-07-24,-0.009130384899740718
2015-07-27,0.010395790808580996
2015-07-28,0.0008182511901366762
2015-07-29,-0.0017521723842895964
2015-07-30,-0.0007024682121508086
2015-07-31,0.0016398507743919932
2015-08-03,0.0015198411165029402
2015-08-04,0.0019846497057189882
2015-08-05,0.0006989172404388011
2015-08-06,-0.0015133242368408073
2015-08-07,-0.007812845317326955
2015-08-10,0.009167019189209702
2015-08-11,-0.004658110222501954
2015-08-12,0.001988839885954885
2015-08-13,-0.011443234151076176
2015-08-14,-0.004724686333365313
2015-08-17,0.0004745767583742566
2015-08-18,-0.0033213593212192416
2015-08-19,-0.003332877919589916
2015-08-20,-0.00788117819158829
2015-08-21,-0.025276747935137567
2015-08-24,-0.03260069622528139
2015-08-25,-0.012126723951298213
2015-08-26,0.03049516118319051
2015-08-27,0.01291514812061978
2015-08-28,-0.005323042923831345
2015-08-31,-0.006845090749927674
2015-09-01,-0.02531341123368236
2015-09-02,0.011828044357882872
2015-09-03,0.00952977061551219
2015-09-04,-0.027186513874720708
2015-09-08,0.031957556398459985
2015-09-09,-0.01868121483764773
2015-09-10,0.007665860353214704
2015-09-11,0.007607382058708145
2015-09-14,-0.0015098623599821837
2015-09-15,0.018399465852728003
2015-09-16,0.015963591179712022
2015-09-17,-0.00024383854415943595
2015-09-18,-0.010477702004266898
2015-09-21,0.011081219539867293
2015-09-22,-0.016439273826785783
2015-09-23,-0.004209452800809643
2015-09-24,-0.0002489014693656255
2015-09-25,0.002362956374138525
2015-09-28,-0.00841929151650156
2015-09-29,-0.003421801624840848
2015-09-30,0.008774365229874181
2015-10-01,0.001638767865737245
2015-10-02,0.006166438670456298
2015-10-05,0.02201404116105765
2015-10-06,-0.0026923969794425684
2015-10-07,0.014479934004269612
2015-10-08,0.01790273951190846
2015-10-09,-0.0009509476063390698
2015-10-12,0.007018228980516739
2015-10-13,-0.0029529818643735384
2015-10-14,0.0008293132922962965
2015-10-15,0.01882059695725191
2015-10-16,0.019868106450796397
2015-10-19,0.007290923091264556
2015-10-20,0.0033926782635116393
2015-10-21,0.002930365289111503
2015-10-22,0.006406299471824584
2015-10-23,0.0008931171771404678
