Date,FTV
2016-07-06,-0.01748976023611115
2016-07-07,-0.00020931659091416588
2016-07-08,0.0515289722552168
2016-07-11,0.018326905773889735
2016-07-12,-0.010759277321593763
2016-07-13,0.0009885955477815234
2016-07-14,0.018767570204287765
2016-07-15,-0.006593267924502433
2016-07-18,0.0011713887421871405
2016-07-19,0.005069196900494788
2016-07-20,-0.023472493533227223
2016-07-21,-0.001986413022694311
2016-07-22,-0.016719771380141024
2016-07-25,-0.008502197532334388
2016-07-26,0.006125286542907116
2016-07-27,-0.007305159509858217
2016-07-28,-0.005519349463170564
2016-07-29,-0.009044027887498696
2016-08-01,-0.008504545282260412
2016-08-02,-0.006276296487912281
2016-08-03,0.037473856341380785
2016-08-04,0.015219157026731489
2016-08-05,0.010993312280265233
2016-08-08,-0.010478376026422098
2016-08-09,0.008191828286506553
2016-08-10,-0.0001982626810406174
2016-08-11,0.04162521560650467
2016-08-12,0.003044838764076463
2016-08-15,0.018022937369490233
2016-08-16,-0.002049657104423286
2016-08-17,-0.00261409804836088
2016-08-18,-0.0046810266208719975
2016-08-19,-0.023325650075888604
2016-08-22,-0.012711719914359265
2016-08-23,0.012485113022817407
2016-08-24,-0.008875127605840749
2016-08-25,0.004866122726493893
2016-08-26,0.004843718298824351
2016-08-29,0.010410280409379968
2016-08-30,0.003816480134308353
2016-08-31,0.00113984216537788
2016-09-01,-0.0007588700340223076
2016-09-02,0.014250248532742038
2016-09-06,-0.01217685191898532
2016-09-07,0.003982192531552631
2016-09-08,-0.011522347740638761
2016-09-09,-0.034014716980973025
2016-09-12,0.013056393216576145
2016-09-13,-0.02284716247721086
2016-09-14,-0.0003995661709039755
2016-09-15,0.009395952687173637
2016-09-16,-0.004555056748446584
2016-09-19,0.010346129742310639
2016-09-20,-0.010437365504105789
2016-09-21,0.01452748329465492
2016-09-22,0.012946514763432226
2016-09-23,-0.01471752417730754
2016-09-26,0.006682278906305683
2016-09-27,0.007614501962604159
2016-09-28,0.0021313718182471852
2016-09-29,-0.01972161215375423
2016-09-30,0.003944330429846321
2016-10-03,0.009627070074244237
2016-10-04,-0.011286454812998503
2016-10-05,0.002558565932726964
2016-10-06,-0.00471113290604297
2016-10-07,-0.015187515299968868
2016-10-10,0.0004006358160466572
2016-10-11,-0.014614669437457373
2016-10-12,-0.004672907968103046
2016-10-13,-0.0034700704095099733
2016-10-14,0.01310912512913065
