Date,GDDY
2015-04-01,0.30749998092651376
2015-04-02,0.013384336006709185
2015-04-06,-0.026415123129790663
2015-04-07,-0.021705406298538565
2015-04-08,-0.0035657746990503947
2015-04-09,0.04652087849066611
2015-04-10,-0.03913369267627398
2015-04-13,0.0031633025231303513
2015-04-14,0.016949088829440573
2015-04-15,-0.02635652782696063
2015-04-16,-0.013535037469300737
2015-04-17,0.015334913246043191
2015-04-20,-0.0007949307585440879
2015-04-21,-0.014319757825895674
2015-04-22,-0.0004035604763814593
2015-04-23,0.011303947279868387
2015-04-24,0.023153690274288152
2015-04-27,0.020678919391336148
2015-04-28,-0.038608571665635916
2015-04-29,-0.01073560484528746
2015-04-30,0.007636677671486014
2015-05-01,0.035500574410943564
2015-05-04,0.0007704336852474292
2015-05-05,-0.02155502216356775
2015-05-06,-0.03461837758164554
2015-05-07,0.011002385507011159
2015-05-08,0.00282143072676444
2015-05-11,0.03215438791777392
2015-05-12,0.042445488303526346
2015-05-13,-0.010085933998756014
2015-05-14,-0.01018869651938381
2015-05-15,0.010674826211668043
2015-05-18,-0.010562077866014374
2015-05-19,-0.011056005079670195
2015-05-20,0.01696216721858934
2015-05-21,-0.029567809102015508
2015-05-22,0.019531249708961695
2015-05-26,0.012260524526712668
2015-05-27,0.021196043312840862
2015-05-28,-0.011860626399317398
2015-05-29,0.01012754911136593
2015-06-01,0.005941323639025775
2015-06-02,0.019933518092916103
2015-06-03,0.04632648300847775
2015-06-04,0.0003459089911663771
2015-06-05,-0.00795295787100847
2015-06-08,0.014290688036948662
2015-06-09,0.01374569117823743
2015-06-10,0.0223728761834614
2015-06-11,-0.015583531688738383
2015-06-12,-0.013809358034257868
2015-06-15,0.004439861943920542
2015-06-16,0.03570211637226306
2015-06-17,0.0026264554648482985
2015-06-18,0.026522575037990936
2015-06-19,0.01435403030670468
2015-06-22,-0.013836435134130354
2015-06-23,0.014668337867340897
2015-06-24,-0.011313658510503366
2015-06-25,-0.014303841979859455
2015-06-26,-0.04740404071282067
2015-06-29,-0.046039288023064895
2015-06-30,0.00035486972226883573
2015-07-01,0.0035473706837612085
2015-07-02,-0.040650459125567306
2015-07-06,0.00479001735588902
2015-07-07,-0.016134966141239993
2015-07-08,-0.027953783158132905
2015-07-09,0.02032211227745262
2015-07-10,0.01390450670417609
2015-07-13,-0.01223127981115979
2015-07-14,0.011257078750597227
2015-07-15,-0.01929500716299626
2015-07-16,0.009837314637901162
