Date,JCI
2015-01-05,-0.015134238299844283
2015-01-06,-0.01094267003172289
2015-01-07,0.016007437735860996
2015-01-08,0.01923070391234938
2015-01-09,-0.0061373423606827515
2015-01-12,-0.010293566788701747
2015-01-13,0.0020802462634064156
2015-01-14,-0.011531496808860897
2015-01-15,-0.0048995051144363755
2015-01-16,-0.0035168423962599338
2015-01-20,-0.008705736032873834
2015-01-21,0.004290839855972006
2015-01-22,0.010681144288995581
2015-01-23,-0.004462241253151977
2015-01-26,-0.004482365080165418
2015-01-27,-0.014217906727878371
2015-01-28,-0.008894115438533023
2015-01-29,0.011641466354398444
2015-01-30,-0.021576972747017753
2015-02-02,0.015437072453004408
2015-02-03,0.009893977641180607
2015-02-04,-0.010513624904487262
2015-02-05,0.01521359032813141
2015-02-06,-0.011179759062678762
2015-02-09,0.004570532303262764
2015-02-10,0.004789112038731336
2015-02-11,-0.0004768397871739438
2015-02-12,0.02336691159351778
2015-02-13,0.0062909227146181745
2015-02-17,-0.0016206853868482307
2015-02-18,-0.008117004506948411
2015-02-19,-0.0007014089489031372
2015-02-20,-0.0009358480292577243
2015-02-23,-0.004917911298736866
2015-02-24,0.002823817088353886
2015-02-25,0.0068063798310347146
2015-02-26,-0.004895225989593133
2015-02-27,-0.011009473667049852
2015-03-02,0.024632343839317894
2015-03-03,-0.0032358857951156894
2015-03-04,-0.007421228447943684
2015-03-05,-0.0030373487994332926
2015-03-06,-0.013358123337397054
2015-03-09,0.00997606022920916
2015-03-10,-0.020696162137816665
2015-03-11,-0.001921015153346639
2015-03-12,0.019730122535475125
2015-03-13,-0.007079005927874027
2015-03-16,0.005703654754391829
2015-03-17,-0.0009451973981879913
2015-03-18,0.015137158011237162
2015-03-19,-0.006057835604596606
2015-03-20,0.011252154516757429
2015-03-23,0.007417605689884255
2015-03-24,-0.003221413055434552
2015-03-25,-0.004386077072424999
2015-03-26,-0.010201545183568306
2015-03-27,0.002342207364361526
2015-03-30,0.015658129687897926
2015-03-31,-0.00920415725480983
2015-04-01,0.0004644769842665486
2015-04-02,0.005803418084071588
2015-04-06,-0.0032310781216950968
2015-04-07,-0.009029886358293826
2015-04-08,0.004906420935751665
2015-04-09,0.010462910916200885
2015-04-10,-0.00023049078162828973
2015-04-13,-0.006904319474002274
2015-04-14,0.0016225504306011107
2015-04-15,0.003470408529739899
2015-04-16,-0.0013835308621140685
2015-04-17,-0.020318474818314947
2015-04-20,0.007306072964280208
2015-04-21,-0.0039773388775544705
2015-04-22,0.005546644107644383
2015-04-23,-0.00023468141997240455
2015-04-24,-0.059873158233541335
2015-04-27,-0.0007495114958893101
2015-04-28,-0.000999557956402275
2015-04-29,0.0010005580721841323
2015-04-30,-0.0157457770832099
2015-05-01,0.006348545328957567
2015-05-04,0.006055768234446646
2015-05-05,-0.009279920800793762
2015-05-06,0.0022783541578830224
2015-05-07,-0.0002524585220738951
2015-05-08,0.004800151526471952
2015-05-11,-0.00653727951724381
2015-05-12,-0.011642578633315193
2015-05-13,0.0058896300037458715
2015-05-14,0.008401371829368287
2015-05-15,-0.003534467938800079
2015-05-18,0.0070945352007520945
2015-05-19,0.011068610952659208
2015-05-20,0.015924197522863892
2015-05-21,0.0014696379545755534
2015-05-22,0.0009779190757532863
2015-05-26,-0.012460073778979175
2015-05-27,0.008659162179242008
2015-05-28,-0.0004903669022255919
2015-05-29,-0.009570569815093077
2015-06-01,-0.0022303204158226064
2015-06-02,0.002235305864126902
2015-06-03,0.004707318730147403
2015-06-04,-0.010604023505387139
2015-06-05,0.002492527428631819
2015-06-08,-0.0034811202404110286
2015-06-09,0.0037423292831668675
2015-06-10,0.005966098739752956
2015-06-11,0.003212198483022455
2015-06-12,-0.007881662232201436
2015-06-15,-0.015889132271447504
2015-06-16,0.0070639159897558645
2015-06-17,0.008767292807799532
2015-06-18,0.004470225231173464
2015-06-19,-0.007664245606776032
2015-06-22,-0.00348767159017227
2015-06-23,-0.004249685116037183
2015-06-24,-0.003264138129202565
2015-06-25,-0.012342791906362116
2015-06-26,0.0045910735256495805
2015-06-29,-0.026910634077530693
2015-06-30,0.003913595541798376
2015-07-01,0.009355393450590999
2015-07-02,-0.011070817271973676
2015-07-06,-0.005207392409023126
2015-07-07,0.012562592834000963
2015-07-08,-0.023778865886863843
2015-07-09,0.005295081023709347
2015-07-10,-0.006584227640365703
2015-07-13,0.010869657908643138
2015-07-14,-0.0005243864175481505
2015-07-15,0.001574393031666954
2015-07-16,0.009955414065548673
2015-07-17,-0.0038911930190408395
2015-07-20,-0.002343552407160443
2015-07-21,-0.006003869322738553
2015-07-22,-0.01808572700678379
2015-07-23,-0.003226584576039082
2015-07-24,-0.016994942302943405
2015-07-27,-0.004116294797992359
2015-07-28,0.0041333087151549375
2015-07-29,0.009604758665339608
2015-07-30,0.0038053820116277226
2015-07-31,0.028702962369896
2015-08-03,0.0050013647432785024
2015-08-04,0.0023574094999041506
2015-08-05,0.00026083894001094343
2015-08-06,0.0013064158071527388
2015-08-07,-0.00913136369021339
2015-08-10,0.014481162770049405
2015-08-11,-0.017907851604893166
2015-08-12,0.0015857503520158023
2015-08-13,-0.011345655059736504
2015-08-14,0.0037363220604678116
2015-08-17,0.009571931316928683
2015-08-18,0.002633551116420607
2015-08-19,-0.017336243547102947
2015-08-20,-0.017642780810623204
2015-08-21,-0.022312628986198346
2015-08-24,-0.036738088214554154
2015-08-25,0.004045073247344266
2015-08-26,0.022158196784299422
2015-08-27,0.025337826672317876
2015-08-28,-0.001097983886507281
2015-08-31,-0.002474118947066173
2015-09-01,-0.023697935236796308
2015-09-02,0.016087486284026342
2015-09-03,0.004722756552675067
2015-09-04,-0.02101187554555517
2015-09-08,0.027393596170094625
2015-09-09,-0.014293593509902225
2015-09-10,-0.003625413596024085
2015-09-11,0.006436898772489874
2015-09-14,0.0022249199645849593
2015-09-15,0.01609310603289238
2015-09-16,0.007373433319796563
2015-09-17,-0.012469819294138262
