Date,LOW
2015-01-05,-0.023929065682758432
2015-01-06,0.0022701827997193558
2015-01-07,0.029744943252663747
2015-01-08,0.021114061086005886
2015-01-09,-0.01881089020808413
2015-01-12,-0.007024857354391956
2015-01-13,0.00014749747766340526
2015-01-14,-0.0069260360442683355
2015-01-15,-0.0154322807466033
2015-01-16,0.028281514542650044
2015-01-20,-0.02162071646448871
2015-01-21,0.01202633046648871
2015-01-22,0.033125848045470585
2015-01-23,0.002300000272055902
2015-01-26,0.010472294282161121
2015-01-27,-0.008376115749694657
2015-01-28,-0.009019101072298308
2015-01-29,0.010257001751792227
2015-01-30,-0.03103089606922671
2015-02-02,0.009592533729630981
2015-02-03,0.0178335508271783
2015-02-04,0.014936012378774288
2015-02-05,0.011320167231835931
2015-02-06,0.006016868929374475
2015-02-09,-0.01321294972155973
2015-02-10,0.011416705591146714
2015-02-11,-0.00459859781514349
2015-02-12,0.010639690395275903
2015-02-13,-0.0019394624087396561
2015-02-17,0.005829181276290063
2015-02-18,0.0006899890830800448
2015-02-19,-0.003171379475934266
2015-02-20,0.017568016949789822
2015-02-23,0.002311200561378568
2015-02-24,0.012477956236580878
2015-02-25,-0.002947663395634015
2015-02-26,-0.004433636634878169
2015-02-27,-0.0001348377111369814
2015-03-02,0.013497237540841311
2015-03-03,-0.0010650942196605007
2015-03-04,-0.013198362866505775
2015-03-05,0.007295275251073763
2015-03-06,-0.014082614406270899
2015-03-09,0.010202780537854839
2015-03-10,-0.01615976268993824
2015-03-11,0.00013745193051417637
2015-03-12,0.025591345760623385
2015-03-13,-0.01040801110604972
2015-03-16,0.01726019002139978
2015-03-17,-0.011533025487455939
2015-03-18,-0.0006702487117825617
2015-03-19,0.0005368682454478524
2015-03-20,0.008986124057781542
2015-03-23,0.0018612126714596666
2015-03-24,0.0031839005996985303
2015-03-25,-0.0178546294457278
2015-03-26,-0.01885250751102352
2015-03-27,0.01111672027393551
2015-03-30,0.015339061478214289
2015-03-31,-0.005481419792797704
2015-04-01,0.0
2015-04-02,0.0060491895867682555
2015-04-06,0.0029396254180569237
2015-04-07,-0.01265662848277549
2015-04-08,0.009445084914784463
2015-04-09,-0.007485479036790754
2015-04-10,0.008754389066113033
2015-04-13,-0.014552771549823595
2015-04-14,0.002303184949140391
2015-04-15,-0.007704764359036442
2015-04-16,0.009127210819050102
2015-04-17,-0.020653916617077828
2015-04-20,0.004286637830819284
2015-04-21,0.008398411261001826
2015-04-22,-0.00232034752764676
2015-04-23,0.004105513394103699
2015-04-24,-0.002862234351088455
2015-04-27,-0.018042857106925214
2015-04-28,-0.0013920210643563191
2015-04-29,-0.018120729838682514
2015-04-30,-0.02243057537956128
2015-05-01,0.026720611529511995
2015-05-04,0.007779568039059992
2015-05-05,-0.01150924790092489
2015-05-06,0.004828069427371906
2015-05-07,0.021477935366695178
2015-05-08,0.013418130958952279
2015-05-11,-0.0005457520571354735
2015-05-12,0.006145152308762558
2015-05-13,-0.0076008824816893306
2015-05-14,-0.011626136327169134
2015-05-15,0.011485827262167625
2015-05-18,-0.0004102503937283286
2015-05-19,-0.01683567003791875
2015-05-20,-0.04635945496746596
2015-05-21,0.003211863013522054
2015-05-22,0.011932906130210696
2015-05-26,0.0005748803104486111
2015-05-27,0.01638419610601871
2015-05-28,-0.0038181999258555255
2015-05-29,-0.006671218930294653
2015-06-01,0.002285984000609975
2015-06-02,0.00014285148351733667
2015-06-03,0.007127454507514175
2015-06-04,-0.007218833678757086
2015-06-05,-0.004989766901534298
2015-06-08,-0.01590491879418554
2015-06-09,-0.002183835065694195
2015-06-10,0.009338617210138178
2015-06-11,-0.0018791211773112604
2015-06-12,-0.0001449941889047901
2015-06-15,0.0011587888617119457
2015-06-16,0.004196579711649884
2015-06-17,0.0038904253642211284
2015-06-18,0.00688952331297199
2015-06-19,-0.0022807067475946186
2015-06-22,0.004286577024693816
2015-06-23,0.004409845528764
2015-06-24,-0.007365345246852395
2015-06-25,-0.005993081331055361
2015-06-26,-0.015073235386768302
2015-06-29,-0.01574135543673083
2015-06-30,-0.008292311737785107
2015-07-01,0.004031726525129509
2015-07-02,-0.008031347624800844
2015-07-06,-0.006746540188493744
2015-07-07,0.016905744606181328
2015-07-08,-0.012468587144290888
2015-07-09,0.007365152788509022
2015-07-10,0.012384475989127175
2015-07-13,0.006632190692924533
2015-07-14,0.001317537255401735
2015-07-15,-0.0017543824245603856
2015-07-16,-0.0005861138984127878
2015-07-17,-0.010259367595323421
2015-07-20,-0.008178409538355469
2015-07-21,-0.004647643240459409
2015-07-22,0.01581564031044036
2015-07-23,0.0038552425442917038
2015-07-24,-0.0076808734584489224
2015-07-27,-0.0020838814450263587
2015-07-28,0.011336649577023072
2015-07-29,0.013864219959325075
2015-07-30,0.0017458097068085987
2015-07-31,0.007261075237111392
2015-08-03,-0.006487918327764963
2015-08-04,0.00653028629188368
2015-08-05,0.008361849169670421
2015-08-06,-0.009007541383283413
2015-08-07,0.003174054031759077
2015-08-10,0.0005754784381064582
2015-08-11,-0.0021563090626683934
2015-08-12,-0.006482246399144298
2015-08-13,0.03247822723280924
2015-08-14,0.012638472132448175
2015-08-17,0.005131035071634482
2015-08-18,0.00745016295572265
2015-08-19,0.01848848684932869
2015-08-20,-0.01600137937721413
2015-08-21,-0.028286448637681927
2015-08-24,-0.03937541336974826
2015-08-25,-0.019323986093152223
2015-08-26,0.026272581028684128
2015-08-27,0.004509325781495432
2015-08-28,-0.008832952509786773
2015-08-31,0.010518769011612639
2015-09-01,-0.02052938199910459
2015-09-02,0.019040667009277534
2015-09-03,0.0008690787334104666
2015-09-04,-0.01881313615165292
2015-09-08,0.022271228985011327
2015-09-09,-0.017313664950372898
2015-09-10,-0.0026427694124832035
2015-09-11,0.01030490926098393
2015-09-14,-0.006993964415578424
2015-09-15,0.018928703595087804
2015-09-16,0.009072464324599405
2015-09-17,0.005851397797958402
2015-09-18,-0.03249142973848085
2015-09-21,0.02067742532556638
2015-09-22,-0.01336217090632652
2015-09-23,0.0008739616534980676
2015-09-24,-0.003637705005013925
2015-09-25,0.003066817717351622
2015-09-28,-0.022419656300988522
2015-09-29,-0.005658903574725538
2015-09-30,0.032200170599475
2015-10-01,0.012623016714738533
2015-10-02,0.006305039613850649
2015-10-05,0.021927840114141617
2015-10-06,-0.008081254782685732
2015-10-07,0.008427994494469626
2015-10-08,0.019222540752224182
2015-10-09,0.0021867741549916886
2015-10-12,0.006545820399181723
2015-10-13,-0.011380612161548509
2015-10-14,-0.012744872696616283
2015-10-15,0.008467188080193422
2015-10-16,0.0017897001153490688
2015-10-19,0.01282730546264732
2015-10-20,-0.008034493705579848
2015-10-21,-0.001647468856291301
2015-10-22,0.00962612506293703
2015-10-23,0.0017702700426363016
2015-10-26,0.008294025081623246
2015-10-27,-0.008225800089365687
2015-10-28,0.006390190477153723
2015-10-29,-0.0020263378293461365
2015-10-30,-0.0005413756687500104
2015-11-02,-0.0008129051583656288
2015-11-03,0.002440019034152918
2015-11-04,-0.011494149309401847
2015-11-05,0.006566375020617743
2015-11-06,-0.005980029643372187
2015-11-09,-0.015313122617980679
2015-11-10,0.01832824245410536
2015-11-11,-0.016634801674257793
2015-11-12,0.00818087515488286
2015-11-13,-0.036033393671747294
2015-11-16,0.02211421955725079
2015-11-17,0.01688977614138043
2015-11-18,0.008648105908194204
2015-11-19,-0.0012247623343100145
2015-11-20,0.032429154170576124
2015-11-23,0.011878309217419503
2015-11-24,0.00939090654438468
2015-11-25,0.002842459391962926
2015-11-27,-0.0034785263505016095
2015-11-30,-0.009568123861738442
2015-12-01,0.006919020401023657
2015-12-02,-0.010761273969166152
2015-12-03,-0.015464975337946218
2015-12-04,0.02183160772192938
2015-12-07,-0.004038810440359475
2015-12-08,0.0094181712945276
2015-12-09,-0.013606318382575089
2015-12-10,0.0006568516231177934
2015-12-11,-0.015228942510006616
2015-12-14,0.008532068234399892
2015-12-15,-0.009914289311443558
2015-12-16,0.016422261588519893
2015-12-17,-0.016156928285744443
2015-12-18,-0.013484392191824734
2015-12-21,0.013533630722148304
2015-12-22,0.0036053522576748875
2015-12-23,0.01330500896491027
2015-12-24,0.001575591667808185
2015-12-28,0.002097025431855304
2015-12-29,0.009027098370064213
2015-12-30,-0.0035004094461353885
2015-12-31,-0.010668981552953039
2016-01-04,-0.00999487697661916
2016-01-05,0.002125549263402249
2016-01-06,-0.019883351825343176
2016-01-07,-0.025290645283139956
2016-01-08,-0.016511838432879622
2016-01-11,0.025394995817174415
2016-01-12,0.008117778299921996
2016-01-13,-0.04599426174962329
2016-01-14,0.00014317773750049945
2016-01-15,-0.00919156958564693
2016-01-19,0.006812550467729217
2016-01-20,-0.020011495007302038
2016-01-21,0.01836365563132536
2016-01-22,0.01702206205387058
2016-01-25,-0.008510841595575358
