Date,IEX
2015-01-05,-0.02555240486096222
2015-01-06,-0.0208191571494456
2015-01-07,0.0067282729187516654
2015-01-08,0.016174071673465962
2015-01-09,-0.012364660865967325
2015-01-12,-0.016915332860618637
2015-01-13,-0.006391812544247255
2015-01-14,-0.006980835476805836
2015-01-15,-0.015161887256917805
2015-01-16,0.00993706796902849
2015-01-20,-0.00027703608345008846
2015-01-21,0.009980425761205947
2015-01-22,0.01029375288969181
2015-01-23,-0.0065212790066233595
2015-01-26,0.009709088402791943
2015-01-27,-0.017876548589263797
2015-01-28,-0.0052396664244210855
2015-01-29,0.004296673276249496
2015-01-30,-0.0013801794667742673
2015-02-02,0.016033574671881157
2015-02-03,0.016596044147806133
2015-02-04,-0.010035819146536507
2015-02-05,0.01216518759327423
2015-02-06,-0.0004002549582049486
2015-02-09,0.005477558817410744
2015-02-10,0.0031886591170291467
2015-02-11,-0.0023842403208632623
2015-02-12,0.013940785614076967
2015-02-13,0.010082354088694512
2015-02-17,-0.006481898004915054
2015-02-18,0.012004093616552414
2015-02-19,-0.0009020333400631131
2015-02-20,0.01213011252199725
2015-02-23,-0.009179900022038723
2015-02-24,0.0056624335019308525
2015-02-25,0.0033265995842506335
2015-02-26,-0.0051013058004801826
2015-02-27,-0.009614412574353803
2015-03-02,0.012037560838212391
2015-03-03,-0.006522884046189614
2015-03-04,-0.014289018486076444
2015-03-05,-0.0003919916326400319
2015-03-06,-0.015416578187420371
2015-03-09,0.004909365383660491
2015-03-10,-0.015449516033692934
2015-03-11,0.007644988121398688
2015-03-12,0.012245238525260271
2015-03-13,-0.017488467080177483
2015-03-16,0.007093762871157372
2015-03-17,-0.001728039187323116
2015-03-18,0.02529297047762613
2015-03-19,-0.008179983242726507
2015-03-20,-0.0005231623821182474
2015-03-23,-0.007728213498768621
2015-03-24,-0.004091543289875932
2015-03-25,-0.011398262936432868
2015-03-26,-0.0002680694265823069
2015-03-27,0.006034644982433557
2015-03-30,0.016662092370481885
2015-03-31,-0.00576876893228373
2015-04-01,-0.007648387256331324
2015-04-02,0.006511197747379516
2015-04-06,0.018880384942419948
2015-04-07,-0.00958934295893088
2015-04-08,-0.0011770997474783718
2015-04-09,-0.005239972124030934
2015-04-10,0.0021067763386186655
2015-04-13,-0.0002629800894545786
2015-04-14,0.005520587023914114
2015-04-15,0.01137279108590783
2015-04-16,-0.007625539574076745
2015-04-17,-0.013602357587117031
2015-04-20,0.015513126491646823
2015-04-21,-0.008747739373478058
2015-04-22,0.001844186271873216
2015-04-23,0.0040758175788320194
2015-04-24,-0.006285568228638128
2015-04-27,0.002108442166640634
2015-04-28,-0.0005258297703681913
2015-04-29,-0.0014471649072704817
2015-04-30,-0.011726015794136346
2015-05-01,0.0025331627379467925
2015-05-04,0.004388257642198967
2015-05-05,-0.0038398656928847474
2015-05-06,0.0106328222166574
2015-05-07,-0.0035503041236747412
2015-05-08,0.009501975901255344
2015-05-11,0.0010460652296226947
2015-05-12,-0.000261186176394701
2015-05-13,0.01214872825856017
2015-05-14,0.0148423251575176
2015-05-15,-0.006103913015170215
2015-05-18,0.003198652579716521
2015-05-19,-0.0026784966658440768
2015-05-20,0.005626932577359689
2015-05-21,0.007122394501130058
2015-05-22,-0.003283742413072943
2015-05-26,-0.017863343727262837
2015-05-27,0.00928769654815187
2015-05-28,-0.0056238935241541554
2015-05-29,-0.006940985341710615
2015-06-01,-0.0003878860548088836
2015-06-02,0.001553837311891959
2015-06-03,0.01060098393970077
2015-06-04,-0.008571370335524908
2015-06-05,0.00993584648543111
2015-06-08,-0.004854864102404655
2015-06-09,-0.0014124585867164585
2015-06-10,0.013371404405478904
2015-06-11,0.014843718932675776
2015-06-12,-0.0030003377488857508
2015-06-15,-0.010909596283036116
2015-06-16,0.003043001477404772
2015-06-17,0.002780561249047242
2015-06-18,0.007814638169698851
2015-06-19,-0.0042521364124473715
2015-06-22,0.003391215753909549
2015-06-23,0.0013766624545068495
2015-06-24,-0.007125251960423795
2015-06-25,-0.004532292474265787
2015-06-26,0.006323865465105438
2015-06-29,-0.018348714200366323
2015-06-30,0.006016918263319848
2015-07-01,0.005981042286448801
2015-07-02,0.0008858582201707321
2015-07-06,-0.009858513581591288
2015-07-07,0.0057446354025312285
2015-07-08,-0.017134695659140498
2015-07-09,0.003099135806008624
2015-07-10,-0.006179233757529157
2015-07-13,0.013212472660806496
2015-07-14,0.006033836590864539
2015-07-15,-0.009697827335279907
2015-07-16,-0.0023192964819291895
2015-07-17,-0.005294743443302163
2015-07-20,0.002466530046262738
2015-07-21,-0.01282215994109892
2015-07-22,-0.004591903715182699
2015-07-23,0.005667614107148777
2015-07-24,-0.024246543631380124
2015-07-27,-0.011417025889679633
2015-07-28,0.016847594560664758
2015-07-29,0.020844851757018334
2015-07-30,-0.0015708748164513509
2015-07-31,-0.003277189160654226
2015-08-03,-0.01499416708493273
2015-08-04,-0.002403533039577188
2015-08-05,0.01057414540900714
2015-08-06,-0.010066590729668201
2015-08-07,-0.00709049620363722
2015-08-10,0.022772700988228145
2015-08-11,-0.014229069837049746
2015-08-12,0.0006681117504689915
2015-08-13,-0.0006676656751860577
2015-08-14,0.004811331731564783
2015-08-17,0.006384891339550336
2015-08-18,-0.0030402246428956614
2015-08-19,-0.0095449632222393
2015-08-20,-0.028778010030048318
2015-08-21,-0.023704626425739783
2015-08-24,-0.018633645668925558
2015-08-25,-0.00028736927831585213
2015-08-26,0.0051800600966569466
2015-08-27,0.02075563991245133
2015-08-28,0.004487355449706687
2015-08-31,0.0027919471016570885
2015-09-01,-0.04134758890533763
2015-09-02,0.014086859649634187
2015-09-03,0.007159723758425551
2015-09-04,-0.014644852103440575
2015-09-08,0.024386560427937853
2015-09-09,-0.004648965059750765
2015-09-10,-0.004811247768829352
2015-09-11,0.0039817147662601915
2015-09-14,-0.006374082110253032
2015-09-15,0.017961698174894014
2015-09-16,0.020025550271269843
2015-09-17,-0.012218631144760073
2015-09-18,-0.00959012307828766
2015-09-21,0.004209421711314665
2015-09-22,-0.017327702938084832
2015-09-23,-0.019056150735728195
2015-09-24,0.003189768104342683
2015-09-25,0.004913067296723472
2015-09-28,-0.00603956512737025
2015-09-29,0.0169268897709558
2015-09-30,0.01436933380892702
2015-10-01,-0.014305939301897164
2015-10-02,0.027034963198970363
2015-10-05,0.03574364885975245
2015-10-06,0.00013361364362318717
2015-10-07,0.021934527392124314
2015-10-08,0.03664433088429542
2015-10-09,-0.018179799988702894
2015-10-12,-0.018259094370504658
2015-10-13,-0.004190798119847683
2015-10-14,-0.012019716838175709
2015-10-15,0.0009359398357371429
2015-10-16,0.0014691402133395481
2015-10-19,-0.0009338081026076805
2015-10-20,-0.00026683762717150117
2015-10-21,-0.0013351207194709502
2015-10-22,0.018986600118474417
2015-10-23,0.005773459195755892
2015-10-26,0.0018263623172554144
2015-10-27,-0.005730077803572153
2015-10-28,0.006024792642592036
2015-10-29,-0.0028638439809814953
2015-10-30,0.0022189879439835636
2015-11-02,0.006383955442683886
2015-11-03,0.0019417223967372887
2015-11-04,-0.0028423479161470144
2015-11-05,0.005053370280253322
2015-11-06,-0.0038679799847702867
2015-11-09,-0.005176438511075521
2015-11-10,0.006114783785477806
2015-11-11,-0.005689549458062659
2015-11-12,-0.02080671786567545
