Date,RVTY
2015-01-05,-0.02358821663536681
2015-01-06,-0.009059204455371783
2015-01-07,0.0060944972401253406
2015-01-08,0.02516317389004019
2015-01-09,-0.010226840054338715
2015-01-12,-0.0025258374008969575
2015-01-13,-0.001151610967392358
2015-01-14,-0.0085408773360518
2015-01-15,-0.00349247222327409
2015-01-16,0.013317962208726941
2015-01-20,-0.007839443193550677
2015-01-21,0.00836614606650854
2015-01-22,0.010370895223580145
2015-01-23,0.010264533798979736
2015-01-26,0.0033868072990608233
2015-01-27,-0.011251429502370569
2015-01-28,0.012517303413102754
2015-01-29,0.008316711888177508
2015-01-30,0.018947432150610677
2015-02-02,-0.0026248963220361077
2015-02-03,0.02719935438788501
2015-02-04,-0.017937598121462894
2015-02-05,0.013046459772686037
2015-02-06,-0.013093150180955915
2015-02-09,-0.010873985825140653
2015-02-10,0.008574787941325157
2015-02-11,0.0013081281142808265
2015-02-12,0.01023295774069255
2015-02-13,-0.0021549413829399233
2015-02-17,0.00043159504209677735
2015-02-18,0.0010793743702406378
2015-02-19,-0.009488678746370938
2015-02-20,0.01393424947122246
2015-02-23,0.004080196796129254
2015-02-24,0.008981678015087091
2015-02-25,-0.004663011840435494
2015-02-26,0.0008520673688039437
2015-02-27,0.0
2015-03-02,0.003191356493653652
2015-03-03,-0.005302285977659693
2015-03-04,-0.008528627612720774
2015-03-05,0.016773988157140707
2015-03-06,-0.015016905551424875
2015-03-09,-0.002576591636164527
2015-03-10,-0.004736463870907648
2015-03-11,0.011248370314986378
2015-03-12,0.010481162044081671
2015-03-13,0.004445167190564758
2015-03-16,0.017913712745316168
2015-03-17,0.004761582117982499
2015-03-18,0.015660743037893665
2015-03-19,0.011361121729668078
2015-03-20,0.007222285838184073
2015-03-23,0.005576355485389595
2015-03-24,0.0003958565709141215
2015-03-25,-0.00019788904286333064
2015-03-26,0.00019792821068764788
2015-03-27,0.01148311350742004
2015-03-30,0.007437658669742442
2015-03-31,-0.006411527818874885
2015-04-01,-0.010559306206834429
2015-04-02,0.002964616444555812
2015-04-06,0.0025613248197493554
2015-04-07,-0.006485643515384498
2015-04-08,0.013056353821729871
2015-04-09,0.0007810445152205414
2015-04-10,0.005658769679562692
2015-04-13,0.00019378109736623017
2015-04-14,-0.007371444451617304
2015-04-15,0.005088164166699993
2015-04-16,0.0013628137071657331
2015-04-17,-0.008555146778141398
2015-04-20,0.010197816076864541
2015-04-21,0.0038827543348354254
2015-04-22,-0.0003865983409434559
2015-04-23,-0.0023217836741000752
2015-04-24,0.0015516617832918023
2015-04-27,-0.002129943335080986
2015-04-28,0.0042682909572704375
2015-04-29,0.0
2015-04-30,-0.009659736654141882
2015-05-01,0.02516606968101165
2015-05-04,-0.009324642696523
2015-05-05,-0.01632734874645958
2015-05-06,-0.017769936618090898
2015-05-07,0.0029822150229463773
2015-05-08,0.005946305014964404
2015-05-11,0.007290583041570153
2015-05-12,-0.0023472869587225498
2015-05-13,0.005294092320454968
2015-05-14,0.009947127961528412
2015-05-15,0.00733894146875369
2015-05-18,0.003642396794285796
2015-05-19,0.00878742549691558
2015-05-20,0.014580389514577075
2015-05-21,-0.003545938049017483
2015-05-22,0.0
2015-05-26,-0.012174584136077193
2015-05-27,0.013651935043821117
2015-05-28,-0.006921375139933628
2015-05-29,-0.006780782903192728
2015-06-01,-0.0030342310001889583
2015-06-02,0.0007609226368823219
2015-06-03,0.004561764711612515
2015-06-04,-0.007568614767309856
2015-06-05,-0.0013344170617780593
2015-06-08,-0.0063000247160142075
2015-06-09,-0.005955893802907508
2015-06-10,0.016621323017630862
2015-06-11,0.00266174813484632
2015-06-12,-0.012893539887503969
2015-06-15,-0.000384226364304574
2015-06-16,0.008262830036900315
2015-06-17,0.011435144049951829
2015-06-18,0.015262862598654836
2015-06-19,0.0003714671929788693
2015-06-22,0.0012985187349030536
2015-06-23,-0.003890942579890422
2015-06-24,-0.004464402256568634
2015-06-25,0.009155349173367577
2015-06-26,0.005184227819317044
2015-06-29,-0.02689263792343377
2015-06-30,-0.003596427361771015
2015-07-01,-0.0028494974230655057
2015-07-02,-0.004762733769378413
2015-07-06,-0.0005743536710074437
2015-07-07,-0.0005743062077472327
2015-07-08,-0.022805790181471997
2015-07-09,0.0005883563580910689
2015-07-10,0.009995713164664188
2015-07-13,0.009703234074743161
2015-07-14,0.018643224586241125
2015-07-15,-0.00755708669060462
2015-07-16,-0.0034266926775832207
2015-07-17,-0.0013372307883908752
2015-07-20,-0.0005736081079584787
2015-07-21,-0.006890035809107742
2015-07-22,0.00019279148027062654
2015-07-23,-0.005202394310554026
2015-07-24,-0.014332770855702837
2015-07-27,-0.009039270564085267
2015-07-28,0.005353963920153859
2015-07-29,0.0009862724020544
2015-07-30,0.013201833725069445
2015-07-31,0.02917172639054999
2015-08-03,-0.007936592960007482
2015-08-04,0.008000086389324368
2015-08-05,-0.0013228274896363024
2015-08-06,-0.02327344826730804
2015-08-07,-0.008136240499819203
2015-08-10,0.007617120562488422
2015-08-11,-0.01725150532187425
2015-08-12,-0.012228581927274607
2015-08-13,0.004991940444190712
2015-08-14,0.003774933014846882
2015-08-17,-0.0037607364865238635
2015-08-18,0.0041722326290540845
2015-08-19,-0.014443637757319827
2015-08-20,-0.013451367303668027
2015-08-21,-0.029100490948954838
2015-08-24,-0.03688951020698161
2015-08-25,0.0015235684437120423
2015-08-26,0.043894011720012616
2015-08-27,0.02914216892667887
2015-08-28,0.0008089829517932134
2015-08-31,-0.01616809233553862
2015-09-01,-0.0464255388908249
2015-09-02,0.024558326438754774
2015-09-03,0.008200013509683357
2015-09-04,-0.012513217117396613
2015-09-08,0.018585368773946342
2015-09-09,-0.01824625538880187
2015-09-10,0.002112102224350876
2015-09-11,0.010326841008200693
2015-09-14,-0.003754780424060855
2015-09-15,0.013609981614905786
2015-09-16,0.004544683423055362
2015-09-17,0.008224654647244423
2015-09-18,-0.03385671884890462
2015-09-21,-0.011188201158564226
2015-09-22,-0.0076856643225862165
2015-09-23,0.0008604168117212208
2015-09-24,-0.012682818914995675
2015-09-25,-0.003918755742549629
2015-09-28,-0.028415162670476946
2015-09-29,0.018897126450627244
2015-09-30,0.014793488879434769
2015-10-01,-0.011531442875473252
2015-10-02,0.022011828371191866
2015-10-05,0.007968911586706984
2015-10-06,-0.0012818848670874683
2015-10-07,0.01690203248077715
