Date,DRI
2015-01-05,-0.0073605375770712245
2015-01-06,0.00344897579849901
2015-01-07,0.04423979817743917
2015-01-08,0.01578341907843983
2015-01-09,-0.020444477557384433
2015-01-12,-0.0008351057935802597
2015-01-13,-0.009859721754237327
2015-01-14,0.0005064564662569104
2015-01-15,-0.008434750505078692
2015-01-16,0.005444054246410479
2015-01-20,0.0025381227027636566
2015-01-21,0.006582568160640179
2015-01-22,0.0217971766528553
2015-01-23,0.00459476380193502
2015-01-26,0.015517866211010256
2015-01-27,-0.012224425997038102
2015-01-28,-0.011236330529059257
2015-01-29,0.024703775468654987
2015-01-30,-0.0135007174294286
2015-02-02,-0.022157042201656485
2015-02-03,0.012329083503870963
2015-02-04,-0.0016454411575685945
2015-02-05,0.005275042873898794
2015-02-06,-0.00541145546870303
2015-02-09,-0.007914060393450773
2015-02-10,0.014625028821766195
2015-02-11,-0.003931056339301797
2015-02-12,0.009866901633184044
2015-02-13,0.005047768548177345
2015-02-17,-0.004374664931836247
2015-02-18,0.011717062594353678
2015-02-19,0.002412787840642805
2015-02-20,-0.0017652796731352227
2015-02-23,0.006108144468293331
2015-02-24,0.015018705729918702
2015-02-25,0.01243488993903119
2015-02-26,0.0009328907344987591
2015-02-27,-0.005902352365991681
2015-03-02,0.0059373969750753375
2015-03-03,-0.007611058010242311
2015-03-04,-0.01565164598925839
2015-03-05,0.02098887863805632
2015-03-06,-0.023360868041007343
2015-03-09,0.010365044205979723
2015-03-10,-0.014046905129127985
2015-03-11,-0.012005546203308515
2015-03-12,0.029326121024279228
2015-03-13,-0.0067684891190163965
2015-03-16,0.02868447979182931
2015-03-17,0.009397646349301514
2015-03-18,-0.005036573520730392
2015-03-19,-0.004908839573486645
2015-03-20,0.028980963832252682
2015-03-23,0.03700393580396888
2015-03-24,0.0073675778471928854
2015-03-25,-0.014627635982954912
2015-03-26,-0.006549229517998745
2015-03-27,0.011573567916630667
2015-03-30,0.005358163910271774
2015-03-31,-0.0011523902208626646
2015-04-01,-0.026968397299100277
2015-04-02,-0.00029653111713234814
2015-04-06,-0.013343401755409046
2015-04-07,-0.004357448544278664
2015-04-08,0.027088789986936312
2015-04-09,-0.004593297468759805
2015-04-10,0.0238166593137652
2015-04-13,-0.0026172230630686633
2015-04-14,-0.010203962251064014
2015-04-15,-0.012518400162102927
2015-04-16,-0.00924688012272179
2015-04-17,-0.02242960135748484
2015-04-20,0.004311797972261555
2015-04-21,0.0010731457515460452
2015-04-22,-0.0013785180527036145
2015-04-23,0.009355913152000461
2015-04-24,0.018234282105446642
2015-04-27,-0.015967816101787324
2015-04-28,0.0065214068753842724
2015-04-29,-0.02923038758661456
2015-04-30,-0.010243860121318393
2015-05-01,0.0034498710613388717
2015-05-04,-0.012657998776234636
2015-05-05,-0.02263374448256772
2015-05-06,-0.0017813622054875244
2015-05-07,0.023199313563628587
2015-05-08,0.014111247886821277
2015-05-11,0.0031267253680187235
2015-05-12,-0.007481018680879248
2015-05-13,-0.014447167758442903
2015-05-14,0.010038075521871415
2015-05-15,0.008518658191055684
2015-05-18,0.0021896901721569773
2015-05-19,0.016544853025059814
2015-05-20,-0.011515575821920643
2015-05-21,0.0029514784283666273
2015-05-22,0.002787423036458625
2015-05-26,-0.008803041670510603
2015-05-27,0.01152980724165964
2015-05-28,0.0003082697352236874
2015-05-29,0.00923932747462941
2015-06-01,0.003966796155432606
2015-06-02,-0.011245945832214943
2015-06-03,0.0039962385854797056
2015-06-04,-0.014237764140324849
2015-06-05,0.006988753429250538
2015-06-08,0.008791000680427041
2015-06-09,-0.006115175537194428
2015-06-10,0.029841181827376717
2015-06-11,0.0014939282993193803
2015-06-12,0.01580900838941135
2015-06-15,0.0002939157421337768
2015-06-16,-0.0027891072433485764
2015-06-17,0.0047099470345071115
2015-06-18,0.013184716371381189
2015-06-19,-0.004192849005380639
2015-06-22,0.00740556750643373
2015-06-23,0.00014385462304633556
2015-06-24,0.020896319197980073
2015-06-25,0.005505467230323191
2015-06-26,0.024287490514239396
2015-06-29,-0.024122769109403808
2015-06-30,-0.0016855918331525332
2015-07-01,-0.012098764137692952
2015-07-02,0.0012817349825968716
2015-07-06,0.005404769875746007
2015-07-07,0.01994564922094777
2015-07-08,-0.00992282713787751
2015-07-09,0.010163777998051904
2015-07-10,0.008384556078113503
2015-07-13,0.002910000789171363
2015-07-14,-0.0004141937411072938
2015-07-15,-0.013132527476969469
2015-07-16,0.021851900255322354
2015-07-17,-0.004935017050537671
2015-07-20,0.004959492229251072
2015-07-21,0.0008223468726955563
2015-07-22,0.02164100317595974
2015-07-23,0.003753851725068591
2015-07-24,-0.024041850527382946
2015-07-27,-0.01040092424977701
2015-07-28,0.0016597228319517043
2015-07-29,0.010354587134489668
2015-07-30,0.008472355426597966
2015-07-31,-0.0005421482282437218
2015-08-03,0.0020337923126985125
2015-08-04,0.0010823747866250955
2015-08-05,0.012433928846716569
2015-08-06,-0.05486581853809269
2015-08-07,0.013700862401667457
2015-08-10,-0.009196284801450405
2015-08-11,-0.0019686196885490004
2015-08-12,-0.0035230421384697674
2015-08-13,0.017392799200454556
2015-08-14,0.00583722580555901
2015-08-17,0.0027638333163013673
2015-08-18,-0.013228643287973352
2015-08-19,0.009216436831713581
2015-08-20,-0.009132269843570184
2015-08-21,-0.019969396650378335
2015-08-24,-0.048589162287800414
2015-08-25,0.0007488448882284615
2015-08-26,0.020053497789627617
2015-08-27,0.010123635858597213
2015-08-28,0.0029048046236921365
2015-08-31,-0.01506156365741329
2015-09-01,-0.013821667580671937
2015-09-02,0.02817971353090054
2015-09-03,0.0036251521857746383
2015-09-04,-0.006212907318241645
2015-09-08,0.02384413903094096
2015-09-09,-0.020732676949902995
2015-09-10,0.010295752294769311
2015-09-11,0.008181521250969714
2015-09-14,-0.0005696261226182386
2015-09-15,-0.0022789927309192493
2015-09-16,-0.010137237096252805
2015-09-17,0.013702521635204246
2015-09-18,-0.011667413000322813
2015-09-21,0.011661409050002236
2015-09-22,-0.008253906725316451
2015-09-23,0.02037580845806164
2015-09-24,0.004921909232287858
2015-09-25,-0.009795684994590048
2015-09-28,-0.03745058127054479
2015-09-29,-0.003229960131249765
2015-09-30,0.009574383753320648
2015-10-01,-0.0017509317621345888
2015-10-02,0.0014616552266375482
2015-10-05,-0.0007297194411821639
2015-10-06,-0.00774072444951901
2015-10-07,-0.0142452079573272
2015-10-08,0.004967431967299429
2015-10-09,-0.0011981480814670098
2015-10-12,-0.006448987833454045
2015-10-13,0.002566101364027684
2015-10-14,-0.04004823922168166
2015-10-15,0.00062748266081325
2015-10-16,0.02100306495361348
2015-10-19,0.008597091116240962
2015-10-20,-0.029985190992564248
2015-10-21,-0.014592343993371948
2015-10-22,0.020541295908453883
2015-10-23,-0.002808780023948687
2015-10-26,0.012517991163282671
2015-10-27,-0.02302599508836911
2015-10-28,0.025783099880893445
2015-10-29,-0.03731695434231819
2015-10-30,-0.008649671448970664
2015-11-02,0.012441224169338128
2015-11-03,-0.0017554645848325556
2015-11-04,-0.01806581871031121
2015-11-05,0.005861672575409482
2015-11-06,-0.001132876462210275
2015-11-09,-0.005671995386908768
