Date,ZBH
2015-01-05,0.03730338717100823
2015-01-06,-0.008476703306744549
2015-01-07,0.02487053366050973
2015-01-08,0.010617028834355446
2015-01-09,-0.014423849853877901
2015-01-12,0.0023684223851758723
2015-01-13,0.0021942436412218935
2015-01-14,-0.013221031638246505
2015-01-15,-0.018774746389867647
2015-01-16,0.0175684879498601
2015-01-20,-0.00948732625936377
2015-01-21,-8.647752683721421e-05
2015-01-22,0.021315676027167996
2015-01-23,-0.01157601535973718
2015-01-26,0.0007692912162717835
2015-01-27,-0.0071751894303915265
2015-01-28,-0.01488410890308245
2015-01-29,-0.017292769548857168
2015-01-30,-0.0037326292640231795
2015-02-02,0.016770895653261064
2015-02-03,0.023512948247671694
2015-02-04,-0.009772035677675373
2015-02-05,0.013677229494037713
2015-02-06,-0.00811302103327416
2015-02-09,-0.011881050644118596
2015-02-10,0.020040118682635555
2015-02-11,-0.0014518668910437071
2015-02-12,0.010692885522485485
2015-02-13,0.009987007264699255
2015-02-17,0.008882946270933889
2015-02-18,-0.0007476434776203522
2015-02-19,-0.0008311548659806212
2015-02-20,0.011563964872511878
2015-02-23,-0.002302303886249857
2015-02-24,0.003709019660807167
2015-02-25,-0.010183848491718162
2015-02-26,0.006720894058772187
2015-02-27,-0.007747572175074047
2015-03-02,0.008306542065102729
2015-03-03,-0.017464399806985886
2015-03-04,-0.0024360607539700707
2015-03-05,0.003536882050029
2015-03-06,-0.023745910847414065
2015-03-09,0.0051567703674273435
2015-03-10,-0.012312827815201266
2015-03-11,0.006233198701266041
2015-03-12,0.008345416406126294
2015-03-13,-0.008105640455200569
2015-03-16,0.015225832769879988
2015-03-17,-0.02321654199861678
2015-03-18,0.034090929283607796
2015-03-19,-0.005452838013236039
2015-03-20,0.0016871945847360958
2015-03-23,-0.0024418658971750995
2015-03-24,-0.009791444854291509
2015-03-25,-0.017048881230151025
2015-03-26,0.0029481675009777053
2015-03-27,0.01599688314993153
2015-03-30,0.009106640492657192
2015-03-31,-0.008855796050200704
2015-04-01,-0.011317141647149587
2015-04-02,0.006282814126565173
2015-04-06,0.00376307381254537
2015-04-07,-0.011502899943301559
2015-04-08,0.0009482215695391094
2015-04-09,0.00930057139295326
2015-04-10,0.002133465742453655
2015-04-13,-0.01055792118788934
2015-04-14,-0.002151346819053268
2015-04-15,-0.0029320837830335567
2015-04-16,-0.0022486233272449585
2015-04-17,-0.006501669255525755
2015-04-20,0.011430001730746486
2015-04-21,0.012508972874363034
2015-04-22,0.0010223183632318555
2015-04-23,0.00919255836984334
2015-04-24,0.0016021805261605682
2015-04-27,-0.018103701680687423
2015-04-28,0.0010291276803433558
2015-04-29,-0.011907913036128148
2015-04-30,-0.04768508151473716
2015-05-01,0.005371329488554677
2015-05-04,0.002264027743382968
2015-05-05,-0.0015360179948078478
2015-05-06,-0.0037098631089630407
2015-05-07,0.008537332709529055
2015-05-08,0.01720108373353546
2015-05-11,0.0020364614945627135
2015-05-12,-0.008305381888368601
2015-05-13,-0.0016068360417355043
2015-05-14,0.015468504073749667
2015-05-15,-0.0034340629976505888
2015-05-18,0.009719154511608208
