Date,HAL
2015-01-05,-0.01975187789746069
2015-01-06,-0.009816399974869272
2015-01-07,0.026871615640921886
2015-01-08,0.021595550796019047
2015-01-09,-0.010196397310691996
2015-01-12,-0.03165823884252461
2015-01-13,-0.006486744381913767
2015-01-14,0.0013059285894199135
2015-01-15,-0.026343268214155224
2015-01-16,0.04821846766291005
2015-01-20,0.0178887406148045
2015-01-21,0.021592196618562598
2015-01-22,0.0031947900557565134
2015-01-23,0.0041646290034036415
2015-01-26,0.011466348415146044
2015-01-27,0.0009646608503897092
2015-01-28,-0.04891576604426584
2015-01-29,0.002533420040548462
2015-01-30,0.010614203686999613
2015-02-02,0.03800948796671366
2015-02-03,0.043604129314146256
2015-02-04,-0.02146845990170887
2015-02-05,0.022647116940749168
2015-02-06,0.00023083832893622258
2015-02-09,0.0034590972597221548
2015-02-10,-0.020914523238922733
2015-02-11,-0.010563409081168595
2015-02-12,0.014709294257857719
2015-02-13,0.03320085606046863
2015-02-17,0.01538821730572848
2015-02-18,-0.01069743397218026
2015-02-19,-0.0033792527548983653
2015-02-20,-0.019891456089197512
2015-02-23,-0.003228847917577382
2015-02-24,-0.002313929020735128
2015-02-25,0.012986957018743528
2015-02-26,-0.022435615860819547
2015-02-27,0.00562075433782816
2015-03-02,0.005378582931540921
2015-03-03,0.0027914477530621706
2015-03-04,-0.000927820879704222
2015-03-05,-0.0030181645190211492
2015-03-06,-0.013041346005500665
2015-03-09,-0.00802330272761731
2015-03-10,-0.017364313071098203
2015-03-11,0.0
2015-03-12,-0.007746104186327596
2015-03-13,-0.019761065926048982
2015-03-16,0.00846180575784583
2015-03-17,-0.005923102084714138
2015-03-18,0.032522571815654766
2015-03-19,-0.0009613966380149774
2015-03-20,0.03056526914558888
2015-03-23,-0.009808531230060091
2015-03-24,0.003066075949781366
2015-03-25,0.021866402646467442
2015-03-26,-0.006442125983539548
2015-03-27,0.001852526425634382
2015-03-30,0.012944882762125465
2015-03-31,0.001369287566119315
2015-04-01,-0.0013674151815135094
2015-04-02,0.0031946524094657036
2015-04-06,0.0436762990669981
2015-04-07,-0.029642447399843896
2015-04-08,-0.006738373199218439
2015-04-09,0.04115793774052423
2015-04-10,0.004778357619181328
2015-04-13,-0.017726170354964377
2015-04-14,0.016725689088127993
2015-04-15,0.04458841600794661
2015-04-16,-0.00890965951879552
2015-04-17,-0.019653289331146073
2015-04-20,0.020473303881621385
2015-04-21,-0.0167185236132964
2015-04-22,0.0012748917802123394
2015-04-23,0.022500793215048054
2015-04-24,-0.003529167033217817
2015-04-27,0.008958400096379826
2015-04-28,0.0033036018086129992
2015-04-29,0.012760162229302763
2015-04-30,-0.005283919234233103
2015-05-01,0.003268886210286537
2015-05-04,0.0018326867668427838
2015-05-05,-0.023577207257872712
2015-05-06,-0.007702128016087384
2015-05-07,-0.027690112042632387
2015-05-08,0.03797178650688959
2015-05-11,-0.019123213130599948
2015-05-12,0.00635790306251649
