Date,RMD
2015-01-05,-0.0019241935739650051
2015-01-06,-0.007185446141008134
2015-01-07,0.006707552496214131
2015-01-08,0.016833589128844917
2015-01-09,0.00293169035204488
2015-01-12,0.009112531152399406
2015-01-13,0.019424182864068884
2015-01-14,0.008189760337171892
2015-01-15,-0.0008286108105276524
2015-01-16,0.0076321159834005226
2015-01-20,-0.008398042330055033
2015-01-21,-0.0019924896573733086
2015-01-22,0.029284715875782963
2015-01-23,0.0546393951412969
2015-01-26,0.02958305047218346
2015-01-27,-0.029328871751231556
2015-01-28,-0.028834216259229217
2015-01-29,-0.004579718106063169
2015-01-30,-0.008884645931884427
2015-02-02,0.0019209343397834644
2015-02-03,0.015018016842925919
2015-02-04,-0.006453395861154454
2015-02-05,0.012357391080249469
2015-02-06,-0.0010955540600438018
2015-02-09,-0.009086662267625667
2015-02-10,0.0128633140227421
2015-02-11,0.020696374499538983
2015-02-12,0.005529705468993118
2015-02-13,0.012068474044139688
2015-02-17,0.0027169906433470725
2015-02-18,-0.0067738755482212865
2015-02-19,-0.01242788895046354
2015-02-20,0.009514900125948023
2015-02-23,0.0006080382832567288
2015-02-24,-0.006685081991444797
2015-02-25,-0.0016820868470007744
2015-02-26,-0.015780801633608177
2015-02-27,0.0018680463757001498
2015-03-02,0.006214941251153405
2015-03-03,-0.004169388598448953
2015-03-04,0.0054273819351982056
2015-03-05,0.013417845187317035
2015-03-06,0.002130367755402318
2015-03-09,0.02201991931973679
2015-03-10,-0.015156367704888152
2015-03-11,0.01961410658498086
2015-03-12,0.01657263337418291
2015-03-13,-0.01324576348751283
2015-03-16,0.04764739632373449
2015-03-17,-0.0021122301848808256
2015-03-18,0.02215326229086112
2015-03-19,-0.010353588873935449
2015-03-20,0.0008368387747930139
2015-03-23,0.007665323743670127
2015-03-24,-0.013277777084211628
2015-03-25,-0.013456752950908868
2015-03-26,-0.0018468892211133126
2015-03-27,0.018505350872267456
2015-03-30,0.0013973590641478406
2015-03-31,0.0018145164465082075
2015-04-01,-0.005433206180477601
2015-04-02,0.015827978866689296
2015-04-06,0.018891719761992887
2015-04-07,-0.020029798889794614
2015-04-08,0.007319543559455521
2015-04-09,0.012338951105865137
2015-04-10,0.013271892975770916
2015-04-13,-0.000534863135471908
2015-04-14,-0.013238534561178628
2015-04-15,-0.010299546506623791
2015-04-16,-0.010680479877356763
2015-04-17,-0.005121518262800384
2015-04-20,0.014468841514670983
2015-04-21,0.00260593491411254
2015-04-22,0.002325297042808039
2015-04-23,0.0013643699062635406
2015-04-24,-0.10466076907592192
2015-04-27,-0.01750352886269857
2015-04-28,0.002013762424167842
2015-04-29,-0.00912177955781035
2015-04-30,-0.0023404214261701917
2015-05-01,0.01313726923400349
2015-05-04,0.013430138421120175
2015-05-05,-0.01584162159318081
2015-05-06,0.0034047360978592955
2015-05-07,0.0052446980215545835
2015-05-08,0.006904908125995091
2015-05-11,-0.0003042645108083386
2015-05-12,-0.003506424177637135
2015-05-13,-0.15129271221791296
2015-05-14,0.017663883668801672
2015-05-15,-0.004605157527407755
2015-05-18,0.010854278418615415
2015-05-19,0.005307030063698592
2015-05-20,0.007390483079527499
2015-05-21,0.0012226353320039518
2015-05-22,-0.004187064238263316
2015-05-26,0.005956482681014785
2015-05-27,0.011842426155731944
2015-05-28,0.009466752691119407
2015-05-29,0.0028985902043554557
2015-06-01,0.008840292075186662
2015-06-02,0.005730136303675248
2015-06-03,-0.0015083567391391828
2015-06-04,0.0
2015-06-05,0.0011748419619086459
2015-06-08,-0.012236139934615253
2015-06-09,-0.003902894255775613
2015-06-10,0.0017033194831501675
2015-06-11,0.005102224033004088
2015-06-12,-0.00913691467987443
2015-06-15,-0.00017084975743686392
2015-06-16,-0.013492725955148388
2015-06-17,-0.010560949568170774
2015-06-18,0.0008750225820199908
2015-06-19,0.0062936581486001675
2015-06-22,0.00781783217722265
2015-06-23,-0.021547983698382844
2015-06-24,-0.008104288481600497
2015-06-25,-0.0019540214016615653
2015-06-26,-0.005339065961625478
2015-06-29,-0.008051355115590075
2015-06-30,0.0167750389514012
2015-07-01,-0.018981800231828938
2015-07-02,0.00018060922231444287
2015-07-06,0.0012655976656354984
2015-07-07,0.022571536818316584
2015-07-08,-0.010948356050018204
2015-07-09,0.013569110171944843
2015-07-10,0.004932195996298905
2015-07-13,0.006134758974257304
2015-07-14,0.0031360159169715462
2015-07-15,-0.00503627086928593
2015-07-16,0.008727183267456917
2015-07-17,-0.007786495691383677
2015-07-20,-0.0038368593028588194
2015-07-21,-0.006302548960020027
2015-07-22,-0.003699798756448325
2015-07-23,-0.004951460491858017
2015-07-24,-0.0062200283916612475
2015-07-27,-0.013412110790876675
2015-07-28,0.02773261255428494
2015-07-29,-0.01375666339930326
2015-07-30,0.003576614356680441
2015-07-31,0.03260879768590974
2015-08-03,-0.04400345266548811
2015-08-04,0.009025384155997962
2015-08-05,-0.006261428586436413
2015-08-06,-0.012961355041567701
2015-08-07,0.0009118896741862059
2015-08-10,0.010204190021123827
2015-08-11,-0.005050285550143974
2015-08-12,0.00036229175367452626
2015-08-13,0.00217484137673285
2015-08-14,0.009945922647248695
2015-08-17,-0.0098479754452383
2015-08-18,-0.00200005387823754
2015-08-19,-0.007833712449557106
2015-08-20,-0.00973202413263774
2015-08-21,-0.026515852230860837
2015-08-24,-0.056381126675258186
2015-08-25,0.01978223195042772
2015-08-26,0.025534248112486946
2015-08-27,-0.0030883132249385215
2015-08-28,0.015876211168400767
2015-08-31,-0.010100881952817553
2015-09-01,-0.022911097681281856
2015-09-02,0.022857144791394113
2015-09-03,-0.005393577792884741
2015-09-04,-0.008909944801014147
2015-09-08,0.014461623294302228
2015-09-09,-0.02889605186597699
2015-09-10,0.006149320635528532
2015-09-11,0.014984341318445171
2015-09-14,-0.010295129034486261
2015-09-15,-0.000981572235118744
2015-09-16,0.0
2015-09-17,0.0068765754230835086
2015-09-18,-0.004878126038046271
2015-09-21,-0.014313704041754693
2015-09-22,-0.00954876447252373
2015-09-23,-0.0010039234872122327
2015-09-24,0.03980711584325647
2015-09-25,-0.02320202376251934
2015-09-28,-0.021575730682080407
2015-09-29,0.024074499319660214
2015-09-30,0.006716678067858917
2015-10-01,0.005690991203652018
2015-10-02,0.008194846162174363
2015-10-05,0.019159990521365522
2015-10-06,0.004937289732949157
2015-10-07,0.021731202091033408
2015-10-08,-0.0029593076532232754
2015-10-09,0.007234293983780171
2015-10-12,0.004604204795130462
2015-10-13,-0.0005499975830337567
2015-10-14,0.01338964156280853
2015-10-15,0.019547577169077845
2015-10-16,0.003017990148932448
2015-10-19,0.02460168152308495
2015-10-20,-0.024702090301276236
2015-10-21,-0.0044278321398955045
2015-10-22,-0.012631334777818193
2015-10-23,0.013513652590067649
2015-10-26,-0.0001778172486091023
2015-10-27,0.020803583673885795
2015-10-28,0.005051459778143252
2015-10-29,-0.006758962515740152
2015-10-30,0.00523450157918548
2015-11-02,0.010588928053301583
2015-11-03,0.005839367922225502
2015-11-04,-0.0005122622454144521
2015-11-05,-0.00085408569575951
2015-11-06,-0.002051998502750507
2015-11-09,-0.00668274483522624
2015-11-10,-0.0012074189068702612
2015-11-11,0.008117243267407703
2015-11-12,-0.01730357529526305
2015-11-13,-0.0006972805235990753
2015-11-16,0.0019191029261487191
2015-11-17,0.007876851517763184
2015-11-18,0.009725691299356631
2015-11-19,0.0017199052766174727
2015-11-20,0.01510985494372008
2015-11-23,-0.01133276924576665
