Date,HSIC
2015-01-05,-0.008988604619471485
2015-01-06,-0.005825583546452906
2015-01-07,0.027666530035591608
2015-01-08,0.014074337592431263
2015-01-09,0.00505344228109017
2015-01-12,-0.009560289902394548
2015-01-13,-0.002287967437638483
2015-01-14,-0.0032249022320148812
2015-01-15,-0.008986989699041992
2015-01-16,0.012042976484117895
2015-01-20,-0.007168488773200421
2015-01-21,-0.0024548362317589056
2015-01-22,0.03184714003632316
2015-01-23,0.00540122024712808
2015-01-26,0.0018139679741808745
2015-01-27,-0.0059196098006968345
2015-01-28,-0.015062393790987727
2015-01-29,-0.004125408430933342
2015-01-30,-0.013856149772448867
2015-02-02,0.004925033181711003
2015-02-03,0.0006486387350057576
2015-02-04,0.006122131553558896
2015-02-05,0.010594866378962564
2015-02-06,-0.009492094985446009
2015-02-09,-0.004290928888259105
2015-02-10,0.014292888551729943
2015-02-11,0.005452540244669235
2015-02-12,0.003310110198848415
2015-02-13,0.005054041239151985
2015-02-17,-0.006006469540419168
2015-02-18,-0.0016160518153619519
2015-02-19,-0.008656490091274227
2015-02-20,0.01199775230758271
2015-02-23,0.0031567388390243423
2015-02-24,-0.011258705752898668
2015-02-25,-0.0026876294193496353
2015-02-26,-0.004042273863726575
2015-02-27,-0.002776944297373296
2015-03-02,0.013066770574605258
2015-03-03,-0.00782353033532579
2015-03-04,0.0007103677832454025
2015-03-05,-0.0017746587976776862
2015-03-06,-0.01976963545201471
2015-03-09,0.008197926799456523
2015-03-10,-0.012880491244289805
2015-03-11,-0.0026971450581992906
2015-03-12,0.01096408540698457
2015-03-13,-0.01402645921840473
2015-03-16,0.020605675848220706
2015-03-17,-0.0060353278414573275
2015-03-18,0.005999689626369653
2015-03-19,0.010921937354117617
2015-03-20,0.01649011111200993
2015-03-23,-0.006083465994161763
2015-03-24,-0.0103418954621185
2015-03-25,-0.015070779208520624
2015-03-26,-0.009527241748440995
2015-03-27,0.01144068538494425
2015-03-30,0.014697392040764479
2015-03-31,-0.00866231775741988
2015-04-01,-0.01002720307834759
2015-04-02,0.008030693845332726
2015-04-06,0.007392478138658065
2015-04-07,-0.0034197948774529197
2015-04-08,0.0016443110142134731
2015-04-09,0.012061905944154683
2015-04-10,0.00035267253891713146
2015-04-13,0.0020443818484512377
2015-04-14,-0.010975064355404074
2015-04-15,-0.003841239647948025
2015-04-16,0.001570955712885791
2015-04-17,-0.014187928273269312
2015-04-20,0.01012510365388608
2015-04-21,0.0021479569823574796
2015-04-22,0.00814454738630599
2015-04-23,0.005173259202931435
2015-04-24,0.004935200208155965
2015-04-27,-0.017889714669751644
2015-04-28,0.00035716290909060255
2015-04-29,-0.00635536885367749
2015-04-30,-0.01473228847471042
