Date,MKTX
2015-01-05,-0.019331294455032233
2015-01-06,-0.019278544515830998
2015-01-07,0.009015788136971459
2015-01-08,0.05024139318070375
2015-01-09,-0.00264965229647407
2015-01-12,-0.00727165235192595
2015-01-13,0.02282040760047299
2015-01-14,0.00482006675283464
2015-01-15,-0.0323464405190248
2015-01-16,0.025637164258682343
2015-01-20,-0.0034523991186532488
2015-01-21,-0.008453259330084228
2015-01-22,0.04039071104110037
2015-01-23,-0.005642114805726961
2015-01-26,0.004593868989093863
2015-01-27,-0.0028242032590710675
2015-01-28,-0.01200303978790418
2015-01-29,0.036718486812966855
2015-01-30,0.00026358710712659494
2015-02-02,-0.011715156882048605
2015-02-03,0.01158738729478781
2015-02-04,0.026728304482806164
2015-02-05,0.03116186448311309
2015-02-06,0.01579408424494866
2015-02-09,-0.019711050605715208
2015-02-10,0.00813804171513044
2015-02-11,0.004967877701745893
2015-02-12,0.011863452975092947
2015-02-13,-0.008060568525363188
2015-02-17,-0.018221855374184193
2015-02-18,0.009781465125001665
2015-02-19,-0.011922699553951532
2015-02-20,-0.007415606869169533
2015-02-23,0.013929468181433036
2015-02-24,0.0003743596322536291
2015-02-25,-0.003370056009161848
2015-02-26,0.013778878189156574
2015-02-27,-0.016557535544477253
2015-03-02,0.01595672689578631
2015-03-03,-0.00729689812541956
2015-03-04,0.043852455018026815
2015-03-05,0.026494680045068497
2015-03-06,-0.02092768196130268
2015-03-09,0.012587630928239335
2015-03-10,-0.008326319991667996
2015-03-11,0.013599563035860296
2015-03-12,0.0033835312908119253
2015-03-13,-0.005814173140474943
2015-03-16,0.006199247207820058
2015-03-17,0.007438836134013194
2015-03-18,0.0026536777087420305
2015-03-19,0.004718478406236182
2015-03-20,0.01706554398264215
2015-03-23,-0.021058691213374003
2015-03-24,-0.01288359738667122
2015-03-25,-0.03169841304052767
2015-03-26,0.004814220132433933
2015-03-27,0.005868927225442189
2015-03-30,0.029649888213861164
2015-03-31,-0.04128566765440267
2015-04-01,-0.00036188132463232936
2015-04-02,0.01991037656420036
2015-04-06,0.010766639327045135
2015-04-07,0.006789242960402397
2015-04-08,0.01732329195142568
2015-04-09,-0.002628220484124255
2015-04-10,0.00916726171610982
2015-04-13,0.0009078310717174354
2015-04-14,0.013046469281057682
2015-04-15,-0.008174836605423064
2015-04-16,0.013774336597417225
2015-04-17,-0.027619909619815863
2015-04-20,0.0161492379431043
2015-04-21,0.014540579822147182
2015-04-22,-0.014999050833577332
2015-04-23,0.0004513179838236958
2015-04-24,-0.008680782048070546
2015-04-27,-0.0010234455437815315
2015-04-28,0.022768484165155423
2015-04-29,-0.0086821851209119
2015-04-30,-0.03604345633501549
2015-05-01,-0.010366362771459081
2015-05-04,0.0002352411893888906
2015-05-05,-0.017456398707389464
2015-05-06,0.007202580624562138
2015-05-07,0.013349160989272635
2015-05-08,-0.00411669552651639
2015-05-11,0.01653475289112527
2015-05-12,-0.000581131870679763
2015-05-13,0.0005814697813013581
2015-05-14,0.013941853787491798
2015-05-15,0.00252113565389811
2015-05-18,0.018402029468098657
2015-05-19,-0.004713993036144504
2015-05-20,-0.003608544439400063
2015-05-21,-0.0040739621042793495
2015-05-22,-0.003181945214062565
2015-05-26,-0.013223679392028176
2015-05-27,0.030845520061820952
2015-05-28,-0.002353329759016809
2015-05-29,-0.006403197135693817
2015-06-01,0.005765642846437213
2015-06-02,-0.005282919022740806
2015-06-03,-0.006780335683393868
2015-06-04,-0.01592906947373751
2015-06-05,0.0018499575012360658
2015-06-08,-0.004270133162776135
2015-06-09,-0.010315272695536226
2015-06-10,0.013819083738537463
2015-06-11,0.0012703763537951218
2015-06-12,-0.004268368631714314
2015-06-15,0.00787854777800212
2015-06-16,0.0035637089287059442
2015-06-17,0.01615115975963377
2015-06-18,0.005636594833756892
2015-06-19,0.02578146129915937
2015-06-22,0.04108872767031002
2015-06-23,0.009761426040083343
2015-06-24,0.01091489553981706
2015-06-25,0.0009253219782046074
2015-06-26,-0.00493100057302065
2015-06-29,-0.046871901511849834
2015-06-30,0.004874397148626697
2015-07-01,0.021450713968112378
2015-07-02,-0.0028487349709912513
2015-07-06,0.025187615635249072
2015-07-07,0.006193697800090936
2015-07-08,0.003180367521452787
2015-07-09,0.018818046542845135
2015-07-10,0.0367397845342845
2015-07-13,-0.014911190414205966
2015-07-14,-0.008158147682863492
2015-07-15,-0.010207023222676637
2015-07-16,0.01621921866321041
2015-07-17,-0.0018716628992391238
2015-07-20,-0.0036523902400126262
2015-07-21,-0.0071325422869685795
2015-07-22,-0.022650600611122673
2015-07-23,0.0
2015-07-24,-0.014394895346300451
2015-07-27,0.014605134732290415
2015-07-28,-0.002960370592780981
2015-07-29,0.005119776192981096
2015-07-30,-0.011104392859069168
2015-07-31,0.007520419962608438
2015-08-03,0.0012269091941874422
2015-08-04,-0.007777426187914438
2015-08-05,0.02361816202621525
2015-08-06,-0.01329991494138405
2015-08-07,-0.0036758724119931863
2015-08-10,-0.0016400130541366353
2015-08-11,-0.012832478530153457
2015-08-12,-0.008215417769743993
2015-08-13,-0.008702583387835139
2015-08-14,0.01946233278999321
2015-08-17,0.011932082766307861
2015-08-18,-0.0004103415249124831
2015-08-19,0.005846853149649389
2015-08-20,-0.01519455237284828
2015-08-21,-0.02702718487946032
2015-08-24,-0.0462965153519288
2015-08-25,-0.007811258375304497
2015-08-26,0.02316953793489418
2015-08-27,0.009453657484262523
2015-08-28,-0.004138270776190445
2015-08-31,-0.011263006809230425
2015-09-01,0.01426692883735381
2015-09-02,0.0536470557591453
2015-09-03,-0.004450047120216127
2015-09-04,-0.014033191166933023
2015-09-08,0.01739591322969658
2015-09-09,0.0012436485307774081
2015-09-10,0.005382020528321263
2015-09-11,0.0021618106474852183
2015-09-14,-0.004006374141088065
2015-09-15,0.003506996499077264
2015-09-16,0.002055022640881754
2015-09-17,-0.0102563378369388
2015-09-18,-0.001865343867228586
2015-09-21,0.007475233397062908
2015-09-22,-0.011541596802098208
2015-09-23,0.032005403483849726
2015-09-24,-0.018587267148038045
2015-09-25,0.024395347812679047
2015-09-28,-0.048432630999134085
2015-09-29,-0.04097166896843596
2015-09-30,0.02268227697328773
