Date,DOV
2015-01-05,-0.03487082695846744
2015-01-06,-0.004749986232043146
2015-01-07,0.008243874245941196
2015-01-08,0.02037023384742409
2015-01-09,-0.020947464239752023
2015-01-12,-0.012923649180071939
2015-01-13,0.005964483903635465
2015-01-14,-0.005350584464337116
2015-01-15,-0.0027626178518944666
2015-01-16,0.01428784195169075
2015-01-20,0.008049448087092514
2015-01-21,0.022387305017931736
2015-01-22,0.004741940087591434
2015-01-23,-0.031649160598053006
2015-01-26,0.017201916717416887
2015-01-27,-0.004368758636023484
2015-01-28,-0.029016015332613332
2015-01-29,0.022448765888064326
2015-01-30,-0.0014256792247795413
2015-02-02,0.033409518337067956
2015-02-03,0.020033057345287375
2015-02-04,-0.0212651259961828
2015-02-05,0.006504231053349185
2015-02-06,-0.008524484880080174
2015-02-09,0.012757888751938617
2015-02-10,-0.008078580853247308
2015-02-11,-0.004969630038652695
2015-02-12,0.01664832714225839
2015-02-13,0.01542012794664327
2015-02-17,-0.0016123795386879802
2015-02-18,-0.0059228872470799
2015-02-19,0.006093180513729868
2015-02-20,0.002692020910888049
2015-02-23,-0.010469912424596495
2015-02-24,0.004611929390796465
2015-02-25,-0.0031221867242529067
2015-02-26,-0.012392586676640893
2015-02-27,-0.006481225871806329
2015-03-02,0.004996186430123339
2015-03-03,-0.0038665347834008212
2015-03-04,-0.006932243348654166
2015-03-05,0.011587638118918608
2015-03-06,-0.024151255789586656
2015-03-09,0.014142271203326784
2015-03-10,-0.02147554213747216
2015-03-11,0.004417878681703735
2015-03-12,0.020573198596113507
2015-03-13,-0.009453740955985945
2015-03-16,0.0016843607846437347
2015-03-17,-0.028163274498006374
2015-03-18,0.0395040281256418
2015-03-19,-0.013314611113789288
2015-03-20,0.002248993816564404
2015-03-23,-0.02622704386900432
2015-03-24,0.006049019231724184
2015-03-25,-0.005726362978951127
2015-03-26,0.0007197952189961221
2015-03-27,0.00359704117254811
2015-03-30,0.010752609374025557
2015-03-31,-0.019574322942856548
2015-04-01,0.0043404593007065895
2015-04-02,0.0037455833973372155
2015-04-06,0.024540428343711396
2015-04-07,-0.00028018948191599335
2015-04-08,0.001260808163390692
2015-04-09,0.0022390822981361858
2015-04-10,-0.030996799507714168
2015-04-13,0.007060581735697902
2015-04-14,0.014594239811291265
2015-04-15,0.04343542177206983
2015-04-16,-0.009460723486324873
2015-04-17,-0.01582744583737483
2015-04-20,0.011922967235107107
2015-04-21,-0.014522726331931413
2015-04-22,-0.0005560931201340491
2015-04-23,0.03463623535345195
2015-04-24,-0.007259708696906064
2015-04-27,0.02166819188069269
2015-04-28,0.0037116134610015727
2015-04-29,0.011093514977040364
2015-04-30,-0.010971799158747575
2015-05-01,-0.005414673975737694
2015-05-04,0.002788402027317227
2015-05-05,-0.004237339758317082
2015-05-06,0.002127798891209398
2015-05-07,-0.013402504633514
2015-05-08,0.010356384662485896
2015-05-11,-0.0018633344084212355
2015-05-12,0.005734431737788759
2015-05-13,0.012598013524290463
2015-05-14,0.0019647215853553224
2015-05-15,-0.00731955825813424
2015-05-18,-0.0009217846264839569
2015-05-19,-0.0021085059890446622
2015-05-20,0.007791802181650542
2015-05-21,0.01638077818408834
2015-05-22,0.0027071445183142195
2015-05-26,-0.00758612198291353
2015-05-27,-0.0005208415351035667
2015-05-28,-0.002215650351615084
2015-05-29,-0.015279832153392459
2015-06-01,-0.0030504381468946518
2015-06-02,0.008513905767988161
2015-06-03,-0.00013183919553194645
2015-06-04,-0.027968427765701076
2015-06-05,0.0013574252934909214
2015-06-08,-0.013825023833013206
2015-06-09,-0.00481036232865395
2015-06-10,0.013119686169347888
2015-06-11,0.0002726384866809095
2015-06-12,-0.003406898198897501
2015-06-15,-0.016956207967864123
2015-06-16,0.00027837057489410455
2015-06-17,0.010707606185869523
2015-06-18,0.01031960055566472
2015-06-19,-0.012120689840897092
2015-06-22,0.0002758762068220122
2015-06-23,0.0
2015-06-24,-0.006339820943273788
2015-06-25,-0.015672646818711722
2015-06-26,0.002818438220770325
2015-06-29,-0.015175029164581133
2015-06-30,0.0012838700633535094
2015-07-01,-0.002137281276456404
2015-07-02,-0.0005712054371012076
2015-07-06,-0.007715519189910092
2015-07-07,0.004607888168268293
2015-07-08,-0.02422263239176725
2015-07-09,-0.01233847940803845
2015-07-10,-0.02914916502584186
2015-07-13,0.011029570226106289
2015-07-14,0.0077271364207465165
2015-07-15,-0.01052479207980006
2015-07-16,0.007749532792441727
2015-07-17,0.0007540342236633801
2015-07-20,-0.0010544779559454875
2015-07-21,-0.025037968724780924
2015-07-22,-0.0013925543618015235
2015-07-23,-0.00046459868319359554
2015-07-24,-0.00650968168253796
2015-07-27,-0.002340006423823593
2015-07-28,0.004691078143111538
2015-07-29,0.017587690691821756
2015-07-30,-0.011624272445970307
2015-07-31,-0.00851126930491597
2015-08-03,-0.020446719349387577
2015-08-04,0.0017530457064829363
2015-08-05,0.013201535753226912
2015-08-06,0.0058087874640671
2015-08-07,-0.0032774363156981012
2015-08-10,0.034449974541695294
2015-08-11,-0.024674448964846274
2015-08-12,0.0034145124055589005
2015-08-13,-0.004021632815433107
2015-08-14,-0.00683344275195108
2015-08-17,0.00703683808769906
2015-08-18,-0.0066767453024854095
2015-08-19,-0.018602816539165623
2015-08-20,-0.0253263290254776
2015-08-21,-0.02320617464777497
2015-08-24,-0.031286732931319006
2015-08-25,-0.032988372072599415
2015-08-26,0.04018576664918916
2015-08-27,0.037357368054809825
2015-08-28,0.006502281362776419
2015-08-31,0.02617215011103169
2015-09-01,-0.04729607801540381
2015-09-02,0.009657074630202045
2015-09-03,-0.0021811735131436194
2015-09-04,-0.01345421857357798
2015-09-08,0.048584861547970704
2015-09-09,-0.016582528865061175
2015-09-10,-0.0026449133983970086
2015-09-11,0.003811884313369429
2015-09-14,-0.009577299164957198
2015-09-15,0.022341083139985507
2015-09-16,0.012067708695894463
2015-09-17,-0.009023506163055806
2015-09-18,-0.010406637774945882
2015-09-21,-0.01396647169378662
2015-09-22,-0.01566385029554096
2015-09-23,-0.020653523869049062
2015-09-24,0.0015558342426646998
2015-09-25,0.0022433840838516073
2015-09-28,-0.02703605460897618
2015-09-29,0.0
2015-09-30,0.012035229264823366
2015-10-01,-0.011717394268583758
2015-10-02,0.026013289138772766
2015-10-05,0.039323705100751116
2015-10-06,0.015930985957576915
2015-10-07,0.011597512496750895
2015-10-08,0.030841110914366476
2015-10-09,-0.0366539013116749
2015-10-12,-0.010081487348410634
2015-10-13,-0.00903366719733445
2015-10-14,-0.016244322826873048
2015-10-15,0.007582184276962112
2015-10-16,-0.019899762519414055
2015-10-19,-0.015355832162320171
2015-10-20,0.06619337342154719
2015-10-21,0.005688223334760822
2015-10-22,0.0342600002918807
2015-10-23,0.006874670460345955
2015-10-26,-0.008069343623226977
2015-10-27,-0.022997752113273262
2015-10-28,0.021777391317156836
2015-10-29,0.004231284554171877
2015-10-30,0.005462218379667538
2015-11-02,0.012571699298847383
2015-11-03,0.002299216424772599
2015-11-04,-0.005964060886656464
2015-11-05,-0.00769243779887252
2015-11-06,-0.00015505705586571494
2015-11-09,-0.009148654325701666
2015-11-10,0.0014084413079815672
2015-11-11,-0.007969883777897202
2015-11-12,0.006616153360165855
2015-11-13,-0.012519985470538786
2015-11-16,0.019334723511426954
2015-11-17,-0.010727570533000108
2015-11-18,0.02105917811262281
2015-11-19,0.005848853423223055
2015-11-20,0.0009183273995541086
2015-11-23,-0.0024461403207277632
2015-11-24,0.010114760086284313
2015-11-25,-0.005954878848444256
2015-11-27,-0.00015376194961935763
2015-11-30,0.012444303027153047
2015-12-01,0.01016692505511485
2015-12-02,-0.022833117690663762
2015-12-03,0.009377350827919795
2015-12-04,-0.013859251615352286
2015-12-07,-0.008185430493218293
2015-12-08,-0.01744014188590004
2015-12-09,0.004754563511832011
2015-12-10,0.005993825433240785
2015-12-11,-0.03198516544902352
2015-12-14,0.005020974439159831
2015-12-15,0.0009672014688384412
2015-12-16,-0.010626064313640438
2015-12-17,-0.03238428215021116
2015-12-18,-0.01614536319709048
2015-12-21,0.011452902401668297
2015-12-22,0.011492579039856787
2015-12-23,0.037092400692615435
2015-12-24,0.0053167264387963264
2015-12-28,-0.001442128498061468
2015-12-29,-0.002246998046924742
