Date,APA
2015-01-05,-0.061413397924430235
2015-01-06,-0.010849419156000017
2015-01-07,-0.011137562359255782
2015-01-08,0.03873746125720667
2015-01-09,-0.0029571604210822944
2015-01-12,-0.0367441095687826
2015-01-13,0.0
2015-01-14,0.018303124268762128
2015-01-15,0.007895443135971902
2015-01-16,0.0374998667323847
2015-01-20,-0.029677730951448433
2015-01-21,0.03590432150887479
2015-01-22,0.023106692829915287
2015-01-23,-0.013801816188647953
2015-01-26,0.025286349009790987
2015-01-27,0.0018612282677425984
2015-01-28,-0.05372328809905402
2015-01-29,0.0017996655656238314
2015-01-30,0.021884477314475737
2015-02-02,0.05849464093828294
2015-02-03,0.02763094100639707
2015-02-04,-0.011019802087854136
2015-02-05,0.01574823444882778
2015-02-06,-0.0005852825068699552
2015-02-09,-0.016244448663400912
2015-02-10,-0.014430575602274676
2015-02-11,-0.022641452486616087
2015-02-12,-0.0026252124697138113
2015-02-13,0.03824712672245445
2015-02-17,-0.003877660048406617
2015-02-18,-0.01557131282351265
2015-02-19,0.01338386530043012
2015-02-20,-0.006153218343704747
2015-02-23,0.0
2015-02-24,0.010419757322305268
2015-02-25,0.01374981404669473
2015-02-26,-0.030812172126960413
2015-02-27,0.0015209606220893956
2015-03-02,-0.0007593998433710336
2015-03-03,0.014136227175456373
2015-03-04,-0.0028479070993621125
2015-03-05,-0.016534112564738135
2015-03-06,-0.035152113375289895
2015-03-09,-0.027245243523359552
2015-03-10,-0.020517820055838687
2015-03-11,0.01679135487823946
2015-03-12,-0.016187201832785547
2015-03-13,-0.013461689928591314
2015-03-16,0.007917711938117966
2015-03-17,-0.012368544030812667
2015-03-18,0.04078546967360852
2015-03-19,-0.026341369731144315
2015-03-20,-0.005511209558143215
2015-03-23,-0.014609757406311874
2015-03-24,0.005964756173532759
2015-03-25,0.013552461740796717
2015-03-26,-0.0003342074879678636
2015-03-27,-0.006687941277812359
2015-03-30,0.02390184491604974
2015-03-31,-0.008219525072085343
2015-04-01,0.004972457374120776
2015-04-02,0.013359635237297995
2015-04-06,0.0553386687954911
2015-04-07,0.009253718505222386
2015-04-08,-0.0029033127287275695
2015-04-09,0.018697060540663113
2015-04-10,0.020610798238304362
2015-04-13,-0.004864480342727129
2015-04-14,0.034069357440304815
2015-04-15,0.02277569063504048
2015-04-16,-0.008263218214786594
2015-04-17,-0.006072578031856013
2015-04-20,0.007700066605597078
2015-04-21,-0.032545533611406885
2015-04-22,-0.008337131477353377
2015-04-23,0.008111981838633708
2015-04-24,-0.029699931981343464
2015-04-27,0.006031674149836519
2015-04-28,0.0010489381504903417
2015-04-29,0.026500873491661192
2015-04-30,-0.002333614736603984
2015-05-01,0.0011692510324921024
2015-05-04,0.0010226931480556978
2015-05-05,-0.00889862022979071
2015-05-06,-0.00883137968959491
2015-05-07,-0.03356112998840777
2015-05-08,0.0070682161839377144
2015-05-11,-0.03677170448098521
2015-05-12,0.008078825736332229
2015-05-13,-0.01477068932057679
2015-05-14,-0.0011164246993582427
2015-05-15,0.012613854990765505
2015-05-18,0.00567645033891373
2015-05-19,-0.025243035124236646
2015-05-20,-0.00900753707266988
2015-05-21,0.009089410272669518
2015-05-22,0.0057906605401505384
2015-05-26,-0.01791158986007224
2015-05-27,-0.010421593753469183
2015-05-28,-0.016126336307512923
2015-05-29,0.0008363747207047467
2015-06-01,-0.016210396394320092
2015-06-02,0.012400496029795649
2015-06-03,-0.010905977577937431
2015-06-04,-0.01187468763738675
2015-06-05,0.018884027483651034
2015-06-08,-0.019207761701186432
2015-06-09,0.006184428297981492
2015-06-10,0.006658777388705683
2015-06-11,-0.013738269105811884
2015-06-12,0.0005158098836630653
2015-06-15,-0.0036093952892610748
2015-06-16,0.01863018379228265
2015-06-17,-0.023369841051537388
2015-06-18,-0.007629730655714262
2015-06-19,-0.01205647499973761
2015-06-22,0.01750988054213387
2015-06-23,0.02294429487564731
2015-06-24,-0.0023787577085989664
2015-06-25,-0.015499707956023179
2015-06-26,0.011764370907233923
2015-06-29,-0.021716545457840186
2015-06-30,0.00734135347433873
2015-07-01,-0.026895918230727678
2015-07-02,0.012482136498702445
2015-07-06,-0.022542969347681963
2015-07-07,0.003603392743147804
2015-07-08,-0.04021542729543581
2015-07-09,0.006921280031219279
2015-07-10,-0.016533706811180715
2015-07-13,0.00604466881851029
2015-07-14,0.021216368188422097
2015-07-15,-0.01673079810055067
2015-07-16,-0.015146279806311669
2015-07-17,-0.03854141188395277
2015-07-20,-0.03512625110273715
2015-07-21,-0.022418382864061948
2015-07-22,-0.004418316958215374
