Date,ORCL
2015-01-05,-0.014024117656356805
2015-01-06,-0.010323633761235906
2015-01-07,0.0002316618032571771
2015-01-08,0.006025549150602272
2015-01-09,-0.00046033868998607286
2015-01-12,-0.0027657819399291572
2015-01-13,-0.007857494844421664
2015-01-14,0.0030277952585584522
2015-01-15,-0.009985687472574889
2015-01-16,0.02064252141265177
2015-01-20,0.008963642188996701
2015-01-21,-0.009339515595791048
2015-01-22,0.012876379505409208
2015-01-23,0.0031780952641478066
2015-01-26,-0.006562211252821304
2015-01-27,-0.011390213141117211
2015-01-28,-0.01635916149685368
2015-01-29,0.003982598038186902
2015-01-30,-0.022632414965268244
2015-02-02,0.018859163829381576
2015-02-03,0.008434959520255081
2015-02-04,-0.014404730012008593
2015-02-05,0.017444495554871375
2015-02-06,-0.004170884844927114
2015-02-09,0.009771540538005441
2015-02-10,0.013594943672649462
2015-02-11,-0.014321545790097923
2015-02-12,0.01222332202320997
2015-02-13,0.0009114249102737393
2015-02-17,-0.0020485837596967427
2015-02-18,0.005930404421926383
2015-02-19,0.00022702515580941274
2015-02-20,-0.00770806499752863
2015-02-23,0.00022832737253231095
2015-02-24,0.002284287305941657
2015-02-25,-0.003418366628166414
2015-02-26,0.0036586281537562826
2015-02-27,-0.0015947384348292681
2015-03-02,0.004792265968256659
2015-03-03,-0.014762594211331082
2015-03-04,0.005302253326002981
2015-03-05,0.0043563950443246124
2015-03-06,-0.03241991974844116
2015-03-09,0.0073144229427657415
2015-03-10,-0.020379204109985727
2015-03-11,-0.008369442745181477
2015-03-12,0.003617347540596949
2015-03-13,0.01826048584128892
2015-03-16,0.024303650023888235
2015-03-17,-0.012439360619382
2015-03-18,0.029391195222224997
2015-03-19,0.0006795972520923232
2015-03-20,0.005661425436376488
2015-03-23,-0.0036025071391977415
2015-03-24,-0.012203623043598788
2015-03-25,-0.017844742348168574
2015-03-26,0.001397291460432104
2015-03-27,-0.008141560240293444
2015-03-30,0.018761717603420047
2015-03-31,-0.006675818960303448
2015-04-01,-0.004866574085695463
2015-04-02,-0.003973180665384102
2015-04-06,0.007977431178343153
2015-04-07,0.0
2015-04-08,0.0034918454161436685
2015-04-09,0.002087816915759211
2015-04-10,0.00717593862705268
2015-04-13,-0.009882872433907064
2015-04-14,-0.00812445807242057
2015-04-15,0.02948759909944587
2015-04-16,-0.012048187880698058
2015-04-17,-0.01058478220320247
2015-04-20,0.007441856022935012
2015-04-21,0.0023089293232889663
2015-04-22,0.0029938608426831603
2015-04-23,-0.003673934448309213
2015-04-24,-0.007144618573539208
2015-04-27,0.012302999481075938
2015-04-28,0.020407762182366396
2015-04-29,0.00516870464994823
2015-04-30,-0.02481575526966673
2015-05-01,0.017194338142627164
2015-05-04,0.0049582870669535595
2015-05-05,-0.01502611821175015
2015-05-06,-0.015027272835377858
2015-05-07,0.005085615514259123
2015-05-08,0.01218981588329937
2015-05-11,-0.0038628362472470368
2015-05-12,-0.006158949507447997
2015-05-13,0.005049533292638797
2015-05-14,0.013473068542126043
2015-05-15,-0.005182277941170543
2015-05-18,0.002038534592704533
2015-05-19,0.001808164995055872
2015-05-20,-0.0006768380382977668
2015-05-21,-0.00022596706242816733
2015-05-22,-0.007903880394670826
2015-05-26,-0.013658254544309023
2015-05-27,0.018693707940316218
2015-05-28,-0.0063435224844327065
2015-05-29,-0.008435931468323554
2015-06-01,0.0068983752154458955
2015-06-02,-0.002055497201163936
2015-06-03,0.006178580023673996
2015-06-04,-0.004548475276529795
2015-06-05,0.0009133825535976303
2015-06-08,-0.016206304556417694
2015-06-09,-0.0006957898602765189
2015-06-10,0.020199728538002226
2015-06-11,0.007737677445165403
2015-06-12,0.001355302322946228
2015-06-15,-0.013982983190781617
2015-06-16,0.02104295551540214
2015-06-17,0.006048375403466588
2015-06-18,-0.04831874868237185
2015-06-19,-0.02690679300409382
2015-06-22,-0.002404542259001108
2015-06-23,0.005302141137163652
2015-06-24,-0.01222700161004675
2015-06-25,-0.0033980957532091516
2015-06-26,-0.001704678014806782
2015-06-29,-0.013906068235165492
2015-06-30,-0.0029687973675971424
2015-07-01,-0.0014884863839162987
2015-07-02,0.0029816324210094614
2015-07-06,-0.0014921356785003725
2015-07-07,0.0002493378313834782
2015-07-08,-0.009711120386199035
2015-07-09,0.010309008584876489
2015-07-10,0.004479638299534905
2015-07-13,0.01090221297105387
2015-07-14,-0.0004899679738620266
2015-07-15,0.0002448314392795581
2015-07-16,0.004167657473397535
2015-07-17,-0.013671813077114514
2015-07-20,-0.011633480204920055
2015-07-21,-0.009015702717374507
2015-07-22,-0.003791065331954502
2015-07-23,-0.010653934083112326
2015-07-24,0.0
2015-07-27,-0.012564808228310187
2015-07-28,0.019995498402903156
2015-07-29,0.012983038492948573
2015-07-30,-0.003518065292099637
2015-07-31,0.0073140143662371315
2015-08-03,-0.005758797064147059
2015-08-04,-0.0012591588039705393
2015-08-05,-0.0005045003584991381
2015-08-06,-0.008072602147256247
2015-08-07,0.006103752826795983
2015-08-10,0.008341758244599706
2015-08-11,-0.01804949222633412
2015-08-12,0.002808725009381119
2015-08-13,0.0007636748463848431
2015-08-14,0.0025433763266997644
2015-08-17,0.007865920052758435
2015-08-18,0.0027697214591999586
2015-08-19,-0.007531632566469715
2015-08-20,-0.022767715657983967
2015-08-21,-0.027957655740135756
2015-08-24,-0.039147645254955066
2015-08-25,-0.017461265017551963
2015-08-26,0.04118453944487954
2015-08-27,-0.0024385544758502853
2015-08-28,0.017382047458883276
2015-08-31,-0.009876999482610449
2015-09-01,-0.029118416203534392
2015-09-02,0.020549977917790896
2015-09-03,0.004081184649024072
2015-09-04,-0.01707300376250398
2015-09-08,0.03887534720531982
2015-09-09,-0.01565820291568365
2015-09-10,0.01401972059601242
2015-09-11,0.008242615216993876
2015-09-14,-0.009493592203495771
2015-09-15,0.011448408100795504
2015-09-16,0.007370324537073314
2015-09-17,-0.03997913816641774
2015-09-18,-0.009798623922064209
2015-09-21,0.01236948382266867
2015-09-22,-0.017377442477398475
2015-09-23,-0.005526337214035615
2015-09-24,0.0019453156539552818
2015-09-25,-0.0002772481566482021
2015-09-28,-0.016921392228471444
2015-09-29,0.001975254511427771
2015-09-30,0.017178534093247322
2015-10-01,0.003322374899352054
2015-10-02,0.017935792234720083
2015-10-05,0.018975180858379348
2015-10-06,0.003724436646421747
2015-10-07,-0.001855190472626278
2015-10-08,0.00610744463940005
2015-10-09,0.009538666889521652
2015-10-12,-0.0015746986022922016
2015-10-13,-0.0057836612356123585
2015-10-14,-0.014806858909789389
2015-10-15,0.007783263202170598
2015-10-16,-0.004793643865350972
2015-10-19,-0.013379874742405207
2015-10-20,-0.0002707446932808111
2015-10-21,-0.006511289511969998
2015-10-22,0.03194956274446126
2015-10-23,0.0074091882702544964
2015-10-26,0.007880513418468738
2015-10-27,-0.0007818088368873877
2015-10-28,0.014084378486346694
2015-10-29,-0.0005142931687533991
2015-10-30,-0.0005148997769299779
2015-11-02,0.023429459456500323
2015-11-03,0.011321118471676828
2015-11-04,0.006965003633574884
2015-11-05,-0.00321132185190387
2015-11-06,0.006691333257290877
2015-11-09,-0.012801341956039214
2015-11-10,-0.00448914118966548
2015-11-11,-0.022043919171963466
2015-11-12,-0.0105019552453951
2015-11-13,-0.0344296188591231
2015-11-16,0.0219839625405458
2015-11-17,0.00026227336507655963
2015-11-18,0.014949031004735103
2015-11-19,0.008268223056020485
2015-11-20,0.008201441870787862
2015-11-23,-0.005083696667660953
2015-11-24,0.00817572529725985
2015-11-25,-0.005068460703432698
2015-11-27,-0.0020375995161843186
2015-11-30,-0.005359859741649986
2015-12-01,0.00667173330708315
2015-12-02,-0.013510223678392386
2015-12-03,-0.022996843114945875
2015-12-04,0.03570420602119451
2015-12-07,-0.008682393727636462
2015-12-08,-0.0023182388778792973
2015-12-09,-0.0038729380767961175
2015-12-10,-0.010108881571355699
2015-12-11,-0.025661008876937674
2015-12-14,0.011824625358492824
2015-12-15,0.014873829700244423
2015-12-16,0.018319714569380086
2015-12-17,-0.05088658560062442
2015-12-18,-0.015705444454919948
2015-12-21,0.001925675529522719
2015-12-22,0.004667617437083216
2015-12-23,0.009292408793348805
2015-12-24,0.002166216498582285
2015-12-28,-0.005944263789632087
2015-12-29,0.0067953747263111985
2015-12-30,-0.003239824251448753
2015-12-31,-0.010563638199351022
2016-01-04,-0.017317108676931592
2016-01-05,-0.0030766515985909404
2016-01-06,0.005050288747958431
2016-01-07,-0.02177527331704321
2016-01-08,-0.011130341573125424
2016-01-11,0.008369606380805639
2016-01-12,0.012306617155944943
2016-01-13,-0.036471515528789245
2016-01-14,0.020833567954331444
2016-01-15,-0.019259224599422087
2016-01-19,0.012603035509088478
2016-01-20,-0.01765585858509766
2016-01-21,0.005303317293141374
2016-01-22,0.01993040729349671
2016-01-25,-0.013218528136442753
2016-01-26,0.02591717810582428
2016-01-27,-0.009082877895492114
2016-01-28,0.012030651922000368
2016-01-29,0.02773815010489389
2016-02-01,0.00027561393200792317
2016-02-02,-0.026706657834713488
2016-02-03,0.009617802528331998
2016-02-04,0.02129434119337925
2016-02-05,-0.020575609965685082
2016-02-08,-0.002521795785514813
2016-02-09,-0.014883226544962658
2016-02-10,0.0034208796838794964
2016-02-11,-0.010227087513391964
2016-02-12,0.02009192400913129
2016-02-16,0.004502135162737009
2016-02-17,0.02605002998165884
2016-02-18,0.0
2016-02-19,0.004095260943417944
2016-02-22,0.008972132331245497
2016-02-23,-0.015090174669400325
2016-02-24,0.002188561220602292
2016-02-25,0.018018112412769183
2016-02-26,-0.008849721366660845
2016-02-29,-0.0048698030850700125
2016-03-01,0.03289773858557843
