Date,UPS
2015-01-05,-0.0200216172414861
2015-01-06,-0.006563566342327354
2015-01-07,0.009305748942703973
2015-01-08,0.017978842877500734
2015-01-09,-0.007336135736855209
2015-01-12,0.0003650097872234248
2015-01-13,0.004286802172250637
2015-01-14,-0.006720412248217511
2015-01-15,-0.000731854091594486
2015-01-16,0.009241642076335488
2015-01-20,0.009156818233337027
2015-01-21,0.003323981090964656
2015-01-22,0.023012360452418168
2015-01-23,-0.09908109481158878
2015-01-26,-0.005634763776955043
2015-01-27,-0.01465585073381126
2015-01-28,-0.015369255231881263
2015-01-29,0.011279174325867558
2015-01-30,-0.015734170882846454
2015-02-02,0.013051506225562948
2015-02-03,0.004394190439271917
2015-02-04,-0.00039745770375843037
2015-02-05,0.00925094668603954
2015-02-06,-0.007786552660036916
2015-02-09,-0.002086179890635753
2015-02-10,0.006171742600533214
2015-02-11,-0.001681725576389903
2015-02-12,0.004954781250838591
2015-02-13,0.0037473176343998382
2015-02-17,0.0070731032861222065
2015-02-18,0.0010733089047361144
2015-02-19,-0.0018648125292590745
2015-02-20,0.0025566892680768394
2015-02-23,-0.0018634257561036538
2015-02-24,0.005404393734290691
2015-02-25,-0.003518473921665488
2015-02-26,-0.0009809406610642446
2015-02-27,-0.0012762834353905461
2015-03-02,0.0019659975873931312
2015-03-03,-0.004218457474398529
2015-03-04,-0.010640378304624942
2015-03-05,0.0029873042806691785
2015-03-06,-0.000992909923534624
2015-03-09,-0.0006954583927336611
2015-03-10,-0.010741016386397573
2015-03-11,-0.007540132665356469
2015-03-12,0.009623359790599695
2015-03-13,-0.011437873129884313
2015-03-16,0.017557983363584606
2015-03-17,-0.00658273250220931
2015-03-18,0.0066263520049232305
2015-03-19,-0.003490643123666648
2015-03-20,0.0034030456949729615
2015-03-23,-0.003690503366362341
2015-03-24,-0.006207812085691322
2015-03-25,-0.018134059166055372
2015-03-26,-0.008413757401567024
2015-03-27,-0.0005175827829575486
2015-03-30,0.007040369243118461
2015-03-31,-0.0033925389331178613
2015-04-01,-0.004126281802748322
2015-04-02,-0.0007254112806843738
2015-04-06,0.0038353343635058046
2015-04-07,-0.0016516356331039983
2015-04-08,-0.00010360824690247572
2015-04-09,0.0003101840975139325
2015-04-10,0.0009304879534881572
2015-04-13,-0.006612083239111
2015-04-14,0.004160411017039012
2015-04-15,0.0007248869778142542
2015-04-16,-0.004967870465781732
2015-04-17,-0.007905150819285778
2015-04-20,0.021807421874866728
2015-04-21,0.0015392389699089293
2015-04-22,0.005429589865387552
2015-04-23,0.0008149889930091359
2015-04-24,-0.0012218191065356265
2015-04-27,-0.006829229264803893
2015-04-28,0.034280578837553755
2015-04-29,0.004763495395883055
2015-04-30,-0.007111314589961837
2015-05-01,0.008455308364424319
2015-05-04,0.0004933833275144739
2015-05-05,-0.013014450370651298
2015-05-06,-0.008889826425635516
2015-05-07,0.004232938581745893
2015-05-08,0.007226003778159074
2015-05-11,0.0016938396453101134
2015-05-12,-0.0055702655762008835
2015-05-13,-0.005401720790687903
2015-05-14,0.01995959824149418
2015-05-15,0.014502811080129296
2015-05-18,-0.002153916636408737
2015-05-19,0.001667762035256759
2015-05-20,-0.0011754201204515757
2015-05-21,0.0008827608334511794
2015-05-22,-0.006075491100879238
2015-05-26,-0.00897165996026339
2015-05-27,0.003979228789704248
2015-05-28,-0.010404368610697823
2015-05-29,-0.006508521753222474
2015-06-01,0.002620550814575795
2015-06-02,-0.0005025766518638175
2015-06-03,0.011767029610761703
2015-06-04,-0.004970241555836252
2015-06-05,0.0040960118684472135
2015-06-08,-0.012336837516097265
2015-06-09,0.0035253693583494616
2015-06-10,0.008432200506191201
2015-06-11,0.005375221066410418
2015-06-12,-0.009307226701301241
2015-06-15,-0.0009992196386074959
2015-06-16,0.0039017264033183174
2015-06-17,0.000697249862952054
2015-06-18,0.009759518887749508
2015-06-19,-0.005522996762209242
2015-06-22,0.005454211145095034
2015-06-23,-0.006312241617915659
2015-06-24,-0.013498493651933341
2015-06-25,-0.004528042442615843
2015-06-26,0.004144252575461138
2015-06-29,-0.020533709867181282
2015-06-30,-0.0041106044659846575
2015-07-01,0.0003098093639712918
2015-07-02,0.002681851726535678
2015-07-06,-0.0055553913335275595
2015-07-07,0.008690305431521717
2015-07-08,-0.020615721195399672
2015-07-09,0.0027228015386346893
2015-07-10,0.012637475889950567
2015-07-13,0.008250883139273357
2015-07-14,0.0011250996061547003
2015-07-15,-0.007049891420874643
2015-07-16,0.003086716069626627
2015-07-17,0.0012307766356225436
2015-07-20,-0.00010231919465086836
2015-07-21,0.003791490516477092
2015-07-22,-0.007452175975405373
2015-07-23,-0.011519184529524606
2015-07-24,-0.014150288494396479
2015-07-27,0.0039052486837602984
2015-07-28,0.05067256071305981
2015-07-29,0.00950597425010824
2015-07-30,0.005055043043542762
