Date,PANW
2015-01-05,0.019024882745662053
2015-01-06,-0.015194475092846216
2015-01-07,0.03020113332672758
2015-01-08,0.013383287542076516
2015-01-09,-0.010926898517243044
2015-01-12,0.011603901978830988
2015-01-13,-0.019877366233239324
2015-01-14,0.012424751087578567
2015-01-15,-0.03341249056972373
2015-01-16,0.02400062695025551
2015-01-20,-0.0043995810881820585
2015-01-21,0.007150856132248418
2015-01-22,-0.013322712436947937
2015-01-23,0.025307284699457977
2015-01-26,0.00094631925938371
2015-01-27,-0.007326905299670061
2015-01-28,-0.004365103585379448
2015-01-29,0.03060977625591277
2015-01-30,-0.02243012013597301
2015-02-02,-0.010127373580546495
2015-02-03,-0.012628931259438203
2015-02-04,0.01740469154962243
2015-02-05,0.0113780751671404
2015-02-06,-0.011722113927552846
2015-02-09,-0.00469670560105484
2015-02-10,0.02719351654620006
2015-02-11,0.025617014565085805
2015-02-12,0.00979350850995786
2015-02-13,0.01699121994398678
2015-02-17,0.011976068168106924
2015-02-18,-7.306695884534697e-05
2015-02-19,0.007524858167422099
2015-02-20,0.026829096256169693
2015-02-23,-0.024080272369537914
2015-02-24,0.0029667690727965823
2015-02-25,0.02488992874544249
2015-02-26,0.006968925173715723
2015-02-27,-0.00580220641765139
2015-03-02,0.026437928595206772
2015-03-03,0.020002779884205957
2015-03-04,-0.03619883697595916
2015-03-05,-0.002578210133176828
2015-03-06,-0.016836662412242465
2015-03-09,-0.014211556719327834
2015-03-10,-0.001297513952049023
2015-03-11,0.014507358084179023
2015-03-12,0.005549277335226588
2015-03-13,0.0
2015-03-16,0.01973964084628954
2015-03-17,0.005481142538449335
2015-03-18,0.0016560450302736118
2015-03-19,0.007095636691544227
2015-03-20,-0.014433302174361784
2015-03-23,-0.019155987075991532
2015-03-24,-0.007359218316377425
2015-03-25,-0.011833475242361002
2015-03-26,0.020415593421834854
2015-03-27,0.03527749393410562
2015-03-30,0.01481831645413223
2015-03-31,-0.017024443735975003
2015-04-01,-0.031147311739086025
2015-04-02,0.0019783974875233756
2015-04-06,-0.0011988010859338427
2015-04-07,0.022521849941810057
2015-04-08,0.01684738212932646
2015-04-09,-0.00828408638700151
2015-04-10,0.013146170002234836
2015-04-13,-0.01905788914552231
2015-04-14,-0.0042025794185645005
2015-04-15,0.0011761587281429176
2015-04-16,0.014373560740004399
2015-04-17,-0.029225430129917962
2015-04-20,0.028140339098478684
2015-04-21,0.05364819388233566
2015-04-22,-0.0032389219823834026
2015-04-23,0.005914082219851791
2015-04-24,-0.006073176381636736
2015-04-27,-6.501648770518287e-05
2015-04-28,-0.003575320993284392
2015-04-29,-0.00822028920670903
2015-04-30,-0.028285697293903622
2015-05-01,0.020985637479352892
2015-05-04,0.01292927389052756
2015-05-05,-0.03757283370161879
2015-05-06,-0.0083656368384728
2015-05-07,0.02475997625782589
2015-05-08,0.011311122506777682
2015-05-11,0.004765089747509776
2015-05-12,-0.0009879970457328247
2015-05-13,-0.001252685498297823
2015-05-14,0.01472138646661425
2015-05-15,0.00657080412779476
2015-05-18,0.01945451210239324
2015-05-19,0.003803910682540268
2015-05-20,0.0012000648207028952
2015-05-21,0.010219547955487629
2015-05-22,0.01704758016491814
2015-05-26,0.005955677560909756
2015-05-27,-0.019470252556515355
2015-05-28,0.03560533761282292
2015-05-29,0.018753398077486105
2015-06-01,0.0059591113242967175
2015-06-02,-0.011730294248058715
2015-06-03,0.004095015442393324
2015-06-04,-0.0026006409070100656
2015-06-05,0.028681504991319384
2015-06-08,-0.004435763896900702
2015-06-09,-0.004860527365894818
2015-06-10,0.015641367536336936
2015-06-11,-0.00022905217606772332
2015-06-12,0.006986184648651417
2015-06-15,0.005629829532161512
2015-06-16,-0.0007916510678035449
2015-06-17,0.02229764974499826
2015-06-18,0.012400342511836193
2015-06-19,0.006561704919395117
2015-06-22,-0.0002173432449147361
2015-06-23,-0.011464861214576128
