Date,PFG
2015-01-05,-0.032811939870339146
2015-01-06,-0.014168694751599431
2015-01-07,0.017206335217344826
2015-01-08,0.029452913124274227
2015-01-09,-0.01237212612017935
2015-01-12,-0.016832685326957475
2015-01-13,-0.014931733294950011
2015-01-14,-0.02445406283515128
2015-01-15,-0.01678104361487731
2015-01-16,0.012010569839123741
2015-01-20,-0.007495069309293223
2015-01-21,0.006083126355995949
2015-01-22,0.028356917815203886
2015-01-23,-0.01135440207735905
2015-01-26,0.01168954668347455
2015-01-27,-0.010743955780427639
2015-01-28,-0.017622928590341203
2015-01-29,0.002920546770245336
2015-01-30,-0.02391825844524187
2015-02-02,0.02173404326800088
2015-02-03,0.020021062763955655
2015-02-04,-0.009405130070947787
2015-02-05,0.009907222511549074
2015-02-06,0.014714876957443224
2015-02-09,-0.0070491096727539615
2015-02-10,0.008519028255064676
2015-02-11,0.007441775032169362
2015-02-12,0.020163673793279102
2015-02-13,0.009784720810759762
2015-02-17,0.003682164952053757
2015-02-18,-0.00830264054007357
2015-02-19,0.004672780603542259
2015-02-20,0.009883922821701141
2015-02-23,-0.014968417880744656
2015-02-24,0.011494343096449589
2015-02-25,-0.0001926036740201864
2015-02-26,-0.004623809861073358
2015-02-27,-0.009676674167301225
2015-03-02,0.02521037627355449
2015-03-03,-0.012199857103510792
2015-03-04,-0.025858915888762768
2015-03-05,0.011772030140600798
2015-03-06,-0.004141456617313355
2015-03-09,0.003366089119340998
2015-03-10,-0.025655558720837246
2015-03-11,0.007899115499383491
2015-03-12,0.025723551654506238
2015-03-13,-0.011167625967805628
2015-03-16,0.026352120839495896
2015-03-17,-0.013706508585821009
2015-03-18,0.0015657873187104876
2015-03-19,-0.009966587663625126
2015-03-20,0.023686929849170646
2015-03-23,0.0011573866994700754
2015-03-24,-0.007319287532416507
2015-03-25,-0.013387463731752702
2015-03-26,-0.0007866979859876277
2015-03-27,-0.006297664138721792
2015-03-30,0.015844710459091305
2015-03-31,0.001559464664682153
2015-04-01,-0.006813278592618932
2015-04-02,0.007644203413456063
2015-04-06,-0.0003890642680134393
2015-04-07,-0.0019457541432551517
2015-04-08,0.010722890300283616
2015-04-09,0.0023151303915389665
2015-04-10,-0.03233257709265469
2015-04-13,0.010341907277988893
2015-04-14,0.004133792429722005
2015-04-15,0.013526778313499133
2015-04-16,0.002901400007716104
2015-04-17,-0.02082893769192362
2015-04-20,0.0007874996361261211
2015-04-21,0.0037393200945918803
2015-04-22,0.014314033049161123
2015-04-23,-0.008119056147505521
2015-04-24,0.006041490975825292
2015-04-27,-0.002712370832756994
2015-04-28,0.012238217529098261
2015-04-29,-0.0030705966408425267
2015-04-30,-0.015976945849054958
2015-05-01,0.010563568952304259
2015-05-04,0.010840220323455663
2015-05-05,-0.012639435976540714
2015-05-06,-0.005624268114000075
2015-05-07,0.007216911561514827
2015-05-08,0.014523637222807917
2015-05-11,-0.0011451473770101028
2015-05-12,-0.012230324903307888
2015-05-13,-0.0007738061200228685
2015-05-14,0.006582606913711153
2015-05-15,-0.013079119127428873
2015-05-18,0.01734526103598366
2015-05-19,0.005747111143988626
2015-05-20,0.006476243894953493
2015-05-21,0.0007571754757582649
2015-05-22,-0.005484396923324586
2015-05-26,-0.018444435429104122
2015-05-27,0.00697423732060809
2015-05-28,0.006733428385534479
2015-05-29,-0.012230324903307888
2015-06-01,-0.00038717178001423935
2015-06-02,0.013547551001842795
2015-06-03,0.015085270128608386
2015-06-04,-0.018946605126432092
2015-06-05,0.0019311446317278325
2015-06-08,-0.004433061117379733
2015-06-09,0.00038673105562514465
2015-06-10,0.018773279901592055
2015-06-11,0.00417927640179605
2015-06-12,-0.004350978591887156
2015-06-15,-0.011020099155737095
2015-06-16,0.004226436258645272
2015-06-17,-0.0026784900155010227
2015-06-18,0.014387242981773296
2015-06-19,-0.007186470283074287
2015-06-22,0.009905246081848507
2015-06-23,0.005092468367672742
2015-06-24,-0.004879200074117018
2015-06-25,-0.017914422370767014
2015-06-26,0.006912265211347357
2015-06-29,-0.03241764963729854
2015-06-30,0.010839702109048055
2015-07-01,0.009748074713298971
2015-07-02,-0.00598574507118943
2015-07-06,-0.007575430428271801
2015-07-07,0.005480382988689136
2015-07-08,-0.022970820640492384
2015-07-09,0.007970061628255642
2015-07-10,0.01265072202530182
2015-07-13,0.01873885937677322
2015-07-14,0.00019152339846217892
2015-07-15,0.003831742348483269
2015-07-16,0.013167518961884284
2015-07-17,-0.005085340137061634
2015-07-20,0.006815110671920754
2015-07-21,-0.0005634592330709953
2015-07-22,-0.0018820932023264625
2015-07-23,-0.010744333688992525
2015-07-24,0.037729004801148935
2015-07-27,-0.00293826493470295
2015-07-28,0.0005525482082819888
2015-07-29,0.010675379361237747
2015-07-30,0.006920690190389545
2015-07-31,0.003978767137911676
2015-08-03,0.00684558712243355
2015-08-04,-0.0026837499145011545
2015-08-05,0.0003588490229331498
2015-08-06,-0.0035869061749553843
2015-08-07,-0.0059393975136957655
2015-08-10,0.024262200966113312
2015-08-11,-0.009722777913700797
2015-08-12,-0.000713914056957976
2015-08-13,0.01679192245512784
2015-08-14,0.0186224873743015
2015-08-17,-0.0053466055296208514
2015-08-18,0.00017332418375493042
2015-08-19,-0.009188606579248138
2015-08-20,-0.018022357244096843
2015-08-21,-0.03902385609241654
2015-08-24,-0.06081975677784446
2015-08-25,-0.03711739718506579
2015-08-26,0.026655784046343944
2015-08-27,0.02696230512681308
2015-08-28,-0.010112751303452239
2015-08-31,-0.01080552089028719
2015-09-01,-0.0403176972797713
2015-09-02,0.0112640839579361
2015-09-03,0.004950496726104259
2015-09-04,-0.023604258526190858
2015-09-08,0.02606666560053128
2015-09-09,-0.021102000853068237
2015-09-10,-0.007744037937275183
2015-09-11,0.016241672672374197
2015-09-14,-0.007887393891918615
2015-09-15,0.03075297924066267
2015-09-16,0.0024356716425371072
2015-09-17,-0.006479121206439675
2015-09-18,-0.020786642548624834
2015-09-21,0.013319276394148982
2015-09-22,-0.01622464105980037
2015-09-23,-0.006889411784062549
2015-09-24,-0.0035737012313519223
2015-09-25,0.013712873236285006
2015-09-28,-0.034547175697653976
2015-09-29,0.008622354555796852
2015-09-30,0.011754752548393421
2015-10-01,0.0006338872688775865
2015-10-02,0.005488553468943724
2015-10-05,0.030652925021409816
2015-10-06,-0.006518716587675444
2015-10-07,0.01558328405950915
2015-10-08,0.0038359323713466065
2015-10-09,-0.005229141060331788
2015-10-12,-0.0008086610385716897
2015-10-13,-0.019830001662264007
2015-10-14,-0.013831532119558565
2015-10-15,0.020933573973883624
2015-10-16,0.003280856757430284
2015-10-19,0.004087548067335023
2015-10-20,0.004070573842744896
2015-10-21,-0.01358198807820532
2015-10-22,0.02281175050511819
2015-10-23,0.014868140482858339
2015-10-26,0.0015838093230968742
2015-10-27,-0.03162696221571781
2015-10-28,0.0410287507356486
2015-10-29,-0.003921642694395211
2015-10-30,-0.012598254686490007
2015-11-02,0.023923348917514353
2015-11-03,0.0007792784603939396
2015-11-04,-0.011478831960569202
2015-11-05,0.0023618485043348514
2015-11-06,0.020027172426703155
2015-11-09,-0.02868103822905832
2015-11-10,0.0025760636173068896
2015-11-11,-0.0013838716210251567
2015-11-12,-0.029294950405380216
2015-11-13,-0.005505990063192301
2015-11-16,0.01906939074885039
2015-11-17,0.000603126346214955
2015-11-18,0.02252200051218889
2015-11-19,-0.002556952382264388
2015-11-20,0.0021691131324899082
2015-11-23,-0.0005904720804902341
2015-11-24,-0.0009839474251238656
2015-11-25,0.0031524230855461965
2015-11-27,0.010018061514933452
2015-11-30,0.0007777302835207944
2015-12-01,0.012825501896019054
2015-12-02,-0.01841862199927169
2015-12-03,-0.050807870614040684
2015-12-04,0.019502204648498722
2015-12-07,-0.0018316619836891146
2015-12-08,-0.01630965541789775
2015-12-09,-0.02113982933442493
2015-12-10,0.00423462127531149
2015-12-11,-0.04638452813682947
2015-12-14,-0.00530625755379488
2015-12-15,0.017337439057852677
2015-12-16,0.020974254408036463
2015-12-17,-0.03209931739864469
2015-12-18,-0.031174210583017503
2015-12-21,0.007987550568377744
2015-12-22,0.01448975739101721
2015-12-23,0.01986155321240024
