Date,IP
2015-09-11,-0.00430438495947294
2015-09-14,-0.0033619192058458314
2015-09-15,-0.00963887600798452
2015-09-16,0.0026762992779638672
2015-09-17,-0.007279623940583124
2015-09-18,-0.011977357017956991
2015-09-21,-0.0019794056965068973
2015-09-22,-0.01908772518934254
2015-09-23,-0.007834361513000765
2015-09-24,-0.008405111214803807
2015-09-25,-0.00590854020525533
2015-09-28,-0.03152442186739102
2015-09-29,-0.0024013250177153944
2015-09-30,0.010698163708052544
2015-10-01,0.014818602547547632
2015-10-02,0.01486321862775819
2015-10-05,0.021326031752874952
2015-10-06,0.0025153838581297716
2015-10-07,0.011041532892362538
2015-10-08,0.019856028876301224
2015-10-09,0.05208116069550339
2015-10-12,-0.0296091775828915
2015-10-13,0.0019069938508626816
2015-10-14,0.0019029270443371438
2015-10-15,0.0009502744481897363
2015-10-16,-0.00047435924816752184
2015-10-19,-0.014716694206611258
2015-10-20,-0.0016862243364363927
2015-10-21,-0.005791464568453475
2015-10-22,0.03616526650134855
2015-10-23,0.027172559249724948
2015-10-26,-0.008893979107402639
2015-10-27,-0.01035446731338674
2015-10-28,0.021390553640371568
2015-10-29,-0.02162514880001276
2015-10-30,-0.00674744594915655
2015-11-02,0.01709968820785024
2015-11-03,-0.014739529967117249
2015-11-04,-0.006311690358498434
2015-11-05,-0.01105592333004024
2015-11-06,0.01213108829540066
2015-11-09,-0.01034096679807317
2015-11-10,-0.003799061853930308
2015-11-11,0.008819892178610012
2015-11-12,-0.03915954169527258
2015-11-13,-0.0012426754773661175
2015-11-16,-0.004976283415037419
2015-11-17,-0.003000596315572923
2015-11-18,0.029846993971550217
2015-11-19,0.004870989906971879
2015-11-20,-0.0009697547412781393
2015-11-23,-0.0007275993778136369
2015-11-24,0.015537443626633562
2015-11-25,-0.004542137554388037
2015-11-27,0.005043497243901074
2015-11-30,-0.00047822262497665413
2015-12-01,-0.01458273602360427
2015-12-02,-0.02789892999226673
2015-12-03,-0.011480089439647068
2015-12-04,0.015652640748195834
2015-12-07,-0.011185505066500734
2015-12-08,-0.01206643060855983
2015-12-09,0.002544411550569059
2015-12-10,-0.016243566673952214
2015-12-11,-0.016253485930299405
2015-12-14,-0.014686899131491238
2015-12-15,0.015703864408966872
2015-12-16,0.01100624174045528
2015-12-17,-0.022291209973192005
2015-12-18,-0.02439022430960447
2015-12-21,0.01358715118160414
2015-12-22,0.009383226326356464
2015-12-23,0.018060992871728132
2015-12-24,0.00495704777314665
2015-12-28,-0.010384128344110288
2015-12-29,0.013903350127756564
2015-12-30,-0.011643076930796026
2015-12-31,-0.01308887690961913
2016-01-04,-0.0007960165096267957
2016-01-05,0.008494898950285767
2016-01-06,-0.01579361951011904
2016-01-07,-0.029419894886748343
2016-01-08,-0.010746444820955992
2016-01-11,0.013927524408110514
2016-01-12,-0.0013734381604868506
2016-01-13,-0.00825304617986422
2016-01-14,0.013592115663473736
2016-01-15,-0.003284152587215483
2016-01-19,-0.02141666401126363
2016-01-20,-0.009820524411412568
2016-01-21,0.004817289454055684
2016-01-22,0.027918780424613265
2016-01-25,-0.10617285736362536
2016-01-26,0.00890132208009442
2016-01-27,0.0012169139703308574
2016-01-28,-0.007900464896249737
2016-01-29,0.04777962613656661
2016-02-01,-0.003508185796382457
2016-02-02,-0.006746687586517974
2016-02-03,0.009155630232488665
2016-02-04,0.02633864696751287
2016-02-05,-0.002851308343668979
2016-02-08,-0.0174433999735204
2016-02-09,0.02240947046959918
2016-02-10,-0.009962836988711032
2016-02-11,-0.035527102974235114
2016-02-12,0.03140078094111298
2016-02-16,0.02751768659456899
2016-02-17,0.013675481326739458
2016-02-18,-0.007307809897049933
2016-02-19,-0.03708916751921043
2016-02-22,0.009997029374707589
2016-02-23,-0.004658226454570036
2016-02-24,0.01520921297859612
2016-02-25,0.0023046121893970373
2016-02-26,0.012935162946127177
2016-02-29,0.013053194430920012
2016-03-01,0.026330393105963523
2016-03-02,0.003820998360341221
2016-03-03,0.041598824518619404
2016-03-04,0.010963066994229775
2016-03-07,0.004905894272455358
2016-03-08,-0.028006262048239527
2016-03-09,0.0190322933715803
2016-03-10,0.018158417642674562
2016-03-11,0.016560432651821833
2016-03-14,0.002757198017384832
2016-03-15,-0.013496765992447757
2016-03-16,0.023308570961223962
2016-03-17,0.021787916027771193
2016-03-18,-0.007996138215522364
2016-03-21,0.0127015120551901
2016-03-22,-0.004341627575999096
2016-03-23,-0.013808233077257537
2016-03-24,0.001965317001524358
2016-03-28,0.0017160501406130457
2016-03-29,0.011747000610794922
2016-03-30,-0.008224098190410367
2016-03-31,0.0009756714061877059
2016-04-01,-0.001705523780086815
2016-04-04,-0.010007533014993575
2016-04-05,-0.01701160043451011
2016-04-06,0.008276914661200951
2016-04-07,-0.01492586631444548
2016-04-08,0.01565676597577137
2016-04-11,-0.0009942954650099534
2016-04-12,0.008461747345912762
2016-04-13,0.01974340309600575
2016-04-14,-0.007986607556918157
2016-04-15,0.017809272490861172
2016-04-18,0.0071909278912958285
2016-04-19,0.021418335706716807
2016-04-20,-0.00862055445154486
2016-04-21,0.0004700297169872858
2016-04-22,0.01855762696260288
2016-04-25,-0.01176209614820689
2016-04-26,0.01213549409650172
2016-04-27,0.018676526270690053
2016-04-28,-0.013807091446874753
2016-04-29,-0.0068855274284347345
2016-05-02,0.00439101585489432
2016-05-03,-0.02945236749274227
2016-05-04,-0.009720238507717416
2016-05-05,-0.006464143880722473
2016-05-06,0.014457663520463848
2016-05-09,0.009976275017079983
2016-05-10,0.013405478413222038
2016-05-11,-0.006498161007867931
2016-05-12,-0.004905165518761967
2016-05-13,-0.014788877055371352
2016-05-16,0.0057185899723799505
2016-05-17,-0.024164678967261488
2016-05-18,-0.021850503064333338
2016-05-19,-0.0007444075685272278
2016-05-20,0.004222690543105312
2016-05-23,0.012367058029574718
2016-05-24,0.011971848281399078
2016-05-25,0.02806237923714172
2016-05-26,-0.006883427102761797
2016-05-27,0.005974810798719199
2016-05-31,0.0016632443257460494
2016-06-01,-0.0011859486290189958
2016-06-02,0.01876061658765238
2016-06-03,0.0006990050751867205
2016-06-06,0.004426077188623978
2016-06-07,0.01832049655877599
2016-06-08,0.004555139780316075
2016-06-09,-0.01178855937477874
2016-06-10,-0.009405924760886308
2016-06-13,-0.027790619336975242
2016-06-14,-0.005955237815016279
2016-06-15,-0.003354688335657552
2016-06-16,0.003365980150004777
2016-06-17,0.00551134969194611
2016-06-20,0.017159358008109526
2016-06-21,-0.005388605650174849
2016-06-22,-0.0018848887454040453
2016-06-23,0.02171352228714052
2016-06-24,-0.04435196640541461
2016-06-27,-0.04181773808814293
2016-06-28,0.015640353047235545
2016-06-29,0.022603165846000195
2016-06-30,0.029390428517280576
2016-07-01,0.007786614889534249
2016-07-05,-0.02224306412899013
2016-07-06,0.004789304687145002
2016-07-07,-0.0014299641362652826
2016-07-08,0.02028708196164497
2016-07-11,0.006549152396854163
2016-07-12,0.02649323230545164
2016-07-13,0.001584853491519267
2016-07-14,-0.0042947471809657856
2016-07-15,0.032235775157531066
2016-07-18,0.0013197101077373485
2016-07-19,-0.012299456896966432
2016-07-20,0.0008893692336957582
2016-07-21,-0.002888276189700778
2016-07-22,0.005348104275436416
2016-07-25,0.0
2016-07-26,0.012411017647423028
2016-07-27,-0.001970561262320425
2016-07-28,0.0030711750648346747
2016-07-29,0.0017494359544818483
2016-08-01,-0.00676706396161586
2016-08-02,-0.002417341103034598
2016-08-03,0.007710818263089614
2016-08-04,0.0017487943388347915
2016-08-05,0.003491870390329277
2016-08-08,0.004349939262302538
2016-08-09,-0.0025986467269794034
2016-08-10,0.015848748917087097
2016-08-11,0.01251361523291683
2016-08-12,-0.009162740769985356
2016-08-15,-0.003870590868084167
2016-08-16,0.0073397353849067315
2016-08-17,0.013930788452613863
2016-08-18,0.006340907951381203
2016-08-19,-0.0031506310561640882
2016-08-22,-0.018963100967835378
2016-08-23,0.008591067997213653
2016-08-24,-0.00851789022311411
2016-08-25,0.03930360079860029
2016-08-26,0.010333206571544462
2016-08-29,0.00020439093869240033
2016-08-30,0.0018407015460562004
2016-08-31,-0.010206227123656375
2016-09-01,0.004536838044955971
2016-09-02,0.008417197204737548
2016-09-06,0.004682442506038553
2016-09-07,0.002634335483556738
2016-09-08,-0.008286208808361284
2016-09-09,-0.02771545946814158
2016-09-12,0.010479986774413419
2016-09-13,-0.009956383083217002
2016-09-14,-0.004190545063886275
2016-09-15,0.015148644699658487
2016-09-16,0.019481931381899242
2016-09-19,-0.0040659275024936825
2016-09-20,-0.019800233839586734
2016-09-21,0.009787807595090126
2016-09-22,-0.011961172628840333
2016-09-23,0.010436298681352874
2016-09-26,-0.021689647271354917
2016-09-27,0.002956081447111014
2016-09-28,0.01284207598417586
2016-09-29,-0.016420857424097712
2016-09-30,0.01394778108299044
2016-10-03,-0.0037517469438375084
2016-10-04,-0.014853346345903962
2016-10-05,-0.00806996593969267
2016-10-06,0.012631164778321491
2016-10-07,-0.01014811929758741
2016-10-10,-0.000853897803932635
2016-10-11,-0.022659508228430658
2016-10-12,0.014654454962902408
2016-10-13,-0.012287229150819146
2016-10-14,0.019860554601182967
2016-10-17,0.010057686187541437
2016-10-18,-0.00360185111329947
2016-10-19,0.026578946137912007
2016-10-20,-0.022783766926658733
2016-10-21,-0.00381523901798142
2016-10-24,-0.006170308268990454
2016-10-25,-0.00235498845951454
2016-10-26,-0.009441435033693879
2016-10-27,-0.022097367119377376
2016-10-28,-0.002880221786366266
2016-10-31,0.00044428074530245
2016-11-01,-0.01798804933675946
2016-11-02,-0.0009045685485852273
2016-11-03,-0.013127721032327622
2016-11-04,0.008715193999533799
2016-11-07,0.011141400529395495
2016-11-08,0.006296646849945686
2016-11-09,0.020111868818095235
2016-11-10,0.013787010411120182
2016-11-11,-0.0032742257000138997
2016-11-14,0.03394650360096363
2016-11-15,0.011438070328907424
2016-11-16,0.003979031356320606
2016-11-17,0.007926401745740774
2016-11-18,0.0026906520219593943
2016-11-21,-0.002889863498713452
2016-11-22,0.005589147689672558
2016-11-23,0.002881951128350879
2016-11-25,0.0026683817258505993
2016-11-28,-0.003275326071017992
2016-11-29,0.003080436548473342
2016-11-30,-0.002456805050480959
2016-12-01,0.020730595195912027
2016-12-02,0.014679186506139308
2016-12-05,0.01882672825288445
2016-12-06,0.007003095575323526
2016-12-07,0.02955350850784355
2016-12-08,0.0067543306227360045
2016-12-09,0.0031680651760772616
2016-12-12,-0.0042729678627525525
2016-12-13,-0.005783432998089921
2016-12-14,-0.006943498889915967
2016-12-15,0.012849797107312044
2016-12-16,0.0027985261521570326
2016-12-19,-0.001301995868085437
2016-12-20,0.005774919995233274
2016-12-21,-0.0007411048601555503
2016-12-22,-0.0029657572531346377
2016-12-23,0.004461760783793567
2016-12-27,0.004627161585695427
2016-12-28,-0.016580908754044388
2016-12-29,-0.00018704012054082675
2016-12-30,-0.005808355905613238
2017-01-03,0.006219391921792106
2017-01-04,0.01236190034046869
2017-01-05,-0.008140847989784428
2017-01-06,0.002051753919895871
2017-01-09,-0.0018611562725093789
2017-01-10,0.0029837923413904566
2017-01-11,0.006693830411881541
2017-01-12,-0.008681203887671463
2017-01-13,-0.0022358141475163906
2017-01-17,-0.010457685527334615
2017-01-18,0.0007550908382056853
2017-01-19,-0.006600226192138958
2017-01-20,0.01917237107008818
2017-01-23,0.011547692180613911
2017-01-24,0.029276508528872425
2017-01-25,0.03738799603240528
2017-01-26,-0.008277225078560546
2017-01-27,-0.002955980359273802
2017-01-30,-0.007847774574166078
2017-01-31,-0.005097664767524601
2017-02-01,-0.0017668645415475082
2017-02-02,-0.05575207291856943
2017-02-03,-0.00637316633013163
2017-02-06,-0.026598670980803152
2017-02-07,0.010271288506504161
2017-02-08,0.018607548380394023
2017-02-09,-0.017702569674960422
2017-02-10,0.013995097553695768
2017-02-13,0.004826002905786719
2017-02-14,0.0037966473725037364
2017-02-15,-0.0022694812281682797
2017-02-16,0.011751215926016023
2017-02-17,-0.023042222246176025
2017-02-21,0.011697018812611537
2017-02-22,-0.013836096761067784
2017-02-23,0.003651652682488349
2017-02-24,0.007659742420831561
2017-02-27,0.005131100357713914
2017-02-28,-0.0035921684005587595
2017-03-01,0.018406205446448887
2017-03-02,0.0009313317830077494
2017-03-03,0.005212297521794307
2017-03-06,-0.030925790739609882
2017-03-07,-0.01624312134461048
2017-03-08,0.0011654323835734726
2017-03-09,-0.015715748045648903
2017-03-10,-0.0005917280568930039
2017-03-13,-0.00019667852752813797
2017-03-14,-0.00019739829277154453
2017-03-15,0.01341721900470505
2017-03-16,0.001947112481484048
2017-03-17,-0.0019433286021071083
2017-03-20,0.016744607181820248
2017-03-21,-0.024894493427966125
2017-03-22,0.004909503522826153
2017-03-23,0.0027358541273614367
2017-03-24,-0.00974448905661185
2017-03-27,-0.010627654096567851
2017-03-28,0.013128896965251657
2017-03-29,-0.0037307480431141293
2017-03-30,0.00788316459683891
2017-03-31,-0.007039198217962062
2017-04-03,-0.011618835478563239
2017-04-04,0.010161188622788808
2017-04-05,-0.0023663842916843425
2017-04-06,0.007314957245802889
2017-04-07,-0.008635783775188699
2017-04-10,-0.0011880410775825245
2017-04-11,-0.0037662437939722793
2017-04-12,-0.004377056771913468
2017-04-13,-0.007993899247432767
2017-04-17,0.016720427415338968
2017-04-18,0.019417511147928
2017-04-19,0.017104170257062457
2017-04-20,0.01318559908886785
2017-04-21,-0.004526760270212149
2017-04-24,0.008146999424931689
2017-04-25,0.009020761809931166
2017-04-26,0.007077930540170696
2017-04-27,0.01571998356925919
2017-04-28,-0.017297588274003406
2017-05-01,-0.0035204975883935674
2017-05-02,-0.0016736533285458544
2017-05-03,-0.007636071510632947
2017-05-04,-0.002440029530037857
2017-05-05,0.005456023678350297
2017-05-08,-0.009355880272985395
2017-05-09,-0.007556108899005376
2017-05-10,0.01008770671355097
2017-05-11,-0.00979830701318607
2017-05-12,-0.004947741417962059
2017-05-15,0.014725561577025204
2017-05-16,-0.0033922941720468947
2017-05-17,-0.02307108241099276
2017-05-18,-0.016260203350835778
2017-05-19,0.005706171888719247
2017-05-22,0.010957165754263753
2017-05-23,0.005805955667518958
2017-05-24,0.012871822954114265
2017-05-25,-0.00019162002874195672
2017-05-26,0.004984496903754021
2017-05-30,0.016406170873389803
2017-05-31,-0.00750747166930732
2017-06-01,0.018910866029168805
2017-06-02,0.009465426864492477
2017-06-05,-0.004596436946172511
2017-06-06,-0.005356567667667345
2017-06-07,0.0027852636983167756
2017-06-08,-0.006110856308755519
2017-06-09,0.02273138768218952
2017-06-12,0.0036437377776294966
2017-06-13,0.01397712899311232
2017-06-14,0.0005368859207766086
2017-06-15,-0.0014312336464694653
2017-06-16,0.012542648837815085
2017-06-19,0.007609271195038847
2017-06-20,-0.004390490229010946
2017-06-21,-0.008467220954510912
2017-06-22,0.00409181442325024
2017-06-23,0.0072643619070020815
2017-06-26,-0.0021108478500307948
2017-06-27,-0.009695175994781646
2017-06-28,-0.003560070608608412
2017-06-29,-0.005358675639118071
2017-06-30,0.016702282867915974
2017-07-03,0.006536184080960572
2017-07-05,-0.004036719394358013
2017-07-06,-0.010924948271321067
2017-07-07,0.004275747242328487
2017-07-10,0.015433884458465608
2017-07-11,-0.003494242017580307
2017-07-12,0.0029803154215477523
2017-07-13,0.01643054644453046
2017-07-14,0.0
2017-07-17,0.0003440247760602144
2017-07-18,-0.00928292561267896
2017-07-19,-0.002082278241770652
2017-07-20,-0.010258990958098457
2017-07-21,-0.00491942096265241
2017-07-24,0.001942076210255994
2017-07-25,0.0026432347549998347
2017-07-26,-0.008962845019020782
2017-07-27,0.019506755345044535
2017-07-28,-0.04783454997005809
2017-07-31,0.004384842259753219
2017-08-01,0.006365789180803327
2017-08-02,-0.014458631024773183
2017-08-03,-0.01595477003303436
2017-08-04,0.005031460443458036
2017-08-07,0.006860994541785015
2017-08-08,-0.005709306475168319
2017-08-09,-0.010742481166277074
2017-08-10,-0.022467809589296284
2017-08-11,0.016290952797207492
2017-08-14,0.0199658744887945
2017-08-15,-0.003915176926883257
2017-08-16,0.018154588995854537
2017-08-17,-0.008455943966721446
2017-08-18,0.006489039509613104
2017-08-21,-0.020446214309882582
2017-08-22,0.010718621673467599
2017-08-23,-0.0014885839303810933
2017-08-24,0.004099392631476961
2017-08-25,0.01298948794160637
2017-08-28,-0.013372605835358486
2017-08-29,-0.012254162744499308
2017-08-30,0.012406190218475777
2017-08-31,0.00018585039410567994
2017-09-01,0.019305648833625177
2017-09-05,-0.002185190606387555
2017-09-06,0.0016423015618474146
2017-09-07,-0.003462231785691605
2017-09-08,0.0016456153028270304
2017-09-11,0.02409631344151042
2017-09-12,-0.0014257246426091497
2017-09-13,0.0023206779152098456
2017-09-14,0.001959065378245528
2017-09-15,-0.0005335655530641636
2017-09-18,0.014583132297597112
2017-09-19,0.007888098946258859
2017-09-20,0.005912704376871858
2017-09-21,-0.009508830458902384
2017-09-22,-0.02164438656068557
2017-09-25,-0.006779416606540467
2017-09-26,0.004131213598058681
2017-09-27,0.013417058843513852
2017-09-28,0.0038834488433960868
2017-09-29,-0.0008793729498400848
2017-10-02,0.00985589484074545
2017-10-03,0.0001742522887482334
2017-10-04,0.006795640138053782
2017-10-05,-0.0012117130895827888
2017-10-06,-0.0045051433205390845
2017-10-09,-0.007310761524787046
2017-10-10,0.010696210573178044
2017-10-11,-0.004337245525986799
2017-10-12,-0.0027878463411818988
2017-10-13,0.0038439928698188464
2017-10-16,0.0046993747055266155
2017-10-17,0.0072766641366606155
2017-10-18,-0.0020637915649264205
2017-10-19,-0.007066706490622909
2017-10-20,0.010414871048581409
2017-10-23,0.0006870708720012608
2017-10-24,0.007210358215339108
2017-10-25,-0.011589975777869688
2017-10-26,0.00017212692050416756
2017-10-27,-0.0008618507943712883
2017-10-30,-0.013114865383510588
2017-10-31,0.001398748745963907
2017-11-01,0.00785740354633746
2017-11-02,-0.0038109704598380256
2017-11-03,-0.006609045215856368
2017-11-06,-0.02293392878488143
2017-11-07,-0.010034154752169178
2017-11-08,0.0005429102691165699
2017-11-09,-0.006331436444899086
2017-11-10,-0.0014561949457316814
2017-11-13,-0.008386568177267684
2017-11-14,0.0076973349415734305
2017-11-15,-0.008098783419057343
2017-11-16,0.0033401334389910886
2017-11-17,0.0025891640990383102
2017-11-20,-0.0011068056610903376
2017-11-21,0.01034177030389305
2017-11-22,0.0007309903341941038
2017-11-24,0.0031052071060777564
2017-11-27,0.002184891592467375
2017-11-28,0.009811035192931694
2017-11-29,-0.0010795237756819898
2017-11-30,0.019632559206878897
2017-12-01,-0.01731134339203677
2017-12-04,0.022469846027410423
2017-12-05,0.0007032012154279954
2017-12-06,-0.0021082196450280533
2017-12-07,0.0
2017-12-08,0.00193669968972765
2017-12-11,0.007204135584950588
2017-12-12,-0.012037622151031102
2017-12-13,-0.002648720428211737
2017-12-14,-0.02301693822384243
2017-12-15,0.019391145368911733
2017-12-18,0.02062213014333092
2017-12-19,0.006096670746012833
2017-12-20,0.0036353897500012167
2017-12-21,-0.008452752373247163
2017-12-22,0.008699092553818177
2017-12-26,-0.008451098649588706
2017-12-27,0.0027830563839601474
2017-12-28,0.003122091110053349
2017-12-29,0.0019023023623137014
2018-01-02,0.031584210863236484
2018-01-03,0.013217427397794301
2018-01-04,0.016842872267869513
2018-01-05,0.0019485911132162137
2018-01-08,0.006969212531106939
2018-01-09,-0.010301119568501993
2018-01-10,0.002114086694866568
2018-01-11,0.009899570418817616
2018-01-12,0.00048203700881011
2018-01-16,-0.016543433295372667
2018-01-17,0.0042461267498665745
2018-01-18,0.018377210214677975
2018-01-19,0.014052969939716276
2018-01-22,-0.0006299792847987984
2018-01-23,-0.002206140855048222
2018-01-24,0.005369781104904048
2018-01-25,-0.004084572926260743
2018-01-26,0.021293574369767088
2018-01-29,0.005096562113593661
2018-01-30,-0.013521945709732752
2018-01-31,-0.020872105012783804
2018-02-01,-0.018931007211833495
2018-02-02,0.008107326547337923
2018-02-05,-0.04391167917937466
2018-02-06,0.0021870927125406947
2018-02-07,-0.005371762777899414
2018-02-08,-0.05400850106145072
2018-02-09,0.02051748890094185
2018-02-12,0.011888130176734624
2018-02-13,0.0025916139851323017
2018-02-14,0.0060311462306035235
2018-02-15,0.003768665783482117
2018-02-16,0.005801912719950009
2018-02-20,-0.007953368023407292
2018-02-21,0.006896315806822262
2018-02-22,-0.0015409983305296748
2018-02-23,0.02040835194287416
2018-02-26,0.017983284782916664
2018-02-27,-0.006769503888716555
2018-02-28,-0.009474350808166943
2018-03-01,-0.020641289088005554
2018-03-02,0.0018851670795509978
2018-03-05,0.008038041495631143
2018-03-06,-0.02103808967752696
2018-03-07,-0.04679405746754561
2018-03-08,-0.0018180442100415029
2018-03-09,0.006193033922544
2018-03-12,-0.004706759894377299
2018-03-13,0.0003637006531347353
2018-03-14,-0.004545716809300049
2018-03-15,-0.0060269832712488425
2018-03-16,0.0027561305471237585
2018-03-19,-0.024738829717189437
2018-03-20,-0.0003759372193198329
2018-03-21,0.0062032075952833665
2018-03-22,-0.03960361911894983
2018-03-23,-0.024509126154775518
2018-03-26,0.04426712318444204
2018-03-27,-0.004582662819676342
2018-03-28,0.004795765772940275
2018-03-29,0.020045570654408484
2018-04-02,-0.04304684084518451
2018-04-03,0.0269904142464239
2018-04-04,0.012568373273595057
2018-04-05,0.004890107931697862
2018-04-06,-0.023582428397854627
2018-04-09,-0.0034497213473546617
2018-04-10,0.010002082364128917
2018-04-11,-0.001333358875795776
2018-04-12,0.002860512726054587
2018-04-13,0.011979123955162096
2018-04-16,0.009958681366786681
2018-04-17,-0.004279097449064406
2018-04-18,0.010276689199959277
2018-04-19,-0.008877468750167039
2018-04-20,-0.003358830146464986
2018-04-23,0.005617228679155817
2018-04-24,-0.01768799568057
2018-04-25,0.013646997455151855
2018-04-26,-0.02056843438930578
2018-04-27,0.0038182797210588593
2018-04-30,-0.019399186885999953
2018-05-01,-0.008727681463447934
2018-05-02,-0.018196126139684132
2018-05-03,0.0197289443684614
2018-05-04,0.019933523785670815
