Date,CTVA
2019-05-28,-0.008103551844017898
2019-05-29,-0.009212666812483894
2019-05-30,0.010526227380470932
2019-05-31,-0.0635414824671694
2019-06-03,-0.08008896435970347
2019-06-04,0.11850045836405876
2019-06-05,0.009369384831053873
2019-06-06,-0.0396287093208777
2019-06-07,-0.021932982812480684
2019-06-10,-0.03800845639763106
2019-06-11,-0.01422347466038476
2019-06-12,0.004809346425121319
2019-06-13,-0.003988660972459868
2019-06-14,0.008810542106918895
2019-06-17,0.03017093397458659
2019-06-18,0.05202282951213988
2019-06-19,-0.005494534981552723
2019-06-20,0.0003683159789320545
2019-06-21,0.0018411297895073453
2019-06-24,0.029400830864854788
2019-06-25,-0.012138326457293513
2019-06-26,0.05746271472786324
2019-06-27,0.010594786494223074
2019-06-28,0.0
2019-07-01,0.0037199734458084333
2019-07-02,-0.023248017415815947
2019-07-03,-0.00655412330077032
2019-07-05,-0.005555504604641159
2019-07-08,-0.03037692740047715
2019-07-09,-0.028087907227729803
2019-07-10,-0.018154926987697273
2019-07-11,-0.002641450812303381
2019-07-12,0.0442676731419398
2019-07-15,0.01739144412573812
2019-07-16,-0.007834657444552362
2019-07-17,-0.0351759839843061
2019-07-18,-0.00855651132010482
2019-07-19,0.027767356979087054
2019-07-22,0.01350858090137419
2019-07-23,0.01296830881612343
2019-07-24,0.007112437537860616
2019-07-25,-0.010593202740448282
2019-07-26,0.016416626070280937
2019-07-29,0.010533909812499465
2019-07-30,0.016753950050831357
2019-07-31,0.012701568772579774
2019-08-01,0.059322245159525666
2019-08-02,0.006719733361485014
2019-08-05,-0.04958677200282702
2019-08-06,0.005016622801560455
2019-08-07,0.019633965698357736
2019-08-08,0.03165807479789784
2019-08-09,0.0006328285564893843
2019-08-12,-0.06323127367871961
2019-08-13,-0.0010125365965597544
2019-08-14,-0.04256755842386639
2019-08-15,0.0028228818329125716
2019-08-16,0.06403973074340463
2019-08-19,0.010912546918958821
2019-08-20,-0.010140592790926162
2019-08-21,0.010575008402426977
2019-08-22,-0.009483334119272824
2019-08-23,-0.04093766579247715
2019-08-26,-0.0010326816445574982
2019-08-27,-0.009993191865518058
2019-08-28,0.015315054823945129
2019-08-29,0.01851215321094246
2019-08-30,-0.013126839333930551
2019-09-03,-0.03717608751076573
2019-09-04,0.007084739268016671
2019-09-05,0.0010552023121386256
2019-09-06,-0.0024596877687734775
2019-09-09,0.012680631692310484
2019-09-10,-0.006608778260931425
2019-09-11,0.024860169726806935
2019-09-12,0.021523522972474618
2019-09-13,0.007357988250439984
2019-09-16,-0.023904382198405516
2019-09-17,-0.014285778167251073
2019-09-18,0.005865926836641888
2019-09-19,-0.0003427645255629219
2019-09-20,-0.00754982011381089
2019-09-23,-0.0013831692881156599
2019-09-24,-0.02216065023958924
2019-09-25,-0.0014163296237150735
2019-09-26,-0.019858195291605818
2019-09-27,0.005788670603469104
2019-09-30,0.007194174965326372
2019-10-01,-0.016071329137061552
2019-10-02,-0.022141491161984495
2019-10-03,-0.0022273555804556144
2019-10-04,-0.0368303131326686
2019-10-07,0.0042485807318806135
2019-10-08,0.008461766367360513
2019-10-09,-0.0019069031696663519
2019-10-10,-0.016813122266884473
2019-10-11,0.0361444128691486
2019-10-14,-0.012377925507610854
2019-10-15,0.01405236399257559
2019-10-16,0.0063672215802341725
2019-10-17,-0.003721776863105486
2019-10-18,-0.027269399075207534
2019-10-21,-0.020737307740094413
2019-10-22,0.018823233911578585
2019-10-23,-0.014241602149009824
2019-10-24,0.029676041804110653
2019-10-25,0.013651994380070587
2019-10-28,0.0014964159255481668
2019-10-29,0.0003736217374952222
2019-10-30,0.026138691144721005
2019-10-31,-0.04002913841344402
2019-11-01,-0.007581350593936054
2019-11-04,-0.016806700270756147
2019-11-05,-0.0031081004618895847
2019-11-06,0.018316480990289596
2019-11-07,0.00076530985261547
2019-11-08,0.0019120864428663342
2019-11-11,0.02061066858892935
2019-11-12,-0.0007480050956838458
2019-11-13,-0.037425176170708174
2019-11-14,0.025661015032333534
2019-11-15,-0.034116856365254744
2019-11-18,0.0
2019-11-19,0.00863429423740536
2019-11-20,-0.028015568369870736
2019-11-21,0.005204389126931774
2019-11-22,0.017124471921276863
2019-11-25,0.015270102377368033
2019-11-26,-0.0019282302253018635
2019-11-27,0.011650310660663799
2019-11-29,-0.0011515516328541864
2019-12-02,-0.032282660820447506
2019-12-03,-0.021048392772160307
2019-12-04,0.007707677711977778
2019-12-05,-0.0008048776474073316
2019-12-06,0.017727500980350364
2019-12-09,0.020190237087558183
2019-12-10,0.00388018390563194
2019-12-11,0.012756070664418973
2019-12-12,0.029771030121062747
2019-12-13,-0.018161525459051253
2019-12-16,0.04001506709556346
2019-12-17,-0.028312044913851753
2019-12-18,0.03922302629112662
2019-12-19,-0.003954106184365758
2019-12-20,0.016961410350018413
2019-12-23,0.01703340439983747
2019-12-24,0.005233767334046346
2019-12-26,0.013189750077221563
2019-12-27,-0.0017128196237510274
2019-12-30,-0.009608864316910437
2019-12-31,0.024254942686591452
2020-01-02,-0.02774024455390267
2020-01-03,-0.01182999702308607
2020-01-06,-0.001408400631182305
2020-01-07,0.003878744480248164
2020-01-08,0.008078499041311415
2020-01-09,0.001045294703244437
2020-01-10,-0.013226550193214615
2020-01-13,0.008112766956029027
2020-01-14,0.0020994389005140057
2020-01-15,0.0013968126011008053
2020-01-16,0.01882813730429822
2020-01-17,-0.03148501125109204
2020-01-21,-0.016961104609559796
2020-01-22,0.012221355303120518
2020-01-23,0.01029825581353161
2020-01-24,-0.017574570982603954
2020-01-27,-0.02826488434207619
2020-01-28,0.01472754415810007
2020-01-29,0.008708185997413631
2020-01-30,0.05179849006354531
2020-01-31,-0.010943874869147385
2020-02-03,0.041494002909338024
2020-02-04,0.02755630741816284
2020-02-05,0.02455578797219138
2020-02-06,-0.003784354020056724
2020-02-07,-0.017410569750586746
2020-02-10,-0.014175083866914129
2020-02-11,-0.002941305342173517
2020-02-12,0.014093741316390407
2020-02-13,-0.01098888467798076
2020-02-14,0.0035945428352803788
2020-02-18,0.022468420141892986
2020-02-19,0.0038215850722356226
2020-02-20,0.0015864001574923403
2020-02-21,-0.011086564937476728
2020-02-24,-0.017937302224927065
2020-02-25,-0.07436408805663275
2020-02-26,0.004228324328435118
2020-02-27,-0.04245603773576789
2020-02-28,-0.003297831817692276
2020-03-02,0.043221208660337185
2020-03-03,-0.011331485160838262
2020-03-04,0.035100312940179235
2020-03-05,-0.055017300088240684
2020-03-06,-0.07359940295216916
2020-03-09,-0.08814246123343872
2020-03-10,0.1231038613416342
2020-03-11,-0.03512153632217563
2020-03-12,-0.10640005480688786
2020-03-13,0.11101180362904506
2020-03-16,-0.16438366829657192
2020-03-17,0.09305690969040525
2020-03-18,-0.04852239012475412
2020-03-19,0.07834959013324738
2020-03-20,-0.03138440356550598
2020-03-23,-0.02707470930731226
2020-03-24,0.0187040998596264
2020-03-25,0.04791758499671195
2020-03-26,0.031623796477644905
2020-03-27,-0.03852504021021208
2020-03-30,0.037914606380775595
2020-03-31,-0.024491573245513654
2020-04-01,-0.04212759320134907
2020-04-02,-0.011994526082706236
2020-04-03,0.017086287425242874
2020-04-06,0.07250212830014657
2020-04-07,0.011129382085196315
2020-04-08,0.06196487642300208
2020-04-09,0.07216907566796893
2020-04-13,-0.049051250456726536
2020-04-14,-0.0045179928204405195
2020-04-15,-0.0351738381644322
2020-04-16,-0.013720270673698853
2020-04-17,0.013911135214216275
2020-04-20,-0.034496352488192494
2020-04-21,-0.01461622750511049
2020-04-22,0.027606059800962868
2020-04-23,0.018444114761278385
2020-04-24,0.03425206485555621
2020-04-27,-0.027027173517473746
2020-04-28,0.024648070585632453
2020-04-29,0.032836985671414576
2020-04-30,-0.0317929994054853
2020-05-01,-0.02672768511176815
2020-05-04,-0.0027463188235556935
