Date,MOH
2015-01-05,-0.01907304966964274
2015-01-06,-0.020804971582248588
2015-01-07,0.0019856726153522075
2015-01-08,0.02080854649447761
2015-01-09,-0.012618864926460582
2015-01-12,-0.014353117056151832
2015-01-13,0.03291437614253523
2015-01-14,-0.028968714472039414
2015-01-15,-0.008154332883176796
2015-01-16,0.006416677394785797
2015-01-20,-0.003586377965748566
2015-01-21,0.009598147831308967
2015-01-22,0.02059808013976805
2015-01-23,0.0
2015-01-26,0.008538762892092766
2015-01-27,0.009428475125267788
2015-01-28,-0.010102912477056192
2015-01-29,0.010976308328028317
2015-01-30,-0.03028571719215034
2015-02-02,-0.009232002005732043
2015-02-03,0.0015860791679784825
2015-02-04,0.022961200255370295
2015-02-05,0.01760835607659561
2015-02-06,-0.01692335780692411
2015-02-09,-0.023597702179874447
2015-02-10,0.11450076924942887
2015-02-11,0.037682239776580584
2015-02-12,0.01747174441764021
2015-02-13,0.004377076007648473
2015-02-17,0.012068408021197019
2015-02-18,0.024014586573188224
2015-02-19,-0.01148314536865036
2015-02-20,0.016852136976344356
2015-02-23,0.018020899507434462
2015-02-24,0.00410934597205781
2015-02-25,0.0017314750899604103
2015-02-26,0.0018855897711445024
2015-02-27,-0.0010978622438353458
2015-03-02,-0.00392526307725749
2015-03-03,-0.02774272319722626
2015-03-04,-0.00048636152964409707
2015-03-05,0.01005675452618604
2015-03-06,-0.016059097360666907
2015-03-09,0.011914469345231327
2015-03-10,-0.018064498901367188
2015-03-11,-0.012155086489549327
2015-03-12,0.034087117689818314
2015-03-13,0.0011255780088432754
2015-03-16,0.014455534053036345
2015-03-17,0.009658021086530466
2015-03-18,0.010192844699948633
2015-03-19,0.01102140802007856
2015-03-20,-0.003684905172584463
2015-03-23,0.0015410460018749905
2015-03-24,0.004616141892890502
2015-03-25,-0.010261880219792907
2015-03-26,-0.004333122822502755
2015-03-27,0.01585334675967709
2015-03-30,0.014381922163834382
2015-03-31,0.014932093788844636
2015-04-01,-0.014563877895674926
2015-04-02,0.013874315068808318
2015-04-06,0.004016014124422318
2015-04-07,-0.01437038845486116
2015-04-08,0.014579907387657576
2015-04-09,-0.011703717267071756
2015-04-10,-0.0007494442070067331
2015-04-13,-0.002850321496670527
2015-04-14,-0.0018053669983182363
2015-04-15,-0.03360958219778776
2015-04-16,0.009045448796258349
2015-04-17,-0.02673872966212043
2015-04-20,-0.0007940773509366172
2015-04-21,0.012873512346839089
2015-04-22,-0.011140735753530251
2015-04-23,0.015233244644548227
2015-04-24,-0.0020319016731066286
2015-04-27,-0.02756457891297437
2015-04-28,0.013367660079202537
2015-04-29,-0.05165289406515061
2015-04-30,-0.007373866938343188
2015-05-01,0.005402662456480911
2015-05-04,0.0041981528665480106
2015-05-05,-0.025919720013975356
2015-05-06,0.001545066997217015
2015-05-07,-0.0018855092571795629
2015-05-08,0.11832394398952606
2015-05-11,0.01289920611888662
2015-05-12,0.028805360100833788
2015-05-13,0.0045681926879685975
2015-05-14,0.014669209723633836
2015-05-15,0.0011565972700950944
2015-05-18,0.0015884564671706514
2015-05-19,0.010957354808861508
2015-05-20,0.003280030212923446
2015-05-21,0.01137175649054356
2015-05-22,-0.001967665307744504
2015-05-26,-0.005351427564858735
2015-05-27,0.013875171953035448
2015-05-28,0.0013964316892720596
2015-05-29,0.014363391332407716
2015-06-01,-0.00646138623186876
2015-06-02,-0.026567016163401402
2015-06-03,-0.029850725226292618
2015-06-04,-0.022124573424622263
2015-06-05,0.010188797227171031
2015-06-08,0.00014835562892479004
2015-06-09,0.0011864426915706439
2015-06-10,0.01022063087213887
2015-06-11,0.007624696418323529
2015-06-12,-0.010768303996283923
2015-06-15,0.003236151521698316
2015-06-16,0.008504426055837788
2015-06-17,0.0007269998930685695
2015-06-18,-0.009443578506279193
2015-06-19,0.0101203056368111
2015-06-22,0.012487303267811223
2015-06-23,0.009608463167794845
2015-06-24,-0.003551136286667589
2015-06-25,0.019672091566653505
2015-06-26,-0.015098585900818917
2015-06-29,-0.00511001598220151
2015-06-30,0.0029962437557391475
2015-07-01,0.014224750449352896
2015-07-02,-0.027209009233814085
2015-07-06,0.019319439534299043
2015-07-07,-0.0265911928510304
2015-07-08,-0.018744564388952778
2015-07-09,0.006367544986652707
2015-07-10,0.025750441783037648
2015-07-13,0.0010041557272062462
2015-07-14,0.030524576097362255
2015-07-15,0.016965561523833328
2015-07-16,-0.00574317222370313
2015-07-17,0.009902368721895316
2015-07-20,-0.006128243856352911
2015-07-21,-0.00575508055659657
2015-07-22,-0.0019294293599635415
2015-07-23,-0.014913033117388341
2015-07-24,-0.02845526890248362
2015-07-27,-0.012840851550976362
2015-07-28,0.0021923637809593277
2015-07-29,0.003791776832253513
2015-07-30,-0.012058721618109947
2015-07-31,0.109264710370232
2015-08-03,0.01564364709534294
2015-08-04,-0.0157942706543871
2015-08-05,0.024403133960933632
2015-08-06,-0.011910903604217316
2015-08-07,-0.00890985728373761
2015-08-10,0.012162852675422053
2015-08-11,-0.004310269229144126
2015-08-12,-0.01023227567023921
2015-08-13,0.025049694712975912
2015-08-14,0.010990511297699568
2015-08-17,0.04233274658194541
2015-08-18,-0.013864996974453647
2015-08-19,-0.014557742420751696
2015-08-20,-0.05138888701579114
2015-08-21,0.0002662621215525629
2015-08-24,-0.032867613713255195
2015-08-25,-0.009631218289804289
2015-08-26,0.03556539926650548
2015-08-27,0.020525875509858738
2015-08-28,0.0026291172478576375
2015-08-31,-0.022027014279782375
2015-09-01,-0.025740692629180106
2015-09-02,0.007293226815070497
2015-09-03,0.006830601377668666
2015-09-04,0.00040714260425933624
2015-09-08,0.03553499251185266
2015-09-09,0.009561275331014363
2015-09-10,0.025557877191298095
2015-09-11,0.02150533690845169
2015-09-14,-0.008297190946691124
2015-09-15,0.009615342475776556
2015-09-16,0.006184292015293469
2015-09-17,-0.017209607278902084
2015-09-18,-0.02539085499416649
2015-09-21,0.0012833480039908807
2015-09-22,-0.02345545091513135
2015-09-23,0.011681314623042338
2015-09-24,-0.006227339718876457
2015-09-25,-0.06161881611913811
2015-09-28,-0.053700622674523246
2015-09-29,-0.01911195951956568
2015-09-30,0.03192441868177065
2015-10-01,-0.02992008139794
2015-10-02,0.043419695854573837
2015-10-05,-0.033290280005009665
2015-10-06,-0.0359211177034221
2015-10-07,-0.014626589574734394
2015-10-08,0.001718759536743164
2015-10-09,0.02386521236516459
2015-10-12,0.023308939572265652
2015-10-13,0.02903088627056505
2015-10-14,-0.025173689583658287
2015-10-15,0.014841199773858227
2015-10-16,0.00906701917937025
2015-10-19,0.012898541878962888
2015-10-20,-0.014165086169912966
2015-10-21,-0.031785230666267594
2015-10-22,-0.057712464802255004
2015-10-23,0.013999380521328098
2015-10-26,0.00941315725798808
2015-10-27,0.02704391657136851
2015-10-28,0.026029073441925954
2015-10-29,-0.012389438487840576
2015-10-30,-0.0740740614141201
2015-11-02,0.04774192071730088
2015-11-03,-0.008928599741826693
2015-11-04,-0.009008978581878213
2015-11-05,0.029780528744551393
2015-11-06,0.006697145537965188
2015-11-09,-0.0046869906479356516
2015-11-10,-0.009722001699026595
2015-11-11,-0.04126403345089713
2015-11-12,-0.012320007324218785
2015-11-13,0.0004859675930557472
2015-11-16,0.013762990801798658
2015-11-17,0.004312417427432935
2015-11-18,0.008110660191954278
2015-11-19,-0.12289006137456204
2015-11-20,0.06276981608355992
2015-11-23,0.02098496658088922
2015-11-24,0.01856454330999613
2015-11-25,-0.017249818716524756
2015-11-27,0.02632886518724553
2015-11-30,-0.027750907283099147
2015-12-01,0.03849989336445869
2015-12-02,-0.0214125936941556
2015-12-03,-0.03429134930211408
2015-12-04,0.022150851992066567
2015-12-07,-0.027626169769486952
2015-12-08,0.002381752170055318
2015-12-09,-0.0018668838946480637
2015-12-10,-0.007651772699053594
2015-12-11,-0.007025357147432687
2015-12-14,-0.016048322570006657
2015-12-15,0.025605034597537824
2015-12-16,0.008036956641281678
2015-12-17,0.0005088851383991955
2015-12-18,0.022889153938558504
2015-12-21,0.022376900930677346
2015-12-22,-0.006485109012642765
2015-12-23,0.0008159767094300108
2015-12-24,-0.0024458099038071612
2015-12-28,0.007028445619988055
2015-12-29,0.0003246300530033164
2015-12-30,-0.013629728022550247
2015-12-31,-0.01085704618312533
2016-01-04,-0.012639316858975902
2016-01-05,0.020212241612404425
2016-01-06,-0.013372979649531547
2016-01-07,-0.04149932416150548
2016-01-08,-0.01868016266807182
2016-01-11,-0.004981298414114765
2016-01-12,0.011264099136021777
2016-01-13,-0.02545973137274804
2016-01-14,-0.002177048878993171
2016-01-15,-0.02218184037642046
2016-01-19,0.004462656822506128
2016-01-20,0.023324663288708303
2016-01-21,0.002532550519897425
2016-01-22,0.015878763933419693
2016-01-25,-0.03179397761606084
2016-01-26,0.021830902183979095
2016-01-27,-0.023518875320422628
2016-01-28,-0.013421576584449535
2016-01-29,0.023294819298444125
2016-02-01,-0.009287895154806436
2016-02-02,-0.010294142602636058
2016-02-03,0.002043101969535943
2016-02-04,0.027432799282794518
2016-02-05,-0.05718928317138361
2016-02-08,-0.021622604089375996
2016-02-09,0.006845266317417664
2016-02-10,0.0
2016-02-11,0.05963480423704093
2016-02-12,0.024564622755805843
2016-02-16,0.039541941467295505
2016-02-17,0.01927715621336734
2016-02-18,0.01992570551929096
2016-02-19,-0.013576153544845204
2016-02-22,0.052198669017718746
2016-02-23,-0.006540115750416242
2016-02-24,0.001605688676596495
2016-02-25,0.015870436787721598
2016-02-26,-0.01120402550796662
2016-02-29,-0.009894652623596678
2016-03-01,0.02740168823101974
2016-03-02,0.004235965651925744
2016-03-03,0.013279150847582688
2016-03-04,-0.014338579963370401
2016-03-07,0.009385241220975171
2016-03-08,-0.02247012204666876
2016-03-09,0.010304338812838099
2016-03-10,0.0025105891818824055
2016-03-11,0.03678194547771185
2016-03-14,-0.009661826846140142
2016-03-15,-0.024847519684943253
2016-03-16,0.013600048469374348
2016-03-17,-0.010024582560078543
2016-03-18,0.004517851760358793
2016-03-21,-0.018920672640895586
2016-03-22,0.0012646511725793452
2016-03-23,-0.006630912261300637
2016-03-24,0.006675174759459335
2016-03-28,-0.0007893785434179845
2016-03-29,0.0317586049479317
2016-03-30,-0.01592650638473969
2016-03-31,0.003579142855480777
2016-04-01,0.006512727744650837
2016-04-04,-0.007086838513548188
2016-04-05,-0.01986033886587768
2016-04-06,0.01741330546154507
2016-04-07,-0.021160679425693107
2016-04-08,-0.0019074699121891525
2016-04-11,-0.03631155535515085
2016-04-12,0.00842839448648558
2016-04-13,0.016551922549268072
2016-04-14,-0.01209092398451439
2016-04-15,-0.000979072450863372
2016-04-18,0.00816726543662516
2016-04-19,0.011503549423691473
2016-04-20,0.020983523416423955
2016-04-21,-0.005020450283884981
2016-04-22,0.025859341485309217
2016-04-25,0.006455668830322114
2016-04-26,0.034208884375879434
2016-04-27,-0.03691671522350337
2016-04-28,-0.015332719737554457
2016-04-29,-0.19402059580081554
2016-05-02,-0.03806022932551567
2016-05-03,-0.03675440444677702
2016-05-04,-0.03607171758258909
2016-05-05,-0.018602652365718786
2016-05-06,0.002644980150037002
2016-05-09,0.03693111515697667
2016-05-10,-0.004451962955786426
2016-05-11,-0.007240207819772082
2016-05-12,0.002145051289350608
2016-05-13,0.00042809197861948256
2016-05-16,-0.0012837263828909817
2016-05-17,-0.013496166752282157
2016-05-18,-0.005428881740323743
2016-05-19,-0.010043648299898456
2016-05-20,0.01477719820667156
2016-05-23,0.016518195260937008
2016-05-24,0.007483396850448187
2016-05-25,0.028225845950830664
2016-05-26,-0.011558335696031041
2016-05-27,0.013990436253532357
2016-05-31,-0.002677122414307398
2016-06-01,0.017757600762592807
2016-06-02,0.024345724095156784
2016-06-03,0.0
2016-06-06,0.01861752021113272
2016-06-07,-0.00777759135728906
2016-06-08,0.017832644898696293
2016-06-09,-0.001347703054967453
2016-06-10,-0.02197801066364924
2016-06-13,-0.004730886377590338
2016-06-14,-0.009506899207300079
2016-06-15,0.00939814510053183
2016-06-16,0.00772581999177957
2016-06-17,0.0027521012893256813
2016-06-20,0.019407992766956816
2016-06-21,-0.014038452735314011
2016-06-22,-0.005461259543532493
2016-06-23,0.004118436508334877
2016-06-24,-0.01757815454038747
2016-06-27,-0.025447292220906914
2016-06-28,0.014687907261924371
2016-06-29,0.018496142700043183
2016-06-30,-0.015001940857132245
2016-07-01,-0.001402799452579484
2016-07-05,-0.03190849075179003
2016-07-06,0.00891369144936105
2016-07-07,0.005958515028512634
2016-07-08,0.025531046229051668
2016-07-11,0.013742331288343568
2016-07-12,0.004911591208359711
2016-07-13,0.016617760484152644
2016-07-14,0.0
2016-07-15,0.00019227541410016258
2016-07-18,0.009613536168736836
2016-07-19,-0.007617553303512659
2016-07-20,0.010362711748271858
2016-07-21,0.0030389333860412204
2016-07-22,0.004355226969424919
2016-07-25,-0.004147835914511067
2016-07-26,-0.0162817231223088
2016-07-27,-0.026366415627866457
2016-07-28,0.13085587886771588
2016-07-29,-0.006991744757608331
2016-08-01,-0.0114416741800063
2016-08-02,0.015313401223080447
2016-08-03,0.027183430807032005
2016-08-04,-0.009731939521840038
2016-08-05,0.013620705440126724
2016-08-08,-0.00850484763078041
2016-08-09,-0.0017155993694918381
2016-08-10,-0.006873994167754471
2016-08-11,-0.0013843542098507244
2016-08-12,0.002425912179335077
2016-08-15,-0.004667184964355475
2016-08-16,-0.0031260906469562366
2016-08-17,-0.028571483636743555
2016-08-18,0.00771162693901517
2016-08-19,-0.0008898244933712718
2016-08-22,0.000534356601763708
2016-08-23,0.0007121402319976156
2016-08-24,-0.016367162140720426
2016-08-25,-0.010671009998522107
2016-08-26,-0.010237684926513335
2016-08-29,-0.0007388421865219819
2016-08-30,0.004066566116602832
2016-08-31,-0.00938877622235701
2016-09-01,-0.005017663090001068
2016-09-02,0.0334329638572759
2016-09-06,-0.005964247607696094
2016-09-07,0.03527270230379975
2016-09-08,0.002634378810970839
2016-09-09,-0.014012948588585372
2016-09-12,0.002487109386594799
2016-09-13,-0.028708114887891933
2016-09-14,-0.002189431555834731
2016-09-15,0.014627958892782233
2016-09-16,0.004505316136925064
2016-09-19,0.023681371637528148
2016-09-20,-0.0038556119069093064
2016-09-21,0.02762138794175817
2016-09-22,0.008046588288494139
2016-09-23,-0.0027173886635466493
2016-09-26,-0.019754765383130257
2016-09-27,0.009207761755593014
2016-09-28,0.0017214404176006948
2016-09-29,-0.015294714051426905
2016-09-30,0.017801055346331474
2016-10-03,-0.027263377244650444
2016-10-04,-0.004230528216219165
2016-10-05,0.010975374640873836
2016-10-06,0.004552588316486084
2016-10-07,-0.006275067405509094
2016-10-10,0.03402916152469859
2016-10-11,-0.02408824368557605
2016-10-12,-0.009560216386767517
2016-10-13,-0.015268496645737595
2016-10-14,-0.0023168965728233015
2016-10-17,-0.0007145572678535217
2016-10-18,0.03128351882304936
2016-10-19,0.013520586107849564
