Date,RJF
2015-01-05,-0.028171488135746547
2015-01-06,-0.02628710448242233
2015-01-07,0.00887556205964768
2015-01-08,0.019978156724005602
2015-01-09,-0.01832926240431132
2015-01-12,-0.013545153885357819
2015-01-13,-0.005010326167585677
2015-01-14,-0.014360458859040803
2015-01-15,-0.017029172673678872
2015-01-16,0.013474169446129336
2015-01-20,-0.008546773258976237
2015-01-21,0.002298692911900657
2015-01-22,0.03994624981936035
2015-01-23,-0.0330819846244611
2015-01-26,0.024900484898867425
2015-01-27,-0.006491467828341424
2015-01-28,-0.023893814578108907
2015-01-29,0.01893327118660637
2015-01-30,-0.012387725775412806
2015-02-02,0.012162498705286628
2015-02-03,0.025722815388818487
2015-02-04,-0.0010977947578618696
2015-02-05,0.011911232180626508
2015-02-06,0.02028228251910935
2015-02-09,-0.014909405825270339
2015-02-10,0.01279324984698027
2015-02-11,0.0044469339754358295
2015-02-12,0.01682658808414894
2015-02-13,-0.0062711836997388914
2015-02-17,-0.0010516957085944245
2015-02-18,-0.0131599781118249
2015-02-19,-0.0019557790610977843
2015-02-20,0.008373210581141155
2015-02-23,-0.0017671551528002372
2015-02-24,0.02088508974421255
2015-02-25,-0.006934185108767421
2015-02-26,-0.002793414649731707
2015-02-27,0.00017481438103783553
2015-03-02,0.018029507017249147
2015-03-03,-0.0037831159015930815
2015-03-04,-0.0018985105528206425
2015-03-05,0.0038041280049747606
2015-03-06,0.012575762300166327
2015-03-09,-0.0005107686972307679
2015-03-10,-0.01463852861641346
2015-03-11,0.015029064729741082
2015-03-12,0.015146065923983043
2015-03-13,-0.015591028398292517
2015-03-16,0.007323117829842962
2015-03-17,-0.005241052388504586
2015-03-18,-0.0107069222666909
2015-03-19,-0.01357181697691101
2015-03-20,0.01410646401543647
2015-03-23,-0.008586035275994441
2015-03-24,-0.005370314150130451
2015-03-25,-0.016022400791732894
2015-03-26,0.0031861556854118067
2015-03-27,0.004234361597487801
2015-03-30,0.012337270836760839
2015-03-31,-0.01149062491306485
2015-04-01,-0.005635560740052559
2015-04-02,0.009564348946789591
2015-04-06,0.00017544609681485746
2015-04-07,-0.0064903668726180586
2015-04-08,0.006885536810908421
2015-04-09,-0.004909791411793596
2015-04-10,-0.015153783395095988
2015-04-13,0.00035821845703032373
2015-04-14,0.011982862163502972
2015-04-15,0.005832583152407311
2015-04-16,0.00755564629017913
2015-04-17,-0.016219046301963358
2015-04-20,0.003190825003065889
2015-04-21,0.003357628628013698
2015-04-22,0.0038748877373082635
2015-04-23,0.009824630996676298
2015-04-24,-0.008687190021032576
2015-04-27,-0.0026284588370113493
2015-04-28,0.005447314219396038
2015-04-29,0.003146004294120708
2015-04-30,-0.015156975671238748
2015-05-01,0.004422148526290082
2015-05-04,0.014793874616864544
2015-05-05,-0.003644031632912381
2015-05-06,0.000696192512364302
2015-05-07,0.006441008281975247
2015-05-08,0.0024211800863522814
2015-05-11,0.005866134817255064
2015-05-12,-0.013207881377117925
2015-05-13,0.003650078958317371
2015-05-14,0.010218199035213038
2015-05-15,-0.006857602307007049
2015-05-18,0.015881347614160157
2015-05-19,-0.005947014381558535
2015-05-20,0.004273231899939001
2015-05-21,-0.0013618740983264432
2015-05-22,-0.0020449728337501583
2015-05-26,-0.007344351433555718
2015-05-27,0.007054674125422933
2015-05-28,0.003587943345508826
2015-05-29,-0.01055532577353635
2015-06-01,-0.0006883754476902926
2015-06-02,0.002582985517191494
2015-06-03,0.019577347726118077
2015-06-04,-0.005895150717899256
2015-06-05,0.009488604052401373
2015-06-08,-0.0036926718946366233
2015-06-09,-0.0008423541499120724
2015-06-10,0.01787206527181251
2015-06-11,0.0013252185022383234
2015-06-12,-0.001323464622433712
2015-06-15,-0.005134890832699579
2015-06-16,0.0038294464075383505
2015-06-17,-0.008956431403985943
2015-06-18,0.008535260545748047
2015-06-19,-0.0019913458273720375
2015-06-22,0.014965060048889312
2015-06-23,0.004095741907503836
2015-06-24,-0.010115733621802847
2015-06-25,0.0016481121444948954
2015-06-26,0.00510109165267747
2015-06-29,-0.02561582572845056
2015-06-30,0.004044714596749044
2015-07-01,0.00721706263222166
2015-07-02,-0.00466605617807736
2015-07-06,-0.009207926492185603
2015-07-07,-0.009631592673918665
2015-07-08,-0.02695783442985067
2015-07-09,0.010871560514058354
2015-07-10,0.01734588279403715
2015-07-13,0.016197717073234807
2015-07-14,0.003691248555356186
2015-07-15,0.004513750325708221
2015-07-16,0.018139805470864134
2015-07-17,-0.004576820930199288
2015-07-20,0.00016405372503336402
2015-07-21,-0.009850545958624446
2015-07-22,0.006963827086718277
2015-07-23,-0.015149078841955266
2015-07-24,-0.013877157608984003
2015-07-27,-0.017124578962379622
2015-07-28,0.00862529692401437
2015-07-29,0.013511474466928242
2015-07-30,0.007255808618091608
2015-07-31,-0.011559742202401191
2015-08-03,-0.0006780225504944282
2015-08-04,0.00966787005561165
2015-08-05,-0.0018477939659546916
2015-08-06,-0.009592911534955229
2015-08-07,-0.00390794601024369
2015-08-10,0.014499957023323296
2015-08-11,-0.024045893853273714
2015-08-12,-0.009131307132862254
2015-08-13,0.006259607489781827
2015-08-14,0.010886399382567635
2015-08-17,0.0020515661532776175
2015-08-18,-0.0023881216315826403
2015-08-19,-0.016416205495952352
2015-08-20,-0.03581377843905853
2015-08-21,-0.04147119223528184
2015-08-24,-0.059631199909938815
2015-08-25,0.0022001579338382093
2015-08-26,0.04051935510521387
2015-08-27,0.029924738945998897
2015-08-28,-0.004469798643611078
2015-08-31,-0.00860626754470617
2015-09-01,-0.03661078037853849
2015-09-02,0.016846005727536584
2015-09-03,-0.004237754695291529
2015-09-04,-0.013155350675464916
2015-09-08,0.029013792003089955
2015-09-09,-0.014288486707376369
2015-09-10,0.011403221100587668
2015-09-11,-0.009172560943469965
2015-09-14,-0.00019268803327288087
2015-09-15,0.013309881903010634
2015-09-16,0.007043802054471193
2015-09-17,-0.025519837088065267
2015-09-18,-0.03162003265269542
2015-09-21,0.007812885439693273
2015-09-22,-0.010534503694462294
2015-09-23,-0.0046205787215338745
2015-09-24,-0.008072587573497714
2015-09-25,0.010579655159699053
2015-09-28,-0.022347615255107423
2015-09-29,0.01178189146631059
2015-09-30,0.01389184920671327
2015-10-01,0.004432729731552287
2015-10-02,-0.01183540290799645
2015-10-05,0.030856560227958907
2015-10-06,-0.00886181266558228
2015-10-07,0.01053077472621955
2015-10-08,0.006094985148431542
2015-10-09,0.0
2015-10-12,0.0037132284109506752
2015-10-13,-0.007009504956972057
2015-10-14,-0.014901905300213847
2015-10-15,0.034235542857075085
2015-10-16,0.00481171409645631
2015-10-19,-0.006129493038170786
2015-10-20,0.00462561496582925
2015-10-21,-0.01745665619189052
2015-10-22,0.02811414451656291
2015-10-23,0.013482651024530723
2015-10-26,0.008806255804310492
2015-10-27,-0.0039001311406657857
2015-10-28,0.04493771016272374
2015-10-29,-0.006781315298292734
2015-10-30,-0.00988132147672982
2015-11-02,0.0208671616430951
2015-11-03,0.003555443117259749
2015-11-04,0.001947956560884867
2015-11-05,0.004242355581791202
2015-11-06,0.026403818685326153
2015-11-09,-0.010803904109977447
2015-11-10,-0.00017348730934030332
2015-11-11,0.00034611735006695454
2015-11-12,-0.015599928645161465
2015-11-13,-0.01056503370627393
2015-11-16,0.009787760208997076
2015-11-17,-0.002291067575711292
2015-11-18,0.012188825858143959
2015-11-19,-0.005934108780798142
2015-11-20,0.010182726150433474
2015-11-23,-0.0013902413905034772
2015-11-24,0.010790147554631924
2015-11-25,0.0029270372425176383
2015-11-27,0.0029184946998392913
2015-11-30,0.005306247582923307
2015-12-01,0.003916167991050212
2015-12-02,-0.0054275954725653275
2015-12-03,-0.009549477772098358
2015-12-04,0.021349812379918953
2015-12-07,-0.0028657403489618094
2015-12-08,-0.0023668961926829324
2015-12-09,-0.02575824993639453
2015-12-10,0.0080010399925452
2015-12-11,-0.023123133542222174
2015-12-14,-0.005122956685202018
2015-12-15,0.0305400784877774
2015-12-16,0.015162048920355664
2015-12-17,0.0006785590167865951
2015-12-18,-0.014585912661087774
2015-12-21,0.017211367938054334
2015-12-22,0.002538553924015252
2015-12-23,-0.012658397406702937
2015-12-24,-0.0051285008162730295
2015-12-28,0.004123654871667437
2015-12-29,0.011978377105943183
2015-12-30,-0.008483594998169308
2015-12-31,-0.008042082624303393
2016-01-04,-0.02811788846128216
2016-01-05,0.0021296539601876052
2016-01-06,-0.03896562541262427
2016-01-07,-0.04128276592454394
2016-01-08,-0.022875685313894945
2016-01-11,0.008656392186754625
2016-01-12,-0.011117514316413502
