Date,KIM
2015-01-05,0.009033972832635406
2015-01-06,0.00583900691314998
2015-01-07,0.02592875623296198
2015-01-08,0.003394823733638974
2015-01-09,-0.002255558598562968
2015-01-12,0.006028341338198739
2015-01-13,0.004494576159759234
2015-01-14,0.016778511677961516
2015-01-15,0.00036672872667575795
2015-01-16,0.01576240076115032
2015-01-20,-0.014795991836130229
2015-01-21,0.0
2015-01-22,0.026373490837246827
2015-01-23,-0.0014276506689754331
2015-01-26,0.011436746879887716
2015-01-27,0.0010604778143636917
2015-01-28,-0.007412814866906481
2015-01-29,0.006045713490208771
2015-01-30,-0.022623171539927656
2015-02-02,0.00434003701789587
2015-02-03,0.010442967150706028
2015-02-04,-0.013186269457681865
2015-02-05,0.01191780546365706
2015-02-06,-0.046038477162137714
2015-02-09,-0.007856296397803386
2015-02-10,0.013574650431986024
2015-02-11,-0.003720612563544279
2015-02-12,0.011202816608798072
2015-02-13,-0.009232078958527179
2015-02-17,-0.002608731450672641
2015-02-18,0.006726451334771344
2015-02-19,-0.0222724931756918
2015-02-20,0.021261387404882814
2015-02-23,0.013382651919443989
2015-02-24,-0.029714189537610403
2015-02-25,0.0
2015-02-26,-0.010585795075587545
2015-02-27,0.004203517210281005
2015-03-02,0.0011410325991780823
2015-03-03,0.0015204402148063512
2015-03-04,-0.017457144448909
2015-03-05,0.011201282758124487
2015-03-06,-0.03399518572671101
2015-03-09,0.009093949157029213
2015-03-10,0.003135014252082513
2015-03-11,0.0003908979294211523
2015-03-12,0.01835193755547837
2015-03-13,-0.0015336676581219066
2015-03-16,0.014592735970621717
2015-03-17,-0.0037848573071931346
2015-03-18,0.028115476762590852
2015-03-19,-0.002586790760677471
2015-03-20,0.027788245258037136
2015-03-23,-0.003244636542738877
2015-03-24,-0.010849864924399877
2015-03-25,-0.021937981606281687
2015-03-26,-0.01121502583359213
2015-03-27,0.0026468056896982173
2015-03-30,0.01923055701276044
2015-03-31,-0.006659031021226003
2015-04-01,-0.00864323268880518
2015-04-02,0.00871847126348313
2015-04-06,0.013152782607442015
2015-04-07,-0.018916977064080576
2015-04-08,-0.0003781378544173153
2015-04-09,-0.025718205856288368
2015-04-10,0.005823330307631824
2015-04-13,-0.006561351543809213
2015-04-14,0.0027191280761180714
2015-04-15,-0.012010527533032112
2015-04-16,0.0007839611096585042
2015-04-17,-0.008620849788508522
2015-04-20,0.0011861011430429613
2015-04-21,-0.0011846959737943363
2015-04-22,-0.005138312928292921
2015-04-23,0.0011926608516990012
2015-04-24,0.009126652875813601
2015-04-27,-0.005112533688301113
2015-04-28,0.003952766498941829
2015-04-29,-0.03031490876077536
2015-04-30,-0.021518554659986755
2015-05-01,0.00622424667469379
2015-05-04,0.006598059485806829
2015-05-05,-0.023351384487148796
2015-05-06,0.0020975506249611975
2015-05-07,0.01381336854917925
2015-05-08,0.013624772904355709
2015-05-11,-0.01710788025779586
2015-05-12,0.0
2015-05-13,-0.007044850287722504
2015-05-14,0.021285343021677283
2015-05-15,0.006538483817851493
2015-05-18,-0.003654401188432188
2015-05-19,-0.002036829155060982
2015-05-20,-0.0012252667150244312
2015-05-21,-0.006132319140701337
2015-05-22,0.0012340184729446868
2015-05-26,-0.012736405945407259
2015-05-27,0.011652317037195159
2015-05-28,0.00041116843806920933
2015-05-29,-0.014802391978316676
2015-06-01,0.012938140747040583
2015-06-02,-0.009888932622105329
2015-06-03,-0.011235773503626256
2015-06-04,-0.004629845660654275
2015-06-05,-0.013107603723583772
2015-06-08,-0.0012855710054499037
2015-06-09,-0.010724874980148402
2015-06-10,0.009106507621733373
2015-06-11,0.005586829901732759
2015-06-12,-0.005555790644432679
2015-06-15,-0.00042967882513000877
2015-06-16,0.007738817279977495
2015-06-17,0.00767912179761332
2015-06-18,0.016934649692999848
2015-06-19,-0.010824123828101273
2015-06-22,-0.010942961312157773
2015-06-23,-0.006808304907058416
2015-06-24,-0.003856312152300534
2015-06-25,-0.005591367588941298
2015-06-26,0.0004322641882170686
2015-06-29,-0.01988729177327031
2015-06-30,-0.005734212995705978
2015-07-01,0.019282323085503705
2015-07-02,0.007478743642742147
2015-07-06,0.012227336005471434
2015-07-07,0.021570523501400096
2015-07-08,0.0067567959349381645
2015-07-09,-0.008808795788479151
2015-07-10,0.010579478164038703
2015-07-13,0.006700208517833373
2015-07-14,0.0029121161242402493
2015-07-15,0.006221388838818065
2015-07-16,0.011541620625588944
2015-07-17,-0.0036678529471544374
2015-07-20,0.0
2015-07-21,-0.004907738008477658
2015-07-22,0.009042412779488584
2015-07-23,-0.01629328158213672
2015-07-24,0.0057970001634108925
2015-07-27,0.0016467940518520852
2015-07-28,0.003287856111226617
2015-07-29,0.004096873338975238
2015-07-30,-0.002448144825636267
2015-07-31,0.010634494509736747
2015-08-03,0.014163899151739434
2015-08-04,-0.00718225894744251
2015-08-05,-0.009244514003560522
2015-08-06,0.006896657905389736
2015-08-07,0.0036259147923076718
2015-08-10,-0.009634586309329896
2015-08-11,0.009322770124511326
2015-08-12,0.010441682914674955
2015-08-13,0.0063594006912366385
2015-08-14,0.0031594243465837835
2015-08-17,0.005905969501980746
2015-08-18,0.004304987496117407
2015-08-19,-0.010132660339796318
2015-08-20,-0.00866125041150334
2015-08-21,-0.025019819046393055
2015-08-24,-0.05091685057219031
2015-08-25,-0.03004260330472075
2015-08-26,0.04203516791587947
2015-08-27,0.011040645749442524
2015-08-28,-0.00966021619860613
2015-08-31,-0.022476248849146785
2015-09-01,-0.022125889294386192
2015-09-02,0.00976023599950726
2015-09-03,0.003075823103127817
2015-09-04,-0.02409100959469601
2015-09-08,0.01615768477793389
2015-09-09,-0.016784512072456237
2015-09-10,0.008985075859897051
2015-09-11,0.02404263341160906
2015-09-14,-0.0017390904222380765
2015-09-15,0.013501615763166885
2015-09-16,0.013751760381527367
2015-09-17,0.010597809755028553
2015-09-18,0.01216403446613401
2015-09-21,0.006630854816490173
2015-09-22,-0.00946881174167713
2015-09-23,0.00706552276885386
2015-09-24,-0.012381030787731673
2015-09-25,0.007939431069975411
2015-09-28,-0.018241771301207077
2015-09-29,0.016891696661291533
2015-09-30,0.014534854666829577
2015-10-01,0.01240192941355378
2015-10-02,0.016333049852710335
2015-10-05,0.014865671685760473
2015-10-06,-0.009897297524160686
2015-10-07,0.01439470043703106
2015-10-08,0.013401463823670579
2015-10-09,-0.010113125691238123
2015-10-12,0.016110528514866607
2015-10-13,0.002706677767471577
2015-10-14,-0.02583879344341411
2015-10-15,0.006334163979253127
2015-10-16,0.016522133454676124
2015-10-19,0.013157949187373674
2015-10-20,-0.003819821409461799
2015-10-21,-0.006518315115937812
2015-10-22,0.018525547622559868
2015-10-23,-0.0026524357524397857
2015-10-26,0.007598774668274855
2015-10-27,0.012443619278289964
2015-10-28,0.009311030615070992
2015-10-29,0.0003689918754143928
2015-10-30,-0.012541321594561339
2015-11-02,0.020171527314846616
2015-11-03,-0.005126275779608336
2015-11-04,-0.009937338532164275
2015-11-05,0.0014864869162347638
2015-11-06,-0.02932406716460223
2015-11-09,-0.02409159394931848
2015-11-10,0.012147185118958959
2015-11-11,0.011227251420527606
2015-11-12,-0.00842286354200772
2015-11-13,-0.01583014434128449
2015-11-16,0.01176960740747357
2015-11-17,0.0038772294009823405
2015-11-18,0.013904895241552362
2015-11-19,0.0030481045105639204
2015-11-20,0.006836320732932943
2015-11-23,-0.01207145048485636
2015-11-24,-0.004199943585459054
2015-11-25,0.000767315409392122
2015-11-27,0.010727624006400704
2015-11-30,-0.010993405601214423
2015-12-01,0.021464303584964428
2015-12-02,-0.025140373149882045
2015-12-03,-0.027328836610973295
2015-12-04,0.013058908296206706
2015-12-07,-0.0003907318733796794
2015-12-08,-0.00507982839043597
2015-12-09,0.0007852207381073839
2015-12-10,-0.010204117115028999
2015-12-11,-0.0035683619454841553
2015-12-14,0.005969196062106885
2015-12-15,0.022943084585904883
2015-12-16,0.021654485435273596
2015-12-17,-0.007948271994116296
2015-12-18,-0.01640589419950811
2015-12-21,0.012024440677387505
2015-12-22,0.0011501808004119596
2015-12-23,0.014165289076396359
2015-12-24,-0.00037760426127675384
2015-12-28,0.006797944290754865
2015-12-29,0.011627877660782548
2015-12-30,-0.0009360453234890098
2015-12-31,-0.008617462993949276
2016-01-04,-0.02683288611475232
2016-01-05,0.03145618251827864
2016-01-06,-0.009035994942768855
2016-01-07,-0.025075770023390676
2016-01-08,-0.01714757099812758
2016-01-11,0.01586002384934404
2016-01-12,-0.004293071846229957
2016-01-13,-0.01176004571624345
2016-01-14,0.0027767443965427407
2016-01-15,0.004746695652902533
2016-01-19,0.012204873060908339
2016-01-20,-0.014002686370641726
2016-01-21,0.02564102564102555
2016-01-22,0.022308032544550827
2016-01-25,-0.014672965989237063
2016-01-26,0.021000607458930176
2016-01-27,-0.0112189876122476
2016-01-28,0.0
2016-01-29,0.028365989656271573
2016-02-01,0.003677881511755743
2016-02-02,-0.0040310221252657374
2016-02-03,0.02060356205742342
2016-02-04,0.00252316675756159
2016-02-05,-0.008629737761615686
2016-02-08,-0.02575255884001082
2016-02-09,0.005956862938183427
2016-02-10,-0.01036283648025782
2016-02-11,-0.017202583482876066
2016-02-12,0.000380247183700666
2016-02-16,0.008748922399776093
2016-02-17,0.009426882860347874
2016-02-18,0.0003735131683175741
2016-02-19,0.004480710512990038
2016-02-22,0.006319939275661879
2016-02-23,-0.006649734054238299
2016-02-24,-0.012272283438832354
2016-02-25,0.02108463387488002
2016-02-26,-0.01585568756632616
2016-02-29,0.002248023964711132
2016-03-01,0.023925552828916175
2016-03-02,0.004015531332259625
2016-03-03,0.0047275483272661845
2016-03-04,-0.0007237749331592269
2016-03-07,-0.005795050958523618
2016-03-08,-0.004371677115268646
2016-03-09,0.001463771840723771
2016-03-10,-0.0014616323444565094
2016-03-11,0.016465246242876708
2016-03-14,0.0007201938499084015
2016-03-15,0.010431866288181046
2016-03-16,0.009612028211428925
2016-03-17,0.024329723309782336
2016-03-18,-0.019277065508144675
2016-03-21,-0.021411005043082243
2016-03-22,0.004304034542561119
2016-03-23,-0.007499537946233148
2016-03-24,0.0003594770779185019
2016-03-28,0.007554143854987538
2016-03-29,0.028561250813977423
2016-03-30,-0.0052066083147537245
2016-03-31,0.004187002699715059
2016-04-01,0.003680896698192049
2016-04-04,-0.008033386569352707
2016-04-05,-0.008803116271475231
2016-04-06,0.008881299382581975
