Date,TSN
2015-01-05,-0.023029286294462326
2015-01-06,0.005893281083718227
2015-01-07,0.012226037751008167
2015-01-08,0.03673864243116687
2015-01-09,-0.020630944930687733
2015-01-12,-0.030979216781963026
2015-01-13,-0.0063937123571394805
2015-01-14,0.025740164743758065
2015-01-15,0.006022725326629619
2015-01-16,0.006734784867288068
2015-01-20,-0.0012389165219421905
2015-01-21,0.009922968655206699
2015-01-22,0.00958017317385651
2015-01-23,0.004136297867896266
2015-01-26,0.0009688112884160827
2015-01-27,-0.006051369920589966
2015-01-28,-0.021432077691744156
2015-01-29,0.0007469200277017141
2015-01-30,-0.029097584400140986
2015-02-02,0.01357598911311686
2015-02-03,-0.017690197427539633
2015-02-04,0.009775891473974285
2015-02-05,0.019618271032076917
2015-02-06,-0.006496976393234433
2015-02-09,0.000251401174895749
2015-02-10,0.023635775904017775
2015-02-11,-0.011790399117805217
2015-02-12,0.013919982698028521
2015-02-13,-0.002206245072337021
2015-02-17,-0.0017200522782131467
2015-02-18,0.01206016204303273
2015-02-19,0.005350244241611346
2015-02-20,0.007982248861737151
2015-02-23,-0.00479940943166246
2015-02-24,0.0007229296514783545
2015-02-25,-0.0024153463691299892
2015-02-26,-0.01041161353156772
2015-02-27,0.010765551788241012
2015-03-02,0.020818425093549253
2015-03-03,0.005217237523674756
2015-03-04,-0.023354638255765114
2015-03-05,-0.020290043715167516
2015-03-06,0.002465605485565847
2015-03-09,-0.005410517369851653
2015-03-10,-0.016320564803974813
2015-03-11,-0.05605830525776612
2015-03-12,0.0002664528551745704
2015-03-13,-0.0037280652874502884
2015-03-16,0.017905435508377643
2015-03-17,0.016277156805382553
2015-03-18,0.02299155450839696
2015-03-19,0.0058081243148919715
2015-03-20,0.00979143255691195
2015-03-23,-0.010442663742662561
2015-03-24,-0.027637928825123725
2015-03-25,-0.010335991683117496
2015-03-26,-0.0036556585700320277
2015-03-27,0.0
2015-03-30,0.008909980656050198
2015-03-31,-0.00519462520347691
2015-04-01,0.0026109065254384944
2015-04-02,0.005989691450825507
2015-04-06,0.007248298775559325
2015-04-07,0.003855116423860716
2015-04-08,-0.01049607971401123
2015-04-09,0.0005168049045614076
2015-04-10,0.018360706485565537
2015-04-13,-0.004063175438314581
2015-04-14,0.017338088055346645
2015-04-15,-0.0077696253976262675
2015-04-16,-0.006567092929472329
2015-04-17,-0.00762807948484634
2015-04-20,-0.013835580410142545
2015-04-21,-0.009872121620808305
2015-04-22,0.0018364364598160154
2015-04-23,0.0028814209280254577
2015-04-24,0.009402393962644195
2015-04-27,0.00646762385018218
2015-04-28,0.010539870511522942
2015-04-29,-0.0025441908814505254
2015-04-30,0.007396255022382281
2015-05-01,0.025063189206337766
2015-05-04,0.014818850611317602
2015-05-05,-0.01022161588274284
2015-05-06,-0.00786841776192937
2015-05-07,0.000991673058515108
2015-05-08,0.021539792789430523
2015-05-11,0.0026658603355524946
2015-05-12,-0.010877346051773595
2015-05-13,0.004887709319981726
2015-05-14,0.014591339411780702
2015-05-15,0.009348322941310494
2015-05-18,0.0018996509879762868
2015-05-19,0.018250699072616783
2015-05-20,0.01070726669082811
2015-05-21,0.0016124065436380342
2015-05-22,-0.012416486428180273
2015-05-26,0.004423350216731459
2015-05-27,-0.009503575872242043
2015-05-28,-0.006568184436132274
2015-05-29,0.0023615324220209732
2015-06-01,-0.005418445374996472
2015-06-02,0.001184572520418703
2015-06-03,-0.012065641176121189
2015-06-04,-0.009578554410835216
2015-06-05,-0.010154802182253064
2015-06-08,-0.005129372799691612
2015-06-09,0.010557478518403274
2015-06-10,0.005830839189284953
2015-06-11,-0.0019323458650974956
2015-06-12,0.006534439022667593
2015-06-15,0.001442349918914676
2015-06-16,0.0062424871756159295
2015-06-17,0.007158290664466049
2015-06-18,0.002369706512564962
2015-06-19,0.016780284654583033
2015-06-22,0.004881369488137999
2015-06-23,0.019199894470200762
2015-06-24,0.02156162268227968
2015-06-25,-0.007998559851838838
2015-06-26,-0.02351617082779145
2015-06-29,-0.01490817696089286
2015-06-30,-0.007450442054271811
2015-07-01,0.007741138856882435
2015-07-02,-0.0006984558884490788
2015-07-06,-0.008385763456350559
2015-07-07,0.01245002955970076
2015-07-08,-0.011137102894272388
2015-07-09,0.0011731173668110273
2015-07-10,0.007265457673210962
2015-07-13,0.017217398257833416
2015-07-14,0.007090414644330245
2015-07-15,-0.013400160978543685
2015-07-16,0.00023050396166257592
2015-07-17,-0.01173785785889292
2015-07-20,-0.0030274192609014428
2015-07-21,-0.006306672283461379
2015-07-22,0.013868720623273267
2015-07-23,0.0
2015-07-24,-0.0055642903354010675
2015-07-27,-0.0051296244710641314
2015-07-28,0.016639624862320845
2015-07-29,0.01014247937256929
2015-07-30,0.012779965336451315
2015-07-31,-0.0006761079501360623
2015-08-03,-0.09898554156726358
2015-08-04,0.040541190669203475
2015-08-05,-0.004329244211464189
2015-08-06,0.01618400533348785
2015-08-07,-0.005230061431942379
2015-08-10,0.023894835060408903
2015-08-11,-0.02100344333067239
2015-08-12,0.007866623154549224
2015-08-13,0.0004730885072872226
2015-08-14,0.004728194089950399
2015-08-17,0.008235005777108562
2015-08-18,0.0004671315278830246
2015-08-19,0.007230887677427189
2015-08-20,0.006253188374590213
2015-08-21,-0.04096689042272372
2015-08-24,-0.035997305378633326
2015-08-25,-0.010455512092991004
2015-08-26,0.02666710542165318
2015-08-27,0.03749059909163166
2015-08-28,0.008996123496229247
2015-08-31,-0.00797759262771569
2015-09-01,-0.02081396518354206
2015-09-02,0.01449330683527883
2015-09-03,0.01642878480718224
2015-09-04,-0.013117995438467589
2015-09-08,0.015190949084222582
2015-09-09,-0.006312665493333425
2015-09-10,0.008234936597951714
2015-09-11,0.012135622049954442
2015-09-14,-0.0016139710688757303
2015-09-15,0.0099308477053619
2015-09-16,-0.0025155170640890345
2015-09-17,0.0013749416769590628
2015-09-18,-0.018085521825131012
2015-09-21,-0.005362698995155513
2015-09-22,-0.01781499707968348
2015-09-23,0.005966572109747048
2015-09-24,0.019691573925061823
2015-09-25,0.008375611385536885
2015-09-28,-0.03484080820500768
2015-09-29,-0.00023858154342792925
2015-09-30,0.030606873452328154
2015-10-01,0.013225207860170451
2015-10-02,0.016487100279739764
2015-10-05,0.011714822063966679
2015-10-06,-0.007348160027638717
2015-10-07,0.0008973900922719658
2015-10-08,0.030703599607279752
2015-10-09,0.0073930185955242145
2015-10-12,0.015540295752148214
2015-10-13,-0.03400609994786774
2015-10-14,-0.02552268005999858
2015-10-15,-0.008128421644694628
2015-10-16,0.03118619516558696
2015-10-19,0.019426045671430137
2015-10-20,-0.0019488081399268165
2015-10-21,0.0030375487153304626
2015-10-22,0.020549584141825505
2015-10-23,0.0055106736568137915
2015-10-26,-0.049325868159566855
2015-10-27,-0.006651552735081112
2015-10-28,0.0037946980692362686
2015-10-29,-0.024905922460385588
2015-10-30,0.01163095085332988
2015-11-02,0.009467923716412585
2015-11-03,0.012505639782606659
2015-11-04,-0.00419057150983837
2015-11-05,0.009966648087740504
2015-11-06,-0.002192872602198692
2015-11-09,-0.009890086989908342
2015-11-10,0.004217228568728526
2015-11-11,-0.009504568417014636
2015-11-12,-0.026779781145007786
2015-11-13,-0.011694736413269347
2015-11-16,0.025290103143710496
2015-11-17,-0.005657376165177808
2015-11-18,0.026399446966297813
2015-11-19,-0.014190467604911161
2015-11-20,-0.018218453412791935
2015-11-23,0.1017182089113402
