Date,BX
2015-01-05,-0.014650155669155174
2015-01-06,-0.019327899481317634
2015-01-07,0.01425122103776122
2015-01-08,0.007772858277453665
2015-01-09,0.014832103190099533
2015-01-12,0.004092463558168724
2015-01-13,-0.007860432931767969
2015-01-14,-0.0038144422530151934
2015-01-15,-0.014138511864686731
2015-01-16,0.005975580558340576
2015-01-20,0.008316002665748945
2015-01-21,0.022091557150010876
2015-01-22,0.029106453611389416
2015-01-23,0.009801168837087815
2015-01-26,0.010815170367051374
2015-01-27,0.003566693857701253
2015-01-28,0.0043738183426984545
2015-01-29,0.0032661674756326864
2015-01-30,0.013022314747168195
2015-02-02,-0.0018746640194917674
2015-02-03,0.01583045388520521
2015-02-04,-0.017432585442759607
2015-02-05,-0.003843999087385197
2015-02-06,-0.005513134317354007
2015-02-09,0.005820647335512463
2015-02-10,0.011297962580822052
2015-02-11,-0.006267029473887353
2015-02-12,0.012064515217747873
2015-02-13,0.013275781570062817
2015-02-17,-0.0013366452889541636
2015-02-18,-0.003748541227400093
2015-02-19,0.008330737224198081
2015-02-20,0.0029316590352115313
2015-02-23,-0.004783075092229749
2015-02-24,0.010947926330787672
2015-02-25,0.0
2015-02-26,0.0010566452447329233
2015-02-27,-0.011609225144119106
2015-03-02,0.018152550782513543
2015-03-03,-0.007603953811020303
2015-03-04,0.020079199601339193
2015-03-05,0.013727203161910673
2015-03-06,-0.009964291033715766
2015-03-09,-0.011613018398068276
2015-03-10,-0.0005222114464304983
2015-03-11,0.004179957933787337
2015-03-12,0.006503576450983761
2015-03-13,-0.01912622737796843
2015-03-16,0.009749544341718153
2015-03-17,-0.0062630150711810995
2015-03-18,0.016281573459997478
2015-03-19,-0.00025853089960981013
2015-03-20,0.0
2015-03-23,-0.008529425604518748
2015-03-24,-0.001564183835182198
2015-03-25,-0.008093734406650066
2015-03-26,-0.010529030401917328
2015-03-27,0.011173145364778092
2015-03-30,0.010523405895174642
2015-03-31,0.012496930350528235
2015-04-01,0.0038571249568786214
2015-04-02,-0.0069160173424138716
2015-04-06,-0.0056744389870716505
2015-04-07,0.010116208916596037
2015-04-08,0.0069341101771687175
2015-04-09,-0.00025492341240607175
2015-04-10,0.02091794686658499
2015-04-13,0.0032485292793769105
2015-04-14,-0.002739383027986042
2015-04-15,0.024475168791994184
2015-04-16,0.003169179012593615
2015-04-17,0.01701106097239058
2015-04-20,-0.0007168325055406655
2015-04-21,-0.0023914362756484175
2015-04-22,0.0009587295349666736
2015-04-23,0.0029365676261787765
2015-04-24,0.010246021397011251
2015-04-27,0.004346843360509167
2015-04-28,0.0024043105773252638
2015-04-29,0.0019194058359581767
2015-04-30,-0.019392162064926777
2015-05-01,0.019042954116915256
2015-05-04,0.019405880130973108
2015-05-05,-0.006345536013588338
2015-05-06,-0.012535558855335416
2015-05-07,0.012215869649987887
2015-05-08,0.008045480550703976
2015-05-11,0.0021123036024788266
2015-05-12,-0.0035137943734545596
2015-05-13,0.0009404533167542972
2015-05-14,0.011977527987425018
2015-05-15,0.006962642057046775
2015-05-18,0.013136248825541985
2015-05-19,-0.007279313358234507
2015-05-20,0.0027495974159998937
2015-05-21,-0.004341824178697551
2015-05-22,-0.0034428245895138376
2015-05-26,-0.0055273477940190885
2015-05-27,0.006253099771917681
2015-05-28,0.004142467320387366
2015-05-29,0.0038964974299193766
2015-06-01,-0.0068492768734187415
2015-06-02,-0.003678289038782201
2015-06-03,0.004614962440435244
2015-06-04,-0.011943293180974535
2015-06-05,-0.01441183162949855
2015-06-08,-0.011792263840659123
2015-06-09,-0.016945475313706937
2015-06-10,0.01990805258668904
2015-06-11,0.009759393665178528
2015-06-12,0.0018860794711950124
2015-06-15,-0.0061178135933910305
2015-06-16,-0.006155471621349884
2015-06-17,-0.0023818252952666485
2015-06-18,0.002865373218562839
2015-06-19,0.009285520010593018
2015-06-22,-0.00518976160072826
2015-06-23,-0.000711379940452006
2015-06-24,-0.018035098524180837
2015-06-25,-0.007250065117853088
2015-06-26,0.010224110689050159
2015-06-29,-0.02072313196969433
2015-06-30,0.005659652048364494
2015-07-01,0.0012231417749577478
2015-07-02,0.009775246393771253
2015-07-06,-0.02057090163207642
2015-07-07,-0.01729687126902424
2015-07-08,-0.029419020176995048
2015-07-09,0.012694128033865937
2015-07-10,0.013302678800307666
2015-07-13,0.03281978550523901
2015-07-14,0.003911161364703375
2015-07-15,0.0063306759946606395
2015-07-16,0.0152432092263588
2015-07-17,-0.008579880133325113
2015-07-20,0.0
2015-07-21,0.00600997248499846
2015-07-22,-0.008363217019536795
2015-07-23,-0.025269861372177127
2015-07-24,-0.03699974748268409
2015-07-27,-0.004182085385120882
2015-07-28,0.013385921034011927
2015-07-29,0.019684054942879614
2015-07-30,-0.0020322049885030946
2015-07-31,-0.0010177802339907949
2015-08-03,-0.012993719253105662
2015-08-04,0.01935974450370659
2015-08-05,-0.013674182566984605
2015-08-06,-0.013093720426252786
2015-08-07,-0.015868714401705453
2015-08-10,0.03436419551392711
2015-08-11,-0.03092296516768811
2015-08-12,0.00474694093328365
2015-08-13,0.0015745150868897717
2015-08-14,0.012841079461478166
2015-08-17,-0.005692074758106069
2015-08-18,-0.02992451525540929
2015-08-19,-0.014216678934301452
2015-08-20,-0.06095237585133684
2015-08-21,-0.016227089960047847
2015-08-24,-0.03711348592874353
2015-08-25,-0.008871361448636206
2015-08-26,0.05956802651218429
2015-08-27,0.03728518373020262
2015-08-28,0.001684784120138838
2015-08-31,-0.03980929215729301
2015-09-01,-0.05255455142772503
2015-09-02,0.004930390693181463
2015-09-03,0.02667909596122131
2015-09-04,0.005674924286574123
2015-09-08,0.0516782735148289
2015-09-09,-0.023722454817732275
2015-09-10,-0.01533106166294207
2015-09-11,-0.0008812902725666705
2015-09-14,0.0
2015-09-15,0.01999401525161315
2015-09-16,0.000864777260453975
2015-09-17,0.029377996677993012
2015-09-18,-0.043648498193639806
2015-09-21,0.003510541883552376
2015-09-22,-0.011661617528355817
2015-09-23,-0.014454367823610648
2015-09-24,-0.02484290283127477
2015-09-25,0.00828733428092665
2015-09-28,-0.059360869106863445
2015-09-29,-0.026860890191931608
2015-09-30,0.05320923718960846
2015-10-01,0.01127793846758629
2015-10-02,0.0022272256026942827
2015-10-05,0.060000304697019446
2015-10-06,0.012278812697983366
2015-10-07,0.026627444025762337
2015-10-08,-0.01988496824123187
2015-10-09,0.003234586217812252
2015-10-12,-0.009085722974925603
2015-10-13,-0.018337792676773712
2015-10-14,0.010846877228259943
2015-10-15,0.014902651692315194
2015-10-16,0.01380326415140165
2015-10-19,-0.017091009210921992
2015-10-20,-0.016799490468976663
2015-10-21,0.007793280559638127
2015-10-22,0.006339441994442474
2015-10-23,0.03269311469232461
2015-10-26,-0.00029059911014817086
2015-10-27,-0.00958728720756341
2015-10-28,0.012027287233996153
2015-10-29,-0.020870073029953362
2015-10-30,-0.021314124477142427
2015-11-02,0.03236518352856743
2015-11-03,0.013478002202485628
2015-11-04,-0.02428460138883637
2015-11-05,-0.0068143926218509066
2015-11-06,-0.01909366238730048
2015-11-09,-0.025243287185935603
2015-11-10,0.006239956732983831
2015-11-11,-0.02170492119563039
2015-11-12,-0.014580070001530943
2015-11-13,-0.01543885616389995
2015-11-16,0.025155071231034
2015-11-17,-0.016252234112318242
2015-11-18,0.02332322331137271
2015-11-19,-0.004747950210969298
2015-11-20,-0.008269867538705289
2015-11-23,-0.005452255940290973
2015-11-24,-0.010964004270392014
2015-11-25,0.013367958714866734
2015-11-27,-0.002574034103224543
2015-11-30,0.007419086167147926
2015-12-01,0.015369934310618616
2015-12-02,-0.03374336706009873
2015-12-03,-0.007832607975010175
2015-12-04,0.0082238581602887
2015-12-07,-0.00783053402699152
2015-12-08,-0.013811464390794725
2015-12-09,0.017673050645713673
2015-12-10,-0.003604456440133741
2015-12-11,-0.05228551054494035
2015-12-14,-0.035392060896491495
2015-12-15,0.04172670414060642
2015-12-16,0.02900526314330021
2015-12-17,0.025839123778117923
2015-12-18,-0.0317304309518176
2015-12-21,0.017229664620808105
2015-12-22,-0.0009961861430852759
2015-12-23,0.025930820361842244
2015-12-24,-0.006156743731095982
2015-12-28,-0.008477490463441484
2015-12-29,-0.00789213961750801
2015-12-30,-0.015246972924502389
2015-12-31,-0.015819608570202703
2016-01-04,-0.009917915577690284
2016-01-05,-0.02797949041227732
2016-01-06,-0.030205724336935025
2016-01-07,-0.033345761399226514
2016-01-08,-0.0333586786005895
2016-01-11,-0.03333331000599393
2016-01-12,0.02109529457210435
2016-01-13,-0.02860560215099761
2016-01-14,0.04867103342116952
2016-01-15,-0.04212191279527899
2016-01-19,-0.022393963366396874
2016-01-20,-0.010828893193540523
2016-01-21,0.017263278538309113
2016-01-22,0.08485114542534022
2016-01-25,-0.04502113511151962
2016-01-26,0.050339440715394534
2016-01-27,-0.026245567353320287
2016-01-28,-0.01875023090988137
2016-01-29,0.04578050373993614
2016-02-01,0.041872864851058456
2016-02-02,-0.03617102777383863
2016-02-03,0.0034116894447109303
2016-02-04,0.01894813863645406
2016-02-05,0.004554166115301461
2016-02-08,-0.076690569029778
2016-02-09,0.0008180884455737392
2016-02-10,0.001635433416584009
2016-02-11,-0.06040790733182644
2016-02-12,0.06993879929841751
2016-02-16,0.05440503568825572
2016-02-17,0.025414260172171188
2016-02-18,-0.006008229563601364
2016-02-19,-0.022667379020975376
2016-02-22,0.03092414125877796
2016-02-23,-0.03487072548654302
2016-02-24,-0.00038866765675504844
2016-02-25,-0.009716178102263995
2016-02-26,0.005101957033126325
2016-02-29,0.0140568229535587
2016-03-01,0.04158657450193681
2016-03-02,0.03807792311026437
2016-03-03,0.016381471274606207
2016-03-04,0.018570485653207625
2016-03-07,-0.00034384554458133376
2016-03-08,-0.02787336772171567
2016-03-09,-0.022300818253808363
2016-03-10,-0.009051521260275974
2016-03-11,0.0054800526783187475
2016-03-14,-0.0076307240989228475
2016-03-15,-0.008421515849445615
2016-03-16,0.02547976416662845
2016-03-17,0.014764322163653754
2016-03-18,-0.006742181046641926
2016-03-21,0.001071753725029323
2016-03-22,-0.007851804195606937
2016-03-23,-0.030215571223082383
2016-03-24,-0.018917299044990066
2016-03-28,-0.005292540371041432
2016-03-29,0.048270747523229796
2016-03-30,0.013052760045635603
2016-03-31,0.003936726998476026
2016-04-01,0.0028525535310877093
2016-04-04,-0.02595116017540766
2016-04-05,-0.002189769410886333
2016-04-06,0.009144009460617442
2016-04-07,-0.025008983535591
2016-04-08,-0.008550086609134588
2016-04-11,-0.005249533422018504
2016-04-12,0.024123836695363332
2016-04-13,0.052263243687093563
2016-04-14,0.014690883974559643
2016-04-15,-0.007928707240806077
2016-04-18,0.008686694623798452
2016-04-19,0.012400999446787075
2016-04-20,0.001701200499633071
2016-04-21,-0.041100476527979324
2016-04-22,0.0077930865678697
2016-04-25,-0.005623769867366568
2016-04-26,0.013432133093729037
2016-04-27,0.005929562801920696
2016-04-28,-0.027310908706585146
2016-04-29,-0.012238628552677433
2016-05-02,0.007288399371945253
2016-05-03,-0.021707925863369892
2016-05-04,-0.016641839853112073
2016-05-05,0.006393337830100432
2016-05-06,-0.002989529228180632
2016-05-09,0.00374806271361372
2016-05-10,0.006347978701891632
2016-05-11,-0.006307936058141617
2016-05-12,-0.01605685426758363
2016-05-13,-0.02087273493675268
2016-05-16,0.005038942504639987
2016-05-17,0.005013124009096481
2016-05-18,-0.029547104285729153
2016-05-19,-0.01977044299373032
2016-05-20,0.02662351176709632
2016-05-23,-0.008644549124300904
2016-05-24,0.037653984751044645
2016-05-25,0.020244049693627142
2016-05-26,-0.007861963493548174
2016-05-27,0.01094323257146268
2016-05-31,-0.02239625564044323
2016-06-01,0.002672686638973021
2016-06-02,0.0007617771102852444
2016-06-03,-0.007230278919883926
2016-06-06,0.02338118883897744
2016-06-07,0.0007486844137312154
2016-06-08,0.007485119896961878
2016-06-09,-0.015601691259247596
2016-06-10,-0.01622629225068728
2016-06-13,-0.012658387123798298
2016-06-14,-0.026806431432942146
2016-06-15,0.0059878072819050665
2016-06-16,-0.011111312839481746
2016-06-17,-0.00040090795490521636
2016-06-20,0.023283819671544137
2016-06-21,-0.006669462495350498
2016-06-22,-0.005924071244320928
2016-06-23,0.028208028465252832
2016-06-24,-0.054482070650017866
2016-06-27,-0.04699658676583307
2016-06-28,0.023156346241335335
2016-06-29,0.03730092027621423
2016-06-30,-0.00848491471893964
2016-07-01,-0.0016297534181554107
2016-07-05,-0.05102065504437492
2016-07-06,-0.012472871978386535
2016-07-07,0.01959928288505286
2016-07-08,0.025202562349108115
2016-07-11,0.004166837017732128
2016-07-12,0.01950217620158523
2016-07-13,0.00936113190855159
2016-07-14,0.010886864672315477
2016-07-15,-0.0027920889970046714
2016-07-18,0.005199497660433261
2016-07-19,0.006765124057617866
2016-07-20,0.021343994355126794
2016-07-21,0.038312627476762895
2016-07-22,0.021990390940998417
2016-07-25,0.009482368800856511
2016-07-26,-0.00036155657695113863
2016-07-27,-0.006143797238780224
2016-07-28,-0.005526966155873225
2016-07-29,-0.0055576832832849865
2016-08-01,-0.01378537746953623
2016-08-02,-0.01964439763034742
2016-08-03,0.027359937263643053
2016-08-04,-0.0011254870080068535
2016-08-05,0.021029030527749182
2016-08-08,0.016182455039481125
2016-08-09,0.009410137635956328
2016-08-10,-0.002151294620551747
2016-08-11,0.0025152207642193947
2016-08-12,-0.01075241455516085
2016-08-15,0.01231851684328733
2016-08-16,-0.002505115275247105
2016-08-17,0.0007174428587994885
2016-08-18,0.015417781150574017
2016-08-19,-0.004590331674702464
2016-08-22,0.0003542968185314965
2016-08-23,0.0010643266585581568
2016-08-24,-0.0024798831400840715
2016-08-25,-0.01207385253474158
2016-08-26,-0.013658876978747236
2016-08-29,0.005830829263951065
2016-08-30,-0.0007249757329652606
2016-08-31,-0.0058011305717727835
2016-09-01,-0.0178701183566774
2016-09-02,-0.0018567936312231526
2016-09-06,-0.0066961734129523665
2016-09-07,-0.0029964824595214434
2016-09-08,0.0063859559961001455
2016-09-09,-0.023142851933576125
2016-09-12,0.005732042347859734
2016-09-13,-0.020516902289244188
2016-09-14,-0.007370079302211896
2016-09-15,0.007815760716916254
2016-09-16,-0.0011633438234316396
2016-09-19,0.002717336483293309
2016-09-20,0.005032617739617384
2016-09-21,0.015023345886790995
2016-09-22,-0.01138512480204823
2016-09-23,-0.008445314327687803
2016-09-26,-0.01432451770425991
2016-09-27,-0.01806751375542326
2016-09-28,0.004799741372387034
2016-09-29,-0.0023884069505389904
2016-09-30,0.018755018687706126
2016-10-03,-0.013317431258788925
2016-10-04,-0.0039699906361657655
2016-10-05,0.0019926241779506526
2016-10-06,-0.013921647300797257
2016-10-07,-0.004437396012850314
2016-10-10,-0.0008104057805187193
2016-10-11,-0.014598904955453684
2016-10-12,-0.005761086413023975
2016-10-13,-0.013245104727586998
2016-10-14,-0.006711327051433069
2016-10-17,-0.00675649340876272
2016-10-18,0.0038262634894956626
2016-10-19,0.00423542608623384
2016-10-20,-0.0037959024375520123
2016-10-21,0.019052131652977033
2016-10-24,0.029912668933248066
2016-10-25,0.010084261952995055
2016-10-26,0.013578265158479708
2016-10-27,-0.0015758850646735434
2016-10-28,0.006314162003497437
2016-10-31,-0.018431401984395968
2016-11-01,-0.004394849349111607
2016-11-02,-0.022471692441144997
2016-11-03,-0.0045928992504566946
2016-11-04,-0.012583523391234142
2016-11-07,0.013593708116776071
2016-11-08,0.0075438306413062595
2016-11-09,-0.014559143923545181
2016-11-10,0.03545828053857081
2016-11-11,-0.013453017900213804
2016-11-14,0.04421495031015632
2016-11-15,0.024930608359347683
2016-11-16,-0.013127336293950576
2016-11-17,0.01330195553766056
2016-11-18,0.02702727467551136
2016-11-21,-0.009398917473946278
2016-11-22,0.005313418134410108
2016-11-23,-0.017365317553285964
2016-11-25,0.01997671565945902
2016-11-28,-0.02787171266031896
2016-11-29,0.006973880293476675
2016-11-30,-0.0096184462752813
2016-12-01,0.015928165107790493
2016-12-02,-0.011089703859231026
2016-12-05,0.02088107483827395
2016-12-06,0.0056818650519769864
2016-12-07,0.07608299584604339
2016-12-08,0.04340235786332469
2016-12-09,-0.009728231061105541
2016-12-12,-0.007791168388679215
2016-12-13,0.0013656007590017172
2016-12-14,-0.007841829187715033
2016-12-15,0.0044674206522403725
2016-12-16,-0.008895103137022575
2016-12-19,0.0037970290498068326
2016-12-20,-0.005846052073827157
2016-12-21,-0.014181734810202573
2016-12-22,-0.01789497329998191
2016-12-23,0.005359099571521364
2016-12-27,-0.014214489325540036
2016-12-28,-0.014780383728352553
2016-12-29,-0.006586120039850374
2016-12-30,-0.004420027792669146
2017-01-03,0.04032592768267795
2017-01-04,0.059743924679851235
2017-01-05,0.020805407295955813
2017-01-06,0.0029584193983760443
2017-01-09,-0.0013110865005950822
2017-01-10,-0.013127710523656022
2017-01-11,0.004655809641331832
2017-01-12,-0.0003308648474399378
2017-01-13,-0.0036423820242835747
2017-01-17,-0.013958142922757877
2017-01-18,-0.0030333910149706877
2017-01-19,-0.009127767028999756
2017-01-20,0.009211850655690856
2017-01-23,-0.000338289181749829
2017-01-24,0.025025536068599363
2017-01-25,0.010227852112367986
2017-01-26,0.01926820679315666
2017-01-27,0.0028838931743775387
2017-01-30,-0.008945875792301994
2017-01-31,-0.012572544555964127
2017-02-01,0.017303405834361962
2017-02-02,0.003258489738481307
2017-02-03,-0.0016241318575361818
2017-02-06,-0.0039034523748394667
2017-02-07,-0.0022863186130206437
2017-02-08,-0.0006544864909433512
2017-02-09,-0.011791714832787181
2017-02-10,0.005966118107554985
2017-02-13,0.0032949029170197264
2017-02-14,0.0
2017-02-15,0.016092047861174352
2017-02-16,-0.01745309741151646
2017-02-17,-0.005921250685667068
2017-02-21,0.010919908869118311
2017-02-22,-0.0075285299311677045
2017-02-23,-0.01616095288928232
2017-02-24,-0.009721831840582618
2017-02-27,0.00846326651516427
2017-02-28,-0.008392240745079271
2017-03-01,0.015572060366100482
2017-03-02,-0.010666516582938157
2017-03-03,-0.0006739490971083839
2017-03-06,-0.004720083561518651
2017-03-07,-0.004403760588345573
2017-03-08,-0.009867377668525967
2017-03-09,-0.016494800741964077
2017-03-10,0.011181121699921803
2017-03-13,0.048721299057269185
2017-03-14,-0.0036241666926405403
2017-03-15,0.008928369258357716
2017-03-16,0.0029499064797897656
2017-03-17,-0.0003267534216772061
2017-03-20,-0.001961431032897143
2017-03-21,-0.017032567052914338
2017-03-22,-0.0009995323969727021
2017-03-23,-0.0030023311819317167
2017-03-24,-0.007025462067445254
2017-03-27,-0.003032307678053625
2017-03-28,0.0010139054672086978
2017-03-29,-0.010465977958798223
2017-03-30,0.01296499054749467
2017-03-31,0.0003365831420565346
2017-04-03,-0.0053872218475438105
2017-04-04,0.0033852507515228503
2017-04-05,-0.005735370972337339
2017-04-06,0.009840498047259505
2017-04-07,-0.012432786259936934
2017-04-10,0.0017012171627754924
2017-04-11,-0.006793591973863977
2017-04-12,0.0006840906968461624
2017-04-13,-0.013670487117596553
2017-04-17,0.013513601072062675
2017-04-18,0.011965893283764295
2017-04-19,0.01554021224432156
2017-04-20,0.005322704512781495
2017-04-21,0.001985537244793223
2017-04-24,0.004953915931186659
2017-04-25,0.015116704220683452
2017-04-26,0.012301661239707551
2017-04-27,0.01874983016458187
2017-04-28,-0.004197673221135845
2017-05-01,0.0
2017-05-02,-0.002918198300347119
2017-05-03,0.0013009661351490731
2017-05-04,-0.01721340761653134
2017-05-05,0.0006608395577851756
2017-05-08,-0.005284019700849685
2017-05-09,-0.004315955722444587
2017-05-10,0.001000183634428442
2017-05-11,-0.0006661228444514444
2017-05-12,-0.0029999073222547468
2017-05-15,0.0066866189680101495
2017-05-16,0.003320836173798636
2017-05-17,-0.029460202041941108
2017-05-18,-0.0013642347114669606
2017-05-19,0.02015045343199584
2017-05-22,0.06729153909038654
2017-05-23,0.01850672869035619
2017-05-24,0.0018479124574939387
2017-05-25,-0.001844503975619416
2017-05-26,0.003387647391890347
2017-05-30,0.00859458582121464
2017-05-31,0.0006082260869764156
2017-06-01,0.017336021474339436
2017-06-02,0.007174772919140482
2017-06-05,-0.010982272974528917
2017-06-06,-0.006302700186391563
2017-06-07,0.005436660319468878
2017-06-08,0.0
2017-06-09,0.002402763949482134
2017-06-12,-0.022175496300906095
2017-06-13,0.009193846746771817
2017-06-14,-0.00485838991672205
2017-06-15,-0.007018786460917137
2017-06-16,0.003687545504840628
2017-06-19,0.012553588679595551
2017-06-20,-0.003931033629751446
2017-06-21,0.0006073984113170727
2017-06-22,0.003033931857265859
2017-06-23,0.002419803965473477
2017-06-26,0.0003017049962428242
2017-06-27,-0.006033005764940258
2017-06-28,0.011836370944409147
2017-06-29,-0.002100066947151369
2017-06-30,0.002404851938244912
2017-07-03,-0.0068967208931884905
2017-07-05,-0.0027176303890292797
2017-07-06,-0.004541295044478089
2017-07-07,0.0033456492818335626
2017-07-10,0.00939667779190878
2017-07-11,0.006907239222155415
2017-07-12,0.004175058736181292
2017-07-13,0.005940229448448964
2017-07-14,0.01682897927008775
