Date,SBUX
2015-01-05,-0.019154971180966873
2015-01-06,-0.008137603166198604
2015-01-07,0.024611798548406227
2015-01-08,0.016136978882487885
2015-01-09,-0.03273081598596561
2015-01-12,0.005514361551203439
2015-01-13,0.007977093367215415
2015-01-14,-0.005564276788458278
2015-01-15,-0.010445444244919888
2015-01-16,0.01294277085884099
2015-01-20,0.0075676216736200175
2015-01-21,0.000861870396224651
2015-01-22,0.017836930408582807
2015-01-23,0.06623188888956921
2015-01-26,-0.0011335935596485935
2015-01-27,0.002496757409513606
2015-01-28,-0.008716462155700211
2015-01-29,0.01690062345979193
2015-01-30,-0.017068782118874304
2015-02-02,0.005255271591145361
2015-02-03,0.009353054121486792
2015-02-04,0.0023732197286658874
2015-02-05,0.010597556538920472
2015-02-06,-0.007139592262560002
2015-02-09,-0.002022246284662077
2015-02-10,0.02656991407956011
2015-02-11,-0.0042765905137670535
2015-02-12,0.011455006829120595
2015-02-13,-0.002722496438837485
2015-02-17,0.004913647019938461
2015-02-18,0.010539953863640816
2015-02-19,0.0018280155597436565
2015-02-20,0.003648858360944418
2015-02-23,0.0007488718936212724
2015-02-24,-0.0013893360565971902
2015-02-25,0.008667921956491575
2015-02-26,0.003076677735486699
2015-02-27,-0.011211450874217488
2015-03-02,0.007915482857253187
2015-03-03,-0.002440856549777215
2015-03-04,-0.00999963800775383
2015-03-05,0.006124513594443215
2015-03-06,-0.015058983322686958
2015-03-09,0.008892197538117541
2015-03-10,-0.009243753626501205
2015-03-11,-0.008244890309827557
2015-03-12,0.02143980560097658
2015-03-13,-0.0009638464480886677
2015-03-16,0.008146688491374565
2015-03-17,0.0036148164934948213
2015-03-18,0.015362106440974577
2015-03-19,0.020033559308709092
2015-03-20,-0.003068747419960105
2015-03-23,-0.0009234964527204959
2015-03-24,0.005648251381748848
2015-03-25,-0.021956507232262834
2015-03-26,-0.00720462431266411
2015-03-27,-0.00010549602846288142
2015-03-30,0.00957194772115355
2015-03-31,-0.013336259134851036
2015-04-01,-0.0177400670954444
2015-04-02,0.01472780824373765
2015-04-06,0.0013776119537498577
2015-04-07,-0.0047612063305124686
2015-04-08,0.01233117280098317
2015-04-09,0.007245775023952072
2015-04-10,0.004378973171139
2015-04-13,0.006850618366286421
2015-04-14,-0.004123593705939621
2015-04-15,-0.0033130764328165307
2015-04-16,0.002285675559321021
2015-04-17,-0.01305766410863296
2015-04-20,0.0073503328880430985
2015-04-21,0.008338500765273649
2015-04-22,-0.0006205685923490467
2015-04-23,0.022548788685372356
2015-04-24,0.04875571552917135
2015-04-27,-0.01871135818311198
2015-04-28,-0.005111252998478366
2015-04-29,0.0007908340459275021
2015-04-30,-0.021125612889627665
2015-05-01,0.01432003384037639
2015-05-04,0.0031816989620001568
2015-05-05,-0.01749827374219437
2015-05-06,-0.009714551364440882
2015-05-07,0.008583285166482657
2015-05-08,0.008713509253217788
2015-05-11,-0.0056246087066965655
2015-05-12,0.004242364971399182
2015-05-13,-0.0024142621991100066
2015-05-14,0.019560589063207567
2015-05-15,0.004747072532629071
2015-05-18,0.0074801135793007845
2015-05-19,0.004689292708818904
2015-05-20,-0.0075848290371181015
2015-05-21,0.005878893050127232
2015-05-22,0.0029222668309007993
2015-05-26,-0.01243155026742726
2015-05-27,0.014751969183700142
2015-05-28,0.004264131013178796
2015-05-29,0.0028951031631743174
2015-06-01,0.005004212695763011
2015-06-02,-0.009383455877334135
2015-06-03,0.00753892564139913
2015-06-04,-0.00767444594279898
2015-06-05,0.009087431768814547
2015-06-08,-0.012645951999982863
2015-06-09,0.00019385664319315765
2015-06-10,0.022312787638031573
2015-06-11,-0.0037957555450307545
2015-06-12,0.002667019594507547
2015-06-15,-0.006839884364151061
2015-06-16,0.013391667705868748
2015-06-17,0.005097293658122171
2015-06-18,0.016340985801009733
2015-06-19,-0.0033262289283152446
2015-06-22,-0.000556379998208234
2015-06-23,0.004081382851864435
2015-06-24,-0.00757558930672364
2015-06-25,0.006702520897015729
2015-06-26,0.010172111408084161
2015-06-29,-0.019589840852695883
2015-06-30,0.0013070265598202901
2015-07-01,0.005035589577421895
2015-07-02,0.00649485277665085
2015-07-06,0.0012905711937190034
2015-07-07,0.0012888219765636588
2015-07-08,-0.018204922047081906
2015-07-09,0.01236145408728051
2015-07-10,0.00962090158281792
2015-07-13,0.020707324953228134
2015-07-14,0.0008977213336465173
2015-07-15,-0.0073543447280352
2015-07-16,0.007228153257863745
2015-07-17,-0.0008970770434707509
2015-07-20,0.009337325558377962
2015-07-21,-0.00017813076422734664
2015-07-22,0.008718936178362169
2015-07-23,-0.0022928876757903893
2015-07-24,0.0129066011428014
2015-07-27,-0.005411366928462447
2015-07-28,0.0028079801913922786
2015-07-29,0.0064755775364691015
2015-07-30,0.009563252145758705
2015-07-31,-0.002238864599770185
2015-08-03,0.004488018010946115
2015-08-04,0.011546041361251147
2015-08-05,0.00528095167948206
2015-08-06,-0.030164460047188757
2015-08-07,-0.0005239119571355255
2015-08-10,-0.01625896328191978
2015-08-11,0.001421759543451584
2015-08-12,0.0005322585805360713
2015-08-13,0.00833656185967735
2015-08-14,0.004397403388181953
2015-08-17,0.011208499193342103
2015-08-18,0.0015588990142934023
2015-08-19,-0.004150299077838926
2015-08-20,-0.030908304339140602
2015-08-21,-0.0532161885284288
2015-08-24,-0.04731252594606805
2015-08-25,0.014898419822888975
2015-08-26,0.056175550881527814
2015-08-27,0.03687918015994218
2015-08-28,-0.005719398043944279
2015-08-31,-0.016537584504360714
2015-09-01,-0.022116827828423058
2015-09-02,0.03289714119757603
2015-09-03,-0.010314827844603358
2015-09-04,-0.007496833980980222
2015-09-08,0.01713361904773314
2015-09-09,-0.009418780231098323
2015-09-10,0.012433665678246886
2015-09-11,0.02094993139850554
2015-09-14,-0.004245578956894258
2015-09-15,0.011014515483319887
2015-09-16,0.006149858341143455
2015-09-17,0.0003495785379550309
2015-09-18,-0.00768171305656784
2015-09-21,0.012315437045354427
2015-09-22,-0.007299367328408746
2015-09-23,0.011729494879439528
2015-09-24,0.010036601474720408
2015-09-25,-0.00650995075984051
2015-09-28,-0.038283078911651724
2015-09-29,-0.0008962957939415706
2015-09-30,0.020100523883636923
2015-10-01,0.011259851511740138
2015-10-02,0.010438321387290284
2015-10-05,0.0165289414877392
2015-10-06,-0.005928145611739155
2015-10-07,0.0015333487924362732
2015-10-08,0.011568434403419037
2015-10-09,0.010259131670408816
2015-10-12,0.007824227654061433
2015-10-13,-0.006276838486706571
2015-10-14,-0.022274103349460672
2015-10-15,0.01479111713012049
2015-10-16,0.004020661049267238
2015-10-19,0.017353791419258302
2015-10-20,-0.0014763895040618147
2015-10-21,-0.005748748922247859
2015-10-22,0.015859840732990627
