Date,ON
2015-01-05,-0.026470540111589225
2015-01-06,0.0030211210522879117
2015-01-07,0.016064241646516875
2015-01-08,0.02470355759161036
2015-01-09,-0.0009643422364702392
2015-01-12,0.0028958192702421837
2015-01-13,-0.029836420536398234
2015-01-14,-0.010912664435497654
2015-01-15,-0.02908725718012961
2015-01-16,0.01652890933552542
2015-01-20,0.012195110131936637
2015-01-21,-0.003012021371113671
2015-01-22,0.020140967081430095
2015-01-23,-0.0059230423434215584
2015-01-26,0.008937453358032199
2015-01-27,-0.012795287046586945
2015-01-28,0.006979127653256478
2015-01-29,-0.006930757015312983
2015-01-30,-0.0019939685565106835
2015-02-02,-0.006993071618176638
2015-02-03,0.031187166267943267
2015-02-04,0.013658570080268717
2015-02-05,-0.011549555495077635
2015-02-06,0.10905548545642096
2015-02-09,0.01316941299463692
2015-02-10,0.005199343138218238
2015-02-11,-0.004310361128499252
2015-02-12,0.005194758870264993
2015-02-13,0.029285113061338075
2015-02-17,0.003347277195938858
2015-02-18,0.014178488702180525
2015-02-19,-0.020559210784299897
2015-02-20,0.009235987553388947
2015-02-23,0.0
2015-02-24,0.01830277079668452
2015-02-25,-0.01797380044676211
2015-02-26,0.06988345814671093
2015-02-27,-0.008553628274797886
2015-03-02,0.032156850777420365
2015-03-03,-0.022036471520936685
2015-03-04,0.011655056218990323
2015-03-05,0.0015360601679110797
2015-03-06,-0.010736222678857987
2015-03-09,0.0
2015-03-10,-0.012403089313450577
2015-03-11,-0.004709534303007024
2015-03-12,-0.0015773231295197476
2015-03-13,-0.00868875655632273
2015-03-16,0.02310756633032729
2015-03-17,-0.014018715189773712
2015-03-18,0.007898924381912087
2015-03-19,-0.002351150948853631
2015-03-20,0.015710979586124774
2015-03-23,-0.017788127647497154
2015-03-24,-0.0251968267425301
2015-03-25,-0.03796448002294983
2015-03-26,-0.02350963363211389
2015-03-27,0.014617375289864176
2015-03-30,0.027966094777283512
2015-03-31,-0.0016488423392396756
2015-04-01,-0.05119734955708477
2015-04-02,0.018276766086178675
2015-04-06,-0.013675200856448466
2015-04-07,0.0
2015-04-08,-0.0017330592855689941
2015-04-09,0.004340211377930281
2015-04-10,0.0008643240402426144
2015-04-13,0.005181383420725938
2015-04-14,-0.015463943287513549
2015-04-15,0.041884776670030543
2015-04-16,0.036013427159766964
2015-04-17,-0.042845572989044345
2015-04-20,-0.0025337611980211783
2015-04-21,0.03048261167537958
2015-04-22,0.01561212647429655
2015-04-23,-0.008899648845687502
2015-04-24,-0.05142858077068713
2015-04-27,-0.0025817326391263107
2015-04-28,-0.0025884152352226852
2015-04-29,0.009515540889651009
2015-04-30,-0.01285343766492153
2015-05-01,0.02517360679943259
2015-05-04,0.05842502589899956
2015-05-05,-0.03519996643066403
2015-05-06,0.0033167463069041503
2015-05-07,-0.0008264651707904358
2015-05-08,0.017369729983172988
2015-05-11,0.010569114831302295
2015-05-12,-0.001609047246390105
2015-05-13,-0.00322320405679688
2015-05-14,0.0056588274431543795
2015-05-15,0.013665601449217135
2015-05-18,0.01586048916611582
2015-05-19,-0.00312255741941847
2015-05-20,-0.012529427983626329
2015-05-21,-0.0031720827075396585
2015-05-22,0.007159916847488068
2015-05-26,-0.015007865929962061
2015-05-27,0.04330392544423667
2015-05-28,-0.001537314174620219
2015-05-29,0.020785255005468795
2015-06-01,-0.012820518352908095
2015-06-02,-0.008403407873896374
2015-06-03,0.02157170235132888
2015-06-04,-0.028657625028786438
2015-06-05,0.003882002351754954
2015-06-08,-0.034802842406687406
2015-06-09,-0.0008012240043502317
2015-06-10,0.01363272435073104
2015-06-11,0.01107590077894205
2015-06-12,-0.030516384804162078
2015-06-15,0.0016141649342353848
2015-06-16,0.008058048565615428
2015-06-17,-0.01119107440138456
2015-06-18,0.01778498537301032
2015-06-19,-0.006354243267392756
2015-06-22,0.0031974389385445168
2015-06-23,0.0023904169334865166
2015-06-24,-0.004769432933725115
2015-06-25,-0.0007987402968212542
2015-06-26,-0.04076740364116049
2015-06-29,-0.023333311080932617
2015-06-30,-0.0025597854916358243
2015-07-01,-0.010265174496708385
2015-07-02,-0.009507317163236717
2015-07-06,-0.01745199027917943
2015-07-07,0.007992908593113635
2015-07-08,-0.02555065657323574
2015-07-09,-0.01446661799421256
2015-07-10,0.040367022885909654
2015-07-13,-0.014991188183992143
2015-07-14,0.004476292783648139
2015-07-15,-0.012477748662284793
2015-07-16,-0.019855619904663557
2015-07-17,0.0009208314178617005
2015-07-20,-0.011959532273190243
2015-07-21,0.009311022681643522
2015-07-22,-0.049815493934666666
2015-07-23,0.022330052230796982
2015-07-24,-0.020892622880667067
2015-07-27,-0.01648885250969423
2015-07-28,0.03944769279950511
2015-07-29,0.018026525718307207
2015-07-30,-0.0009318989407370859
2015-07-31,-0.009328393561453097
2015-08-03,-0.02636532353940335
2015-08-04,-0.012572544731382918
2015-08-05,0.009794356620578037
2015-08-06,-0.014549036479104882
2015-08-07,0.008858282868066558
2015-08-10,0.017561005383003092
2015-08-11,-0.04026846251246263
2015-08-12,0.008991024028971895
2015-08-13,-0.022772325467692256
2015-08-14,0.004052681085797261
2015-08-17,0.019172607162777577
2015-08-18,-0.024752474312641604
2015-08-19,-0.018274141949720768
2015-08-20,-0.041365006760535006
2015-08-21,-0.009708753845045881
2015-08-24,-0.0250545194188031
2015-08-25,-0.006703851086149792
2015-08-26,0.06186717838246758
2015-08-27,0.0370763132444456
2015-08-28,0.009193069758792527
2015-08-31,-0.03238863270421399
2015-09-01,-0.03556486795651448
2015-09-02,0.016268938631887053
2015-09-03,0.05229453330872991
2015-09-04,-0.02028395702120489
2015-09-08,0.08385097644009765
2015-09-09,-0.022922704744169797
2015-09-10,-0.008797576045042499
2015-09-11,0.007889538559900933
2015-09-14,-0.013698663372291198
2015-09-15,0.014880914649364696
2015-09-16,0.0019550790477649294
2015-09-17,-0.00780487060546875
2015-09-18,-0.024582104043710307
2015-09-21,-0.014112937726413533
2015-09-22,-0.0286298303288528
2015-09-23,-0.012631566900956015
2015-09-24,-0.012793164615673813
2015-09-25,0.007559362105185485
2015-09-28,-0.03858517252101401
2015-09-29,0.012263060580006258
2015-09-30,0.035242257435351254
2015-10-01,-0.011702091610770182
2015-10-02,0.02583420582386009
2015-10-05,0.03147955919630774
2015-10-06,0.006103806722521199
2015-10-07,0.03943370840343263
2015-10-08,0.0019455698719061942
2015-10-09,-0.029126231570822836
2015-10-12,-0.010999965667724654
2015-10-13,0.014155650635842232
2015-10-14,0.07078764277660143
2015-10-15,-0.013035325198509029
2015-10-16,-0.01037741569744266
2015-10-19,-0.009532834125577039
2015-10-20,0.016361893231620295
2015-10-21,-0.024621232817268468
2015-10-22,0.05631067116171318
2015-10-23,0.05514700565113384
2015-10-26,-0.042682908593802193
2015-10-27,-0.016378467265714125
2015-10-28,0.020351462055011815
2015-10-29,-0.06799637517289125
2015-10-30,0.07003893830070251
2015-11-02,0.016363664106889164
2015-11-03,0.0026833391907246096
2015-11-04,0.029437994878062756
2015-11-05,-0.022530349197686372
2015-11-06,0.028368852488815266
2015-11-09,-0.007758633588638486
2015-11-10,-0.025195478374130276
2015-11-11,0.0008912009776775864
2015-11-12,-0.03383786075301376
2015-11-13,-0.011981576946572314
2015-11-16,-0.004664196780726493
2015-11-17,0.006560421211218248
2015-11-18,-0.07914333760799652
2015-11-19,0.021233572381901267
2015-11-20,0.005940540958044194
2015-11-23,-0.0009842745110260065
2015-11-24,0.01970450940454449
2015-11-25,0.010627985760675474
2015-11-27,0.025812571998535816
2015-11-30,0.0214352754634608
2015-12-01,0.028284709720595158
2015-12-02,0.005323821074119772
2015-12-03,-0.02206531347603269
2015-12-04,0.02617328193591062
2015-12-07,-0.011433607365821552
2015-12-08,-0.06939499544968375
2015-12-09,-0.03154874976123956
2015-12-10,0.001974284685431149
2015-12-11,-0.02463054279761645
2015-12-14,0.021212125882702715
2015-12-15,0.015825994710173097
2015-12-16,0.004868474667179656
2015-12-17,-0.03488368869407976
2015-12-18,0.005020099452144766
2015-12-21,0.007992000187495574
2015-12-22,-0.0019822058930833997
2015-12-23,0.001986142837119509
2015-12-24,0.004955420215929207
2015-12-28,-0.013806739505185961
2015-12-29,0.010999965667724654
2015-12-30,-0.01582590038036613
2015-12-31,-0.015075338834740326
2016-01-04,-0.010204120359535218
2016-01-05,-0.002061804585836491
2016-01-06,-0.05061990799013538
2016-01-07,-0.059847580214754226
2016-01-08,-0.01273155161811701
2016-01-11,0.00468932744492534
2016-01-12,-0.0023336645042629778
2016-01-13,-0.029239765429585618
2016-01-14,0.024096362008327654
2016-01-15,-0.03294114505543433
2016-01-19,-0.01824824420094684
2016-01-20,0.024783242937137295
2016-01-21,0.01451026347240747
2016-01-22,-0.005959498055879808
2016-01-25,-0.010791385004946807
2016-01-26,0.018181771943063474
2016-01-27,-0.017857098255025683
2016-01-28,-0.016969738584576177
2016-01-29,0.055487149443829153
2016-02-01,0.012850426551985095
2016-02-02,-0.05651669744017096
2016-02-03,0.011002463231076343
2016-02-04,0.026602092040752146
2016-02-05,-0.05182562923972278
2016-02-08,-0.08074535154863083
2016-02-09,-0.043243265883429416
2016-02-10,0.009887030002217134
2016-02-11,-0.013986000461365
2016-02-12,0.0028368766504145437
2016-02-16,0.062234801490402836
2016-02-17,0.05193073962710959
2016-02-18,-0.03670885548762004
2016-02-19,0.009198382864139543
2016-02-22,0.037760412543623945
2016-02-23,0.0062736096472117975
2016-02-24,0.03491268291638816
2016-02-25,-0.00120484682554578
