Date,AME
2015-01-05,-0.030026117685120535
2015-01-06,-0.01920087172554441
2015-01-07,0.002996742031635913
2015-01-08,0.02469579452535342
2015-01-09,-0.00894047600574388
2015-01-12,-0.02490682783453957
2015-01-13,0.0
2015-01-14,-0.01246987891784046
2015-01-15,-0.015682424054427435
2015-01-16,0.00475924271959971
2015-01-20,-0.002059511597199415
2015-01-21,0.014238749215116586
2015-01-22,0.002848388179147454
2015-01-23,-0.009332680337818866
2015-01-26,0.015359547791087058
2015-01-27,-0.011698464430483058
2015-01-28,-0.005102086857300958
2015-01-29,0.008000348031096394
2015-01-30,-0.025234118758811874
2015-02-02,0.03382043623523168
2015-02-03,0.01878032127843321
2015-02-04,-0.018632382537440706
2015-02-05,0.003635525859551736
2015-02-06,-0.0016100095463513764
2015-02-09,0.004837982628422166
2015-02-10,0.003610483081979421
2015-02-11,-0.002598117649523557
2015-02-12,0.014228329351778424
2015-02-13,0.015807342297291083
2015-02-17,0.0017507016185807078
2015-02-18,-0.002330056858984131
2015-02-19,-0.0023356580745111932
2015-02-20,0.007022819330572583
2015-02-23,0.015304288898553065
2015-02-24,0.003624972414102867
2015-02-25,0.006653990619683636
2015-02-26,0.006043696290691347
2015-02-27,-0.002440477947234676
2015-03-02,0.011478884367731368
2015-03-03,-0.003906930190787583
2015-03-04,-0.012700774547888538
2015-03-05,0.0011353257481778734
2015-03-06,-0.017006860088089493
2015-03-09,0.0036525431012364162
2015-03-10,-0.014748186883453362
2015-03-11,0.0003887295182762873
2015-03-12,0.013602792291125043
2015-03-13,-0.003072953223512198
2015-03-16,0.02003493819598945
2015-03-17,-0.00283315442150478
2015-03-18,0.017424590704144594
2015-03-19,-0.011541616635850627
2015-03-20,0.013182784800461311
2015-03-23,-0.002602115286044704
2015-03-24,-0.008386165314114624
2015-03-25,-0.022740219055788935
2015-03-26,-0.002884442919265595
2015-03-27,-0.0007714781827830031
2015-03-30,0.022389351928949974
2015-03-31,-0.00811786239911505
2015-04-01,-0.004948480939573452
2015-04-02,0.002295320501324305
2015-04-06,0.009923792970096157
2015-04-07,0.002267484028792177
2015-04-08,0.0030166777245304033
2015-04-09,0.003759429111321433
2015-04-10,0.0022468724723068156
2015-04-13,-0.011771086586041202
2015-04-14,0.00189073211292623
2015-04-15,0.006038585396002549
2015-04-16,-0.00937879961945054
2015-04-17,-0.020829094405606097
2015-04-20,0.006768056304461645
2015-04-21,0.00019211120875861631
2015-04-22,0.0053773742115397205
2015-04-23,0.006494738439744907
2015-04-24,-0.006832224661803776
2015-04-27,-0.0015288815686551605
2015-04-28,0.001148397414185487
2015-04-29,0.0017204248314051096
2015-04-30,0.00038165134523326927
2015-05-01,0.005913923790076048
2015-05-04,0.010430541190127096
2015-05-05,-0.00750764503473178
2015-05-06,-0.011535593134139321
2015-05-07,0.0003827569368342054
2015-05-08,0.011856860686791704
2015-05-11,-0.0007561769319609501
2015-05-12,0.007944204185752923
2015-05-13,0.019703172723372964
2015-05-14,0.016194425469419294
2015-05-15,0.0028979547336407396
2015-05-18,0.0
2015-05-19,-0.0075842180013219185
2015-05-20,-0.00036394864799105253
2015-05-21,0.00018226375752883328
2015-05-22,-0.003639850562028757
2015-05-26,-0.015525055592997439
2015-05-27,0.008720006399949076
2015-05-28,-0.003678603906108302
2015-05-29,-0.007568698351082648
2015-06-01,-0.001116369339437595
2015-06-02,0.006331767700366031
2015-06-03,0.001480200213888283
2015-06-04,-0.015151459083236563
2015-06-05,0.010881844401618102
2015-06-08,0.0020415374317515056
2015-06-09,-0.0046304872394182794
2015-06-10,0.014514249503630117
2015-06-11,0.005502688372356568
2015-06-12,0.0005479881008298992
2015-06-15,-0.0124177629740575
2015-06-16,0.004068162720170854
2015-06-17,0.0020259526335881795
2015-06-18,0.012681074643700274
2015-06-19,-0.009618559747997746
2015-06-22,0.003298391070692741
2015-06-23,-0.001095799465195002
2015-06-24,-0.011336652714957651
2015-06-25,-0.004993678191019257
2015-06-26,0.024349661272392575
2015-06-29,-0.019415692247820693
2015-06-30,0.013693403524705383
2015-07-01,0.013143584189829083
2015-07-02,0.0009010098589079529
2015-07-06,-0.019442089783349936
2015-07-07,0.006608968384255842
2015-07-08,-0.019149890174333106
2015-07-09,0.00985471495803747
2015-07-10,0.014546083748417038
2015-07-13,0.015063717783697417
2015-07-14,-0.0026818107004531466
2015-07-15,-0.01326669117283985
2015-07-16,0.0045421827757801125
2015-07-17,-0.007777084129616196
2015-07-20,0.004374632472112561
2015-07-21,-0.007440733511545616
2015-07-22,0.005850973423807249
2015-07-23,0.0025449292124108958
2015-07-24,-0.021758886953598178
2015-07-27,-0.03595904320388654
2015-07-28,0.008459994219411904
2015-07-29,0.016968260315514128
2015-07-30,0.000375075093430155
2015-07-31,-0.005809534209500811
