Date,HAS
2015-01-05,0.0029105414442882616
2015-01-06,-0.013059864600713511
2015-01-07,0.004778345061027034
2015-01-08,0.006036516768718414
2015-01-09,-0.0323637537512218
2015-01-12,-0.011461940202624366
2015-01-13,-0.013305199033710635
2015-01-14,0.005586450659998299
2015-01-15,-0.004598152616098972
2015-01-16,0.01116256969246221
2015-01-20,-0.008755143151146672
2015-01-21,0.014208899357279536
2015-01-22,0.019311040428372284
2015-01-23,0.02043075400443084
2015-01-26,-0.0016382142263309252
2015-01-27,-0.0036462105273149525
2015-01-28,0.007318911640656234
2015-01-29,0.013079530844271936
2015-01-30,-0.007589606525548742
2015-02-02,-0.004005555896584578
2015-02-03,0.02650803427484716
2015-02-04,0.007657967332632909
2015-02-05,-0.007953132328897938
2015-02-06,-0.006948017111861882
2015-02-09,0.0703262291159783
2015-02-10,0.03268519164075667
2015-02-11,-0.006654789134911132
2015-02-12,0.015686345152852166
2015-02-13,0.009330727517772086
2015-02-17,-0.004303480610568622
2015-02-18,-0.005602779172168448
2015-02-19,-0.005473164961936172
2015-02-20,0.0008093117401926087
2015-02-23,0.0030727770882963412
2015-02-24,0.0004838110917770866
2015-02-25,0.00048357713179703055
2015-02-26,0.006765606505455546
2015-02-27,-0.0028799750766307364
2015-03-02,0.013318265017424391
2015-03-03,-0.006809271248832793
2015-03-04,-0.004623538941230021
2015-03-05,0.0
2015-03-06,-0.012494169097702179
2015-03-09,0.005190413500984148
2015-03-10,-0.010004595358764967
2015-03-11,-0.007171912251525581
2015-03-12,0.012969731987435562
2015-03-13,-0.015721075553316588
2015-03-16,0.012678957767501498
2015-03-17,0.001625906285792622
2015-03-18,-0.0027596835982421908
2015-03-19,-0.005371735096705743
2015-03-20,-0.00032757154339457806
2015-03-23,0.004911433839253299
2015-03-24,0.0017923843319040955
2015-03-25,-0.013172891428361533
2015-03-26,-0.0019774535190905107
2015-03-27,0.007760767804795954
2015-03-30,0.02523387844028324
2015-03-31,0.010707491124047896
2015-04-01,0.008697492494596615
2015-04-02,-0.005330377986450641
2015-04-06,0.011032486305710965
2015-04-07,-0.008417864406405351
2015-04-08,0.006759862573937125
2015-04-09,0.002654619307881134
2015-04-10,0.0001557699193688311
2015-04-13,-0.0052944401536524355
2015-04-14,0.009392893946114311
2015-04-15,0.0052727604768207925
2015-04-16,0.018975779526994918
2015-04-17,-0.0024225656295638887
2015-04-20,0.12551250096591549
2015-04-21,-0.008225438858241452
2015-04-22,-0.024745201829115993
2015-04-23,-0.00027887872339482644
2015-04-24,-0.0013943369747210221
2015-04-27,-0.008378967535321746
2015-04-28,0.00140838214632244
2015-04-29,-0.0014155387356932225
2015-04-30,0.0034017337704372874
2015-05-01,0.012289937213070035
2015-05-04,-0.0065586722864307
2015-05-05,-0.01418730597572826
2015-05-06,0.0029921622464446074
2015-05-07,0.01037115183426729
2015-05-08,0.0014055885611934382
2015-05-11,0.010952169560218605
2015-05-12,-0.014444545046732093
2015-05-13,-0.007327751094487134
2015-05-14,0.021720353824882244
2015-05-15,0.005835927332058732
2015-05-18,-0.0058020668913052464
2015-05-19,-0.0019451865730734097
2015-05-20,-0.0005570612448395629
2015-05-21,0.010586525033413174
2015-05-22,0.004824417869112141
2015-05-26,-0.009877096824393972
2015-05-27,0.0030483220849695236
2015-05-28,0.0006908079639371678
2015-05-29,-0.004417111008260921
2015-06-01,0.003604885213676301
2015-06-02,-0.003039184856967969
2015-06-03,0.008452046269450841
2015-06-04,-0.008106094788103979
2015-06-05,0.0004151625818891169
2015-06-08,0.0016614265349952362
2015-06-09,-0.004008356845067174
2015-06-10,0.008882678072725358
2015-06-11,0.00797861944005307
2015-06-12,-0.0061414995250937965
2015-06-15,0.0009611316109408019
2015-06-16,0.002057911613175367
2015-06-17,0.02122139072485929
2015-06-18,0.012065769667405357
2015-06-19,0.009140720027090099
2015-06-22,0.005906758935623424
2015-06-23,0.014876533082317067
2015-06-24,0.007329675220279164
2015-06-25,0.0010211343331327782
2015-06-26,-0.009308834914888542
2015-06-29,-0.026901643159504718
2015-06-30,-0.010714631176278022
2015-07-01,0.013237251509689019
2015-07-02,0.001847457853165757
2015-07-06,-0.0009220952205846178
2015-07-07,0.004086914889216198
2015-07-08,0.01168614461652595
2015-07-09,-0.01440604978410942
2015-07-10,0.016854983248489885
2015-07-13,0.012950067896959405
2015-07-14,0.0060086901856346575
2015-07-15,-0.007879299421178265
2015-07-16,0.004483576092320529
2015-07-17,-0.0021681186692075194
2015-07-20,0.06261998675961533
2015-07-21,-0.03283231895899996
2015-07-22,-0.007087489173874584
2015-07-23,-0.0071386103761367226
2015-07-24,0.00454129005849202
2015-07-27,-0.00163300419884993
2015-07-28,0.0007549475216970247
2015-07-29,0.014955357766296196
2015-07-30,-0.003860390398760516
2015-07-31,-0.015627031806501268
2015-08-03,-0.012699836248185159
2015-08-04,0.014020962276618976
2015-08-05,0.005200877685234584
2015-08-06,-0.029152100598015762
2015-08-07,0.0062396072087416155
2015-08-10,0.027128115130214514
2015-08-11,-0.004778561341700072
2015-08-12,0.004548980277623738
2015-08-13,0.013335216601048971
2015-08-14,0.001986483836737385
2015-08-17,-0.0011156829958373082
2015-08-18,-0.002976976706790424
2015-08-19,-0.009952645194642895
2015-08-20,-0.021613366060202366
2015-08-21,-0.034420639842245415
2015-08-24,-0.05320589904375295
2015-08-25,0.004917427894281179
2015-08-26,0.01761524651591939
2015-08-27,0.03228440016910694
2015-08-28,0.004924274755303992
2015-08-31,-0.012184065467003125
2015-09-01,-0.027751753912878763
2015-09-02,0.027440783933680546
2015-09-03,0.031539435274216876
2015-09-04,-0.019385823965629045
2015-09-08,0.01220634965288614
2015-09-09,-0.013238991208028184
2015-09-10,0.009962815302022143
2015-09-11,0.00947016564278269
2015-09-14,0.010814447341556344
2015-09-15,0.019334824684414942
2015-09-16,0.014795117176883643
2015-09-17,-0.034143371385435994
2015-09-18,-0.005806073637950826
2015-09-21,0.0016873514119943867
2015-09-22,-0.02124646172329081
2015-09-23,-0.0022500590718851354
2015-09-24,-0.009684230392677295
2015-09-25,0.00401872944999937
2015-09-28,-0.03762527390944448
2015-09-29,0.0077640542131456325
2015-09-30,-0.007566354797093666
2015-10-01,-0.006376474629498863
2015-10-02,-0.004464380085119957
2015-10-05,0.0319506967398131
2015-10-06,-0.010592218279358745
2015-10-07,0.0076860470145845294
2015-10-08,0.0051759325478437646
2015-10-09,0.007452408421495971
2015-10-12,0.0012105542041265238
2015-10-13,-0.0041645666431379125
2015-10-14,-0.006205016874704761
2015-10-15,0.022532582323433914
2015-10-16,0.03252362145632759
2015-10-19,-0.07199835816691558
2015-10-20,0.010529707145298994
2015-10-21,0.014395521261945321
2015-10-22,0.037437280103044035
2015-10-23,0.027488610727390395
2015-10-26,-0.007100624162228009
2015-10-27,-0.0011493387187268
2015-10-28,-0.0005113975122525982
2015-10-29,0.00038628484227021254
2015-10-30,-0.011833040581044063
2015-11-02,0.0053366591010897135
2015-11-03,-0.00012913289596538924
2015-11-04,-0.00284914659356994
2015-11-05,0.0006491550558944681
2015-11-06,0.015312917060813058
2015-11-09,0.0019170497769123163
2015-11-10,0.018114908324214696
2015-11-11,-0.015537155896295007
2015-11-12,-0.00916368348961949
2015-11-13,-0.023635213313519254
2015-11-16,-0.003157735964555153
2015-11-17,-0.013329629699681211
2015-11-18,0.010834450618781633
2015-11-19,0.00039720564891632115
2015-11-20,-0.0014550122338363725
2015-11-23,-0.003974047787096646
2015-11-24,0.006517000636834691
