Date,ES
2015-10-07,-0.004344133379554083
2015-10-08,0.012891374188036098
2015-10-09,-0.008615217523477936
2015-10-12,0.010863050401234142
2015-10-13,-0.004493867391880735
2015-10-14,0.005887555918625331
2015-10-15,0.011317445857677688
2015-10-16,0.007910353417243776
2015-10-19,-0.004977083345378164
2015-10-20,0.004232451280428595
2015-10-21,-0.0026816389647886796
2015-10-22,0.012293308308787054
2015-10-23,-0.01859598652778327
2015-10-26,0.006380591854193041
2015-10-27,-0.002305069769004353
2015-10-28,-0.01848704049094707
2015-10-29,-0.004119944216344096
2015-10-30,0.003546154075806829
2015-11-02,0.0003924630044067623
2015-11-03,0.009615782531236627
2015-11-04,0.0027207291694237856
2015-11-05,-0.0017443971358773736
2015-11-06,-0.048155269122946875
2015-11-09,0.006731923123403094
2015-11-10,0.020668866824794296
2015-11-11,0.013896799036068996
2015-11-12,-0.016448025757565432
2015-11-13,-0.008560232557133673
2015-11-16,0.023493533702874547
2015-11-17,-0.02589729715400435
2015-11-18,0.019133868242386942
2015-11-19,0.008695762355202863
2015-11-20,0.00783709847860159
2015-11-23,-0.006026569811938831
2015-11-24,-0.009387943670472576
2015-11-25,-0.005725440596553111
2015-11-27,0.003375565250932633
2015-11-30,0.00831216152901737
2015-12-01,-0.0035330327433679143
2015-12-02,-0.020484549337096647
2015-12-03,-0.008244391834923759
2015-12-04,0.02656127103895356
2015-12-07,0.010863050401234142
2015-12-08,-0.0013680588793326676
2015-12-09,-0.005282753700161735
2015-12-10,-0.030978227620023446
2015-12-11,0.0010232812070114505
2015-12-14,0.005724581435848197
2015-12-15,0.010774934871454978
2015-12-16,0.028760646650020316
2015-12-17,0.01114380299717399
2015-12-18,-0.024555039297817216
2015-12-21,-0.007532315017870106
2015-12-22,0.012382722040951366
2015-12-23,0.018740957177922013
2015-12-24,0.0019366933009909992
2015-12-28,0.0019329497701201515
2015-12-29,0.0011571674689458966
2015-12-30,-0.0009632422777596794
2015-12-31,-0.015043621820772013
2016-01-04,-0.0037202825784807825
2016-01-05,0.009237212641081127
2016-01-06,0.002142793034213497
2016-01-07,-0.006218663506631805
2016-01-08,-0.00625726899371748
2016-01-11,0.0041319434031916735
2016-01-12,0.0017636637080724604
2016-01-13,0.003521220149607318
2016-01-14,0.010916376788122184
2016-01-15,-0.009063363899213361
2016-01-19,0.02335082324621096
2016-01-20,-0.027381464982072612
2016-01-21,-0.01114339203694692
2016-01-22,0.01977040657299245
2016-01-25,0.0011631026271998746
2016-01-26,0.009876616832593221
2016-01-27,0.0032598062234698855
2016-01-28,0.014716734574166557
2016-01-29,0.013373668047715892
2016-02-01,0.014312184013180573
2016-02-02,0.009346025695262883
2016-02-03,0.011619248015221295
2016-02-04,-0.014178161764026309
2016-02-05,-0.004915142611462309
2016-02-08,-0.010428103626305418
2016-02-09,0.011092559766554322
2016-02-10,0.004571377835995483
2016-02-11,-0.018929739551439173
2016-02-12,-0.007235827931690086
2016-02-16,0.006540804876185247
2016-02-17,-0.005941172527587413
2016-02-18,0.017183092895865837
2016-02-19,0.0038562565719584274
2016-02-22,0.012255551746869875
2016-02-23,0.009034892349147894
2016-02-24,0.006984158593440926
2016-02-25,0.0076473090165740665
2016-02-26,-0.03335686372932756
2016-02-29,-0.00046036557517104004
2016-03-01,-0.0012892909274274666
2016-03-02,0.0020287539613663697
2016-03-03,0.00533657936715759
2016-03-04,0.016657818626758747
2016-03-07,0.010262735296002967
2016-03-08,0.010336843883019808
2016-03-09,0.0031751014378340603
2016-03-10,-0.006506357921635342
2016-03-11,0.0008854718952622243
2016-03-14,0.0033596595304126176
2016-03-15,0.00017619826070824907
2016-03-16,0.011277549434974388
2016-03-17,0.007841207843732878
2016-03-18,-0.011237958927405867
2016-03-21,0.0027977185505709823
2016-03-22,0.002266940774240833
2016-03-23,0.00782856575441171
2016-03-24,-0.0017262378434524939
2016-03-28,-0.0010374436019608968
2016-03-29,0.013155471647789962
2016-03-30,-0.002391780759456563
2016-03-31,-0.0008561852488145894
2016-04-01,0.007884797788218156
2016-04-04,-0.003571683748683774
2016-04-05,-0.025772342454879027
2016-04-06,-0.003328465452228979
2016-04-07,-0.001582152788791702
2016-04-08,0.004401496745656486
2016-04-11,-0.007361759381368849
2016-04-12,0.0007062539509905541
2016-04-13,-0.01058771231186939
2016-04-14,0.000534911132147764
2016-04-15,0.011051800197367179
2016-04-18,0.00705234547624678
2016-04-19,-0.0014005733882478388
2016-04-20,-0.024544501925016893
2016-04-21,-0.011142796383507125
2016-04-22,0.006906455381926024
2016-04-25,0.0018051655622659535
2016-04-26,-0.0025225464504872175
2016-04-27,0.012464132593709598
2016-04-28,0.00017818129165259045
2016-04-29,0.006778329985590803
2016-05-02,0.011162357278551527
2016-05-03,-0.0017523421569992648
2016-05-04,0.0094785814910332
2016-05-05,-0.0019123216086450734
2016-05-06,-0.004181223777109611
2016-05-09,0.00734759110464922
2016-05-10,-0.0006945112698304445
2016-05-11,-0.0031285598397310377
2016-05-12,0.004707113303404009
2016-05-13,-0.004164357255218021
2016-05-16,-0.00017447511690560358
2016-05-17,-0.027187258277772686
2016-05-18,-0.018452023496957404
2016-05-19,0.00912603213342833
2016-05-20,-0.0068727288016934285
2016-05-23,-0.013659079291292286
2016-05-24,0.00941639450286047
2016-05-25,-0.006767708433444541
2016-05-26,0.01754725816171754
2016-05-27,0.0038319269066946493
2016-05-31,0.004181276747949436
2016-06-01,0.005069132143800781
2016-06-02,-0.003062547290702544
2016-06-03,0.01463442517729363
2016-06-06,-0.006054466355279509
2016-06-07,-0.002149581813259749
2016-06-08,0.011310497196135971
2016-06-09,0.00976413489559258
2016-06-10,-0.0035162943085984555
2016-06-13,0.004234296782394065
2016-06-14,0.0065005011703662685
2016-06-15,-0.013440596293020968
2016-06-16,0.00460017119043199
2016-06-17,0.0019374228533952653
2016-06-20,-0.0012304140170509292
2016-06-21,0.0036957894022373594
2016-06-22,-0.005961561367958335
2016-06-23,-0.0047631072081676384
2016-06-24,0.014179764347125756
2016-06-27,0.023942514546774873
2016-06-28,-0.0044377334224044995
2016-06-29,0.004285928641654557
2016-06-30,0.02253354792426343
2016-07-01,-0.0031719230266663567
2016-07-05,0.009043533672556725
2016-07-06,-0.00016594644992151686
2016-07-07,-0.01477443156052971
2016-07-08,0.0037071427762587206
2016-07-11,-0.004028958513573322
2016-07-12,-0.024439798389809253
2016-07-13,0.007429490181381171
2016-07-14,-0.009604309846270587
2016-07-15,0.0020782801551368912
2016-07-18,0.004492946260185482
2016-07-19,-0.0006882607475708902
2016-07-20,-0.0032706669825407486
2016-07-21,0.001899677628028007
2016-07-22,0.014997498901842876
2016-07-25,-0.00017007102858024314
2016-07-26,-0.009512161751799475
2016-07-27,-0.01028982535224654
2016-07-28,0.004505223172570405
2016-07-29,0.008969855979510166
2016-08-01,0.009232523095228595
2016-08-02,-0.009148063388715766
2016-08-03,-0.01555809539702302
2016-08-04,0.0006947453441377149
2016-08-05,-0.0152724403604928
2016-08-08,0.0005285451269205765
2016-08-09,0.0012332882745547114
2016-08-10,0.0017592934085388645
2016-08-11,0.003688182182508326
2016-08-12,0.001749750332889377
2016-08-15,-0.015371232762537157
2016-08-16,-0.015965933472434135
2016-08-17,0.005408233611385871
2016-08-18,0.013627363553947225
2016-08-19,-0.017512637875316983
2016-08-22,0.0016203599418129766
2016-08-23,-0.006291505199475855
2016-08-24,0.0010852895431860965
2016-08-25,-0.0012648763092965032
2016-08-26,-0.020807190004661802
2016-08-29,0.004619427616628924
2016-08-30,-0.011587080387777005
2016-08-31,0.004279992777374009
2016-09-01,-0.007040977232656953
2016-09-02,0.014554658325115044
2016-09-06,0.010851887786712755
2016-09-07,-0.001637930069519622
2016-09-08,0.002551516494549322
2016-09-09,-0.031993928258380544
2016-09-12,0.01990635444751332
2016-09-13,-0.012889406761550815
2016-09-14,0.0016791766759438609
2016-09-15,0.009670199673141644
2016-09-16,0.007625127957906264
2016-09-19,0.0075672361169003555
2016-09-20,-0.0029307561662711423
2016-09-21,0.01873987783987996
2016-09-22,0.006672269114237794
2016-09-23,0.007344818797401675
2016-09-26,0.0019565735317972344
2016-09-27,-0.016506990289106405
2016-09-28,-0.003067996397014938
2016-09-29,-0.009956891923159294
2016-09-30,-0.009324882308175297
2016-10-03,-0.011812492577685352
2016-10-04,-0.0173699744028587
2016-10-05,-0.0009505369013257381
2016-10-06,0.003044143890618356
2016-10-07,-0.0053111813520206885
2016-10-10,0.0061019271034163935
2016-10-11,-0.014783854466033364
2016-10-12,0.01154301796397017
2016-10-13,0.013693244565907259
2016-10-14,-0.0022512184320576667
2016-10-17,0.010718571672066801
2016-10-18,0.007069489718783739
2016-10-19,-0.002955756659781872
2016-10-20,0.0027791831808119394
2016-10-21,-0.0022173929930494607
2016-10-24,0.0024075537068759534
2016-10-25,0.0031403552988664707
2016-10-26,0.00018449283872268296
2016-10-27,-0.007365136209235623
2016-10-28,0.0053792957976461775
2016-10-31,0.015867181185230894
2016-11-01,-0.01779897607304959
2016-11-02,-0.011834243797120836
2016-11-03,-0.0011225643395050833
2016-11-04,-0.0037468227018403466
2016-11-07,0.020872683255269697
2016-11-08,0.013630520232261967
2016-11-09,-0.03270937919361172
2016-11-10,-0.016720059399957576
2016-11-11,-0.00745143724061248
2016-11-14,-0.005004819975303998
2016-11-15,0.014316335683004722
2016-11-16,-0.008773712266749611
2016-11-17,0.00442558717630348
2016-11-18,-0.0072796059949349345
2016-11-21,0.00733298725290199
2016-11-22,0.004789328194649167
2016-11-23,-0.01353676968098283
2016-11-25,0.01642827019605475
2016-11-28,0.023768959482392882
2016-11-29,-0.0016714790051457484
2016-11-30,-0.039628097301344645
2016-12-01,-0.010073430245140624
2016-12-02,0.011350206876803881
2016-12-05,0.004837517141326186
2016-12-06,0.001540537237186168
2016-12-07,0.018457715866410096
2016-12-08,0.006229805639549335
2016-12-09,0.008630696677269345
2016-12-12,0.009858691798127595
2016-12-13,0.004789196138612617
2016-12-14,-0.019129950145512664
2016-12-15,0.011494647160238625
2016-12-16,0.016579537731947314
2016-12-19,0.009162918633401906
2016-12-20,0.0034497605989878277
2016-12-21,-0.005609593804122626
2016-12-22,0.008917062591377478
2016-12-23,0.00036065135910168244
2016-12-27,-0.0014422687244622923
2016-12-28,-0.011917968894188391
2016-12-29,0.015533547695764982
2016-12-30,-0.0061181044244091876
2017-01-03,-0.002715814340571443
2017-01-04,0.003449227092842788
2017-01-05,0.00018106436589793162
2017-01-06,-0.00036187919986618855
2017-01-09,-0.012486407363438423
2017-01-10,-0.00531412193332359
2017-01-11,0.01436973657856222
2017-01-12,0.004540456452420516
2017-01-13,-0.0028924524560195453
2017-01-17,0.010335192543097227
2017-01-18,-0.003589212121898
2017-01-19,-0.008104977464751806
2017-01-20,-0.0012713143449374353
2017-01-23,-0.004727269466101469
2017-01-24,-0.003470743965608758
2017-01-25,-0.004583370348871463
2017-01-26,0.004235970320769056
2017-01-27,-0.005134963802072123
2017-01-30,0.0033179993732939117
2017-01-31,0.016351181231096135
2017-02-01,-0.011207295299081821
2017-02-02,0.011882710870428026
2017-02-03,0.0066848296178292355
2017-02-06,-0.0007176781542018729
2017-02-07,0.0017958492721348307
2017-02-08,0.012728730341374561
2017-02-09,-0.007789191162756226
2017-02-10,0.0066010708686106145
2017-02-13,0.0012410756565848224
2017-02-14,-0.009559290030483392
2017-02-15,-0.003395956843673331
2017-02-16,0.009504875552019287
2017-02-17,-0.002486799492305569
2017-02-21,0.01228830835232575
2017-02-22,0.013370954295076176
2017-02-23,0.009027595265902244
2017-02-24,0.01565742834327266
2017-02-27,-0.005251590130115225
2017-02-28,0.007125079053764027
2017-03-01,-0.00801234896771208
2017-03-02,0.006874112824766021
2017-03-03,-0.00529110048967274
2017-03-06,0.0012011812928671706
2017-03-07,0.0035988747908299867
2017-03-08,-0.017759562017855224
2017-03-09,-0.0024338414717292034
2017-03-10,0.005751304409588265
2017-03-13,0.005717891649270168
2017-03-14,0.0049966646029731
2017-03-15,0.013715228116148559
2017-03-16,-0.009978094307078966
2017-03-17,0.0066622396488300595
2017-03-20,-0.007636265314449386
2017-03-21,0.0164157461994503
2017-03-22,0.004542346440280065
2017-03-23,-0.0006697095878033243
2017-03-24,0.0056978679444759095
2017-03-27,-0.00766534327328261
2017-03-28,-0.0010076021618047326
2017-03-29,-0.00705998999012325
2017-03-30,-0.007618082802418824
2017-03-31,0.0027294237664223786
2017-04-03,0.0018716124167079684
2017-04-04,-0.0005097042079675873
2017-04-05,0.009344229478549515
2017-04-06,0.0021883110653402316
2017-04-07,-0.002351438230165148
2017-04-10,-0.002020293282185226
2017-04-11,-0.0011806632611559564
2017-04-12,0.011315513287514012
2017-04-13,-0.00434201722739791
2017-04-17,0.011237953172064774
2017-04-18,-0.0024880870492475227
2017-04-19,-0.008313862918550963
2017-04-20,-0.0033534927423590766
2017-04-21,0.006056546778047345
2017-04-24,0.0038463838534537054
2017-04-25,-0.0005001086845738412
2017-04-26,-0.004333333529486616
2017-04-27,0.0005023677139162075
2017-04-28,-0.006190450793359337
2017-05-01,-0.0043768492323870145
2017-05-02,0.0013525841102794978
2017-05-03,-0.0018576210543332916
2017-05-04,0.00642869838953164
2017-05-05,0.0010086184479332072
2017-05-08,0.003526522865394899
2017-05-09,-0.006860888722558189
2017-05-10,-0.0020218253453951895
2017-05-11,0.004220712172262164
2017-05-12,0.006724942776548337
2017-05-15,0.0045090535275109644
2017-05-16,-0.00864496959003036
2017-05-17,0.009391303141537799
2017-05-18,0.0008306284694890032
2017-05-19,-0.0021579923712922167
2017-05-22,0.010481089967569801
2017-05-23,0.006584938372443894
2017-05-24,0.004416129225197407
2017-05-25,0.007002379054464436
2017-05-26,0.0005703794675135931
2017-05-30,0.0013027367498441578
2017-05-31,0.009596659120607809
2017-06-01,0.004511047437604665
2017-06-02,0.00032062157879564346
2017-06-05,-0.0012825567546611572
2017-06-06,-0.002086931647203083
2017-06-07,0.006756612580322896
2017-06-08,-0.007510515073017698
2017-06-09,0.00305952889411798
2017-06-12,-0.0008030004822019432
2017-06-13,-0.001445517196130841
2017-06-14,0.004665397062410204
2017-06-15,0.0027221215171908675
2017-06-16,0.009900969523052305
2017-06-19,-0.00711562637615204
2017-06-20,0.0009555229457431924
2017-06-21,-0.0020684162953583662
2017-06-22,-0.00829105344299974
2017-06-23,0.0008038089714061947
2017-06-26,0.006586438237748959
2017-06-27,-0.010692398674109982
2017-06-28,-0.012259783487115872
2017-06-29,-0.008656215948448898
2017-06-30,0.00016483340694084525
2017-07-03,-0.004941631466367502
2017-07-05,-0.005628256981921931
2017-07-06,-0.001331580667325194
2017-07-07,0.001333356138581987
2017-07-10,-0.002663327980125141
2017-07-11,-0.001502644791847807
2017-07-12,0.0033437431180625143
2017-07-13,-0.0019994931426232654
2017-07-14,0.005342190832184457
2017-07-17,0.0016606415079756243
2017-07-18,0.001989548997114454
2017-07-19,0.0038053233949337795
2017-07-20,0.00890028984268576
2017-07-21,0.0053916471172850144
2017-07-24,-0.012999764217371257
2017-07-25,-0.00428062127061779
2017-07-26,0.007606111537268312
2017-07-27,-0.0037743476593565806
2017-07-28,-0.0029649459020832936
2017-07-31,0.004295306741709082
2017-08-01,0.0016449057118606003
2017-08-02,0.0027919448302167194
2017-08-03,0.013429519022371661
2017-08-04,-0.004848116794820334
2017-08-07,0.00763239651300851
2017-08-08,0.00419024876430929
2017-08-09,-0.009308331076804732
2017-08-10,0.00793793459482428
2017-08-11,-0.00578606063526399
2017-08-14,0.005011102699893133
2017-08-15,0.006434218448962081
2017-08-16,0.0036759432778585843
2017-08-17,-0.005414059594665233
2017-08-18,0.009606113679330175
2017-08-21,-0.0014272666668624368
2017-08-22,-0.0009529505978296271
2017-08-23,0.003656077173119554
2017-08-24,-0.0026923740668665097
2017-08-25,0.0017468508873552668
2017-08-28,0.003012084042230967
2017-08-29,0.00031627587451898975
2017-08-30,-0.0007902815222721182
2017-08-31,-0.0037949743519283263
2017-09-01,-0.006825339862757573
2017-09-05,0.006073189772121568
2017-09-06,-0.0054010000850763795
2017-09-07,0.009423133835936737
2017-09-08,0.0045886250882640756
2017-09-11,0.009765297344478618
2017-09-12,-0.02292920421898048
2017-09-13,-0.0043105893618486935
2017-09-14,0.010902936165797295
2017-09-15,-0.003013596430679888
2017-09-18,-0.011140583681100047
2017-09-19,0.0012968803609749724
2017-09-20,-0.004694760549118104
2017-09-21,-0.0006506549897271618
2017-09-22,-0.011881436910215148
2017-09-25,0.012518585721126074
2017-09-26,-0.002114871520201622
2017-09-27,-0.014835475766598494
2017-09-28,0.002316820544596254
2017-09-29,-0.0021462961936313807
2017-10-02,-0.0009928174424874703
2017-10-03,-0.0028154766561749867
2017-10-04,0.009633127053755075
2017-10-05,-0.0026323242620805987
2017-10-06,-0.004123257772636224
2017-10-09,-0.0009938041085408855
2017-10-10,0.005636801994987728
2017-10-11,0.010550553150663333
2017-10-12,0.006035806264921284
2017-10-13,-0.0003242044084228457
2017-10-16,-0.007299261251043632
2017-10-17,0.008823583602176166
2017-10-18,-0.0048591607711612195
2017-10-19,0.010091273897204767
2017-10-20,0.0011277844630201983
2017-10-23,0.0038629276315895744
2017-10-24,0.0008017726766194055
2017-10-25,-0.0014419868860364726
2017-10-26,-0.0014440692149069179
2017-10-27,0.008836884679708445
2017-10-30,-0.004777746159777663
2017-10-31,0.0024005400281046363
2017-11-01,0.0006383678084991296
2017-11-02,0.008774770997916903
2017-11-03,0.004902640870989794
2017-11-06,0.0025181636754010306
2017-11-07,0.012872752935488396
2017-11-08,0.0017047058643282487
2017-11-09,0.0007738131425720773
2017-11-10,-0.009430870732198615
2017-11-13,0.010769286352582563
2017-11-14,0.016213847502191125
2017-11-15,-0.012308235070872864
2017-11-16,-0.0016923464672258248
2017-11-17,-0.010479025987203627
2017-11-20,-0.005762571591185095
2017-11-21,0.0014098350604248022
2017-11-22,-0.001877004131398241
2017-11-24,0.008149421368196075
2017-11-27,0.001398787043533245
2017-11-28,0.0021731686044337284
2017-11-29,0.0007744980996866602
2017-11-30,0.0037146523337283632
2017-12-01,0.008943725504944933
2017-12-04,0.0007641997979341841
2017-12-05,-0.009163091466903306
2017-12-06,0.0035449199026187372
2017-12-07,-0.0030715939017329497
2017-12-08,0.004775597282553168
2017-12-11,0.007359819401401513
2017-12-12,-0.022678674659024067
2017-12-13,0.013549071520360778
2017-12-14,-0.00460985840767536
2017-12-15,0.004898669904228159
2017-12-18,-0.010987125118514185
2017-12-19,-0.020654210878506274
2017-12-20,-0.005911312197231733
2017-12-21,-0.0038572683895460314
2017-12-22,0.006292093676290245
2017-12-26,-0.006573654010978092
2017-12-27,0.009199615614946532
2017-12-28,0.006716913005259784
2017-12-29,0.003653681673336795
2018-01-02,-0.00047514447303098617
2018-01-03,-0.008867671435700442
2018-01-04,-0.014059711863512181
2018-01-05,0.0017823659713687157
2018-01-08,0.006955657801162252
2018-01-09,-0.007549941636534441
2018-01-10,-0.007445911784182968
2018-01-11,0.0032616493133135194
2018-01-12,-0.002763320582217732
2018-01-16,-0.006519947486774091
2018-01-17,0.011484950121748883
2018-01-18,-0.01362550049349498
2018-01-19,-0.0003289733752125379
2018-01-22,-0.0004933385506197263
2018-01-23,0.005924770044487326
2018-01-24,0.00016353141368274926
2018-01-25,0.05627367923996385
2018-01-26,-0.007743434720635989
2018-01-29,-0.025441076555885567
2018-01-30,0.0019219972977688737
2018-01-31,0.008471683326361834
2018-02-01,-0.046441691548735564
2018-02-02,-0.013463976259298627
2018-02-05,-0.01718613368072941
2018-02-06,-0.01354359099254665
2018-02-07,-0.011296455516414339
2018-02-08,-0.013710974821117605
2018-02-09,0.016218362391038577
2018-02-12,0.008944290274125244
2018-02-13,0.0015644821999329928
2018-02-14,-0.0006940301087547951
2018-02-15,0.01719332836755738
2018-02-16,0.009390443687098626
2018-02-20,-0.01606896258940993
2018-02-21,-0.013924914085574724
2018-02-22,0.002091958129546212
2018-02-23,0.03462098278138481
2018-02-26,-0.010929764165871991
2018-02-27,-0.024311465072488048
2018-02-28,-0.006795759227661402
2018-03-01,-0.007894626430678842
2018-03-02,0.009725614158447637
2018-03-05,0.019878301330934045
2018-03-06,-0.01801830331355314
2018-03-07,-0.0068803059745610184
2018-03-08,0.010303615077945194
2018-03-09,0.0065060853718097444
2018-03-12,-0.003144497014956338
2018-03-13,-0.006660093681737478
2018-03-14,0.008998211998236805
2018-03-15,0.006819545843884223
2018-03-16,0.011809403232655669
2018-03-19,-0.0037764067234585807
2018-03-20,-0.0063745129288066416
2018-03-21,-0.00364156461683951
2018-03-22,0.0008700420510401319
2018-03-23,-0.012519448239384112
2018-03-26,0.013030415116799698
2018-03-27,0.01842518514428182
2018-03-28,-0.0020480289139774843
2018-03-29,0.007696120552745267
2018-04-02,-0.004243078733402017
2018-04-03,0.01073799114997076
2018-04-04,0.0038788849013597915
2018-04-05,0.008063003922351708
2018-04-06,-0.005999026440916766
2018-04-09,0.001005981237687914
2018-04-10,-0.006699365169505422
2018-04-11,0.0016863021488568997
2018-04-12,-0.012960956467780727
2018-04-13,0.006650752799908011
2018-04-16,0.011011630185743027
2018-04-17,0.009383317968946203
2018-04-18,-0.005644132756544851
2018-04-19,-0.0006678278794192138
2018-04-20,-0.0106917335750496
2018-04-23,-0.0001685233533176289
2018-04-24,0.003884201805484766
2018-04-25,-0.0011777639094788794
2018-04-26,0.010948569219571214
2018-04-27,0.009996575115469808
2018-04-30,-0.006103775306121939
