Date,BXP
2015-01-05,0.009066108128968464
2015-01-06,0.01940335349496758
2015-01-07,0.01118324368796797
2015-01-08,0.004028859107721772
2015-01-09,0.005033232081121053
2015-01-12,0.004137275578551591
2015-01-13,-0.0021684889768477378
2015-01-14,0.011735639077173454
2015-01-15,0.0022198904095749317
2015-01-16,0.008001512174611758
2015-01-20,-0.004039839507852361
2015-01-21,0.0
2015-01-22,0.018787590255376907
2015-01-23,-0.003422968669774762
2015-01-26,0.010934446248971996
2015-01-27,-6.937904634507497e-05
2015-01-28,-0.008598242989632188
2015-01-29,0.003217322503624054
2015-01-30,-0.032347964854515854
2015-02-02,0.010158419078329484
2015-02-03,0.01141160232328331
2015-02-04,-0.004795195731880697
2015-02-05,0.018848028716698106
2015-02-06,-0.019751194898665614
2015-02-09,-0.005392156782558999
2015-02-10,0.014480448434217807
2015-02-11,-0.009140668537788943
2015-02-12,0.01234757269798581
2015-02-13,-0.011075011747669339
2015-02-17,-0.0058835190538386595
2015-02-18,0.010909156966409705
2015-02-19,-0.023346010529284977
2015-02-20,0.006499607329439661
2015-02-23,0.01119318477907516
2015-02-24,-0.018945614254516352
2015-02-25,-0.004339569906889995
2015-02-26,-0.010388089719530424
2015-02-27,0.008661902809114386
2015-03-02,0.009824662197534861
2015-03-03,-7.219709124650642e-05
2015-03-04,-0.010450390328646808
2015-03-05,0.012599990763947577
2015-03-06,-0.037473816148274386
2015-03-09,0.008369671113405364
2015-03-10,-0.0014080995884029335
2015-03-11,-0.0012613939532483132
2015-03-12,0.02050786403049809
2015-03-13,-0.00990261404063808
2015-03-16,0.009339785369585574
2015-03-17,0.0018944166365966186
2015-03-18,0.026325307053129965
2015-03-19,0.00014156095747153152
2015-03-20,0.025363022242506306
2015-03-23,6.945800216318077e-05
2015-03-24,-0.0052508832779606385
2015-03-25,-0.019586213633355554
2015-03-26,-0.0053131658760782186
2015-03-27,0.0003578108641986155
2015-03-30,0.01745267575603604
2015-03-31,-0.01244298849202441
2015-04-01,-0.005481047009774032
2015-04-02,0.008732210247856642
2015-04-06,0.008798620047819616
2015-04-07,-0.01871021980773302
2015-04-08,0.0014340549010667392
2015-04-09,-0.016892523433570394
2015-04-10,0.001674910191211909
2015-04-13,-0.00370703219319668
2015-04-14,0.004231155964835809
2015-04-15,-0.00842674079075234
2015-04-16,0.008718284917193175
2015-04-17,-0.007844324018696947
2015-04-20,-0.0015373516557716238
2015-04-21,0.0027864862484128228
2015-04-22,-0.0019011571133521477
2015-04-23,0.003808884320185335
2015-04-24,0.006130194597774974
2015-04-27,-0.0005077023439368222
2015-04-28,0.003991235104482405
2015-04-29,-0.025081315486171096
2015-04-30,-0.01905423058452005
2015-05-01,0.0048373101481955505
2015-05-04,0.0
2015-05-05,-0.024821357843515024
2015-05-06,-0.007713013517554934
2015-05-07,0.022153124033073013
2015-05-08,0.013916399333355978
2015-05-11,-0.018675358895241967
2015-05-12,0.004050683223363993
2015-05-13,-0.00548082401643335
2015-05-14,0.020742572666061942
2015-05-15,0.010048027501223356
2015-05-18,-0.0028953049155525656
2015-05-19,-0.006849828269444136
2015-05-20,-0.0005995957846953726
2015-05-21,-0.008026836690214978
2015-05-22,0.004764203842393178
2015-05-26,-0.01234258384445186
2015-05-27,0.004800694072880196
2015-05-28,-0.0023512846608677584
2015-05-29,-0.011554109656314537
2015-06-01,0.012458426317420779
2015-06-02,-0.015799456508806875
2015-06-03,-0.01288887542755246
2015-06-04,-0.0034401387682931883
2015-06-05,-0.010042206689078736
2015-06-08,-0.0015057967445398779
2015-06-09,-0.008731090182223178
2015-06-10,0.010649546342023752
2015-06-11,0.004357135863418238
2015-06-12,-0.005284956421241049
2015-06-15,-0.007930060046238085
2015-06-16,0.0073540277230352835
2015-06-17,0.007062319873737843
2015-06-18,0.009297828249314355
2015-06-19,-0.010773546960619163
2015-06-22,-0.008602238760960335
2015-06-23,-0.005174302610974402
2015-06-24,-0.0008004059234262284
2015-06-25,-0.01289348554912706
2015-06-26,0.006687954420622422
2015-06-29,-0.021064332309308487
2015-06-30,0.001737806260485808
2015-07-01,0.00900524285006754
2015-07-02,-0.002292692031299337
2015-07-06,0.005580734564245571
2015-07-07,0.019831773484346504
2015-07-08,-0.010003031719975408
2015-07-09,-0.004769206183535268
2015-07-10,0.0084468537785094
2015-07-13,0.004671572330906315
2015-07-14,-0.000881929674572679
2015-07-15,-0.003931705607761238
2015-07-16,0.014902707327923093
2015-07-17,-0.003333719883092834
2015-07-20,0.0018314660372948932
2015-07-21,-0.003179335480776091
2015-07-22,0.004226419655837033
2015-07-23,-0.011037779707217643
2015-07-24,0.0049783755307133415
2015-07-27,0.0005591373216091711
2015-07-28,-0.0032741977955630386
2015-07-29,0.012017212124205034
2015-07-30,-0.023590534039558353
2015-07-31,-0.0004867820623956076
2015-08-03,0.011518465478630002
2015-08-04,-0.013392005950497388
2015-08-05,-0.01414269671761259
2015-08-06,-0.002803485280855278
2015-08-07,-0.006448496164074391
2015-08-10,-0.003578478180772171
2015-08-11,8.312468750792945e-05
2015-08-12,0.001753956696971981
2015-08-13,0.00625203505615568
2015-08-14,0.01002407131220795
2015-08-17,0.008776031946070795
2015-08-18,-0.0004877962763770727
2015-08-19,-0.0041484775761406745
2015-08-20,-0.012824828140757472
2015-08-21,-0.01820409314410032
2015-08-24,-0.0532659058547984
2015-08-25,-0.03276061198936786
2015-08-26,0.047491744133591585
2015-08-27,0.02618360012215737
2015-08-28,-0.0014555579826257548
2015-08-31,-0.02778224204902413
2015-09-01,-0.02399005826293632
2015-09-02,0.011295874954537322
2015-09-03,0.0002683519427058023
2015-09-04,-0.018581776949337825
2015-09-08,0.016839815100538225
2015-09-09,-0.010204901148162526
2015-09-10,0.011938087488302385
2015-09-11,0.018321581614883842
2015-09-14,-0.005792748165322492
2015-09-15,0.010505111084778473
2015-09-16,0.028391491187974127
2015-09-17,0.014780825602372927
2015-09-18,-0.006780222656167512
2015-09-21,0.00033670768952820396
2015-09-22,-0.016850201951804866
2015-09-23,0.0030848884776182306
2015-09-24,-0.009397638932080898
2015-09-25,0.00457087594411143
2015-09-28,-0.011482401177501211
2015-09-29,0.025938772058766713
2015-09-30,0.007917177296709488
2015-10-01,0.0018579094262443085
2015-10-02,0.007166001034021541
2015-10-05,0.009625620894019082
2015-10-06,-0.002487234935530047
2015-10-07,0.007729455656099615
2015-10-08,0.005278612580616793
2015-10-09,-0.001969167159439622
2015-10-12,0.007562838911363334
2015-10-13,-0.016725443577221832
2015-10-14,-0.005061194597888896
2015-10-15,0.007172113883706199
2015-10-16,0.015235420484654094
2015-10-19,0.012152309113699467
2015-10-20,-0.009025039126064005
2015-10-21,-0.005041360178746235
2015-10-22,0.011359973209535745
2015-10-23,-0.015191771731309034
2015-10-26,-0.007630960022680933
2015-10-27,0.007772136948636321
2015-10-28,0.002625616905422845
2015-10-29,0.004746392763792295
2015-10-30,0.025004069997861755
2015-11-02,0.031147803723983847
2015-11-03,-0.009092892224950466
2015-11-04,-0.011431465186265255
2015-11-05,0.006214577071417038
2015-11-06,-0.02908292929406764
2015-11-09,-0.012158926185292573
2015-11-10,0.010759476161825043
2015-11-11,0.002741834659305553
2015-11-12,-0.009087589541727059
2015-11-13,-0.00284076017327195
2015-11-16,0.007488078580895063
2015-11-17,-0.0028274040958615743
2015-11-18,0.005752227078661187
2015-11-19,0.0016107126287878692
2015-11-20,0.017532879512232036
2015-11-23,-0.0043473026214978505
2015-11-24,-0.010319972211196737
2015-11-25,0.0008022969802605751
2015-11-27,0.008415727552692376
2015-11-30,-0.006597061341023891
2015-12-01,0.013441119715225325
2015-12-02,-0.025183459791717766
2015-12-03,-0.008908201375044889
2015-12-04,0.020101156420526012
2015-12-07,0.0012818177991194002
2015-12-08,-0.0011200866357727879
2015-12-09,-0.010811979339296007
2015-12-10,-0.004776831238112567
2015-12-11,0.002766015956349399
2015-12-14,0.016874372884752242
2015-12-15,0.01332416752705523
2015-12-16,0.024722459371508743
2015-12-17,-0.000998843737861077
2015-12-18,-0.02261199557740179
2015-12-21,-7.860098113676717e-05
2015-12-22,0.001337840262926715
2015-12-23,0.013438852098941911
2015-12-24,0.00046547107732797244
2015-12-28,0.00472829857796464
2015-12-29,0.016442135307629613
2015-12-30,-0.009397514069779178
2015-12-31,-0.008242388294909309
2016-01-04,-0.026188164446757978
2016-01-05,0.024637824457740765
2016-01-06,-0.00015722724610189864
2016-01-07,-0.017761649610966157
2016-01-08,-0.028004636953628093
2016-01-11,0.009878252248878061
2016-01-12,-0.013612628832050389
2016-01-13,-0.01884142653491583
2016-01-14,0.009601668613614889
2016-01-15,-0.011846398215734633
2016-01-19,0.007429427379927356
2016-01-20,-0.02916273212986109
2016-01-21,0.0016399478831186087
2016-01-22,0.02723232602841197
2016-01-25,-0.011661428711500554
2016-01-26,0.021560639863293263
2016-01-27,-0.010054356588925395
2016-01-28,-0.031056141431926587
2016-01-29,0.006670383792427348
2016-02-01,0.0008604059653274376
2016-02-02,-0.012810566472014062
2016-02-03,-0.0010451812468963428
2016-02-04,0.02223192548105235
2016-02-05,-0.018422119478071597
2016-02-08,-0.03432124399058023
2016-02-09,-0.01952455674562681
2016-02-10,0.02037275781272685
2016-02-11,-0.027070785264710295
2016-02-12,0.003974783705847473
2016-02-16,0.015468150192123886
2016-02-17,0.015232531113060777
2016-02-18,-0.003125754768941058
2016-02-19,0.006987641042644155
