Date,IVZ
2015-01-05,-0.02912574858852235
2015-01-06,-0.02079013266049623
2015-01-07,0.013168840475100252
2015-01-08,0.017506595386392654
2015-01-09,-0.018508779280571486
2015-01-12,-0.005843200512853697
2015-01-13,-0.0026717954749695405
2015-01-14,-0.020894694639228883
2015-01-15,-0.01696321790408195
2015-01-16,0.011411135837799069
2015-01-20,-0.009906297922675611
2015-01-21,0.009171615920976706
2015-01-22,0.027815878434916508
2015-01-23,-0.007770436779535483
2015-01-26,0.009992060897738853
2015-01-27,-0.007219431211050065
2015-01-28,-0.02127662360117344
2015-01-29,0.03935037440197764
2015-01-30,-0.027534943764267905
2015-02-02,0.018785618537790594
2015-02-03,0.03340471665826983
2015-02-04,-0.005430502267835924
2015-02-05,0.012220705008162636
2015-02-06,-0.002055079438045171
2015-02-09,-0.0025739047414372607
2015-02-10,0.015999829385334063
2015-02-11,0.0
2015-02-12,0.005334255907533558
2015-02-13,-0.001515920659654224
2015-02-17,0.006111251673000417
2015-02-18,-0.008352302814818913
2015-02-19,0.0
2015-02-20,0.02169507929297665
2015-02-23,-0.007244785883275373
2015-02-24,0.011575178109174855
2015-02-25,-0.0002491108387773222
2015-02-26,0.0034839135486437467
2015-02-27,-0.0014880503448798654
2015-03-02,0.004718432098383074
2015-03-03,-0.004696273052867794
2015-03-04,0.0017384959869299887
2015-03-05,0.006693369795677695
2015-03-06,-0.011573644364633151
2015-03-09,0.0064771607446316715
2015-03-10,-0.023514895786401646
2015-03-11,0.0086187764293022
2015-03-12,0.020105303994663926
2015-03-13,-0.005420120114223326
2015-03-16,0.024771036366824983
2015-03-17,-0.008218555276093165
2015-03-18,0.01827924478654852
2015-03-19,-0.01651506641123801
2015-03-20,0.018495755006374015
2015-03-23,-0.011230222740349793
2015-03-24,-0.010874853205204538
2015-03-25,-0.020766967700819206
2015-03-26,-0.004241913029408684
2015-03-27,-0.005763164464078985
2015-03-30,0.008064906987422793
2015-03-31,-0.007750254677426294
2015-04-01,0.002267764120583715
2015-04-02,0.002262633002642289
2015-04-06,0.006771969373139841
2015-04-07,-0.009466596407231798
2015-04-08,0.007041735363267465
2015-04-09,0.003996121353967208
2015-04-10,-0.004975082157009925
2015-04-13,0.006749734869043733
2015-04-14,0.0007450589985815714
2015-04-15,0.006699864456467308
2015-04-16,-0.0017250447837431349
2015-04-17,-0.015308618562683063
2015-04-20,0.010781664833372062
2015-04-21,-0.006201341258463611
2015-04-22,0.008237401640968978
2015-04-23,0.0103984873405365
2015-04-24,0.00024486946681934185
2015-04-27,-0.007349093050989297
2015-04-28,0.014560754725809755
2015-04-29,-0.009000368369135203
2015-04-30,0.016691294494976416
2015-05-01,0.0045868436766005605
2015-05-04,0.0028844789925690506
2015-05-05,-0.014857612497051864
2015-05-06,-0.009486606815005239
2015-05-07,0.007121504724451055
2015-05-08,0.010241429200441132
2015-05-11,-0.00362026113246694
2015-05-12,-0.011143862391865156
2015-05-13,-0.00616520604382198
2015-05-14,0.017121892562511176
2015-05-15,-0.010978434791439562
2015-05-18,0.003453330910773822
2015-05-19,-0.007620208810574791
2015-05-20,0.013376418750194574
2015-05-21,-0.0070890483440108065
2015-05-22,-0.0024621127241102325
2015-05-26,-0.013079621562505417
2015-05-27,0.010002552122968078
2015-05-28,-0.0012381035615637304
2015-05-29,-0.012642541869763324
2015-06-01,0.0010041680201400283
2015-06-02,-0.00025056450354754567
2015-06-03,-0.0007527847958689327
2015-06-04,-0.01631946217074076
2015-06-05,0.0005107198739000562
2015-06-08,0.0033163014509296485
2015-06-09,-0.008390695360529166
2015-06-10,0.003076770223323866
2015-06-11,0.006135432132062357
2015-06-12,0.0027945122560792957
2015-06-15,-0.0012668104847107786
2015-06-16,0.0030442928866301067
2015-06-17,-0.007840288872389078
2015-06-18,0.006882412845845565
2015-06-19,-0.015189725793324893
2015-06-22,0.0007712854230215171
2015-06-23,0.0056512204135430455
2015-06-24,-0.007662988459783859
2015-06-25,-0.00797953787292971
2015-06-26,0.0005187339933483415
2015-06-29,-0.03008240607604329
2015-06-30,0.0024060159058147956
2015-07-01,0.008535798660076255
2015-07-02,-0.00502517903980082
2015-07-06,-0.009569538958015822
2015-07-07,-0.0029521748796375036
2015-07-08,-0.02503381557102602
2015-07-09,0.006350196034594857
2015-07-10,0.013168646334049239
2015-07-13,0.015163937887658019
2015-07-14,0.013603951613754717
2015-07-15,-0.001316131441721935
2015-07-16,0.017127910521044676
2015-07-17,-0.002849922815885364
2015-07-20,-0.003897039733379959
2015-07-21,0.0020866985871996757
2015-07-22,0.002082353343419774
2015-07-23,-0.012986884504714524
2015-07-24,-0.013684578476862774
2015-07-27,-0.01440736901917139
2015-07-28,0.008933162198962563
2015-07-29,0.01180585234299647
2015-07-30,0.03394320350564728
2015-07-31,-0.010002566811914249
2015-08-03,-0.0012952075610908054
2015-08-04,-0.003631829021863764
2015-08-05,0.008331035792369823
2015-08-06,-0.003356391748777332
2015-08-07,-0.010103162854907866
2015-08-10,0.01727248973371598
2015-08-11,-0.013892233439766533
2015-08-12,-0.012784163373889879
2015-08-13,-0.010042313962180915
2015-08-14,0.0013350245512415704
2015-08-17,0.003999174227849567
2015-08-18,-0.004547148625080655
2015-08-19,-0.015045118796390478
2015-08-20,-0.021004006112117057
2015-08-21,-0.035943324242904695
2015-08-24,-0.04971119009302849
2015-08-25,-0.025547226788690258
2015-08-26,0.035892615730700905
2015-08-27,0.04127747348869115
2015-08-28,0.001446927136526499
2015-08-31,-0.014446989106513874
2015-09-01,-0.035180108551882694
2015-09-02,0.0015192902909371142
2015-09-03,-0.001820346523513039
2015-09-04,-0.02887555998545044
2015-09-08,0.03036023828251677
2015-09-09,-0.011847079868475552
2015-09-10,0.006455705946841306
2015-09-11,0.004275773668659166
2015-09-14,-0.006690815290916863
2015-09-15,0.018371222205122884
2015-09-16,0.013529632838600758
2015-09-17,-0.0071192976787533
2015-09-18,-0.02927992646657185
2015-09-21,0.011080075494813713
2015-09-22,-0.023439733482663483
2015-09-23,-0.0059228968991575925
2015-09-24,0.0018814245044571631
2015-09-25,0.002191308205313547
2015-09-28,-0.03435359938357574
2015-09-29,-0.003234334600610289
2015-09-30,0.013302969937745823
2015-10-01,0.008005194352000311
2015-10-02,0.002223551485035058
2015-10-05,0.030111032840986596
2015-10-06,0.0
2015-10-07,0.015384842316429115
2015-10-08,0.0042423559408548694
2015-10-09,-0.007845891569765895
2015-10-12,-0.00760311275096448
2015-10-13,-0.035856478089051236
2015-10-14,-0.010807660852083512
2015-10-15,0.02827781845292665
2015-10-16,0.01249996045376367
2015-10-19,-0.020061573808156208
2015-10-20,0.00472430015882086
2015-10-21,-0.013793003669260617
2015-10-22,0.04831537104371453
2015-10-23,0.027895619734128907
2015-10-26,-0.005604912352757063
2015-10-27,-0.013052590445130297
2015-10-28,0.03246165233057341
2015-10-29,-0.02503602158712037
2015-10-30,-0.009555343811267325
2015-11-02,0.008742938749517926
2015-11-03,0.006276095148613825
2015-11-04,-0.003860797285547446
2015-11-05,0.010435266484856154
2015-11-06,0.006196286919608829
2015-11-09,-0.0193549192690754
2015-11-10,-0.014054732802737724
2015-11-11,0.010312407627384834
2015-11-12,-0.024917610980804583
2015-11-13,-0.01521252476481505
2015-11-16,0.014501902174950176
2015-11-17,-0.0006214925198378962
2015-11-18,0.027985014671496833
2015-11-19,0.003932127042787448
2015-11-20,0.0003014234875444721
2015-11-23,-0.003614302023553728
2015-11-24,0.003324986871528157
2015-11-25,0.012051868327402238
2015-11-27,0.00029783403101912853
2015-11-30,0.002678477818190972
2015-12-01,0.006233495414147416
2015-12-02,-0.008554978990804263
2015-12-03,-0.013091278917653604
2015-12-04,0.019897578843334873
2015-12-07,-0.007980978882299872
2015-12-08,-0.021156231280747062
2015-12-09,-0.014611963102087566
2015-12-10,0.012975013183819772
2015-12-11,-0.04178103058236471
2015-12-14,-0.03278148987771157
2015-12-15,0.03126004443941777
2015-12-16,0.017868494655619793
2015-12-17,-0.022256971404218673
2015-12-18,-0.01442738954586087
2015-12-21,0.029602811447706268
2015-12-22,0.0025275997906044623
2015-12-23,0.043807205598665355
2015-12-24,-0.0060384472803584055
2015-12-28,0.0012150442680292084
2015-12-29,0.01850707272128016
2015-12-30,-0.005659667530706458
2015-12-31,0.0029958389454816103
2016-01-04,-0.008662035954169811
2016-01-05,-0.0027117437722420368
2016-01-06,-0.017220630321369668
2016-01-07,-0.03135537333369043
2016-01-08,-0.043795653271151425
2016-01-11,-0.006637779796432874
2016-01-12,-0.004343831279117194
2016-01-13,-0.023825316682973385
2016-01-14,0.018562941112580722
2016-01-15,-0.029362243797152243
2016-01-19,0.002086603651366481
2016-01-20,-0.021165823127980432
2016-01-21,0.007798612737915489
2016-01-22,0.036932600110635594
2016-01-25,-0.028154615801838756
2016-01-26,0.018499250863256878
2016-01-27,-0.006854085057766746
2016-01-28,-0.014837596484624682
2016-01-29,0.04833617723613193
2016-02-01,-0.027063383985549305
2016-02-02,-0.045672999164745876
2016-02-03,-0.007916689555922285
2016-02-04,0.014146034311078859
2016-02-05,-0.03147358559331892
2016-02-08,-0.0480056780147361
2016-02-09,-0.005042975479236156
2016-02-10,0.025731097289459104
2016-02-11,-0.03534774119011286
2016-02-12,0.04412935003867324
2016-02-16,0.01791809406141387
2016-02-17,0.028090147162688206
2016-02-18,-0.01493642595858835
2016-02-19,-0.02736673143076407
2016-02-22,0.03345994556107623
2016-02-23,-0.030904814007317705
2016-02-24,-0.006453930236346328
2016-02-25,0.027129736711464902
2016-02-26,0.00818482031919654
2016-02-29,-0.01328400230585347
