Date,TPR
2015-01-05,-0.01554539390908749
2015-01-06,-0.011707117232115705
2015-01-07,0.030854174934038525
2015-01-08,0.02538736275553366
2015-01-09,-0.00443070154858316
2015-01-12,0.009686188119956807
2015-01-13,-0.017889654129003674
2015-01-14,-0.024287433931693858
2015-01-15,-0.018938895027679203
2015-01-16,-0.004136973125507759
2015-01-20,-0.0016617506241547453
2015-01-21,0.042718376001873226
2015-01-22,0.01755803255859889
2015-01-23,-0.016470403592361293
2015-01-26,-0.01408849960081926
2015-01-27,-0.0086277222216804
2015-01-28,-0.008430677794355246
2015-01-29,0.06802001791612544
2015-01-30,-0.044941108468307234
2015-02-02,0.00941119830600834
2015-02-03,0.030633954750248993
2015-02-04,0.01085562144089569
2015-02-05,-0.003835372307606555
2015-02-06,0.006673484593152645
2015-02-09,0.000509859614152397
2015-02-10,0.009429199466697291
2015-02-11,-0.0012621650747255408
2015-02-12,-0.008847646361860417
2015-02-13,0.016322279833414832
2015-02-17,-0.009786532702667938
2015-02-18,0.0060821004841047355
2015-02-19,0.024936871375687897
2015-02-20,0.02088968579333983
2015-02-23,0.004092649166150819
2015-02-24,0.02972894613936683
2015-02-25,0.00791615638219012
2015-02-26,0.0027723324119879322
2015-02-27,0.0032245299065245536
2015-03-02,0.00022982404615645713
2015-03-03,-0.020890586823588353
2015-03-04,-0.008555510167001845
2015-03-05,0.003814396655219099
2015-03-06,-0.01614892094310849
2015-03-09,-0.0038617089132231275
2015-03-10,-0.012599365986009636
2015-03-11,-0.010061970927063402
2015-03-12,0.0054539511602629265
2015-03-13,0.016765286565168402
2015-03-16,0.00436457776541177
2015-03-17,-0.010381244641763043
2015-03-18,0.012441852010376397
2015-03-19,-0.0057831665066028215
2015-03-20,0.007755552322700865
2015-03-23,0.010341674561683556
2015-03-24,0.0016662255796424663
2015-03-25,0.002851573436405852
2015-03-26,-0.035781907294003434
2015-03-27,0.015237138335596034
2015-03-30,0.006778406805893367
2015-03-31,-0.003847725566595628
2015-04-01,0.0045864933846311295
2015-04-02,0.005766617008211572
2015-04-06,0.014811126666775198
2015-04-07,-0.0028249057976994507
2015-04-08,0.009914934158913757
2015-04-09,0.005142574960574464
2015-04-10,0.0006980187842715591
2015-04-13,-0.012549348825177664
2015-04-14,-0.01059080925299516
2015-04-15,-0.0066603921331850335
2015-04-16,0.02993252227200971
2015-04-17,-0.014182192883071765
2015-04-20,0.0033016752069940924
2015-04-21,-0.024682909228164185
2015-04-22,0.0024106570372437464
2015-04-23,0.018754441733677574
2015-04-24,0.006608456255828843
2015-04-27,-0.007502790504388401
2015-04-28,-0.06331226878993068
2015-04-29,-0.02875159396013327
2015-04-30,-0.007790313700004936
2015-05-01,-0.008898093510705363
2015-05-04,0.007921832262878015
2015-05-05,-0.0026197885541063837
2015-05-06,-0.002626943129420689
2015-05-07,0.010007908983741043
2015-05-08,0.0028683775028115477
2015-05-11,-0.001040081513286495
2015-05-12,-0.002863219048035548
2015-05-13,-0.004698387742238297
2015-05-14,-0.009703523714521989
2015-05-15,-0.00794504731282386
2015-05-18,0.004004373026946562
2015-05-19,-0.006115231611588112
2015-05-20,-0.001605510778685204
2015-05-21,0.020364852208235362
2015-05-22,-0.014443503326081686
2015-05-26,-0.025846062587530638
2015-05-27,-0.03282266636334519
2015-05-28,-0.0048076374991605775
2015-05-29,0.005114878762466635
2015-06-01,0.012440031805587726
2015-06-02,0.000837659862743978
2015-06-03,0.010365691627350015
2015-06-04,-0.006690825006639756
2015-06-05,0.004771327323393804
2015-06-08,-0.010894020036522845
2015-06-09,-0.0036714083689544097
2015-06-10,-0.0014168285909773592
2015-06-11,-0.0045417760399120155
2015-06-12,0.0014256795833618163
2015-06-15,-0.001993021856121713
2015-06-16,0.003708896360598235
2015-06-17,0.0042638118035223105
2015-06-18,0.013303187191093135
2015-06-19,0.0030723512636938732
2015-06-22,0.006405022146866557
2015-06-23,0.0024903590897358274
2015-06-24,-0.0035883125281981343
2015-06-25,-0.010803133753719996
2015-06-26,0.0114812971992313
2015-06-29,-0.03128466294494103
2015-06-30,-0.010860321914825888
2015-07-01,0.015024791218135602
2015-07-02,-0.0037004504398799876
2015-07-06,-0.025999951273322996
2015-07-07,0.0020530876721638336
2015-07-08,-0.036885139578519355
2015-07-09,0.005471220107454267
2015-07-10,0.009068899525555452
2015-07-13,-0.0011984889577174584
2015-07-14,0.002699739290753289
2015-07-15,-0.02542630908548249
2015-07-16,-0.008594475058262607
2015-07-17,-0.013931893977327303
2015-07-20,-0.0040816144952235955
2015-07-21,-0.011349099549630703
2015-07-22,-0.009885366388226347
2015-07-23,-0.001610177429820947
2015-07-24,-0.017096803520762593
2015-07-27,0.009189207149971956
2015-07-28,0.0042277910068457825
2015-07-29,0.018458509211985552
2015-07-30,-0.004769667835246794
2015-07-31,-0.0031947159406572334
2015-08-03,-0.02467967997516296
2015-08-04,0.03220527256889816
2015-08-05,0.010187861325011704
2015-08-06,-0.005357699884043332
2015-08-07,0.047845437439906435
2015-08-10,0.0
2015-08-11,-0.01300252336716523
2015-08-12,-0.044424326780666434
2015-08-13,0.00865652442423448
2015-08-14,0.014939741356311265
2015-08-17,0.002818634372251827
2015-08-18,0.01905040817073611
2015-08-19,-0.016855338185634783
2015-08-20,-0.027119876953489053
2015-08-21,-0.016020383636037083
2015-08-24,-0.06479987973892876
2015-08-25,-0.011141908116685362
2015-08-26,0.03521117497850379
2015-08-27,0.023809726182278057
2015-08-28,-0.004651338344595635
2015-08-31,0.009679608151714314
2015-09-01,-0.02181810811337903
2015-09-02,0.007096738188927976
2015-09-03,0.013169490297552766
2015-09-04,-0.023115263085682458
2015-09-08,0.033950436394683425
2015-09-09,-0.036152872270534764
2015-09-10,0.015485478660752117
2015-09-11,-0.0023719308796452676
2015-09-14,-0.015285245714996565
2015-09-15,0.013452784392162576
2015-09-16,0.018379754459809883
2015-09-17,-0.002339683180423213
2015-09-18,-0.02512544548420148
2015-09-21,0.006529156265103531
2015-09-22,-0.012632474327745724
2015-09-23,-0.017980586173591107
2015-09-24,0.011620078584626548
2015-09-25,-0.00870169822121214
