Date,STX
2015-01-05,-0.005301335789306472
2015-01-06,-0.027562210843070534
2015-01-07,0.006420329546985126
2015-01-08,0.01804897854584664
2015-01-09,0.01543654166488917
2015-01-12,-0.021071763190965598
2015-01-13,-0.00445877535928485
2015-01-14,-0.0024714050853262837
2015-01-15,-0.03576395206937977
2015-01-16,0.018143624725657448
2015-01-20,-0.0045732940106471
2015-01-21,0.0026936101048899985
2015-01-22,0.010270027391595882
2015-01-23,0.0006256043442660619
2015-01-26,-0.07689905303987465
2015-01-27,-0.03369438714167117
2015-01-28,0.008060394977059238
2015-01-29,0.020336966928799827
2015-01-30,-0.038500766013116916
2015-02-02,0.0240961752351454
2015-02-03,0.02508651312971688
2015-02-04,0.011477015112712374
2015-02-05,0.008009360939280619
2015-02-06,0.001169078699496895
2015-02-09,0.007674142866615163
2015-02-10,-0.0033111824477694007
2015-02-11,0.009966964274110701
2015-02-12,0.005920689017289149
2015-02-13,0.011118779470138174
2015-02-17,-0.011158043505499649
2015-02-18,0.0004909847945171464
2015-02-19,0.004576286115631989
2015-02-20,0.01171523744639602
2015-02-23,-0.0030556441896256725
2015-02-24,-0.020809999784943467
2015-02-25,-0.011202315301203969
2015-02-26,0.010996160431800295
2015-02-27,0.007250799349648673
2015-03-02,0.007199218134783747
2015-03-03,-0.0445092245377513
2015-03-04,-0.012580801373414552
2015-03-05,0.006198396535734396
2015-03-06,-0.026351862024249995
2015-03-09,0.0014057666130429247
2015-03-10,-0.04510339244532979
2015-03-11,-0.0009190998848767062
2015-03-12,0.003311112641155134
2015-03-13,-0.014301032722305207
2015-03-16,0.020089211911003213
2015-03-17,-0.021334991099625666
2015-03-18,0.030370654225617688
2015-03-19,0.007414194853389011
2015-03-20,0.01436030950258127
2015-03-23,-0.011679497626099877
2015-03-24,-0.00931072944375999
2015-03-25,-0.031086465832861787
2015-03-26,-0.0014921548333920454
2015-03-27,-0.014384256450957422
2015-03-30,0.00606525055577567
2015-03-31,-0.019781357581394543
2015-04-01,-0.004612459734129271
2015-04-02,0.012743448903118182
2015-04-06,0.005529269172522389
2015-04-07,0.019150493320629014
2015-04-08,-0.008186344455962002
2015-04-09,0.025886245257577434
2015-04-10,0.01627382032226521
2015-04-13,-0.0030584817520911134
2015-04-14,0.006496621564762384
2015-04-15,0.016138122577457947
2015-04-16,-0.012529077093975993
2015-04-17,0.026269176545853368
2015-04-20,0.029775258979974017
2015-04-21,-0.012343928226192347
2015-04-22,-0.003081314734290741
2015-04-23,0.008930390996024773
2015-04-24,-0.006979229887706162
2015-04-27,-0.0071987535506438105
2015-04-28,0.018646013613863532
2015-04-29,-0.004960618026683461
2015-04-30,0.009455232185124673
2015-05-01,0.015497263315757737
2015-05-04,-0.007043661193729345
2015-05-05,-0.025502469996339427
2015-05-06,-0.024436973901177717
2015-05-07,0.0024875687664747126
2015-05-08,0.01435427048173854
2015-05-11,-0.00838609016084313
2015-05-12,-0.010570854553345055
2015-05-13,0.0076566619264129
2015-05-14,0.014843983815648887
2015-05-15,-0.009403314960082398
2015-05-18,0.00017615989737373994
2015-05-19,-0.030755414109927992
2015-05-20,-0.009973219133071809
2015-05-21,0.014102433774693335
2015-05-22,0.007585581537357333
2015-05-26,-0.021509289623196204
2015-05-27,0.013738534228415977
2015-05-28,0.018612327742283608
2015-05-29,-0.01295002352129393
2015-06-01,-0.007907890447144794
2015-06-02,0.0016299336162686195
2015-06-03,0.0068733228616639774
2015-06-04,-0.02029851963341356
2015-06-05,-0.002016590278431596
2015-06-08,-0.025537401788097824
2015-06-09,-0.007918808101698205
2015-06-10,0.018434288762372075
2015-06-11,0.013248720138246739
2015-06-12,-0.013812251237743878
2015-06-15,-0.0033611228464169862
2015-06-16,-0.0031854930966458417
2015-06-17,-0.00037582437437888583
2015-06-18,0.018051949733016492
2015-06-19,-0.014591667333902159
2015-06-22,0.009746747083607232
2015-06-23,-0.029330066046064696
2015-06-24,-0.006119557571589329
2015-06-25,-0.02462942587404726
2015-06-26,-0.012428459161383909
2015-06-29,-0.020775125250034
2015-06-30,-0.031007583256704607
2015-07-01,0.0014733615641682185
2015-07-02,0.01219265848790596
2015-07-06,-0.02346839312812221
2015-07-07,0.017013755096229488
2015-07-08,-0.02969478083831678
2015-07-09,-0.007758044131657149
2015-07-10,-0.001954894378388916
2015-07-13,0.007181536200382865
2015-07-14,0.02873833261296599
2015-07-15,-0.006511449908376821
2015-07-16,0.0126852226854679
2015-07-17,0.005219091063924042
2015-07-20,-0.00872257239219254
2015-07-21,0.007961470510563728
2015-07-22,0.01974633647074664
2015-07-23,-0.021402737285144635
2015-07-24,-0.014371920286649131
