Date,TDG
2015-01-05,-0.006574106688696624
2015-01-06,0.0025452441658646574
2015-01-07,0.013252079616177248
2015-01-08,0.016736786300290074
2015-01-09,-0.0077869641536180145
2015-01-12,-0.00034769386145583336
2015-01-13,0.013813605325108114
2015-01-14,0.00044116128879112537
2015-01-15,-0.001861685518181777
2015-01-16,0.0012762550626352898
2015-01-20,-0.0012254663166422208
2015-01-21,0.006134849634796158
2015-01-22,0.005073197172899446
2015-01-23,0.011454094807848092
2015-01-26,0.0008156968085328842
2015-01-27,-0.023589157281458162
2015-01-28,-0.003191823153276263
2015-01-29,0.01576353426916932
2015-01-30,-0.0032492938979018504
2015-02-02,0.006957825221946878
2015-02-03,0.004058623083860402
2015-02-04,0.00904716557765295
2015-02-05,0.006390732218013229
2015-02-06,0.005165343051118487
2015-02-09,-0.019989748681130903
2015-02-10,0.00014452040710577485
2015-02-11,-0.004954410674899545
2015-02-12,-0.0010150973646451122
2015-02-13,0.009484200755309091
2015-02-17,-0.0021092014666840297
2015-02-18,0.0045153809037148385
2015-02-19,0.01367642955728221
2015-02-20,0.00825533526407951
2015-02-23,0.042530492530118424
2015-02-24,0.010995474737342192
2015-02-25,-0.008123653558044674
2015-02-26,-0.008324433066826287
2015-02-27,-0.02130147389657777
2015-03-02,0.005763869699926705
2015-03-03,-0.0017421688551574332
2015-03-04,-0.011022843953547024
2015-03-05,4.6469155779549354e-05
2015-03-06,-0.010309413969485592
2015-03-09,0.0076485164116375515
2015-03-10,-0.008148958215871582
2015-03-11,0.005445847309488716
2015-03-12,0.009899094266690112
2015-03-13,-0.006750365551936199
2015-03-16,0.01079963127775363
2015-03-17,-0.0029934235582812496
2015-03-18,-0.00023099528258885282
2015-03-19,-0.007623338974973581
2015-03-20,0.00446948884116849
2015-03-23,0.0001853029947505025
2015-03-24,-0.002965780771907567
2015-03-25,-0.005345025891595134
2015-03-26,0.0055139158292758506
2015-03-27,0.012501272687952092
2015-03-30,0.008996212667342629
2015-03-31,-0.005049474226574868
2015-04-01,0.0
2015-04-02,0.006995406411762994
2015-04-06,-0.0023156381240022617
2015-04-07,0.004960469488117125
2015-04-08,-0.000996342055990307
2015-04-09,0.006074107088860803
2015-04-10,0.005631995606143914
2015-04-13,-0.0017025412531559425
2015-04-14,-0.00233373425060035
2015-04-15,0.00013493369699313362
2015-04-16,-0.00112443277437424
2015-04-17,-0.012157914633926792
2015-04-20,0.014130854606536625
2015-04-21,0.005034202097553342
2015-04-22,-0.008005427269782928
2015-04-23,0.0004959185338195837
2015-04-24,0.005001713493755666
2015-04-27,-0.017890004955617655
2015-04-28,-0.0053413619769036025
2015-04-29,-0.021893737631452748
2015-04-30,-0.004551996436533257
2015-05-01,0.03163167567961089
2015-05-04,0.006580055162976661
2015-05-05,-0.024287401645440188
2015-05-06,0.024147603920325222
2015-05-07,0.00885879808370893
2015-05-08,-0.0009456170413523202
2015-05-11,0.0026592335126234268
2015-05-12,0.00449551054864461
2015-05-13,0.004833226391783851
2015-05-14,0.020888111271938792
2015-05-15,-0.007285610876161974
2015-05-18,-0.003559656371078135
2015-05-19,0.009261610211569682
2015-05-20,-0.002840377606899036
2015-05-21,0.0031554205295156734
2015-05-22,-0.00781982594088404
2015-05-26,-0.0010126045986753596
2015-05-27,0.009255587858659986
2015-05-28,-0.00655047690213395
2015-05-29,-0.006373943224495693
2015-06-01,0.009776929712367988
2015-06-02,-0.008061132490027156
2015-06-03,0.0039750320161862085
2015-06-04,-0.00937064667391696
2015-06-05,0.004174491661517177
2015-06-08,-0.004731905180848206
2015-06-09,0.003421452267162506
2015-06-10,0.003011193465512818
2015-06-11,0.005916153531930313
2015-06-12,-0.009743707289310954
2015-06-15,-0.002171722848148483
2015-06-16,0.0037310562741270648
2015-06-17,0.006638123208662083
2015-06-18,0.005802846436832043
2015-06-19,0.010053032570132014
2015-06-22,0.0
2015-06-23,-0.005495642910441689
2015-06-24,-0.009572781058853952
2015-06-25,0.003822121696065661
2015-06-26,0.0029761065615321325
2015-06-29,-0.016538030891725786
2015-06-30,-0.0031501621201266428
2015-07-01,0.012640671370812262
2015-07-02,0.0011869951680731905
2015-07-06,-0.001975712348157077
2015-07-07,0.0012756658153518785
2015-07-08,-0.023240451018790798
2015-07-09,0.005891994856565219
2015-07-10,-0.0005365009087928696
2015-07-13,0.0077845632718447355
2015-07-14,0.028589272182349523
2015-07-15,-0.013422768500232163
2015-07-16,0.01089312708711554
2015-07-17,0.010905156889781109
2015-07-20,0.002911102098639873
2015-07-21,-0.02159812323697541
2015-07-22,-0.012520813788612362
2015-07-23,-0.0025181712041520976
2015-07-24,-0.005182113104133856
2015-07-27,-0.03419265549945538
2015-07-28,0.0005994328135545679
2015-07-29,0.01824385731057787
2015-07-30,-0.005700966109872807
2015-07-31,0.029759797811138355
2015-08-03,0.013389231920382771
2015-08-04,-0.004273279070515779
2015-08-05,0.04506244291198169
2015-08-06,-0.0019277322040410771
2015-08-07,-0.013728997327403403
2015-08-10,0.008896999614886436
2015-08-11,0.002531577240192373
2015-08-12,-0.013678283239882072
2015-08-13,0.019927242369202736
2015-08-14,0.016986146349109665
2015-08-17,0.005224662753996467
2015-08-18,-0.00732570698144408
2015-08-19,-0.004947190691328651
2015-08-20,-0.03550709918604933
2015-08-21,-0.02165049817559206
2015-08-24,-0.027178733838452485
2015-08-25,-0.002572715481548138
2015-08-26,0.029367866104876406
2015-08-27,0.036178948662348054
2015-08-28,0.005472829307467508
2015-08-31,-0.030253133625694262
2015-09-01,-0.031806064900161135
2015-09-02,0.031907013465142686
2015-09-03,-0.0006095838075756976
2015-09-04,-0.013465116401773503
2015-09-08,0.024470883987222303
2015-09-09,-0.016470361800099975
2015-09-10,-0.004866086965230387
2015-09-11,0.008149802590204036
2015-09-14,-0.0013983644686050845
2015-09-15,0.003938257448035998
2015-09-16,0.0032253937022574952
2015-09-17,0.010079505145159873
2015-09-18,-0.006925000614145027
2015-09-21,-0.0008229539743422887
2015-09-22,-0.012224351475382256
2015-09-23,-0.006889756477455822
2015-09-24,-0.007026088564715094
2015-09-25,-0.003560115764253191
2015-09-28,-0.0226429901953632
2015-09-29,-0.030250486181017666
2015-09-30,0.0008953144171564009
2015-10-01,0.015112299254737005
2015-10-02,0.009275397205980473
2015-10-05,0.005468385695086786
2015-10-06,-0.025410169225376977
2015-10-07,0.011770238768618935
2015-10-08,0.017890227361524236
2015-10-09,0.0031416587254884387
2015-10-12,0.006400310257741015
2015-10-13,-0.00969695271159099
2015-10-14,-0.035523953552130005
2015-10-15,0.015535648807948776
2015-10-16,0.005533478602505415
2015-10-19,0.001942027576939509
2015-10-20,-0.003876948583142359
2015-10-21,0.002363060761198854
2015-10-22,0.012156833425943425
2015-10-23,-0.0061654004964663
2015-10-26,-0.0019756775408714677
2015-10-27,-0.0010131454358071057
2015-10-28,0.002811718667246943
2015-10-29,0.023623339449048153
2015-10-30,-0.012886024530086915
2015-11-02,0.03375022419166829
2015-11-03,-0.009988283373487783
