Date,WAB
2015-01-05,-0.02261519830575276
2015-01-06,-0.012919897623150156
2015-01-07,0.009757203180291052
2015-01-08,0.0205045032537432
2015-01-09,-0.020092516190146403
2015-01-12,-0.01131224739699599
2015-01-13,-0.005244645143046789
2015-01-14,-0.0031156770736835426
2015-01-15,-0.011538145456861937
2015-01-16,0.012160061112697296
2015-01-20,0.0012007263072115748
2015-01-21,0.008639482908762597
2015-01-22,0.017368534893734244
2015-01-23,-0.006197349518723527
2015-01-26,0.02859166968633131
2015-01-27,-0.008922605374481973
2015-01-28,-0.019390534632212075
2015-01-29,0.009180863467466382
2015-01-30,-0.0267087904921659
2015-02-02,0.014379930523005013
2015-02-03,0.024808067406182133
2015-02-04,-0.01556196734204962
2015-02-05,0.018032805058687096
2015-02-06,-0.001610332935543357
2015-02-09,0.003801414367030631
2015-02-10,0.004591265210342144
2015-02-11,-0.001142801570376828
2015-02-12,0.02186051642798814
2015-02-13,0.014000759887022207
2015-02-17,0.0015465760556798713
2015-02-18,0.02316085576991167
2015-02-19,0.02436136095747843
2015-02-20,0.0
2015-02-23,0.014521696688826413
2015-02-24,0.003734000286843786
2015-02-25,-0.007233323222523902
2015-02-26,-0.005620989651729635
2015-02-27,-0.006699568750548113
2015-03-02,0.003372420460515446
2015-03-03,-0.00535684408724979
2015-03-04,-0.00876436933735314
2015-03-05,-0.0030893929778677
2015-03-06,-0.012289066282412331
2015-03-09,0.0007576109499802808
2015-03-10,-0.01016222192752736
2015-03-11,0.012232272491230267
2015-03-12,0.01737193985440233
2015-03-13,-0.008484655762858728
2015-03-16,0.022141525165718656
2015-03-17,0.001674006611238843
2015-03-18,0.0036568414817337302
2015-03-19,-0.009263834012887662
2015-03-20,0.014603470089112225
2015-03-23,-0.003624486274328542
2015-03-24,-0.001974389908980023
2015-03-25,-0.007914278001171837
2015-03-26,-0.01091650074109507
2015-03-27,0.003396299339790465
2015-03-30,0.019671850746396213
2015-03-31,-0.014521000396716555
2015-04-01,-0.00852555180379344
2015-04-02,0.0009555721608489609
2015-04-06,0.0120901006174845
2015-04-07,-0.00796386886066014
2015-04-08,0.002535086130149189
2015-04-09,-0.0007373884215449156
2015-04-10,0.010122252107093832
2015-04-13,-0.0035492914711074963
2015-04-14,-0.00817110157779688
2015-04-15,0.01763877152824156
2015-04-16,-0.00020771346250958445
2015-04-17,-0.01287234812319804
2015-04-20,0.0118831970053479
2015-04-21,-0.004676549317056411
2015-04-22,0.02965435533621008
2015-04-23,-0.0034479048772844134
2015-04-24,-0.013533730028935542
2015-04-27,-0.0072214681149419535
2015-04-28,0.00644227740450698
2015-04-29,-0.008878808253639292
2015-04-30,-0.020312466965803244
2015-05-01,0.06135054089007208
2015-05-04,0.014325635786968327
2015-05-05,-0.020641976349820235
2015-05-06,-0.0007061101071845766
2015-05-07,0.0017156425323647806
2015-05-08,0.003626869349691253
2015-05-11,-0.005219870443185726
2015-05-12,0.0012110443458295261
2015-05-13,0.00020137925638819
2015-05-14,0.013611833142926688
2015-05-15,0.001094381171820702
2015-05-18,0.014904218654306689
2015-05-19,-0.0013701891372120967
2015-05-20,-0.0066667126188606485
2015-05-21,0.0008882832826873077
2015-05-22,0.0011830609514660306
2015-05-26,-0.010440278103894918
2015-05-27,0.009356297479457432
2015-05-28,-0.005818084336961515
2015-05-29,-0.005157747875606189
2015-06-01,-0.004386676267481127
2015-06-02,-0.0011014807636997581
2015-06-03,0.0012027489042516493
2015-06-04,-0.010513635561447798
2015-06-05,0.00961335040083644
2015-06-08,-0.005813202836707609
2015-06-09,-0.003024500466144442
2015-06-10,0.015572972721188405
2015-06-11,0.007567308596008182
2015-06-12,-0.015812063318851433
2015-06-15,-0.010041232313286685
2015-06-16,-0.002129453633132772
2015-06-17,0.006708223453128825
2015-06-18,0.003432736359238353
2015-06-19,-0.006540301078283628
